Beck;26324
Becker;75560
Berger;26025
Fischer;101639
Frank;26806
Friedrich;26467
Fuchs;33072
Günther;26176
Hahn;27578
Herrmann;34843
Huber;36019
Jung;29116
Kaiser;32967
Keller;27549
Köhler;34817
König;34410
Lang;32057
Lehmann;37074
Lorenz;24426
Mayer;35345
Meyer;83961
Möller;29066
Müller;265025
Peters;30556
Roth;26893
Schmidt;193708
Schneider;120975
Scholz;29902
Schubert;26913
Schulz;73178
Schulze;34389
Vogel;27115
Wagner;83635
Walter;34699
Weber;90297
Weiß;30650
Winkler;26003
