Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
04.02.2022 19:00,12,6,4,12,11,6,4,2,2,13,7,9,5,7,2,12,6,11,46,18,33,5,6,37,20,14,5,2,3,2,21,3,8
04.02.2022 20:00,9,6,3,9,11,6,10,2,4,37,6,9,3,5,2,13,11,9,28,13,21,4,6,43,21,15,6,2,3,2,23,3,9
04.02.2022 21:00,1,5,2,5,10,5,14,2,5,13,5,8,4,3,2,7,15,4,12,5,12,3,5,42,16,7,6,2,4,2,26,3,7
04.02.2022 22:00,2,5,1,3,6,4,11,2,2,8,4,6,3,4,2,7,15,2,7,3,8,3,7,32,8,3,4,4,3,5,13,4,6
04.02.2022 23:00,4,5,2,4,3,3,13,2,2,8,3,4,2,3,2,4,12,3,8,3,7,2,6,18,6,2,4,3,2,3,11,4,10
04.02.2022 24:00,6,5,3,4,2,3,5,1,5,7,4,3,2,2,2,2,7,4,10,5,7,3,7,16,3,2,5,2,2,3,10,4,6
05.02.2022 01:00,5,5,5,5,5,3,2,1,5,6,11,2,2,2,4,2,15,7,13,7,9,3,9,15,2,2,5,2,2,1,7,4,2
05.02.2022 02:00,4,5,2,3,2,3,2,1,4,5,11,2,2,2,3,2,18,7,11,6,8,2,3,16,2,4,2,2,2,0,6,5,2
05.02.2022 03:00,3,5,1,1,2,4,7,2,2,5,2,2,3,3,2,2,3,4,5,3,3,2,2,15,1,5,2,2,2,0,5,5,3
05.02.2022 04:00,3,5,1,1,2,4,7,3,2,4,6,2,3,3,2,2,0,3,4,3,2,2,2,12,1,3,2,2,2,1,4,5,8
05.02.2022 05:00,3,5,1,2,2,3,2,3,2,5,6,2,2,3,3,2,1,3,4,3,2,4,5,3,2,3,2,5,3,1,5,5,5
05.02.2022 06:00,6,4,2,4,2,3,2,4,2,5,2,3,3,4,2,2,1,4,5,3,3,5,5,4,3,6,2,9,2,2,4,5,3
05.02.2022 07:00,3,5,2,4,2,5,2,4,3,4,3,4,3,3,6,2,1,3,7,3,5,5,5,4,3,6,2,8,2,3,4,5,8
05.02.2022 08:00,2,7,2,4,2,4,2,5,5,4,6,4,3,3,7,2,3,3,8,4,5,6,5,10,4,5,3,3,5,5,6,6,10
05.02.2022 09:00,3,7,3,5,2,5,2,7,3,4,8,3,3,4,6,2,10,3,10,4,8,8,7,10,5,5,5,7,6,4,8,7,10
05.02.2022 10:00,3,7,3,8,5,5,2,7,4,4,6,3,3,5,6,3,8,3,12,3,9,7,8,9,5,5,6,11,4,6,4,7,11
05.02.2022 11:00,3,7,3,11,11,4,5,8,6,4,4,3,3,6,6,3,4,3,19,3,10,7,8,5,7,3,6,10,6,8,4,7,9
05.02.2022 12:00,3,8,5,15,11,6,7,8,6,4,5,6,4,5,6,5,4,4,17,3,12,6,10,6,9,4,8,7,7,5,4,7,16
05.02.2022 13:00,4,11,6,21,12,9,2,8,6,4,4,8,6,5,5,6,4,4,16,3,11,6,8,5,9,6,11,4,5,6,4,8,25
05.02.2022 14:00,3,11,5,19,19,9,3,7,11,3,6,10,5,5,8,7,3,3,17,4,13,6,5,4,6,6,7,8,2,5,4,8,18
05.02.2022 15:00,2,11,5,20,16,8,5,6,9,4,9,10,5,6,9,8,4,5,15,4,13,6,5,6,6,8,10,9,5,4,4,8,16
05.02.2022 16:00,2,9,6,20,15,10,2,5,9,4,8,9,5,5,2,7,5,7,15,4,21,7,6,41,5,15,10,11,6,4,3,8,15
05.02.2022 17:00,2,11,7,22,15,8,2,8,11,5,9,11,6,6,2,6,6,7,18,5,20,7,9,12,6,10,11,9,6,4,5,10,17
05.02.2022 18:00,3,13,11,18,14,6,2,11,12,7,14,17,8,11,8,8,8,34,24,8,22,9,11,18,11,14,11,10,10,5,11,10,19
05.02.2022 19:00,5,14,17,17,18,10,2,13,16,13,17,36,10,13,12,14,32,20,31,14,18,13,16,27,18,22,12,11,10,6,23,10,19
05.02.2022 20:00,5,12,14,18,17,12,3,11,15,19,15,44,12,18,11,17,44,10,34,12,18,19,17,42,19,18,9,12,8,9,72,9,16
05.02.2022 21:00,4,10,12,18,18,8,5,6,14,17,16,28,9,16,9,18,27,7,24,11,17,13,23,14,20,18,8,8,7,4,22,9,11
05.02.2022 22:00,3,10,11,16,12,9,7,7,10,14,11,28,9,16,7,17,18,8,21,12,18,17,18,18,20,20,10,9,4,4,14,9,12
05.02.2022 23:00,3,10,11,16,19,9,6,7,7,9,12,9,8,17,5,14,24,8,20,10,15,15,20,12,25,14,9,11,7,6,10,8,9
05.02.2022 24:00,2,9,7,11,11,11,2,7,7,8,13,11,8,16,4,7,9,7,17,9,11,15,19,11,17,17,7,9,8,9,7,8,9
06.02.2022 01:00,2,9,5,10,9,12,4,6,9,8,11,7,8,13,6,4,7,7,12,7,9,11,14,9,10,19,8,5,9,6,7,7,5
06.02.2022 02:00,2,10,5,9,6,9,8,6,18,8,11,6,8,9,7,2,7,8,11,8,8,11,11,7,9,11,6,2,6,6,6,8,7
06.02.2022 03:00,2,9,5,9,6,7,3,6,9,8,9,6,8,8,7,3,8,8,10,7,8,11,10,7,10,8,8,5,7,6,6,8,10
06.02.2022 04:00,2,9,6,10,5,7,4,6,3,7,8,4,7,7,7,6,6,7,9,7,8,11,8,7,10,8,10,9,7,5,6,8,10
06.02.2022 05:00,2,8,6,9,7,8,6,6,7,6,8,4,6,7,7,5,5,7,9,6,8,10,9,6,6,8,6,9,6,5,6,8,8
06.02.2022 06:00,2,7,6,8,8,9,3,6,10,6,7,4,6,6,6,6,4,6,9,5,7,10,8,7,6,8,6,7,7,5,6,8,10
06.02.2022 07:00,2,7,6,7,7,8,4,5,15,6,5,5,6,6,7,7,3,6,9,5,7,8,7,7,6,6,6,8,6,5,6,8,9
06.02.2022 08:00,2,7,6,8,6,8,11,5,3,5,7,8,6,6,3,6,3,5,8,5,9,8,6,7,6,6,8,6,5,5,6,8,8
06.02.2022 09:00,1,8,6,8,8,9,5,5,2,5,6,6,6,6,2,5,4,5,8,5,7,7,6,9,8,7,6,8,6,7,7,8,7
06.02.2022 10:00,1,8,6,8,8,8,4,5,3,5,4,5,6,6,5,4,5,5,10,5,7,6,7,8,10,6,7,7,4,6,6,8,8
06.02.2022 11:00,1,9,6,9,10,6,8,5,6,5,4,6,6,6,6,5,4,7,10,5,8,6,7,9,7,4,7,6,4,5,6,7,10
06.02.2022 12:00,1,9,6,8,10,7,9,5,11,4,4,8,6,6,6,5,5,8,9,5,7,6,5,9,8,6,8,8,2,6,6,6,9
06.02.2022 13:00,2,8,5,7,11,9,4,4,9,4,5,8,6,6,5,5,5,7,10,5,9,7,7,9,8,6,8,7,2,4,7,5,5
06.02.2022 14:00,2,8,5,7,6,8,2,3,4,4,5,6,5,6,3,6,6,7,9,5,9,7,6,11,9,7,9,3,5,4,6,4,6
06.02.2022 15:00,2,8,5,7,5,8,2,2,8,5,5,6,6,5,4,6,6,5,8,4,7,6,7,14,8,7,9,5,7,7,6,4,9
06.02.2022 16:00,2,7,4,6,7,7,2,3,8,6,7,5,5,4,2,5,5,5,8,4,9,4,8,20,12,6,7,6,8,4,6,4,6
06.02.2022 17:00,2,6,4,5,7,6,2,1,7,7,6,4,4,4,2,5,3,4,8,3,9,4,8,61,7,6,7,3,7,3,6,3,2
06.02.2022 18:00,1,5,3,5,8,6,6,1,5,6,2,5,4,3,2,4,3,4,7,2,6,5,2,32,4,6,4,2,4,2,5,3,2
06.02.2022 19:00,1,4,3,4,4,5,5,1,2,4,2,6,4,3,3,2,4,3,6,2,5,4,2,52,3,6,2,2,2,3,4,3,2
06.02.2022 20:00,1,4,2,4,2,4,2,1,2,4,2,4,3,3,3,2,3,3,4,2,5,3,2,25,2,3,2,2,2,0,4,3,2
06.02.2022 21:00,1,3,2,3,2,4,3,1,2,3,2,10,3,3,2,2,3,3,3,2,4,2,2,25,3,2,2,2,2,0,4,3,4
06.02.2022 22:00,1,3,2,3,2,5,5,1,2,3,2,3,3,2,2,2,1,2,2,2,3,2,7,23,1,2,2,2,2,0,3,3,2
06.02.2022 23:00,0,3,1,2,2,5,4,1,2,3,3,2,3,2,2,2,1,2,2,2,2,1,6,20,1,2,2,2,2,0,3,3,2
06.02.2022 24:00,0,2,1,2,2,4,4,1,3,3,2,1,2,2,2,3,1,2,1,2,2,1,2,19,1,2,2,2,3,0,3,2,2
07.02.2022 01:00,    # ,2,2,2,2,3,3,2,2,3,3,1,2,2,2,3,0,2,1,2,1,1,2,14,    # ,2,2,2,3,0,3,2,2
07.02.2022 02:00,0,2,0,1,2,4,4,1,3,5,2,0,1,1,2,2,0,1,1,2,1,2,2,9,0,2,2,2,2,0,4,2,2
07.02.2022 03:00,1,2,0,0,2,4,2,1,2,4,2,0,1,1,2,2,0,1,1,3,1,1,2,5,1,2,2,2,2,0,3,3,2
07.02.2022 04:00,1,2,0,1,2,3,2,1,2,3,2,0,1,1,2,2,1,1,1,2,1,1,2,3,0,2,2,2,2,0,3,3,2
07.02.2022 05:00,1,3,1,1,2,3,2,0,2,2,2,1,2,2,2,2,1,3,2,2,1,2,2,4,0,2,2,2,2,0,3,3,4
07.02.2022 06:00,1,2,3,3,2,3,2,2,2,3,2,2,3,3,2,2,1,3,6,2,2,2,2,5,1,2,2,2,2,1,2,4,7
07.02.2022 07:00,1,3,2,3,2,3,2,2,2,3,2,2,3,3,2,2,2,4,8,3,4,3,2,8,2,2,2,2,2,2,2,4,6
07.02.2022 08:00,1,3,3,8,2,4,2,4,2,3,2,5,4,4,2,2,2,4,7,4,4,6,2,9,2,4,2,2,2,2,3,5,9
07.02.2022 09:00,2,3,5,16,2,3,2,5,2,4,    # ,5,5,5,5,2,2,4,10,4,6,5,3,7,5,3,2,6,2,9,3,5,11
07.02.2022 10:00,2,3,5,13,6,6,2,6,2,3,    # ,6,6,6,7,2,3,5,10,5,8,6,8,6,6,5,5,7,2,2,3,6,9
07.02.2022 11:00,3,4,6,12,9,8,3,6,2,4,    # ,4,7,6,4,5,4,4,11,6,9,7,6,7,8,6,6,6,2,2,3,7,14
07.02.2022 12:00,2,5,7,11,10,7,5,6,2,4,    # ,3,10,6,4,5,7,5,13,6,11,7,7,9,10,5,7,7,2,3,3,10,15
07.02.2022 13:00,2,7,7,11,8,8,5,6,2,4,    # ,4,10,7,6,5,9,6,14,6,11,6,8,9,10,5,11,6,2,2,4,9,18
07.02.2022 14:00,4,8,6,10,7,10,5,6,2,5,    # ,7,11,6,3,6,8,    # ,29,7,15,8,9,13,11,6,7,6,2,2,4,10,14
07.02.2022 15:00,5,9,7,11,7,8,5,8,4,5,    # ,9,11,5,5,5,9,9,27,8,17,6,9,13,11,7,10,7,2,3,5,10,21
07.02.2022 16:00,6,9,7,11,10,7,5,8,16,5,    # ,10,10,9,8,5,10,10,28,9,21,8,14,9,7,6,13,16,7,5,5,10,19
07.02.2022 17:00,6,9,7,18,11,8,6,9,17,6,    # ,11,11,10,19,6,14,10,29,11,20,10,3,9,7,8,7,13,10,4,6,11,12
07.02.2022 18:00,6,9,8,16,9,9,6,10,17,7,    # ,13,13,9,23,8,16,9,37,11,19,11,6,7,7,12,8,19,11,7,6,12,16
07.02.2022 19:00,6,14,10,15,9,9,8,11,16,7,    # ,15,12,10,13,9,15,8,35,11,19,13,14,7,8,12,9,14,12,8,6,13,20
07.02.2022 20:00,6,13,10,16,9,8,11,12,15,7,    # ,16,12,8,16,7,14,8,26,13,21,13,9,13,7,12,8,12,14,12,6,11,18
07.02.2022 21:00,6,12,10,14,10,9,11,11,15,7,    # ,16,12,9,14,7,21,8,27,12,27,13,10,9,7,13,6,16,7,22,6,11,17
07.02.2022 22:00,6,12,9,12,9,8,8,9,11,7,    # ,19,11,10,14,9,16,9,25,10,22,10,7,14,6,11,8,16,11,6,6,11,13
07.02.2022 23:00,6,12,8,12,9,7,5,8,13,7,    # ,17,11,10,14,6,14,11,28,9,17,8,13,14,7,12,10,12,10,7,6,11,15
07.02.2022 24:00,5,12,7,11,9,9,4,9,10,7,    # ,10,10,11,15,7,10,10,18,9,13,9,16,10,7,9,10,21,10,7,6,11,17
