Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
08.02.2022 01:00,6,13,7,12,10,11,2,10,16,6,    # ,11,11,11,17,7,8,10,16,10,13,10,14,6,8,12,11,31,8,8,7,11,14
08.02.2022 02:00,4,12,7,11,6,12,2,12,12,6,    # ,8,11,10,16,8,8,10,15,10,13,10,7,9,10,9,11,10,8,9,9,11,14
08.02.2022 03:00,4,11,7,10,7,9,2,11,10,6,    # ,7,10,9,12,6,7,10,15,10,11,9,9,8,10,10,11,4,8,9,10,11,19
08.02.2022 04:00,3,11,6,10,9,9,2,10,8,6,    # ,7,10,9,6,6,6,11,13,9,10,9,12,7,9,10,8,8,6,9,10,11,10
08.02.2022 05:00,3,11,6,10,7,9,2,11,9,7,    # ,7,9,9,6,7,5,9,14,8,12,9,8,6,10,7,9,10,7,8,9,12,11
08.02.2022 06:00,3,11,6,15,8,9,2,10,10,7,    # ,12,8,10,7,7,5,8,21,7,12,9,11,5,11,8,11,12,8,8,8,11,12
08.02.2022 07:00,2,12,7,21,10,9,2,11,10,7,18,8,8,9,10,9,5,7,29,8,18,10,13,5,11,10,11,13,7,9,7,11,20
08.02.2022 08:00,2,13,7,31,12,8,2,12,12,6,12,13,8,9,11,10,6,8,35,11,25,11,13,6,11,13,12,13,9,9,7,11,16
08.02.2022 09:00,3,12,8,25,20,9,2,12,14,    # ,10,8,8,9,12,10,12,9,37,12,23,10,18,6,12,13,13,16,9,7,8,10,15
08.02.2022 10:00,2,12,9,21,28,9,2,9,12,    # ,10,25,8,8,16,12,11,8,31,11,    # ,10,21,5,11,11,14,11,9,6,7,8,7
08.02.2022 11:00,3,13,8,15,29,9,2,5,13,    # ,5,9,8,9,14,8,9,6,25,10,39,10,10,6,10,8,8,7,9,0,7,8,6
08.02.2022 12:00,    # ,14,7,19,20,9,3,6,10,1,2,9,9,9,8,11,8,4,20,8,15,11,15,6,10,12,12,4,5,4,6,7,12
08.02.2022 13:00,1,12,6,22,28,8,5,8,3,1,3,11,9,10,4,11,8,4,19,6,16,10,18,6,11,6,12,4,2,1,5,6,13
08.02.2022 14:00,1,11,5,23,26,5,2,8,2,2,14,12,10,10,2,10,8,4,18,4,17,9,    # ,7,13,6,7,4,2,1,    # ,6,13
08.02.2022 15:00,1,10,6,37,37,7,2,6,2,3,14,14,10,9,2,8,10,5,20,4,15,10,15,10,12,9,12,2,2,1,    # ,7,17
08.02.2022 16:00,1,10,8,38,42,7,2,6,2,5,12,18,11,11,3,8,9,4,23,5,16,11,7,11,12,12,10,6,2,1,2,6,17
08.02.2022 17:00,1,11,10,49,39,7,3,7,2,7,8,20,12,8,5,11,15,6,26,9,19,13,10,15,13,14,9,9,5,1,2,6,11
08.02.2022 18:00,1,11,11,42,36,7,3,7,5,7,11,23,12,10,5,13,17,7,25,13,29,13,10,38,15,13,10,6,6,1,6,6,11
08.02.2022 19:00,2,12,17,42,40,10,2,7,7,9,11,27,12,11,6,14,67,8,31,20,25,18,13,29,17,9,12,8,7,2,11,8,8
08.02.2022 20:00,2,12,17,43,48,17,2,8,9,7,5,47,13,10,5,14,47,9,38,24,22,18,9,21,21,10,11,10,6,2,9,8,11
08.02.2022 21:00,2,10,15,32,32,22,2,9,11,10,7,17,10,10,2,13,20,16,34,18,15,18,9,25,26,12,10,6,4,2,6,9,9
08.02.2022 22:00,2,9,19,29,23,27,2,14,4,15,10,38,8,10,2,9,21,16,33,20,12,16,9,24,25,9,11,8,4,1,5,7,8
08.02.2022 23:00,2,10,14,20,21,21,2,12,5,14,9,12,7,8,2,8,7,11,48,17,21,16,9,23,24,9,10,8,3,2,5,7,10
08.02.2022 24:00,2,8,12,23,23,17,2,10,6,11,8,8,6,7,2,11,7,9,29,13,19,14,12,18,23,8,11,7,5,2,5,6,8
09.02.2022 01:00,2,7,16,27,15,21,2,9,6,9,12,6,5,8,2,9,6,9,20,13,15,15,7,17,18,9,8,7,7,4,6,7,8
09.02.2022 02:00,2,7,19,25,16,16,2,8,5,11,11,5,4,7,3,5,7,9,17,12,14,16,2,21,16,6,11,3,2,5,7,9,5
09.02.2022 03:00,1,8,13,18,14,14,2,6,7,13,8,10,6,8,6,7,35,7,13,10,11,17,2,20,15,5,8,5,2,5,6,8,5
09.02.2022 04:00,1,8,12,16,10,16,2,6,9,11,8,14,9,7,6,8,8,4,11,9,10,19,6,20,14,3,9,8,2,4,6,7,5
09.02.2022 05:00,1,7,11,15,13,11,2,7,7,11,10,27,11,8,5,8,8,4,11,6,9,20,8,20,14,2,7,6,3,4,6,7,5
09.02.2022 06:00,0,7,12,22,11,10,2,8,6,12,7,16,9,11,6,14,9,4,21,7,7,20,7,18,10,3,5,7,5,3,11,7,5
09.02.2022 07:00,0,6,15,30,21,13,2,9,7,14,8,21,13,14,6,15,17,3,33,7,9,22,6,17,10,6,3,7,3,3,8,7,4
09.02.2022 08:00,0,7,19,28,23,12,2,10,8,14,13,23,15,16,4,17,11,7,40,8,12,24,7,15,14,9,3,7,4,12,10,8,7
09.02.2022 09:00,0,7,18,29,26,13,2,9,10,11,13,27,14,21,4,18,15,9,38,8,14,23,10,15,15,14,5,9,4,4,17,8,10
09.02.2022 10:00,1,7,15,37,22,11,2,13,6,7,15,38,14,25,9,12,11,9,73,9,22,20,13,13,17,20,6,11,2,3,6,8,8
09.02.2022 11:00,1,7,11,53,36,8,2,8,5,6,8,39,13,29,7,11,15,10,58,11,20,17,17,    # ,11,24,6,10,2,4,6,8,16
09.02.2022 12:00,2,9,10,42,41,10,7,5,4,9,7,30,12,27,2,15,15,7,40,10,22,16,9,    # ,10,20,8,8,2,8,7,8,30
09.02.2022 13:00,2,6,9,43,36,11,7,4,6,10,12,19,13,20,2,9,11,7,34,11,19,    # ,17,9,11,22,10,8,2,4,4,8,32
09.02.2022 14:00,1,    # ,7,43,31,10,3,5,14,9,5,23,11,14,3,11,11,5,35,10,19,14,8,5,12,20,9,5,2,6,3,8,21
09.02.2022 15:00,1,    # ,7,42,32,7,3,5,16,9,2,24,10,13,2,12,12,6,34,8,25,14,2,5,14,2,6,7,5,8,2,8,21
09.02.2022 16:00,1,5,7,26,25,6,12,4,9,8,3,22,10,16,3,12,14,6,38,10,19,17,4,7,14,5,11,7,3,17,3,9,21
09.02.2022 17:00,2,8,10,26,20,8,5,8,16,8,12,25,13,27,9,10,23,7,40,15,16,21,16,20,14,18,16,9,2,7,5,11,14
09.02.2022 18:00,1,17,14,22,39,8,2,12,19,18,13,46,21,33,11,11,25,18,47,31,32,29,26,34,26,39,17,21,11,8,8,10,14
09.02.2022 19:00,1,23,32,31,53,16,2,15,14,63,17,59,31,32,17,18,43,37,70,87,53,34,38,21,28,50,21,23,24,10,35,14,25
09.02.2022 20:00,1,40,30,94,61,25,2,16,29,65,22,74,33,36,20,26,25,41,69,88,48,40,32,17,29,33,11,18,18,25,22,16,17
09.02.2022 21:00,1,34,68,49,52,28,2,21,28,33,30,81,40,37,23,23,23,45,87,68,33,42,28,21,32,22,21,20,24,16,24,18,25
09.02.2022 22:00,1,29,47,43,34,30,2,22,25,15,28,82,68,34,19,21,34,33,59,38,37,56,29,21,25,18,18,13,19,10,28,24,31
09.02.2022 23:00,1,27,38,41,28,26,2,20,18,19,42,79,60,30,20,22,49,19,27,14,29,37,39,15,23,20,12,16,25,10,10,31,30
09.02.2022 24:00,1,25,30,36,20,20,2,24,18,10,25,45,52,29,18,26,25,23,30,21,20,33,26,11,26,22,15,19,23,9,9,26,27
10.02.2022 01:00,1,21,24,31,22,20,2,28,14,15,36,40,38,27,14,15,29,14,27,19,16,30,14,9,27,17,17,18,20,10,8,25,23
10.02.2022 02:00,1,22,20,28,15,17,2,24,8,15,30,42,33,21,13,15,22,8,29,12,14,27,16,11,30,14,13,8,13,11,8,25,24
10.02.2022 03:00,1,22,18,23,13,14,2,23,19,13,22,37,33,19,11,14,10,7,14,16,11,25,18,11,29,20,13,8,14,12,7,21,22
10.02.2022 04:00,1,22,16,16,12,14,2,22,21,14,24,37,28,22,9,13,9,7,12,15,10,23,11,17,16,20,11,9,15,13,7,18,24
10.02.2022 05:00,1,19,12,12,10,16,2,22,13,16,21,35,26,19,8,5,7,5,15,10,9,21,14,17,16,19,11,11,14,15,5,16,25
10.02.2022 06:00,1,20,11,13,10,14,2,22,13,12,21,30,26,26,20,7,6,5,16,9,10,21,16,18,15,16,13,12,15,18,5,17,24
10.02.2022 07:00,1,23,12,19,17,11,2,20,16,13,18,40,25,21,12,11,9,4,30,9,11,22,18,17,13,16,15,15,6,18,8,18,36
10.02.2022 08:00,1,26,13,20,28,14,3,20,17,20,20,43,28,20,14,21,12,6,40,13,13,26,23,20,13,18,15,20,12,19,8,17,37
10.02.2022 09:00,3,36,12,21,31,14,3,21,17,19,18,38,25,21,12,19,15,6,50,15,16,28,23,18,11,18,18,21,17,17,13,    # ,31
10.02.2022 10:00,4,24,11,26,24,6,4,19,11,9,14,25,19,21,14,17,7,7,61,15,19,28,29,16,12,19,10,24,17,16,8,    # ,48
10.02.2022 11:00,8,24,12,30,26,10,9,19,5,8,12,24,16,23,16,11,11,10,43,12,22,23,34,13,16,13,4,22,16,13,6,10,16
10.02.2022 12:00,15,16,    # ,36,34,11,6,18,5,6,5,21,14,14,16,14,8,12,38,13,22,20,24,11,18,10,18,18,8,12,5,9,29
10.02.2022 13:00,14,17,13,33,32,9,6,14,10,7,17,19,14,13,7,17,8,13,33,15,22,17,14,11,18,15,23,20,2,9,6,11,38
10.02.2022 14:00,15,22,13,38,27,13,8,13,18,10,17,22,15,12,7,12,9,13,35,14,24,16,14,10,12,16,20,19,11,10,7,9,36
10.02.2022 15:00,17,22,16,34,31,16,5,14,14,12,11,25,18,15,13,14,10,16,37,15,26,17,16,9,10,20,17,    # ,10,11,7,8,28
10.02.2022 16:00,16,20,18,34,33,20,5,11,22,13,16,28,19,15,21,11,13,17,38,19,30,12,13,14,12,10,11,    # ,5,4,7,7,24
10.02.2022 17:00,15,19,18,38,31,10,7,9,18,14,15,26,16,15,16,17,22,18,39,19,33,12,15,22,15,13,16,2,7,4,7,8,24
10.02.2022 18:00,17,13,22,42,31,13,5,9,14,18,15,29,18,16,12,25,27,20,42,20,35,13,18,49,28,14,14,3,11,4,22,11,21
10.02.2022 19:00,18,16,27,48,19,24,4,10,13,29,14,28,19,17,10,27,29,20,45,22,34,13,16,51,34,16,15,11,11,5,42,11,18
10.02.2022 20:00,19,16,27,44,24,20,7,11,12,28,8,34,20,16,7,23,33,24,46,25,38,12,10,32,25,15,13,14,7,6,27,11,19
10.02.2022 21:00,18,13,27,39,20,20,10,13,12,25,6,33,18,14,7,15,29,24,52,28,40,11,9,31,30,14,12,13,7,5,17,12,17
10.02.2022 22:00,17,12,23,32,24,19,18,11,11,25,11,28,16,13,9,18,27,22,50,29,53,10,10,22,30,16,8,14,5,5,56,13,20
10.02.2022 23:00,17,12,20,27,17,20,15,13,9,28,14,25,16,11,7,16,31,23,51,28,35,12,12,22,29,12,9,10,5,5,15,14,13
10.02.2022 24:00,15,15,15,21,17,19,11,12,11,23,11,26,17,13,8,15,22,25,48,26,31,12,10,19,29,10,10,9,9,5,17,12,15
11.02.2022 01:00,14,13,13,17,12,7,13,12,11,23,23,22,13,17,6,10,11,21,37,20,22,14,11,17,29,8,10,6,8,5,21,13,12
11.02.2022 02:00,16,10,14,17,7,8,8,12,15,21,12,22,11,18,7,8,11,17,29,18,21,18,8,20,27,11,9,2,5,6,14,13,7
11.02.2022 03:00,18,9,13,16,12,13,9,11,9,19,13,19,12,16,9,15,13,16,27,16,21,17,11,15,23,12,8,2,3,6,13,11,12
11.02.2022 04:00,15,9,11,14,12,13,13,10,13,16,12,18,13,16,10,16,17,17,25,16,21,15,11,15,23,14,7,5,5,7,13,9,12
11.02.2022 05:00,7,11,11,13,11,11,16,7,14,16,13,17,14,16,8,13,10,13,19,13,15,16,9,17,23,17,7,6,7,7,13,1,8
11.02.2022 06:00,5,7,14,18,7,11,9,3,12,15,5,16,12,19,6,13,9,7,10,6,7,15,13,17,24,16,9,5,7,7,15,1,5
11.02.2022 07:00,2,2,13,17,8,11,5,1,3,12,8,12,8,15,4,11,4,7,16,6,8,4,11,22,26,14,7,2,10,7,12,2,4
11.02.2022 08:00,3,3,7,11,8,11,3,1,6,8,5,6,5,10,5,9,3,12,24,11,15,2,3,29,31,12,4,2,6,6,10,4,5
11.02.2022 09:00,4,6,3,5,4,7,5,2,3,8,2,2,2,3,9,8,2,7,15,6,9,5,2,39,24,6,2,2,2,2,5,8,10
11.02.2022 10:00,2,7,4,6,2,5,2,4,2,7,3,3,3,3,3,2,3,4,10,4,6,8,2,27,13,4,2,3,2,0,4,9,12
11.02.2022 11:00,3,7,5,7,2,3,2,6,2,3,3,4,4,4,2,2,4,3,10,5,6,8,2,16,4,4,2,7,2,3,2,9,10
11.02.2022 12:00,5,12,6,20,4,3,2,6,2,3,4,5,5,7,2,2,8,3,11,4,8,6,6,3,3,5,4,9,2,3,3,9,15
11.02.2022 13:00,6,12,6,32,12,6,2,6,5,4,13,6,5,7,6,2,3,4,17,5,10,6,12,6,4,5,10,5,2,4,3,8,13
11.02.2022 14:00,5,14,6,30,16,9,2,5,6,4,8,7,5,13,4,4,6,4,21,6,13,5,8,4,5,11,11,3,7,5,3,8,11
11.02.2022 15:00,5,12,5,26,19,9,3,5,6,5,10,7,5,10,2,6,8,4,19,6,13,5,4,30,5,10,9,5,5,4,3,7,15
11.02.2022 16:00,5,8,5,20,14,7,5,4,6,5,8,8,4,6,2,6,8,4,19,6,15,6,9,5,6,9,8,6,9,3,4,6,9
11.02.2022 17:00,4,8,7,23,16,7,7,5,6,6,10,9,6,6,4,5,11,3,19,8,14,8,10,3,6,11,9,7,7,3,4,9,8
11.02.2022 18:00,4,12,8,27,15,8,2,7,2,6,13,9,7,7,7,6,11,3,21,9,18,9,5,13,5,12,10,11,7,5,13,14,16
11.02.2022 19:00,3,12,7,24,16,9,2,8,6,16,13,12,7,7,10,8,24,4,27,9,29,12,13,21,6,14,11,14,9,5,11,20,22
11.02.2022 20:00,6,11,15,34,13,9,3,8,10,9,16,20,8,9,9,9,28,4,29,8,25,11,16,39,5,10,10,16,2,4,13,18,26
11.02.2022 21:00,6,12,9,34,13,10,4,8,8,6,14,10,7,10,8,9,18,5,27,7,29,14,17,28,6,14,11,17,6,6,8,20,24
11.02.2022 22:00,8,13,11,28,14,10,2,9,7,6,14,18,7,10,6,6,21,7,32,10,17,15,16,33,6,11,11,10,9,7,9,15,23
11.02.2022 23:00,7,14,15,30,14,11,2,7,8,8,12,10,9,9,7,8,17,9,27,13,33,17,12,27,7,11,11,7,11,8,6,11,26
11.02.2022 24:00,6,17,15,25,18,13,2,5,3,7,14,10,9,11,6,9,15,8,29,11,15,20,12,20,8,12,12,13,10,7,8,10,25
12.02.2022 01:00,5,19,17,24,22,10,2,7,3,7,13,10,10,16,8,7,15,10,23,10,14,19,11,15,11,10,16,8,12,7,6,14,28
12.02.2022 02:00,4,18,15,25,11,15,6,10,7,9,15,10,12,16,10,9,13,12,21,9,13,20,13,15,11,9,13,3,12,6,6,21,23
12.02.2022 03:00,3,18,14,30,16,19,2,10,13,9,18,11,13,16,10,8,17,12,20,10,14,23,16,11,13,13,16,7,11,6,7,20,19
12.02.2022 04:00,3,18,15,28,16,15,2,13,9,11,28,11,13,16,6,9,10,11,21,11,16,20,16,8,13,13,10,8,7,3,9,17,19
12.02.2022 05:00,3,18,15,29,15,15,2,14,11,13,15,11,14,15,7,10,8,10,23,12,13,22,13,7,12,13,9,9,2,3,8,18,20
12.02.2022 06:00,3,19,15,28,14,14,2,12,5,13,15,13,14,13,5,8,8,8,20,11,12,21,18,8,11,13,9,6,2,3,10,14,17
12.02.2022 07:00,4,20,15,27,14,11,2,9,4,14,16,14,16,16,2,13,10,6,17,9,11,17,18,9,12,14,8,5,6,5,10,16,18
12.02.2022 08:00,4,19,13,27,15,14,2,9,8,19,17,16,17,16,4,13,12,7,19,9,11,17,22,10,13,17,9,6,13,6,8,17,20
12.02.2022 09:00,3,21,15,28,16,17,2,8,11,23,20,16,17,19,3,10,8,7,17,8,11,17,24,11,17,12,15,8,13,19,19,18,27
12.02.2022 10:00,3,21,16,28,22,10,2,12,4,14,6,13,13,21,5,9,6,8,17,9,13,17,26,11,17,12,11,8,3,7,5,20,20
12.02.2022 11:00,3,13,14,29,21,10,4,13,2,15,12,11,12,23,5,15,5,8,14,8,12,15,22,9,9,15,14,8,2,5,6,16,24
12.02.2022 12:00,3,14,13,28,15,11,7,14,2,14,3,13,14,17,2,11,3,5,9,6,9,15,19,8,6,4,17,7,2,5,7,11,7
12.02.2022 13:00,3,10,11,22,14,12,6,13,4,10,8,15,16,13,2,8,4,5,7,5,8,17,10,7,7,3,9,3,3,5,8,12,2
12.02.2022 14:00,4,7,6,15,10,10,5,6,10,9,6,10,11,9,2,6,6,7,9,6,8,15,10,6,8,7,10,2,3,4,7,7,9
12.02.2022 15:00,5,5,6,16,10,8,4,4,8,8,5,8,6,7,6,6,7,9,10,6,9,6,10,5,8,7,10,3,9,5,8,7,14
12.02.2022 16:00,5,5,8,19,11,6,5,5,14,9,5,9,8,7,9,6,6,7,10,6,11,6,15,5,9,10,11,9,10,6,7,7,9
12.02.2022 17:00,6,7,8,18,8,8,10,5,9,11,11,8,7,11,14,4,11,6,11,8,12,6,19,19,9,11,10,9,13,9,7,6,7
12.02.2022 18:00,5,13,12,24,9,9,4,8,7,12,13,15,8,17,18,4,17,10,14,11,14,9,14,45,12,8,11,10,16,13,10,6,7
12.02.2022 19:00,6,28,19,34,18,16,2,19,18,20,9,26,13,29,21,7,30,15,19,14,19,15,19,93,52,12,12,12,29,8,23,8,15
12.02.2022 20:00,6,33,22,31,22,22,2,18,35,18,13,24,20,27,17,14,33,14,21,16,22,25,25,34,19,33,23,12,38,6,21,13,23
12.02.2022 21:00,5,31,15,22,21,17,4,22,14,36,19,18,26,28,26,21,30,20,18,16,22,26,21,45,26,33,23,15,29,5,23,20,32
12.02.2022 22:00,2,28,25,28,25,26,3,21,15,18,20,22,17,35,12,22,11,24,16,13,19,24,25,25,38,36,20,10,18,3,20,21,29
12.02.2022 23:00,2,32,25,33,35,27,2,27,22,24,23,21,19,42,14,33,8,21,19,11,14,25,23,21,29,34,20,15,20,7,14,26,28
12.02.2022 24:00,1,40,23,29,27,25,3,38,14,22,21,22,25,29,18,27,7,13,17,10,12,21,22,17,24,24,15,12,20,4,9,26,35
13.02.2022 01:00,1,30,21,24,19,19,4,36,9,9,9,19,24,29,20,20,6,14,15,9,11,19,21,15,17,26,13,17,19,5,6,28,34
13.02.2022 02:00,1,25,19,23,18,20,7,28,10,7,13,18,18,26,16,15,6,13,16,7,7,20,19,16,17,15,14,15,19,4,8,30,36
13.02.2022 03:00,0,22,17,20,16,21,6,13,12,6,19,18,17,26,16,21,13,9,7,5,5,20,12,18,15,17,15,13,11,5,7,27,31
13.02.2022 04:00,0,22,14,18,17,16,2,14,12,5,21,15,17,15,14,24,14,6,5,4,4,17,16,15,12,19,12,12,12,5,3,26,35
13.02.2022 05:00,0,22,11,12,16,15,2,13,13,5,22,15,17,15,11,18,17,3,6,4,3,16,12,11,10,19,12,11,11,5,1,24,49
13.02.2022 06:00,0,18,7,8,8,12,2,13,13,6,14,14,17,16,17,12,10,3,6,4,4,17,12,9,9,14,11,12,14,6,1,21,42
13.02.2022 07:00,0,18,6,7,10,10,2,14,14,7,18,13,16,17,15,13,3,3,6,4,5,16,16,9,10,16,15,13,18,7,1,20,33
13.02.2022 08:00,0,17,6,6,8,7,2,14,14,10,17,14,19,17,12,20,3,4,7,4,6,17,15,17,10,13,13,10,16,8,1,20,16
13.02.2022 09:00,1,21,5,6,9,8,3,15,13,6,13,15,18,21,14,15,6,5,7,5,4,17,14,21,12,14,15,14,11,7,3,22,27
13.02.2022 10:00,1,18,6,8,12,10,2,15,10,5,4,10,14,24,10,15,4,4,8,5,4,17,15,12,12,10,4,18,10,7,4,21,27
13.02.2022 11:00,2,18,7,10,15,7,8,16,4,5,6,10,10,14,7,16,6,4,8,5,4,15,14,11,13,3,10,12,2,8,2,14,21
13.02.2022 12:00,5,21,9,14,14,8,15,15,6,8,5,10,9,11,8,18,4,6,12,6,6,14,16,10,10,2,19,7,2,8,3,12,4
13.02.2022 13:00,10,17,10,17,16,11,11,17,12,10,6,12,11,10,9,14,7,9,14,9,9,13,16,8,10,5,19,5,2,9,3,12,3
13.02.2022 14:00,10,16,11,19,19,10,7,17,8,11,12,14,12,10,10,9,12,11,12,11,11,14,14,8,10,8,22,7,6,8,3,11,16
13.02.2022 15:00,9,14,12,19,17,10,7,14,2,13,9,16,12,11,10,6,13,9,12,11,13,14,15,7,11,8,18,13,12,8,4,13,24
13.02.2022 16:00,8,15,12,15,16,17,3,13,15,12,12,16,12,13,11,8,14,11,12,11,12,13,21,10,12,18,22,17,14,8,5,12,12
13.02.2022 17:00,10,16,11,12,12,12,2,13,15,19,19,17,14,16,11,7,21,9,10,10,12,12,20,38,11,13,20,11,22,9,7,13,15
13.02.2022 18:00,9,19,12,18,16,9,2,14,20,32,16,29,18,42,23,7,29,12,12,11,11,14,23,53,23,18,20,24,27,11,13,14,29
13.02.2022 19:00,8,22,17,21,13,16,2,17,17,29,22,27,19,46,15,11,32,14,19,20,15,21,30,49,23,25,22,22,25,12,46,19,29
13.02.2022 20:00,7,25,23,26,29,24,2,18,18,25,29,26,17,41,15,13,39,15,24,16,20,28,22,39,26,30,22,30,20,9,25,23,29
13.02.2022 21:00,6,40,17,16,18,22,4,18,22,31,12,18,24,34,16,24,28,17,31,17,26,37,20,36,27,32,21,18,18,8,23,24,29
13.02.2022 22:00,4,46,16,15,18,16,5,16,17,41,21,26,21,32,15,29,26,20,34,21,30,37,25,43,34,28,16,27,23,7,19,21,48
13.02.2022 23:00,3,36,19,21,21,26,5,14,18,27,19,26,25,36,15,22,18,24,26,18,30,39,16,22,30,21,11,31,25,7,17,18,30
13.02.2022 24:00,2,13,18,18,23,22,3,13,15,26,16,29,21,31,13,26,15,16,19,13,13,38,16,18,28,27,10,20,17,7,18,16,45
14.02.2022 01:00,1,11,14,15,13,16,2,10,13,14,12,26,20,24,11,23,5,11,15,12,10,29,15,25,24,27,4,31,15,7,16,16,26
14.02.2022 02:00,1,11,9,10,9,15,2,9,9,8,8,20,17,19,13,12,5,10,12,9,9,27,14,10,18,19,3,20,16,9,10,13,17
14.02.2022 03:00,1,12,7,8,8,14,3,9,14,9,15,18,17,19,9,21,5,7,7,7,8,25,14,9,13,20,5,17,19,10,8,11,12
14.02.2022 04:00,1,10,5,6,7,12,2,9,12,8,11,16,17,17,12,22,4,6,6,5,6,24,14,10,13,18,8,11,16,9,5,9,20
14.02.2022 05:00,1,14,5,6,8,11,2,9,11,8,7,14,14,20,7,13,4,5,8,5,5,23,11,9,14,21,8,11,7,7,3,9,32
14.02.2022 06:00,1,19,5,9,9,9,2,9,13,10,13,14,15,24,8,30,5,4,19,6,5,22,16,9,16,22,10,11,10,7,3,11,18
14.02.2022 07:00,1,20,7,11,14,11,2,10,9,12,13,13,14,25,12,23,6,5,11,6,8,21,19,8,21,23,11,12,12,6,4,12,40
14.02.2022 08:00,2,21,10,18,28,14,2,12,17,32,15,13,13,28,15,20,21,7,14,6,12,21,26,9,24,21,13,17,14,5,6,17,49
14.02.2022 09:00,2,17,17,29,38,18,5,12,20,27,17,15,14,31,18,15,24,10,18,8,15,21,25,10,28,19,18,10,14,6,7,25,59
14.02.2022 10:00,3,14,19,30,35,23,7,10,20,19,15,16,16,21,17,19,8,10,18,8,16,23,25,10,25,17,12,15,13,5,7,19,91
14.02.2022 11:00,3,19,28,31,36,13,9,11,10,20,10,16,17,15,10,23,17,10,16,9,15,21,21,10,33,6,11,14,4,6,5,14,52
14.02.2022 12:00,4,14,14,32,28,14,14,11,9,16,7,14,16,21,16,19,15,11,19,11,16,17,21,10,23,12,15,19,4,5,6,9,26
14.02.2022 13:00,5,14,13,27,19,13,11,11,6,15,13,18,18,15,23,17,16,14,23,14,19,16,22,10,23,15,13,18,16,5,9,11,27
14.02.2022 14:00,8,18,12,33,26,12,11,12,14,17,4,21,20,14,12,8,18,14,21,14,19,16,21,10,22,17,12,18,16,6,9,11,19
14.02.2022 15:00,9,17,19,34,20,15,5,14,14,21,14,23,21,17,20,12,22,17,38,23,26,15,20,10,26,17,18,14,18,7,9,8,20
14.02.2022 16:00,13,16,22,38,19,10,4,14,12,23,19,24,21,19,20,11,24,24,36,26,32,16,27,11,25,22,15,13,25,7,9,10,23
14.02.2022 17:00,24,21,16,38,31,15,4,15,18,26,24,26,24,43,19,12,26,26,38,30,37,16,26,26,26,22,22,12,24,9,12,10,20
14.02.2022 18:00,26,28,21,44,57,15,2,16,16,31,16,34,32,41,25,17,27,29,44,38,40,16,27,30,41,35,17,20,22,11,38,10,24
14.02.2022 19:00,26,25,24,37,44,29,2,17,14,26,22,44,40,42,17,29,36,34,55,41,46,19,23,36,44,51,16,19,25,11,38,9,22
14.02.2022 20:00,16,25,21,35,42,37,6,21,18,26,21,64,35,45,16,34,36,30,57,45,54,18,24,28,30,55,17,15,29,14,41,5,18
14.02.2022 21:00,11,31,19,24,30,26,9,24,18,30,26,72,47,30,17,38,28,32,58,44,56,16,26,46,33,55,19,6,42,11,35,6,14
14.02.2022 22:00,11,25,15,15,18,12,9,21,12,21,27,72,50,28,20,37,23,23,40,28,34,15,26,47,36,43,25,5,29,12,25,7,6
14.02.2022 23:00,9,10,13,15,13,9,8,16,15,28,31,49,41,30,13,38,14,16,22,15,22,13,28,26,35,46,35,7,28,16,25,6,6
14.02.2022 24:00,10,10,13,15,10,11,9,9,23,25,25,42,37,28,21,30,9,14,24,14,20,9,28,27,37,34,24,4,23,13,19,9,5
15.02.2022 01:00,11,6,9,11,12,13,8,6,27,26,13,42,34,22,11,21,9,13,22,15,21,14,33,21,31,28,12,2,19,14,20,11,10
15.02.2022 02:00,14,6,6,9,3,10,5,7,24,24,9,33,31,24,9,21,11,13,21,16,16,17,29,23,30,27,9,2,13,17,16,13,9
15.02.2022 03:00,13,6,6,10,2,7,6,8,13,20,11,31,29,24,13,23,13,11,18,14,14,16,15,24,30,28,12,2,22,17,13,14,7
15.02.2022 04:00,10,4,8,14,5,6,8,10,14,19,11,22,26,19,12,21,13,8,15,12,11,20,20,19,30,28,13,6,18,19,13,16,11
15.02.2022 05:00,8,6,9,16,6,8,6,16,10,18,18,20,21,21,12,18,11,8,12,10,9,19,15,18,31,30,14,8,21,23,12,15,11
15.02.2022 06:00,7,7,7,14,6,9,2,14,11,16,10,22,21,24,13,16,9,5,11,8,7,16,18,17,29,28,8,13,24,28,23,14,10
