Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
04.05.2022 22:00,3,19,16,12,27,15,9,1,4,30,34,7,15,6,2,15,13,7,7,13,10,12,16,16,7,11,12,62,18,26,16,13,6,41,22,53,13,13,12,8,32,12,14,23,17,3,7,33,20
04.05.2022 23:00,3,18,19,13,18,14,8,1,6,16,23,11,10,9,3,9,15,10,15,9,7,13,12,9,6,13,20,59,19,39,14,12,7,27,23,48,8,14,11,8,27,14,19,19,12,3,4,29,16
04.05.2022 24:00,3,14,17,19,18,22,14,1,6,14,23,7,12,10,2,10,11,9,11,6,5,12,9,9,6,14,22,57,23,27,30,9,7,33,31,25,6,13,9,8,22,15,14,18,7,4,5,23,17
05.05.2022 01:00,3,18,29,15,19,20,16,0,5,21,24,10,24,9,3,8,13,8,7,4,5,12,9,7,7,9,17,35,16,15,19,13,6,34,29,30,10,15,7,6,33,11,13,17,8,5,5,24,14
05.05.2022 02:00,4,14,21,10,15,18,15,0,5,18,19,7,7,13,3,10,12,8,7,6,5,12,11,7,6,6,16,25,12,16,16,13,6,26,28,27,9,20,16,5,30,8,29,10,9,6,4,24,11
05.05.2022 03:00,3,18,15,10,16,18,14,0,3,19,19,5,10,12,3,9,12,7,7,6,4,8,13,8,7,9,10,26,16,21,22,11,7,23,25,20,12,19,13,5,24,11,13,10,7,6,4,21,14
05.05.2022 04:00,2,13,12,19,17,16,18,0,4,19,19,5,11,11,2,11,17,7,9,10,4,9,12,9,6,12,12,35,16,24,25,14,8,22,24,29,22,15,21,10,19,15,13,11,17,5,5,20,13
05.05.2022 05:00,2,19,16,17,33,26,25,0,4,20,20,6,30,12,3,12,24,11,11,14,6,13,18,12,6,20,15,48,23,22,39,17,9,25,28,36,19,18,39,25,41,18,20,17,16,5,11,23,19
05.05.2022 06:00,3,27,28,23,42,30,21,0,8,20,27,10,29,11,6,20,31,15,12,25,12,16,23,17,11,25,16,77,36,41,40,21,9,23,30,45,22,20,52,21,51,23,26,21,22,5,20,28,34
05.05.2022 07:00,4,36,33,32,56,34,26,7,6,25,35,18,27,12,13,20,38,24,11,32,11,18,27,22,11,29,26,81,44,46,46,23,11,28,34,41,23,24,67,27,33,16,27,22,25,5,18,32,50
05.05.2022 08:00,6,29,27,28,54,28,25,5,6,30,36,14,14,12,4,15,31,26,9,28,15,26,26,23,10,17,31,81,29,55,51,19,8,30,22,51,16,27,57,26,27,21,15,18,18,5,10,29,37
05.05.2022 09:00,6,21,13,31,52,28,16,6,7,17,    # ,8,11,7,3,9,25,17,9,21,17,22,24,17,10,16,24,80,26,54,52,7,6,25,22,51,10,13,53,17,18,13,11,17,14,5,6,31,30
05.05.2022 10:00,5,11,9,28,53,30,15,2,9,13,    # ,6,13,4,4,10,31,17,8,13,24,13,20,13,10,13,28,76,19,45,29,8,5,21,20,42,8,7,48,15,15,9,12,15,7,4,5,30,39
05.05.2022 11:00,4,15,10,26,    # ,28,16,2,6,11,    # ,5,21,4,4,9,23,14,9,5,21,12,14,9,9,10,20,62,15,40,17,4,4,16,16,44,11,8,50,14,17,10,15,12,12,4,8,26,36
05.05.2022 12:00,3,12,7,20,    # ,17,13,2,6,13,    # ,5,13,6,5,7,23,8,20,4,14,10,13,9,8,11,11,64,14,38,12,3,4,14,11,43,9,5,40,11,12,7,12,11,6,4,5,18,45
05.05.2022 13:00,4,18,6,17,    # ,14,10,1,5,10,    # ,5,9,7,3,8,19,7,17,5,13,9,19,11,6,10,11,62,12,35,9,4,3,12,10,50,6,4,56,12,29,5,15,6,8,3,5,15,55
05.05.2022 14:00,4,9,6,18,    # ,14,7,1,5,12,    # ,5,17,5,4,6,32,14,12,5,10,8,19,10,6,9,7,45,12,32,8,4,3,14,11,46,5,6,48,13,18,8,11,6,9,3,15,16,66
05.05.2022 15:00,6,16,7,20,    # ,14,6,2,6,9,    # ,5,19,5,5,7,27,8,7,6,11,9,17,11,6,10,7,39,12,39,8,4,3,14,11,53,5,5,53,14,18,13,9,6,10,3,8,18,70
05.05.2022 16:00,7,29,10,20,57,22,6,2,8,13,30,5,25,4,5,7,18,7,5,10,12,8,18,17,6,11,7,39,16,34,11,6,4,19,9,53,4,7,63,14,24,15,9,11,14,2,6,17,57
05.05.2022 17:00,8,19,10,20,53,18,8,7,7,12,28,7,17,6,8,9,19,7,5,12,16,8,14,11,6,14,8,45,16,35,9,6,4,14,10,52,10,5,66,16,24,18,10,9,12,2,17,20,28
05.05.2022 18:00,10,27,13,21,43,14,8,12,7,12,24,7,18,7,10,7,20,9,7,15,16,7,13,11,6,14,10,49,14,36,8,8,5,18,10,48,13,6,29,15,23,13,14,17,9,3,7,19,26
05.05.2022 19:00,10,25,18,25,40,17,9,4,10,12,23,8,15,5,13,10,22,11,13,14,16,7,15,17,7,16,11,38,14,35,10,8,5,15,13,40,16,6,17,26,16,12,19,11,6,3,12,19,48
05.05.2022 20:00,10,16,32,20,32,15,9,3,9,15,27,6,19,5,13,14,24,10,10,14,14,12,19,10,11,20,13,41,17,32,8,10,5,24,15,39,12,6,18,24,16,15,15,11,11,4,11,17,35
05.05.2022 21:00,11,7,47,18,27,19,12,2,8,11,31,5,25,10,8,17,21,12,12,13,6,15,27,10,10,20,15,42,19,36,7,8,7,35,22,26,23,7,17,20,17,14,12,9,25,4,16,18,32
05.05.2022 22:00,10,5,31,11,20,10,8,2,8,13,20,7,21,11,8,19,18,11,9,9,6,8,31,11,9,15,22,55,21,33,7,6,6,34,21,24,15,7,13,28,22,9,14,14,21,3,16,14,32
05.05.2022 23:00,5,8,21,8,19,9,7,3,6,14,16,6,13,7,6,16,11,8,10,5,5,8,21,6,11,13,20,37,15,27,6,7,7,33,20,31,5,6,15,33,15,10,7,11,9,4,13,12,18
05.05.2022 24:00,3,10,26,8,17,11,7,2,14,15,17,6,12,11,6,14,8,6,6,3,5,12,15,9,9,12,13,31,14,21,6,6,6,29,13,29,7,5,13,22,8,7,7,7,10,5,12,16,13
06.05.2022 01:00,4,5,32,9,12,9,7,9,11,12,22,5,12,9,6,11,8,7,5,3,5,14,11,7,8,6,10,23,11,13,7,6,6,14,10,21,11,6,12,22,6,6,8,7,6,4,14,31,18
06.05.2022 02:00,3,9,43,9,12,9,7,8,12,13,25,4,8,7,6,10,9,6,5,3,5,14,13,5,7,3,5,27,7,12,5,7,5,10,12,20,12,8,12,19,6,6,24,7,4,4,12,29,18
06.05.2022 03:00,3,7,40,10,11,8,7,15,8,9,25,3,8,5,4,11,11,7,6,4,6,17,14,5,7,4,6,28,6,21,6,9,5,15,15,19,13,7,14,20,6,6,13,7,5,5,8,14,18
06.05.2022 04:00,3,7,40,10,12,11,8,16,10,9,30,7,11,5,4,13,16,6,6,4,8,20,15,8,10,6,7,41,11,21,7,8,5,24,18,29,9,8,21,23,8,7,21,7,8,6,5,24,21
06.05.2022 05:00,3,12,37,16,23,14,13,19,12,14,35,10,16,10,5,22,32,10,11,9,11,25,23,10,14,12,14,61,14,29,8,8,5,36,22,48,14,8,31,30,12,13,24,12,16,5,9,28,26
06.05.2022 06:00,3,33,32,28,38,22,16,6,12,16,43,14,13,11,6,28,34,23,16,16,11,30,23,12,13,18,27,103,25,56,10,12,6,37,30,64,18,9,42,34,25,21,24,16,13,5,8,24,44
06.05.2022 07:00,4,21,31,35,47,28,14,4,19,20,49,12,21,11,9,30,27,22,13,23,15,28,21,30,14,36,40,97,32,72,11,8,7,44,35,75,12,14,46,44,33,24,30,20,15,6,11,25,55
06.05.2022 08:00,5,15,33,26,46,24,11,3,23,17,39,11,19,7,9,22,21,17,11,16,27,31,27,33,10,27,37,93,34,62,12,7,7,33,25,63,14,10,57,45,23,15,29,17,11,7,10,28,47
06.05.2022 09:00,6,12,20,22,42,21,9,2,20,14,28,7,21,8,7,10,15,13,11,17,20,17,25,29,8,21,28,95,23,57,12,6,7,24,14,52,14,10,59,45,19,16,27,12,11,7,12,25,44
06.05.2022 10:00,7,12,12,23,39,21,12,2,9,12,27,6,18,6,6,7,15,15,9,14,23,10,19,23,8,17,19,77,26,58,10,8,7,23,12,51,18,9,70,31,19,14,19,11,10,6,11,18,45
06.05.2022 11:00,6,8,4,21,33,20,14,1,8,10,26,7,25,6,5,6,22,15,9,11,19,8,26,23,8,20,23,73,26,46,11,7,6,14,11,56,15,10,70,27,17,15,12,11,4,6,11,17,53
06.05.2022 12:00,9,8,5,22,37,23,16,1,7,11,28,6,23,5,4,7,31,24,9,11,9,6,26,18,8,24,21,80,23,42,10,5,6,15,8,43,13,10,71,19,20,15,12,9,4,5,8,14,41
06.05.2022 13:00,9,8,4,29,45,22,17,1,8,11,24,5,20,6,5,7,41,23,10,5,6,7,21,22,7,23,16,65,24,42,10,4,6,17,7,64,17,10,70,17,17,18,17,13,6,5,8,16,30
06.05.2022 14:00,8,6,5,25,45,25,18,1,8,10,22,4,21,4,7,6,39,19,8,7,6,6,18,14,7,16,13,54,19,40,10,4,5,21,8,60,13,8,64,18,16,18,11,13,4,5,8,18,39
06.05.2022 15:00,8,6,5,23,45,23,15,1,7,10,22,4,16,4,8,6,34,13,10,8,6,5,19,11,6,15,12,57,19,33,11,3,7,15,6,62,15,8,49,14,23,16,19,11,4,5,7,22,43
06.05.2022 16:00,7,9,5,27,45,22,15,2,9,10,23,4,19,4,6,6,40,14,20,7,5,5,20,10,6,11,15,57,13,31,12,4,6,15,6,58,15,8,43,15,28,9,16,11,6,5,6,20,38
06.05.2022 17:00,6,8,7,25,43,22,16,3,10,11,27,4,13,5,9,6,33,20,18,7,6,6,13,11,6,14,23,80,16,33,12,4,6,28,6,59,16,8,32,15,28,20,8,15,6,6,7,22,20
06.05.2022 18:00,6,8,9,23,42,21,14,4,8,11,28,5,16,5,10,7,38,25,14,9,5,10,25,14,7,14,42,85,18,45,12,4,5,21,6,59,15,8,28,18,24,17,9,16,5,4,8,21,15
06.05.2022 19:00,7,15,9,26,49,22,15,3,7,11,29,6,13,3,16,10,29,25,11,10,5,7,21,8,10,18,32,82,19,42,11,5,4,19,11,45,13,9,41,16,42,10,10,21,5,4,7,25,5
06.05.2022 20:00,9,23,18,21,41,15,10,2,7,13,28,9,10,4,6,13,47,17,13,11,4,17,18,13,5,19,55,67,24,39,13,10,4,33,18,57,20,9,31,23,43,10,15,17,5,4,6,21,8
06.05.2022 21:00,8,42,25,15,42,29,7,1,7,19,26,8,13,4,4,15,49,15,9,13,5,18,26,22,6,21,57,59,18,33,16,12,4,38,21,66,10,16,28,21,26,7,37,17,9,4,5,31,18
06.05.2022 22:00,8,38,33,23,45,27,19,2,6,18,34,5,12,5,4,13,37,14,12,9,8,18,13,25,6,19,38,49,17,36,14,10,5,31,24,37,8,14,23,22,25,9,30,15,21,4,7,31,28
06.05.2022 23:00,7,23,22,28,35,27,27,2,6,27,28,6,12,7,6,15,33,10,17,8,9,23,14,22,6,18,39,51,16,34,11,8,5,29,28,31,11,17,19,19,32,9,25,13,15,4,10,33,27
06.05.2022 24:00,7,22,32,20,24,19,24,6,6,31,32,6,8,6,3,14,21,10,8,5,5,23,14,14,7,18,36,55,16,35,14,12,5,29,24,37,13,22,14,11,30,7,29,11,14,5,9,28,22
07.05.2022 01:00,6,19,38,11,17,12,9,4,5,22,24,7,8,9,3,18,12,9,7,4,9,21,12,16,7,14,35,46,15,26,13,13,4,25,32,41,10,29,10,7,23,7,31,10,7,5,6,34,22
07.05.2022 02:00,6,14,42,11,24,14,7,1,4,21,27,4,7,11,2,29,14,9,6,6,9,12,11,14,7,14,18,32,14,28,12,13,5,16,29,37,7,29,10,8,20,7,14,11,7,4,7,53,20
07.05.2022 03:00,6,14,35,16,21,14,10,1,4,15,20,4,8,10,2,20,11,8,7,5,7,8,10,13,6,13,14,30,11,27,17,10,5,25,26,34,5,24,9,7,18,7,12,11,6,5,7,25,18
07.05.2022 04:00,5,14,36,12,20,14,12,1,4,14,20,6,13,15,2,17,22,12,8,6,7,12,11,10,5,14,15,31,12,28,24,15,6,28,36,28,11,33,14,8,13,7,11,10,11,5,5,21,16
07.05.2022 05:00,4,16,44,17,26,18,12,1,4,17,25,8,17,14,2,16,32,8,10,8,7,10,12,11,6,15,17,34,13,26,26,13,6,37,30,32,14,37,17,9,14,11,12,14,15,6,7,22,25
07.05.2022 06:00,4,20,38,35,31,25,15,0,6,11,20,9,14,14,10,23,36,12,10,9,8,16,15,12,6,18,14,44,16,23,18,16,6,30,31,35,15,26,26,13,17,10,14,12,15,6,5,17,23
07.05.2022 07:00,5,23,24,27,29,24,19,1,7,13,20,10,9,11,8,23,30,17,9,10,9,19,19,10,5,17,10,47,17,24,20,14,6,28,25,31,9,17,28,20,18,17,21,13,15,8,5,18,23
07.05.2022 08:00,7,20,18,28,34,24,15,10,9,10,19,12,11,9,8,25,17,13,9,7,10,21,14,14,5,16,9,34,14,23,13,12,6,26,19,31,10,9,35,19,22,13,14,14,22,6,4,32,27
07.05.2022 09:00,7,7,19,29,33,21,14,5,7,11,18,7,15,8,8,12,17,11,9,8,9,15,12,19,6,13,8,42,14,25,9,8,6,19,18,36,10,10,53,13,18,13,15,13,22,5,5,25,36
07.05.2022 10:00,7,9,13,20,32,17,13,2,7,10,19,8,12,6,11,4,15,11,9,8,10,5,10,16,6,13,7,38,12,30,10,4,5,15,12,33,16,9,57,14,15,11,15,13,11,4,5,13,34
07.05.2022 11:00,7,5,7,16,31,15,9,2,8,8,16,4,12,4,8,5,14,11,7,6,8,4,10,15,5,14,7,32,11,31,7,4,4,9,7,32,18,6,55,13,20,10,9,8,4,4,18,15,22
07.05.2022 12:00,5,7,7,13,31,11,5,2,6,7,16,4,13,4,8,4,12,12,9,5,7,4,11,14,6,10,6,33,14,25,6,3,5,10,5,35,13,6,57,11,14,9,6,9,6,3,9,18,22
07.05.2022 13:00,5,8,4,12,28,9,4,2,5,8,16,3,17,4,5,4,11,8,7,8,6,4,10,20,6,10,5,33,11,24,5,3,3,9,6,39,14,6,45,11,18,6,6,9,5,4,5,12,19
07.05.2022 14:00,5,6,4,8,17,9,6,2,5,8,15,3,18,3,5,4,12,11,8,9,4,4,10,16,5,6,5,21,10,23,6,3,4,11,5,42,14,5,45,17,21,7,4,8,4,4,5,8,21
07.05.2022 15:00,4,6,4,8,18,10,4,2,5,6,19,3,8,4,5,4,14,17,8,7,3,4,10,20,3,6,5,27,11,28,5,3,4,14,5,40,15,6,45,8,20,9,5,7,5,3,4,12,15
07.05.2022 16:00,3,4,4,15,44,17,6,1,5,6,19,3,9,4,7,4,11,11,6,9,3,4,11,16,3,7,5,28,12,22,8,3,3,13,5,35,13,7,46,8,19,9,4,7,4,3,6,11,14
07.05.2022 17:00,3,4,6,17,38,14,5,1,6,8,15,4,13,5,6,4,16,13,5,6,3,3,9,9,4,9,6,31,9,30,9,3,3,14,6,27,11,11,50,8,31,9,6,5,3,3,5,13,14
07.05.2022 18:00,3,5,8,17,41,19,6,1,5,7,24,3,17,3,12,5,11,11,11,7,4,6,11,11,5,14,7,35,8,30,9,4,4,13,5,49,17,10,43,11,43,14,6,5,4,3,4,11,8
07.05.2022 19:00,4,9,8,20,37,20,7,1,10,12,28,4,11,4,15,6,29,17,11,9,7,6,11,11,8,14,7,35,9,37,9,4,4,12,5,43,12,9,20,26,41,10,8,6,5,4,8,10,5
07.05.2022 20:00,4,14,9,22,31,17,6,0,8,17,37,6,12,3,3,12,51,20,10,12,6,11,18,22,7,19,11,58,12,38,11,6,4,13,10,29,10,13,17,34,32,4,10,17,12,3,5,19,10
07.05.2022 21:00,4,42,10,14,33,24,7,1,7,19,47,7,16,8,2,19,50,22,9,10,9,14,19,10,6,21,19,49,20,36,15,9,4,15,15,32,10,13,22,28,32,9,12,16,21,3,5,26,19
07.05.2022 22:00,4,32,16,21,32,23,18,0,8,28,37,5,21,9,3,16,44,24,9,11,10,22,21,8,4,19,18,48,20,39,13,8,4,23,21,39,13,15,21,31,32,4,17,13,15,3,7,46,29
07.05.2022 23:00,5,32,42,24,39,24,13,0,7,30,38,7,17,11,2,17,48,32,10,10,11,32,19,9,5,26,17,39,14,37,18,8,4,41,26,40,13,16,17,29,29,5,30,11,19,3,8,31,30
07.05.2022 24:00,5,16,21,30,39,29,14,0,10,24,28,11,12,12,2,11,28,24,8,10,10,17,21,13,6,23,14,38,14,29,28,9,4,38,25,61,5,14,12,26,27,6,27,14,13,3,6,38,30
08.05.2022 01:00,4,18,30,25,28,21,15,1,10,18,28,13,14,18,3,16,29,21,6,9,9,11,23,7,6,25,15,40,15,33,22,8,4,34,27,50,5,14,10,19,25,5,26,17,22,3,5,29,34
08.05.2022 02:00,4,18,25,28,27,21,15,0,5,19,23,11,14,10,6,30,26,13,8,5,9,9,20,6,6,26,13,28,18,32,18,9,5,27,39,42,8,16,10,16,15,5,16,24,7,3,6,27,30
08.05.2022 03:00,3,17,32,24,27,24,14,0,5,16,20,11,13,8,7,28,21,9,9,4,8,13,15,6,5,15,8,19,15,23,17,8,5,26,41,32,6,23,10,16,11,6,11,26,11,3,6,33,23
08.05.2022 04:00,5,18,25,24,31,23,13,0,6,18,19,7,10,7,8,16,19,12,8,4,8,9,13,7,5,14,11,21,18,30,20,8,4,22,39,28,8,20,8,13,13,7,11,14,8,3,4,23,19
08.05.2022 05:00,7,15,33,22,23,17,15,0,5,18,20,7,12,8,7,26,20,14,9,4,10,16,14,8,5,15,12,20,14,23,21,10,5,20,31,32,9,23,10,14,15,8,16,12,14,3,4,28,18
08.05.2022 06:00,5,17,27,22,21,15,13,0,4,15,20,8,12,8,5,17,19,12,9,4,8,13,13,8,6,11,10,17,13,18,29,10,4,24,25,31,9,24,12,14,14,7,10,11,25,3,4,22,18
08.05.2022 07:00,5,15,17,19,20,14,12,0,8,12,17,9,10,11,5,11,16,12,7,6,9,18,15,9,5,10,7,15,8,12,25,8,5,14,19,25,8,15,15,19,14,7,13,13,16,3,8,21,18
08.05.2022 08:00,4,21,14,18,18,14,10,0,14,9,14,8,10,10,7,7,10,10,8,4,10,14,13,10,5,8,6,13,8,12,13,6,5,12,14,23,7,14,18,17,14,9,15,14,5,3,5,14,21
08.05.2022 09:00,4,14,7,14,17,9,7,0,7,8,11,8,12,7,6,6,11,11,9,4,12,6,14,10,6,6,6,13,6,11,9,6,4,17,11,22,7,17,27,13,15,10,14,12,5,3,7,21,22
08.05.2022 10:00,4,8,6,11,17,9,4,0,4,7,9,7,11,6,4,6,12,10,11,4,11,4,11,12,4,6,5,14,8,13,8,4,5,11,9,20,8,16,40,27,15,9,13,6,5,3,7,14,15
08.05.2022 11:00,3,10,5,16,23,8,3,0,4,7,10,5,9,4,4,7,10,6,6,2,9,4,7,5,4,4,4,17,6,13,7,4,3,8,6,24,11,7,42,12,19,8,8,5,5,3,6,10,29
08.05.2022 12:00,3,9,7,11,17,6,2,0,4,6,11,3,10,4,3,7,9,7,6,4,6,3,7,4,7,5,4,16,6,16,6,3,2,7,4,30,10,5,25,12,12,7,7,5,3,3,4,10,24
08.05.2022 13:00,3,9,9,8,21,8,3,1,3,6,12,3,10,4,4,8,8,7,6,3,5,3,6,4,5,6,4,14,5,16,7,3,2,7,4,31,8,5,31,9,12,8,5,5,3,2,4,10,24
08.05.2022 14:00,3,7,6,13,24,11,5,0,3,7,14,3,6,4,3,7,8,8,7,2,6,3,7,4,5,5,4,16,5,20,8,3,2,9,4,24,4,4,33,11,12,13,5,5,3,3,4,12,22
08.05.2022 15:00,3,8,8,14,27,10,5,0,3,6,15,3,8,3,4,5,7,7,7,2,5,4,8,4,4,5,4,19,9,18,8,3,3,8,5,30,4,4,44,6,10,8,4,4,4,3,7,11,21
08.05.2022 16:00,3,13,8,18,30,12,6,0,3,5,15,3,8,5,6,4,9,9,5,3,9,5,7,4,3,6,5,21,7,26,7,3,2,10,3,29,5,4,47,10,19,14,5,4,3,3,4,12,29
08.05.2022 17:00,4,11,8,16,28,10,5,0,4,7,18,3,10,6,6,5,17,9,6,4,6,5,10,4,4,8,6,32,7,25,8,3,3,11,6,36,4,4,38,8,22,9,5,5,3,3,6,11,28
08.05.2022 18:00,5,5,9,12,28,10,5,1,6,9,17,4,12,5,4,5,21,10,6,3,3,6,9,5,5,10,6,34,11,26,8,3,4,10,5,32,7,5,37,17,23,11,8,7,4,4,6,11,36
08.05.2022 19:00,6,7,10,18,33,13,7,1,9,12,16,5,12,8,6,6,30,10,11,5,5,6,9,6,7,10,8,41,13,27,10,3,6,10,8,32,10,6,22,30,33,10,12,7,3,3,9,13,48
08.05.2022 20:00,5,5,50,30,37,20,10,1,12,15,17,5,21,8,5,8,50,10,13,7,8,6,17,6,8,15,12,50,15,30,9,5,5,13,11,37,13,10,16,53,32,20,15,8,5,3,11,19,32
08.05.2022 21:00,7,6,57,36,36,21,14,0,11,12,24,5,39,8,3,10,50,13,13,7,9,5,24,8,6,23,23,66,23,38,12,6,7,15,10,38,20,24,17,32,34,17,11,8,4,3,8,13,30
08.05.2022 22:00,7,11,49,34,38,25,16,0,8,10,20,6,33,7,3,10,51,21,9,6,9,5,28,7,7,29,18,68,34,41,17,11,5,17,13,29,26,29,19,34,29,13,15,9,3,5,9,15,16
08.05.2022 23:00,10,4,55,28,34,32,17,0,12,15,11,9,19,7,3,10,21,22,7,6,7,5,13,6,9,31,15,57,38,32,17,8,5,19,26,21,22,18,15,35,19,10,19,8,4,5,19,25,14
08.05.2022 24:00,9,6,22,29,28,35,14,1,13,26,12,8,12,9,5,8,12,9,6,6,6,7,12,6,10,30,23,45,19,22,17,7,5,15,14,26,20,18,10,31,9,11,22,9,4,6,11,21,8
09.05.2022 01:00,8,6,4,29,28,26,16,2,13,17,13,8,13,10,3,6,11,6,5,5,6,4,11,8,10,27,17,49,15,24,12,7,4,12,11,30,14,13,9,27,9,10,18,9,3,5,16,33,9
09.05.2022 02:00,7,9,4,32,28,39,18,1,12,9,14,5,11,7,3,8,8,6,6,4,6,9,17,7,10,23,16,44,21,21,10,6,4,12,10,15,8,17,12,25,12,16,10,8,4,5,10,11,9
09.05.2022 03:00,8,7,5,24,28,27,16,1,14,10,16,5,14,4,3,8,9,7,5,5,5,10,18,7,10,18,13,42,24,21,10,9,5,8,11,20,6,20,15,23,16,16,9,8,6,4,9,12,10
09.05.2022 04:00,5,15,5,21,22,17,13,0,12,9,14,6,20,4,3,12,14,6,6,5,6,10,17,7,8,16,17,43,20,28,8,9,4,21,19,31,8,17,16,23,18,13,11,10,9,4,9,18,23
09.05.2022 05:00,4,32,18,26,33,23,15,1,10,12,23,7,18,7,3,16,35,15,16,17,12,23,22,9,7,16,19,57,26,35,10,10,5,22,24,47,15,16,18,25,29,17,14,15,25,4,9,21,28
09.05.2022 06:00,4,45,30,40,45,29,18,1,12,20,30,12,16,10,3,26,38,28,18,29,16,43,26,12,7,16,19,61,28,43,14,16,6,26,31,64,18,11,28,26,40,22,19,17,31,4,9,34,28
09.05.2022 07:00,4,42,14,45,47,33,15,1,14,20,39,11,15,10,5,21,25,32,15,17,19,40,27,18,12,29,12,59,28,46,13,13,5,30,36,72,13,16,41,30,34,28,29,18,38,4,11,36,60
09.05.2022 08:00,5,15,7,31,38,21,11,1,12,20,37,11,19,10,4,16,17,23,14,11,19,28,17,16,11,33,19,42,20,37,12,7,5,26,26,58,9,16,45,35,23,14,32,14,13,4,22,28,63
09.05.2022 09:00,4,10,6,22,30,15,8,0,8,14,32,7,14,9,2,9,17,16,10,4,19,10,16,12,15,25,16,36,16,35,11,7,5,20,19,59,12,11,41,26,27,12,25,11,8,4,19,16,47
09.05.2022 10:00,4,12,11,16,27,13,5,0,7,12,29,6,14,4,5,6,15,17,9,3,13,7,12,12,11,14,9,29,16,32,9,5,5,17,10,59,12,6,39,20,20,13,14,9,7,4,14,16,31
09.05.2022 11:00,4,10,10,15,28,11,4,2,7,9,15,5,14,3,3,5,15,12,10,5,6,7,8,10,11,11,6,23,9,26,8,5,4,16,15,47,15,7,39,22,19,13,12,9,7,3,14,15,34
09.05.2022 12:00,3,13,5,10,23,9,4,0,7,10,21,4,12,3,3,5,12,13,8,2,4,5,8,8,8,8,6,18,6,23,7,4,3,16,13,48,11,6,46,22,17,11,7,10,4,3,10,12,29
09.05.2022 13:00,5,6,3,14,22,12,4,0,6,11,19,3,15,3,3,5,12,10,8,2,5,7,8,7,8,7,5,18,7,20,6,4,3,19,11,57,8,7,46,20,20,11,10,8,6,3,16,10,32
09.05.2022 14:00,3,18,4,13,24,9,4,3,5,8,12,4,12,3,3,6,12,12,9,4,5,5,10,7,6,7,5,18,7,23,6,3,3,19,7,69,8,9,30,25,23,14,11,8,6,3,10,13,21
09.05.2022 15:00,3,8,4,12,28,10,4,10,5,9,19,4,19,3,3,6,13,13,9,5,4,6,12,7,5,7,5,26,9,23,5,3,3,14,7,74,9,7,38,24,23,9,13,10,6,3,5,13,25
09.05.2022 16:00,3,6,5,15,30,12,4,8,6,14,23,3,16,4,4,6,12,18,8,4,3,7,14,11,5,7,5,25,8,21,6,3,5,7,8,78,8,6,50,13,27,14,6,8,10,3,6,19,40
09.05.2022 17:00,4,9,8,15,42,13,4,0,10,9,18,3,16,3,4,7,13,8,8,5,6,6,11,14,6,7,5,23,11,21,7,3,3,8,12,52,11,6,44,13,30,12,36,12,6,3,11,17,19
09.05.2022 18:00,4,9,27,13,31,12,3,0,11,11,10,4,14,4,3,5,11,10,6,6,5,7,14,15,7,7,6,21,10,23,7,3,3,10,10,54,11,7,37,13,22,11,27,11,5,4,10,13,22
09.05.2022 19:00,5,20,44,12,32,12,4,0,8,12,15,4,12,4,3,6,16,12,10,5,4,7,13,18,7,8,7,29,13,18,8,5,4,11,10,48,8,8,25,14,30,13,19,14,8,4,12,13,33
09.05.2022 20:00,7,52,31,17,28,15,6,0,7,13,28,5,20,6,3,10,20,14,11,6,5,10,15,12,9,11,8,33,12,27,10,11,4,18,13,46,13,8,28,25,50,21,18,16,26,3,11,19,27
09.05.2022 21:00,4,70,28,26,40,21,11,0,6,25,21,6,27,7,7,12,48,29,10,12,8,8,16,9,12,20,17,65,19,30,20,9,8,38,31,54,16,18,16,16,63,20,31,13,15,3,14,21,24
09.05.2022 22:00,9,27,38,28,44,27,22,0,5,53,26,6,30,8,5,17,39,31,14,9,10,7,16,9,14,25,15,72,26,34,33,9,8,38,24,57,17,42,15,15,41,13,39,15,11,3,23,32,21
