Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
09.05.2022 23:00,10,20,38,26,39,35,20,0,6,33,27,5,29,11,3,14,42,25,10,7,8,7,15,6,17,26,34,70,30,34,35,10,7,40,26,69,15,16,12,14,33,12,43,10,10,3,16,23,21
09.05.2022 24:00,8,15,32,28,38,36,17,0,9,24,21,14,22,10,2,20,46,31,16,7,6,15,11,6,15,33,20,77,24,34,49,10,9,38,37,40,10,13,11,16,34,9,32,25,23,3,12,17,19
10.05.2022 01:00,7,13,34,48,32,43,18,0,5,23,14,15,26,10,4,24,39,29,12,11,6,17,10,5,19,32,18,73,32,48,36,9,8,35,33,34,10,14,11,20,26,9,35,10,11,3,7,19,22
10.05.2022 02:00,4,12,35,37,28,40,35,0,3,29,11,12,21,11,3,28,32,23,15,8,6,14,12,5,15,26,18,57,28,26,27,11,8,29,33,54,8,14,10,19,25,9,20,12,9,2,9,18,17
10.05.2022 03:00,5,13,39,41,35,36,23,0,6,19,20,13,22,12,3,33,36,30,23,5,6,19,12,7,11,21,23,45,28,23,25,8,7,22,34,39,7,15,9,17,20,8,22,9,10,2,7,19,18
10.05.2022 04:00,3,16,43,26,35,38,21,0,3,15,21,13,25,17,5,32,22,23,14,7,7,15,14,5,10,16,22,36,18,27,27,11,7,27,31,36,7,14,11,18,21,9,25,9,11,2,10,24,21
10.05.2022 05:00,3,22,47,27,41,40,23,0,4,24,27,16,20,18,6,34,26,25,15,15,11,23,20,7,10,17,17,52,27,24,36,12,8,31,43,50,14,13,18,19,28,13,18,16,27,3,12,25,21
10.05.2022 06:00,5,34,50,34,39,34,20,0,5,29,31,21,20,21,10,33,29,23,19,21,14,35,26,9,10,22,17,68,32,30,38,23,7,34,44,57,17,9,25,20,27,14,20,20,27,3,11,32,32
10.05.2022 07:00,3,44,48,32,37,31,21,1,5,26,30,19,21,24,11,37,34,37,17,20,17,33,30,17,9,19,19,80,34,30,42,17,6,39,46,69,17,16,26,21,29,14,20,24,35,3,13,36,45
10.05.2022 08:00,2,60,38,32,43,34,21,2,7,27,24,21,15,28,3,21,29,31,17,23,19,24,42,16,6,18,22,74,23,35,40,22,9,34,38,57,11,25,34,23,37,17,11,18,28,3,10,32,51
10.05.2022 09:00,2,41,27,27,49,34,15,20,4,16,17,8,10,24,2,9,32,21,17,14,16,17,23,17,7,    # ,24,84,21,34,33,12,8,22,28,61,10,15,43,22,39,16,12,14,25,3,9,24,48
10.05.2022 10:00,4,24,17,17,41,22,11,23,5,17,17,6,11,26,2,7,35,19,18,10,15,11,16,14,6,14,18,69,18,35,27,7,7,13,18,39,11,13,40,15,28,13,9,10,29,4,9,13,32
10.05.2022 11:00,2,22,11,12,28,14,6,28,5,9,20,4,7,12,3,6,25,17,14,5,9,7,14,12,6,9,19,89,18,41,17,4,6,10,10,34,7,8,38,16,29,10,6,8,22,3,3,11,20
10.05.2022 12:00,2,19,7,11,25,9,4,16,6,9,19,3,7,5,3,6,20,11,8,3,7,6,11,12,4,7,19,79,13,38,14,5,4,7,8,24,11,5,32,13,23,13,5,6,16,3,3,7,9
10.05.2022 13:00,2,20,7,8,31,10,4,3,5,8,17,3,8,3,3,7,26,10,8,1,8,7,15,16,4,6,11,73,13,33,13,5,4,11,9,29,29,4,39,21,22,13,6,5,11,3,2,8,13
10.05.2022 14:00,2,19,7,8,22,12,3,2,4,9,16,3,10,3,2,7,26,8,8,3,8,7,8,11,4,5,9,79,11,32,13,4,4,9,10,32,6,4,44,17,21,10,6,4,14,4,2,7,20
10.05.2022 15:00,2,21,5,7,21,11,3,2,4,7,19,3,11,4,2,6,28,10,13,6,8,9,18,13,4,5,7,91,11,36,15,4,4,9,9,29,5,4,49,14,21,7,9,6,15,3,4,9,36
10.05.2022 16:00,3,23,6,9,26,11,3,3,5,8,23,3,10,3,4,8,33,9,11,4,8,10,15,15,5,5,7,97,19,32,20,5,4,17,17,28,4,4,60,12,36,10,7,6,18,3,4,12,53
10.05.2022 17:00,3,19,7,10,61,20,4,10,5,7,25,3,7,4,3,9,38,11,12,3,9,9,20,18,4,6,7,102,11,39,27,6,5,16,20,29,4,5,70,12,43,6,9,5,13,4,3,14,42
10.05.2022 18:00,3,20,8,11,51,28,6,7,5,17,23,4,10,5,5,8,35,9,14,4,9,7,21,19,5,6,14,115,14,40,25,7,6,9,18,29,8,5,26,15,40,5,10,9,14,3,5,15,28
10.05.2022 19:00,3,39,9,10,59,25,8,2,3,8,32,4,16,6,7,9,45,11,21,6,11,10,29,23,4,11,37,134,24,50,24,9,11,10,19,26,20,9,7,27,33,31,12,15,22,4,13,15,18
10.05.2022 20:00,5,41,28,21,72,39,17,2,5,11,32,5,19,6,2,11,47,41,7,18,10,18,19,16,11,24,27,147,65,60,36,11,17,15,27,40,20,10,22,37,67,28,31,22,31,6,14,34,18
10.05.2022 21:00,5,28,70,28,39,54,30,1,11,20,41,8,30,12,3,15,55,76,6,17,12,26,20,17,20,41,34,143,83,58,35,18,12,19,33,33,34,17,29,47,68,23,26,18,32,5,16,55,16
10.05.2022 22:00,3,27,58,39,43,51,38,1,8,32,31,7,31,21,3,12,46,61,8,17,12,32,21,19,16,35,40,119,87,38,34,8,8,39,36,33,23,18,45,56,63,18,30,20,25,6,15,54,18
10.05.2022 23:00,4,17,40,32,54,44,30,0,6,25,27,7,25,32,4,10,34,44,11,10,9,30,29,16,15,18,43,81,57,24,38,6,8,44,29,38,19,18,21,41,54,16,27,15,31,6,15,43,18
10.05.2022 24:00,4,13,42,30,44,36,23,1,3,28,24,8,17,34,3,11,33,64,12,8,7,38,22,12,17,16,25,48,28,23,42,7,8,33,35,50,17,15,16,34,47,13,26,14,19,5,16,30,17
11.05.2022 01:00,3,38,33,22,28,30,20,1,5,23,22,8,15,36,2,12,28,59,8,10,8,22,21,7,15,11,18,30,17,19,38,10,9,29,44,40,11,16,12,29,43,13,27,16,33,6,12,28,16
11.05.2022 02:00,3,29,27,23,23,24,16,0,10,20,15,8,12,21,3,11,26,55,8,5,8,16,20,6,15,10,13,25,15,17,43,8,9,22,32,32,14,16,12,28,24,11,22,17,15,6,9,32,23
11.05.2022 03:00,2,14,25,22,25,25,15,1,11,19,17,7,13,17,3,11,21,39,8,3,9,18,20,6,13,9,9,23,12,16,43,11,9,17,34,37,8,14,13,25,20,14,19,19,15,6,10,25,26
11.05.2022 04:00,2,23,31,27,32,35,14,0,5,21,18,6,32,16,2,13,24,20,8,6,8,21,24,5,11,8,8,30,12,17,34,15,8,20,40,41,18,18,18,25,23,23,26,20,11,5,9,26,34
11.05.2022 05:00,2,41,35,28,35,37,18,0,7,19,29,8,22,29,7,14,35,20,6,19,10,29,33,6,13,11,13,52,19,27,39,20,9,26,49,54,24,16,21,26,37,19,34,32,20,7,20,27,47
11.05.2022 06:00,2,48,45,44,35,37,21,2,10,30,36,11,18,25,6,21,40,31,9,32,16,41,32,12,17,16,21,91,27,34,45,24,8,30,54,69,28,15,31,31,48,25,41,24,27,7,28,28,56
11.05.2022 07:00,2,61,45,43,39,38,20,10,11,33,37,10,16,21,9,25,38,31,14,34,20,43,32,18,16,16,27,100,35,52,44,22,10,34,60,70,21,21,39,32,49,28,38,24,26,7,20,41,40
11.05.2022 08:00,3,38,28,30,36,34,16,4,13,22,26,7,13,34,8,14,36,19,25,23,17,37,23,18,9,15,20,99,30,47,38,20,12,25,42,63,17,18,52,35,42,35,24,19,28,7,10,32,43
11.05.2022 09:00,3,20,11,13,26,21,7,16,7,14,21,4,11,20,2,7,26,14,20,12,9,13,21,19,8,9,14,93,20,45,25,7,13,20,22,35,14,11,61,26,31,15,9,16,23,8,4,19,34
11.05.2022 10:00,3,13,6,11,29,17,4,15,5,11,23,4,9,6,1,6,24,11,15,7,8,7,23,15,7,6,9,87,13,42,27,4,11,12,17,30,12,6,58,24,41,14,6,15,13,8,3,18,23
11.05.2022 11:00,3,14,4,7,31,14,3,10,5,6,19,3,8,3,2,6,20,8,11,4,6,8,19,14,5,5,6,78,11,36,21,4,6,11,14,20,12,3,45,31,36,9,5,12,12,5,3,10,19
11.05.2022 12:00,3,11,5,7,33,14,3,7,6,5,20,2,7,2,1,6,24,7,12,2,4,6,15,14,4,4,5,76,12,37,18,3,4,7,12,18,14,3,39,16,31,6,6,9,11,5,3,11,24
11.05.2022 13:00,2,14,5,8,34,14,3,3,4,5,18,2,6,    # ,1,6,23,8,9,2,5,9,16,13,4,5,5,83,12,34,21,4,4,10,13,19,13,3,47,19,33,6,6,5,8,4,3,11,33
11.05.2022 14:00,4,14,8,8,29,16,3,2,4,5,19,3,15,    # ,1,5,20,8,8,3,7,7,16,14,4,4,6,91,11,35,19,4,4,7,13,20,10,3,43,15,33,5,6,5,11,4,3,10,29
11.05.2022 15:00,4,15,6,9,29,18,4,4,4,5,18,3,10,3,3,5,25,8,8,3,7,6,22,16,4,5,5,97,11,36,18,4,3,7,16,31,12,4,56,30,37,7,6,7,11,3,3,8,42
11.05.2022 16:00,4,14,6,7,29,18,4,5,6,5,22,3,6,3,3,8,29,9,11,4,6,8,20,19,4,6,6,95,14,36,24,6,3,10,15,23,6,3,53,35,39,6,7,7,12,3,3,11,44
11.05.2022 17:00,3,14,5,8,31,21,4,9,5,4,22,3,7,4,3,6,25,9,11,2,7,7,21,20,4,6,7,107,14,50,22,4,4,13,19,21,5,4,56,18,31,5,7,6,12,3,3,11,39
11.05.2022 18:00,3,17,5,8,35,20,5,4,6,6,19,3,12,3,3,5,16,7,9,4,6,6,19,21,7,6,6,108,13,49,21,6,4,9,17,23,5,5,32,17,36,4,8,7,9,3,5,11,28
11.05.2022 19:00,3,26,4,9,36,22,6,2,14,5,17,4,34,3,4,5,22,10,8,5,6,5,28,22,6,12,7,124,16,45,25,7,6,10,16,19,13,6,18,21,31,5,8,9,11,3,16,12,19
11.05.2022 20:00,5,43,8,12,29,16,8,2,8,33,31,4,27,6,7,5,26,11,11,19,9,7,24,27,14,15,11,135,27,57,25,9,9,46,24,40,27,6,14,44,60,17,18,15,19,4,13,20,22
11.05.2022 21:00,3,35,9,14,19,29,15,2,19,55,48,5,38,15,3,6,23,15,6,28,8,19,66,19,13,15,15,104,22,47,26,10,15,30,37,40,47,10,31,36,74,22,32,18,27,5,17,17,19
11.05.2022 22:00,4,34,8,14,21,30,18,4,19,11,47,5,39,22,3,7,28,11,8,20,6,14,52,16,14,15,13,77,16,42,34,18,7,35,34,25,55,14,27,32,69,19,27,18,18,5,37,29,12
11.05.2022 23:00,4,28,55,12,31,27,17,3,9,7,41,5,27,22,3,5,22,12,18,14,8,17,39,11,17,9,18,57,13,31,35,14,9,30,30,21,29,19,17,34,64,24,22,14,15,4,36,40,8
11.05.2022 24:00,4,47,59,16,18,30,16,2,6,7,26,4,17,17,5,4,15,11,17,7,8,22,42,9,11,8,9,45,11,27,31,11,8,23,18,19,26,12,12,29,60,25,15,13,28,5,16,30,6
12.05.2022 01:00,4,32,61,13,36,23,13,1,7,7,28,5,16,12,3,5,15,11,10,6,8,13,23,7,9,7,10,26,7,20,27,13,9,25,13,17,13,14,11,25,40,19,33,12,17,5,11,20,10
12.05.2022 02:00,4,16,56,14,29,18,11,1,9,6,26,5,14,13,2,6,14,14,19,6,7,18,24,6,9,7,8,21,6,14,32,9,9,15,13,19,15,13,12,32,49,17,6,10,19,5,9,28,5
12.05.2022 03:00,3,6,19,8,8,11,8,0,8,4,6,4,15,8,3,5,15,12,12,6,6,6,21,6,10,5,8,20,7,16,28,6,9,20,18,15,14,11,13,25,51,16,7,11,15,5,10,28,5
12.05.2022 04:00,3,11,8,6,9,7,5,7,15,4,11,4,19,7,5,6,17,12,10,5,6,11,23,7,8,6,8,21,6,19,26,8,10,14,23,14,21,12,17,25,42,22,10,14,19,5,10,26,8
12.05.2022 05:00,3,14,14,7,13,9,5,4,9,6,19,4,19,7,3,9,30,19,19,3,5,21,30,13,10,8,8,57,14,18,24,7,13,17,40,24,19,17,20,24,59,27,19,20,37,7,22,42,20
12.05.2022 06:00,4,24,21,12,35,24,9,3,11,6,43,5,23,9,8,9,33,24,42,3,9,14,29,23,9,10,9,126,23,45,43,9,16,52,38,42,23,19,32,26,69,41,16,31,48,9,28,24,37
12.05.2022 07:00,3,22,20,17,32,26,10,10,26,6,34,5,21,5,15,9,32,31,23,18,20,15,38,41,7,10,11,117,22,62,48,9,15,48,29,27,21,25,37,29,46,31,21,29,27,6,19,17,40
12.05.2022 08:00,5,21,11,16,37,21,6,23,8,8,24,4,10,4,5,6,27,20,14,11,12,12,27,30,9,10,11,105,23,69,38,7,11,29,15,24,17,6,50,34,28,11,12,9,14,5,5,12,42
12.05.2022 09:00,3,14,9,10,34,20,5,20,8,10,16,3,11,2,4,5,21,11,11,4,10,13,15,25,10,9,8,91,17,53,28,5,6,26,11,14,14,4,61,23,14,9,9,8,12,4,5,10,25
12.05.2022 10:00,3,    # ,12,10,35,18,4,7,7,11,16,3,11,3,6,5,21,6,11,5,7,14,14,15,9,7,7,86,15,44,27,4,6,21,9,14,12,3,41,11,18,12,7,7,9,3,4,8,14
12.05.2022 11:00,3,    # ,6,11,33,16,4,11,5,5,16,3,9,2,4,6,21,5,10,6,7,13,15,13,8,6,13,79,13,45,19,4,4,15,9,10,10,3,34,10,13,9,6,6,9,3,3,7,10
12.05.2022 12:00,3,    # ,4,8,28,13,3,12,3,7,16,2,10,2,2,5,21,6,8,3,5,9,    # ,14,7,5,6,74,10,40,14,3,3,11,8,10,6,3,45,11,13,8,7,5,8,3,3,8,10
12.05.2022 13:00,3,    # ,4,6,32,15,4,4,4,5,15,2,8,2,2,5,19,8,7,4,4,10,20,17,8,5,5,91,9,32,12,2,3,17,9,10,4,3,52,15,11,8,6,7,8,3,3,9,20
12.05.2022 14:00,4,    # ,4,7,36,17,4,2,5,4,12,2,7,2,2,5,26,6,8,4,5,9,17,13,4,5,    # ,77,11,32,18,2,3,20,10,13,7,3,43,15,10,9,6,7,13,3,3,10,24
12.05.2022 15:00,3,    # ,4,7,45,20,4,2,4,3,13,2,10,2,3,5,30,6,10,3,6,8,22,16,5,6,5,98,14,37,14,3,3,21,11,14,11,3,52,20,11,10,6,7,11,2,2,8,25
12.05.2022 16:00,3,19,4,6,40,21,4,1,4,3,15,2,7,2,3,7,31,7,10,5,7,8,27,21,7,6,5,95,12,44,22,3,3,25,10,13,11,3,55,14,15,12,6,6,14,2,3,10,27
12.05.2022 17:00,3,23,4,10,43,20,4,5,5,3,14,2,8,2,4,7,37,8,7,3,7,8,29,26,6,7,6,95,14,45,13,4,4,21,9,12,9,3,50,14,15,10,9,5,10,2,4,11,28
12.05.2022 18:00,3,17,4,15,56,16,6,12,4,5,14,3,12,2,5,6,36,6,7,3,6,7,26,19,4,7,7,99,12,33,21,4,4,16,12,13,19,4,24,10,16,11,10,7,10,2,6,12,20
12.05.2022 19:00,4,23,7,15,47,16,7,5,5,9,16,3,14,3,3,6,38,8,10,4,6,8,29,19,8,12,10,100,15,48,9,4,7,21,14,13,26,6,14,30,12,12,7,12,11,3,18,12,16
12.05.2022 20:00,4,16,6,13,35,12,8,1,7,9,19,3,22,3,3,7,24,8,10,5,10,7,21,15,14,15,15,86,15,35,8,7,9,31,13,14,17,4,13,33,9,11,10,11,10,3,9,12,19
12.05.2022 21:00,5,14,47,8,24,11,5,3,12,22,19,4,27,8,4,10,16,6,5,3,7,16,25,14,23,16,17,70,26,32,14,6,4,26,12,17,19,6,32,56,12,6,9,11,13,3,14,10,17
12.05.2022 22:00,4,9,25,10,24,14,5,6,18,35,28,5,36,17,5,10,16,8,6,5,7,21,12,14,25,8,8,40,10,20,25,7,4,13,15,17,25,10,34,49,31,5,12,7,17,4,19,17,13
12.05.2022 23:00,4,8,44,11,15,15,10,5,13,21,19,5,7,14,10,10,11,6,4,3,8,14,7,9,3,9,10,50,15,25,26,8,4,14,16,15,11,10,15,15,20,5,11,7,22,5,6,28,12
12.05.2022 24:00,3,9,26,7,8,7,8,1,5,23,14,6,7,13,8,11,9,7,4,1,6,17,9,9,4,5,9,39,10,16,21,10,5,16,13,11,6,10,9,7,10,6,9,6,12,6,4,19,11
13.05.2022 01:00,3,9,25,8,9,11,8,4,7,5,10,7,6,10,5,18,11,6,6,3,5,19,10,6,4,5,9,33,7,14,16,8,6,13,12,10,6,14,7,8,8,6,9,6,9,6,3,32,12
13.05.2022 02:00,3,9,40,7,11,7,8,7,10,6,8,7,8,5,4,22,9,6,6,1,5,21,9,5,4,5,10,25,8,12,12,7,7,12,12,10,6,10,7,9,8,7,9,6,15,6,3,25,8
13.05.2022 03:00,3,9,29,7,11,9,7,1,10,5,9,6,7,7,3,19,7,6,8,2,7,19,10,3,4,5,8,16,8,11,10,7,7,13,18,10,4,10,10,7,9,9,9,5,14,5,3,25,7
13.05.2022 04:00,3,12,31,7,11,7,4,3,9,6,11,6,12,8,5,15,9,5,8,3,8,21,9,5,4,5,7,18,10,16,10,8,6,14,18,13,11,7,20,14,11,12,10,5,9,5,3,17,12
13.05.2022 05:00,3,18,42,8,20,10,6,2,5,10,14,6,15,11,2,21,17,6,10,5,9,29,12,15,6,6,8,46,10,15,14,11,7,14,22,18,14,11,32,21,20,9,10,7,20,5,7,16,24
13.05.2022 06:00,2,23,50,12,35,19,8,1,8,20,24,7,15,14,2,23,18,13,12,13,14,34,20,15,6,15,11,90,23,33,31,13,8,15,31,30,19,9,49,31,29,11,15,11,21,5,7,26,45
13.05.2022 07:00,3,24,42,17,29,28,12,4,9,34,29,7,13,9,4,12,20,18,16,24,15,36,24,26,5,22,17,83,24,47,38,14,8,23,29,34,20,7,51,35,29,13,16,13,34,6,10,27,60
13.05.2022 08:00,4,19,27,15,38,20,10,10,7,21,16,6,15,5,3,8,25,15,14,5,15,15,25,26,7,19,18,95,28,66,28,7,7,26,19,25,17,5,46,25,33,10,10,11,24,6,10,13,43
13.05.2022 09:00,3,18,18,10,42,19,5,16,6,11,20,6,12,4,6,8,20,10,13,8,14,11,21,28,7,11,17,81,24,41,21,6,8,27,13,14,16,4,42,21,24,7,10,9,13,5,9,14,22
13.05.2022 10:00,4,18,11,13,42,18,7,14,7,7,19,4,11,4,4,7,23,10,10,8,12,12,20,21,5,9,11,87,17,38,12,5,5,22,10,12,15,4,41,14,19,7,8,8,11,5,7,10,21
13.05.2022 11:00,3,20,6,17,48,21,12,11,4,5,15,4,9,3,2,6,22,11,10,6,7,11,22,17,4,16,19,93,20,50,10,5,4,18,12,13,16,4,39,16,13,4,9,9,11,4,4,11,17
13.05.2022 12:00,3,17,6,16,45,26,10,13,3,5,16,4,10,3,4,5,23,8,13,5,6,11,19,21,5,14,15,88,22,47,16,4,5,12,9,13,14,4,44,21,13,5,8,7,12,4,6,11,21
13.05.2022 13:00,3,19,6,9,33,16,5,11,6,5,15,3,12,2,4,6,21,6,9,4,5,11,19,21,8,13,14,88,21,53,13,4,3,14,9,16,10,4,33,16,12,5,7,7,11,4,5,12,21
13.05.2022 14:00,3,17,6,8,30,13,3,8,5,4,13,3,10,2,3,6,16,6,7,2,7,8,17,18,6,6,10,74,15,34,16,4,3,18,11,16,11,4,38,16,13,6,7,6,11,3,5,10,21
13.05.2022 15:00,3,15,6,6,27,15,3,5,7,6,15,3,9,2,3,6,17,7,8,2,6,7,14,15,5,5,7,66,11,26,10,4,4,17,9,21,16,4,29,13,14,6,7,5,13,3,5,12,19
13.05.2022 16:00,4,17,7,6,#,14,4,6,7,4,15,3,6,2,4,6,17,5,9,2,8,6,18,14,4,5,6,64,11,31,13,3,4,13,10,15,12,4,21,16,19,6,7,7,12,3,3,11,20
13.05.2022 17:00,3,19,7,7,29,16,3,5,5,4,14,3,6,2,3,6,18,5,8,2,7,6,17,14,4,6,6,74,12,37,10,4,4,17,12,15,9,4,33,16,19,7,7,7,14,3,3,10,21
13.05.2022 18:00,3,16,8,9,38,15,5,17,6,10,18,3,7,3,4,7,21,6,7,2,7,5,17,17,4,5,6,79,10,42,8,4,4,11,11,26,7,5,24,16,19,7,9,7,15,3,3,10,24
13.05.2022 19:00,4,14,15,9,40,18,5,5,7,8,15,5,8,3,4,6,19,7,8,3,7,5,17,15,4,7,6,78,9,27,6,4,5,10,17,23,7,4,25,19,13,7,7,8,12,3,8,11,24
13.05.2022 20:00,3,22,32,12,43,22,12,0,12,10,19,5,9,4,4,8,25,8,8,8,4,5,21,18,5,11,10,89,21,30,11,7,6,13,13,17,14,9,15,26,25,9,11,12,22,3,11,10,25
13.05.2022 21:00,2,33,34,16,59,46,17,1,9,11,22,6,9,5,3,10,28,12,9,9,11,9,28,18,6,24,34,82,40,54,20,12,11,22,27,39,17,10,18,47,41,26,18,12,15,5,10,20,31
13.05.2022 22:00,3,26,41,32,48,36,21,1,7,17,23,6,15,8,4,9,44,15,11,10,12,27,26,19,8,27,32,77,47,57,16,8,8,21,25,46,20,14,16,31,41,20,19,11,21,4,11,18,40
13.05.2022 23:00,2,19,42,44,57,48,25,0,9,27,23,6,18,10,4,9,35,17,7,6,9,25,23,16,9,28,27,69,44,48,37,7,8,49,38,42,19,18,14,31,43,15,18,9,11,3,9,39,26
13.05.2022 24:00,3,15,39,33,37,39,23,0,9,22,27,5,12,13,7,19,27,20,8,2,9,25,22,13,9,24,27,68,46,47,28,7,8,48,32,24,18,17,15,23,47,12,24,10,19,3,7,34,29
14.05.2022 01:00,3,11,31,24,30,24,26,1,17,16,21,9,10,16,9,27,20,20,12,1,7,17,19,14,10,21,24,51,44,47,26,8,11,32,22,35,17,18,12,22,45,12,24,10,15,3,7,29,24
14.05.2022 02:00,3,11,43,22,26,25,17,0,9,13,18,10,13,18,8,26,15,17,9,1,6,11,16,13,12,20,26,41,29,39,26,7,9,35,26,47,11,14,11,22,32,17,16,15,5,2,5,23,23
14.05.2022 03:00,3,12,31,21,26,20,11,0,9,11,16,14,13,23,3,16,12,19,13,2,6,10,14,11,12,16,19,46,25,36,24,6,6,28,27,38,10,12,10,20,31,17,24,16,5,3,5,23,19
14.05.2022 04:00,2,14,33,19,20,19,10,2,6,13,17,16,15,14,3,23,17,17,8,5,7,12,14,8,11,14,17,41,25,36,24,8,6,24,31,30,19,14,9,16,26,23,23,13,9,3,5,19,24
14.05.2022 05:00,2,15,27,14,22,18,12,4,8,15,20,13,18,11,3,21,13,14,7,10,8,12,19,8,10,12,18,48,26,31,25,9,7,33,27,36,19,14,12,14,26,18,24,14,10,4,8,19,31
14.05.2022 06:00,2,21,36,16,22,22,9,3,6,21,18,15,19,10,4,25,15,12,5,14,8,12,17,10,9,12,11,46,25,30,25,15,5,30,25,35,16,7,17,15,24,15,19,18,13,4,9,18,32
14.05.2022 07:00,4,22,23,18,27,25,16,1,4,23,20,16,14,13,5,26,18,11,10,12,10,12,14,9,11,16,15,45,24,33,26,11,6,19,24,35,14,13,14,14,22,14,13,13,20,3,7,21,27
14.05.2022 08:00,5,22,17,24,24,22,12,0,6,22,20,9,15,14,5,8,22,24,10,9,10,13,15,12,9,14,16,58,31,29,21,12,7,22,21,33,10,16,15,14,29,14,12,13,20,3,11,25,30
14.05.2022 09:00,4,16,15,14,20,13,6,2,4,16,21,7,9,15,5,6,23,12,12,5,9,9,13,13,7,10,15,46,18,25,18,9,9,22,19,29,7,11,31,15,28,14,14,9,25,4,9,18,27
14.05.2022 10:00,3,14,10,8,20,8,4,6,5,11,21,6,9,12,4,5,20,8,10,2,7,5,8,14,13,5,7,71,9,23,9,8,9,17,17,29,7,5,43,19,24,10,11,11,27,3,10,8,26
14.05.2022 11:00,3,15,6,10,25,9,3,2,5,9,15,4,9,4,3,4,21,5,7,3,6,4,10,11,7,5,6,67,10,28,11,4,4,11,9,18,6,3,32,17,19,7,8,9,10,3,12,8,19
14.05.2022 12:00,3,11,5,9,25,7,2,1,6,8,13,3,9,3,3,4,20,4,7,2,6,4,12,10,5,5,8,64,10,23,9,4,4,8,7,24,5,3,29,10,20,4,8,6,7,3,2,7,21
14.05.2022 13:00,3,11,6,6,25,8,2,0,4,8,9,3,5,3,3,3,20,5,7,0,4,4,13,10,4,5,10,44,7,26,7,4,4,11,9,20,5,3,27,8,15,4,5,4,7,3,3,8,15
14.05.2022 14:00,3,12,4,5,21,11,3,1,4,6,11,3,4,2,3,4,22,4,7,1,4,5,13,10,4,4,9,69,6,24,6,4,4,9,7,16,5,3,33,6,12,4,5,4,7,3,4,7,19
14.05.2022 15:00,3,13,5,6,31,9,3,1,4,6,12,3,5,2,3,3,21,4,6,1,5,5,14,10,4,4,14,53,5,27,8,3,3,10,9,16,4,8,31,16,14,4,5,5,7,3,4,7,16
14.05.2022 16:00,3,11,5,8,31,9,3,1,4,6,15,3,4,2,3,3,23,3,5,1,5,4,12,11,3,4,13,74,7,29,6,4,3,12,10,19,4,3,24,7,12,10,4,5,9,3,7,8,17
14.05.2022 17:00,3,17,6,10,31,10,3,1,4,5,14,3,3,2,3,4,25,5,7,1,6,5,17,11,4,5,11,61,6,34,6,5,3,9,11,18,4,5,34,6,14,9,4,6,10,3,5,8,12
14.05.2022 18:00,3,12,6,14,37,25,4,2,4,4,14,3,4,2,3,5,25,4,7,3,5,5,16,13,4,5,6,57,9,33,5,5,3,10,10,18,5,4,41,8,27,6,5,6,13,3,4,8,15
14.05.2022 19:00,3,12,15,18,37,23,5,1,4,11,18,3,18,2,5,6,34,4,10,4,7,5,19,15,4,7,7,62,8,33,6,6,4,11,14,21,10,4,10,26,35,12,5,13,14,3,13,10,18
14.05.2022 20:00,3,22,25,18,46,21,10,1,5,4,27,3,10,3,4,7,45,6,14,10,5,8,30,12,7,12,10,85,12,37,10,9,7,18,13,37,12,7,12,27,41,20,10,9,20,3,11,16,32
14.05.2022 21:00,2,40,36,23,53,32,17,1,8,11,33,3,40,6,5,14,44,10,10,15,7,11,20,15,6,31,16,110,33,49,15,8,4,37,21,57,23,17,18,31,44,18,21,9,11,3,10,18,20
14.05.2022 22:00,4,28,43,40,74,66,23,1,8,28,34,4,31,7,4,10,40,32,11,18,11,12,23,16,8,33,28,117,38,63,22,11,5,55,31,38,27,23,29,31,52,13,15,9,9,3,14,27,14
14.05.2022 23:00,4,20,41,59,61,63,29,1,4,18,32,7,19,9,5,13,27,29,9,25,8,11,27,12,14,37,31,113,59,56,29,11,6,50,41,24,34,22,20,40,51,10,27,11,12,2,15,29,18
