Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
01.07.2022 18:00,3,9,1,3,5,2,5,3,2,4,2,4,3,2,6,2,10,12,2,8,1,2,3,11,7,6,2,2,2,1,4,4,7
01.07.2022 19:00,3,8,2,3,5,2,2,3,2,4,5,4,3,2,2,2,8,10,3,3,1,2,4,9,6,2,2,6,2,1,4,4,12
01.07.2022 20:00,3,6,2,4,5,2,2,4,2,3,8,5,4,2,2,2,8,10,6,3,1,19,3,8,5,3,10,9,2,1,3,5,7
01.07.2022 21:00,6,8,4,3,6,2,2,5,9,4,10,7,5,11,5,3,7,9,6,3,1,23,2,8,6,7,16,9,13,1,5,6,18
01.07.2022 22:00,5,9,6,4,7,5,2,6,12,4,12,8,7,16,6,3,12,9,5,4,2,20,2,8,6,12,12,12,19,2,4,9,15
01.07.2022 23:00,4,11,8,9,9,6,2,9,12,4,12,9,7,13,7,6,13,11,3,11,4,18,2,9,6,12,11,14,9,2,4,9,13
01.07.2022 24:00,3,11,8,8,13,4,2,11,11,5,15,8,10,11,7,7,9,11,3,24,7,15,3,10,7,13,10,11,8,3,3,9,14
02.07.2022 01:00,3,12,6,7,8,5,2,12,24,8,12,7,13,11,7,8,7,14,3,12,5,13,3,11,8,11,110,8,11,3,4,9,14
02.07.2022 02:00,2,13,6,7,8,3,2,12,32,6,10,7,13,14,6,8,6,12,3,11,4,11,3,11,10,10,2,8,7,6,6,8,25
02.07.2022 03:00,2,11,8,9,6,2,2,12,14,5,10,7,15,10,3,7,7,11,4,6,4,9,3,11,8,10,2,9,8,8,5,8,13
02.07.2022 04:00,3,11,12,14,9,5,2,13,5,5,13,13,12,9,2,6,3,13,4,8,5,9,2,10,9,8,2,7,8,8,6,9,9
02.07.2022 05:00,2,12,10,15,10,7,2,12,6,4,13,9,12,9,4,6,2,8,3,5,4,11,3,11,8,5,2,11,3,8,6,11,17
02.07.2022 06:00,2,13,10,11,12,7,2,12,5,4,11,5,11,9,4,6,3,7,3,2,3,10,3,9,8,9,2,11,2,21,7,12,10
02.07.2022 07:00,1,15,6,7,6,7,5,11,2,4,7,4,11,4,2,5,3,5,2,2,3,9,3,9,7,6,8,7,2,13,6,13,13
02.07.2022 08:00,1,12,3,3,6,9,6,9,2,4,2,7,11,2,2,3,2,3,2,1,4,4,3,8,6,3,6,7,2,13,3,10,10
02.07.2022 09:00,1,10,2,2,6,2,5,8,2,3,2,7,6,2,2,3,3,2,2,1,5,2,3,5,5,5,2,5,2,10,2,8,5
02.07.2022 10:00,2,8,2,3,6,2,4,4,2,3,2,5,3,2,3,2,6,1,3,1,6,2,4,4,4,2,2,5,2,6,3,5,9
02.07.2022 11:00,3,8,2,2,6,5,5,2,4,2,5,3,2,5,4,3,9,3,4,2,5,2,3,4,4,2,2,6,2,6,4,4,7
02.07.2022 12:00,4,9,3,2,2,4,6,2,4,3,12,4,2,5,3,5,6,5,3,3,2,3,4,5,4,2,2,4,2,6,4,5,2
02.07.2022 13:00,5,9,3,3,5,5,5,2,2,3,8,6,2,6,2,5,7,5,2,4,1,3,5,6,4,2,5,3,3,7,3,5,2
02.07.2022 14:00,6,10,4,3,7,7,5,2,2,4,7,6,1,6,2,5,7,4,2,5,1,5,6,6,4,2,5,5,6,8,3,6,5
02.07.2022 15:00,6,8,5,3,9,8,6,1,2,5,6,8,1,5,4,5,8,5,4,6,1,10,9,7,4,2,5,7,3,6,3,6,6
02.07.2022 16:00,6,5,5,4,11,7,5,0,2,6,7,6,2,6,3,5,10,6,8,8,2,10,7,7,5,7,7,10,2,6,4,6,7
02.07.2022 17:00,8,5,6,5,9,3,5,1,3,7,12,7,3,6,2,6,13,6,11,10,2,13,7,7,6,11,7,8,4,6,4,7,10
02.07.2022 18:00,7,3,6,6,9,2,5,1,10,8,8,6,4,6,4,6,15,7,11,13,2,17,8,7,7,7,7,8,7,6,5,8,10
02.07.2022 19:00,8,3,6,7,3,2,2,1,4,10,3,7,5,8,6,7,18,8,12,13,2,17,9,6,8,9,9,14,9,7,6,7,14
02.07.2022 20:00,8,5,11,9,2,2,2,2,15,14,3,9,5,15,7,8,20,9,15,15,2,15,12,8,10,7,10,10,15,6,7,8,17
02.07.2022 21:00,8,6,11,13,6,4,5,5,12,11,7,11,6,12,9,9,17,9,19,16,4,13,14,10,11,12,9,9,30,6,14,9,23
02.07.2022 22:00,10,9,10,10,10,5,7,7,19,9,12,14,9,17,14,13,17,13,21,19,11,17,17,14,13,19,13,13,17,6,12,10,15
02.07.2022 23:00,9,8,11,12,12,6,8,8,9,11,17,18,9,11,14,23,19,17,22,16,15,22,17,16,15,23,16,9,19,5,15,16,12
02.07.2022 24:00,8,9,15,11,14,8,4,12,12,10,16,19,9,17,13,16,17,17,18,17,14,29,16,14,14,23,13,10,16,5,11,12,12
03.07.2022 01:00,8,12,13,11,15,11,2,13,6,9,21,18,10,18,13,11,14,23,18,21,8,27,15,13,13,19,6,8,19,5,10,11,12
03.07.2022 02:00,8,15,17,12,11,12,2,12,11,11,16,15,10,16,8,9,18,27,24,16,5,16,14,13,12,16,11,5,15,5,9,9,9
03.07.2022 03:00,9,18,16,16,12,12,3,16,9,10,18,13,11,10,10,10,13,24,24,16,5,16,11,12,12,13,16,4,12,4,9,9,10
03.07.2022 04:00,9,31,13,20,13,11,3,20,10,10,21,12,10,12,10,9,12,14,11,12,5,16,9,12,12,13,15,6,14,4,10,8,9
03.07.2022 05:00,8,16,15,17,11,12,2,17,16,9,12,12,10,12,14,10,16,12,11,10,5,11,8,11,12,17,18,7,14,4,11,8,6
03.07.2022 06:00,8,19,14,14,17,10,3,15,16,10,14,11,11,8,10,11,16,12,11,9,6,13,9,11,11,11,11,7,9,4,10,9,10
03.07.2022 07:00,6,15,11,11,14,10,6,16,9,10,7,12,17,3,9,10,11,11,10,9,6,9,9,11,10,6,7,6,2,5,9,10,9
03.07.2022 08:00,6,10,10,11,16,10,9,13,4,8,3,10,12,2,6,9,6,9,10,7,6,6,8,10,10,2,2,5,2,5,7,8,5
03.07.2022 09:00,7,8,9,11,11,6,7,11,2,7,2,9,8,2,7,10,7,9,11,8,8,2,5,8,9,2,57,5,2,6,6,7,5
03.07.2022 10:00,8,7,8,10,12,9,7,10,2,7,2,9,7,4,11,9,8,11,13,10,5,2,8,9,9,5,2,7,2,6,7,6,5
03.07.2022 11:00,10,6,6,11,13,12,7,8,3,5,8,11,7,7,13,9,7,10,10,10,4,2,11,11,9,7,2,8,2,6,8,5,8
03.07.2022 12:00,4,6,5,10,6,11,6,4,5,7,11,14,6,8,6,10,9,10,6,12,5,2,9,12,10,7,2,5,5,6,9,6,3
03.07.2022 13:00,6,7,6,9,8,10,6,2,2,8,6,15,6,9,6,10,10,9,3,12,5,2,11,12,10,8,3,7,5,6,9,7,8
03.07.2022 14:00,8,6,6,9,8,7,7,0,2,9,8,15,6,7,7,8,10,10,4,12,5,2,8,12,10,9,10,9,2,7,8,7,14
03.07.2022 15:00,8,5,8,9,10,6,9,0,2,9,6,15,6,6,7,7,11,11,8,17,6,2,11,13,11,8,20,11,3,9,9,7,15
03.07.2022 16:00,11,6,9,8,13,7,10,0,2,11,5,16,5,5,7,6,14,13,11,21,7,5,11,15,12,13,20,11,6,9,10,7,7
03.07.2022 17:00,11,7,10,8,13,7,10,0,2,11,9,17,5,6,7,8,16,15,12,20,8,6,12,13,13,11,2,7,6,9,10,9,7
03.07.2022 18:00,14,9,12,11,7,5,6,0,2,13,11,16,7,6,6,9,18,18,16,23,9,6,14,14,13,9,4,7,5,7,10,10,16
03.07.2022 19:00,16,10,14,11,5,6,3,0,9,12,8,14,8,9,8,10,20,21,13,24,11,9,20,13,16,8,11,14,8,7,11,9,17
03.07.2022 20:00,15,12,15,10,7,6,2,0,17,12,8,16,11,12,8,12,25,23,16,30,13,8,18,13,19,11,28,13,12,7,15,10,22
03.07.2022 21:00,13,15,19,13,9,5,4,1,13,14,13,18,12,11,9,16,28,32,23,18,13,12,24,17,22,19,31,12,30,7,13,12,27
03.07.2022 22:00,10,17,21,16,13,7,5,2,19,19,21,17,15,14,12,16,24,42,22,31,14,20,25,17,22,21,15,14,15,7,16,13,20
03.07.2022 23:00,9,16,23,21,16,11,6,8,18,18,17,18,16,14,11,16,18,34,22,25,13,28,20,19,21,18,14,13,13,5,15,13,12
03.07.2022 24:00,9,16,19,16,17,17,8,7,10,16,22,16,13,17,12,14,18,28,25,19,13,20,17,19,18,18,13,10,11,5,14,13,11
04.07.2022 01:00,14,15,14,11,15,18,9,7,12,17,10,13,13,24,9,10,15,23,20,17,10,14,17,18,17,17,27,10,12,5,14,12,8
04.07.2022 02:00,13,15,12,12,11,16,7,9,16,21,14,12,13,13,9,7,11,15,15,14,8,23,16,18,16,20,2,8,6,4,16,13,2
04.07.2022 03:00,12,17,13,12,10,14,3,11,15,21,17,10,12,9,11,5,10,13,12,11,7,24,17,17,14,11,22,8,10,4,15,14,7
04.07.2022 04:00,9,17,13,13,12,15,2,16,8,21,15,11,12,9,12,5,9,13,11,11,8,21,15,17,15,10,41,10,13,5,14,14,15
04.07.2022 05:00,8,19,12,18,14,13,2,18,17,16,16,14,13,10,13,8,12,16,9,11,10,13,9,19,15,13,4,12,11,5,11,14,14
04.07.2022 06:00,8,18,13,23,16,14,5,17,39,13,14,14,15,17,14,13,10,17,13,12,10,5,11,22,16,13,8,11,14,6,10,13,14
04.07.2022 07:00,9,13,14,23,24,16,5,17,10,13,11,16,16,11,12,14,7,22,12,15,10,19,13,23,19,14,10,10,9,6,9,12,16
04.07.2022 08:00,10,10,13,21,27,12,5,17,16,12,12,16,16,6,10,9,8,19,9,14,8,17,10,22,16,21,11,9,9,7,9,11,16
04.07.2022 09:00,10,10,11,24,27,9,6,18,9,11,4,17,18,14,10,9,11,19,10,13,11,16,12,19,15,35,10,6,9,8,9,11,11
04.07.2022 10:00,8,10,12,24,17,9,8,22,17,9,21,18,20,11,17,8,10,19,11,12,10,16,15,19,16,16,8,8,8,10,10,11,19
04.07.2022 11:00,8,14,11,21,19,10,8,18,19,11,18,18,18,8,13,7,8,15,9,11,10,11,15,20,16,16,11,11,9,10,11,10,14
04.07.2022 12:00,10,14,9,20,18,9,7,8,13,12,21,20,16,9,12,8,10,15,5,11,11,14,17,15,13,13,14,7,3,12,12,8,2
04.07.2022 13:00,12,14,9,21,15,12,8,8,19,11,10,27,16,14,8,8,12,16,3,14,13,11,15,19,15,13,6,6,10,15,10,8,13
04.07.2022 14:00,17,12,9,20,15,10,8,4,14,9,16,25,17,21,11,8,15,18,7,15,12,15,9,19,15,17,10,9,19,14,8,9,12
04.07.2022 15:00,20,13,10,17,15,10,7,1,4,6,16,28,21,16,8,8,18,17,10,16,15,13,11,14,12,18,17,9,9,17,7,7,16
04.07.2022 16:00,13,14,12,19,14,9,6,0,7,8,15,29,18,12,11,9,19,15,11,15,15,11,12,17,14,12,20,7,12,18,7,8,14
04.07.2022 17:00,30,13,13,16,14,11,2,0,5,9,19,26,15,11,11,13,21,16,13,17,14,14,10,18,15,18,12,9,21,17,7,8,11
04.07.2022 18:00,16,12,15,15,20,11,5,0,2,11,12,23,16,7,15,13,17,19,18,18,16,10,10,17,14,19,22,9,12,15,7,9,17
04.07.2022 19:00,22,11,17,17,18,13,3,0,6,13,13,23,17,10,15,7,19,19,23,18,21,15,14,14,14,17,33,13,14,15,7,10,24
04.07.2022 20:00,15,13,18,20,    # ,20,2,0,18,13,12,21,18,18,14,4,19,23,27,21,23,12,18,15,16,22,20,10,19,13,8,11,18
04.07.2022 21:00,7,13,18,17,    # ,26,2,0,12,14,14,19,22,14,17,3,20,24,24,21,17,13,14,16,19,22,11,8,27,12,8,10,20
04.07.2022 22:00,7,12,20,17,    # ,23,2,1,8,14,15,16,19,18,17,4,15,20,18,12,11,15,7,16,19,21,11,11,24,10,8,9,15
04.07.2022 23:00,7,13,15,15,18,2,2,2,17,9,18,14,17,15,    # ,4,15,14,12,10,18,17,6,17,18,16,14,10,18,11,5,8,15
04.07.2022 24:00,6,13,12,18,14,3,2,2,18,11,13,17,15,10,    # ,4,16,11,9,8,18,13,8,16,17,18,13,8,16,20,5,8,13
05.07.2022 01:00,6,13,15,19,17,6,2,6,7,11,8,16,19,17,    # ,4,17,11,7,6,18,6,7,16,17,14,16,4,23,21,5,9,5
05.07.2022 02:00,7,12,13,19,14,16,2,5,6,10,10,15,16,14,    # ,5,12,7,6,4,15,9,5,16,15,20,11,3,14,20,5,9,11
05.07.2022 03:00,7,13,13,22,13,23,2,6,11,7,10,18,15,15,7,6,4,7,8,5,14,11,6,17,16,15,9,5,14,18,5,9,14
05.07.2022 04:00,6,15,13,19,15,16,2,9,11,8,13,22,13,16,7,5,4,9,8,6,12,12,7,17,16,16,8,7,18,16,6,9,14
05.07.2022 05:00,6,16,17,23,10,17,2,12,13,7,20,24,16,13,7,7,3,10,6,4,18,14,8,17,14,12,7,6,17,15,7,9,14
05.07.2022 06:00,8,16,21,25,14,14,5,11,14,6,21,19,14,14,11,9,3,12,6,5,13,18,5,18,14,14,7,5,13,13,6,10,13
05.07.2022 07:00,8,18,19,27,13,13,5,13,17,6,18,15,14,10,6,11,3,19,7,22,13,15,5,18,13,17,8,9,2,13,7,10,19
05.07.2022 08:00,12,13,16,23,21,5,6,10,2,8,4,13,15,14,4,10,3,23,13,22,20,24,7,16,12,6,6,12,2,11,5,10,22
05.07.2022 09:00,12,11,13,21,17,3,7,9,2,6,3,13,15,20,10,9,5,24,11,38,13,21,8,16,13,12,21,9,2,12,5,8,16
05.07.2022 10:00,10,11,10,18,18,5,5,10,2,8,9,16,17,14,12,7,7,19,8,22,6,18,6,18,13,16,28,9,6,12,9,9,19
05.07.2022 11:00,9,12,9,18,14,9,6,4,11,10,18,15,16,12,17,10,8,17,8,21,6,15,8,16,11,18,23,8,15,13,10,9,16
05.07.2022 12:00,10,11,7,15,12,12,7,2,8,11,12,17,12,11,13,9,8,17,12,21,7,8,10,26,12,17,16,8,14,    # ,11,9,8
05.07.2022 13:00,9,10,7,11,17,14,7,2,9,11,15,20,13,14,10,9,12,17,10,21,9,9,10,22,13,16,14,8,2,    # ,10,10,16
05.07.2022 14:00,10,10,7,10,15,12,9,3,3,11,13,21,11,15,14,9,13,18,11,24,11,13,10,19,13,12,16,10,9,    # ,10,10,20
05.07.2022 15:00,9,11,10,10,19,11,9,3,5,11,7,23,14,11,13,8,14,17,13,24,8,9,8,14,11,10,17,13,8,    # ,9,11,15
05.07.2022 16:00,9,10,12,11,17,10,7,2,7,11,17,22,14,15,11,8,16,15,14,17,8,14,8,14,11,15,18,12,13,11,12,12,15
05.07.2022 17:00,9,7,11,12,16,11,7,2,3,12,17,18,12,10,12,9,16,16,13,20,9,13,8,15,12,13,17,9,17,10,11,13,24
05.07.2022 18:00,8,8,11,14,15,9,10,1,11,13,17,16,12,14,10,9,19,16,15,23,9,16,9,14,13,14,21,14,11,12,11,14,18
05.07.2022 19:00,7,11,10,12,13,13,3,2,15,14,16,14,12,16,11,11,22,18,12,24,10,14,10,16,14,15,21,19,16,11,11,14,25
05.07.2022 20:00,9,13,9,11,13,9,2,6,20,16,13,12,13,18,12,11,25,18,11,32,12,15,16,18,18,15,32,13,22,12,11,16,22
05.07.2022 21:00,11,16,10,10,10,9,3,6,19,15,20,13,15,15,12,13,22,22,15,32,12,16,19,21,21,17,13,19,33,12,12,20,27
05.07.2022 22:00,11,17,15,13,9,13,5,11,7,14,21,13,15,16,15,16,19,24,16,23,14,23,20,23,21,19,16,27,20,9,10,18,24
05.07.2022 23:00,11,16,12,12,12,9,6,13,16,12,36,10,18,17,12,12,18,22,15,20,16,22,16,23,21,23,17,12,18,9,8,16,18
05.07.2022 24:00,11,18,12,13,13,11,5,21,20,12,23,9,15,17,13,13,16,20,16,18,15,23,13,23,19,19,16,11,16,10,7,14,28
06.07.2022 01:00,8,20,12,14,10,8,6,17,17,10,15,9,15,17,13,13,14,17,14,17,11,19,13,23,19,15,15,9,16,12,8,14,24
06.07.2022 02:00,7,23,11,13,11,8,4,16,16,9,18,7,16,14,11,14,10,13,14,14,7,13,12,23,18,18,14,6,13,14,9,14,20
06.07.2022 03:00,7,20,10,13,13,9,3,17,10,9,21,8,21,14,8,14,10,12,13,12,7,17,9,22,16,14,15,8,21,15,10,14,17
06.07.2022 04:00,7,19,10,14,11,12,4,17,17,10,17,8,17,15,11,15,11,10,10,10,9,13,9,21,16,15,11,12,20,17,11,14,18
06.07.2022 05:00,7,18,11,17,12,15,5,17,29,9,19,10,16,20,14,15,12,16,8,9,8,19,10,24,18,16,13,13,17,16,11,14,17
06.07.2022 06:00,6,19,11,20,11,12,6,20,26,9,18,11,15,11,12,13,9,22,5,12,10,11,10,20,18,16,14,12,14,15,10,14,17
06.07.2022 07:00,7,20,13,23,17,11,11,14,23,9,18,14,16,8,15,15,5,22,3,26,10,19,10,21,20,15,28,12,2,13,9,14,21
06.07.2022 08:00,7,24,14,20,25,11,10,11,18,7,10,12,16,5,12,19,6,20,6,20,8,23,8,21,14,8,21,10,2,13,9,13,20
06.07.2022 09:00,9,17,18,23,26,15,11,12,3,7,3,16,11,6,17,14,11,23,13,22,8,12,6,16,12,12,26,11,3,13,8,12,21
06.07.2022 10:00,10,15,18,23,23,18,11,43,8,9,10,18,13,13,17,14,15,25,15,24,14,10,7,16,13,13,26,11,6,11,9,13,19
06.07.2022 11:00,12,15,16,21,23,23,12,39,9,10,16,20,    # ,13,17,16,17,25,21,25,12,16,8,16,12,15,27,13,7,10,10,13,24
06.07.2022 12:00,12,15,14,19,21,16,9,32,12,12,21,19,    # ,18,13,15,21,28,19,24,14,14,11,15,13,15,16,11,13,10,11,11,9
06.07.2022 13:00,12,14,12,21,21,17,8,27,7,12,17,20,19,16,15,15,20,24,18,22,14,13,10,19,15,10,19,7,17,10,11,10,17
06.07.2022 14:00,11,14,12,20,22,15,9,23,9,13,18,19,17,10,14,16,15,23,18,25,16,12,10,17,16,10,21,8,14,10,12,10,14
06.07.2022 15:00,12,13,11,16,19,13,12,21,3,16,10,20,28,13,14,14,16,23,14,24,13,14,10,17,14,16,19,10,11,11,13,10,12
06.07.2022 16:00,12,12,13,19,37,14,11,19,2,17,15,21,24,15,11,12,18,24,13,26,14,10,12,15,12,17,25,11,9,12,13,11,18
06.07.2022 17:00,14,11,13,19,16,11,10,18,2,17,18,22,19,13,12,12,17,22,12,21,16,13,14,14,12,16,28,9,15,12,15,12,17
06.07.2022 18:00,15,9,12,17,14,9,10,17,2,18,20,18,17,5,12,12,15,23,15,22,20,11,15,13,13,13,38,13,15,12,16,13,25
06.07.2022 19:00,20,10,14,19,10,11,6,17,3,14,13,16,17,12,11,14,13,23,13,24,17,11,19,13,13,14,21,15,16,12,14,12,23
06.07.2022 20:00,16,11,19,23,13,12,2,16,7,13,12,16,19,18,13,16,11,21,14,20,14,12,19,12,13,16,32,11,29,12,13,11,15
06.07.2022 21:00,16,11,17,21,16,17,5,14,9,14,19,16,18,14,13,18,10,22,11,20,13,15,20,14,15,18,27,8,15,11,16,12,19
06.07.2022 22:00,16,12,13,16,12,11,9,12,23,14,15,15,19,14,13,20,10,24,13,23,12,13,20,16,15,16,14,11,14,10,35,13,18
06.07.2022 23:00,15,13,12,14,12,10,9,12,25,13,16,12,29,12,14,19,9,21,9,23,11,14,20,16,15,15,16,12,15,10,11,13,16
06.07.2022 24:00,12,13,12,14,10,11,13,12,2,13,15,11,13,12,14,18,10,17,5,17,10,10,18,15,15,15,15,10,17,10,9,13,16
07.07.2022 01:00,13,14,10,13,7,8,13,11,2,12,15,11,13,10,9,17,10,15,6,14,8,12,18,14,14,16,8,7,15,10,9,13,19
07.07.2022 02:00,14,14,9,14,8,10,15,11,4,12,12,10,13,7,8,15,12,12,9,12,7,11,17,13,13,9,8,2,8,10,10,13,19
07.07.2022 03:00,14,15,9,14,12,9,18,11,6,13,13,10,15,8,12,14,14,13,10,11,10,9,16,14,12,13,9,3,6,7,10,12,15
07.07.2022 04:00,13,17,10,14,10,12,12,12,4,12,15,9,17,9,9,14,12,13,10,12,11,13,15,15,11,14,9,6,7,7,10,12,20
07.07.2022 05:00,11,18,10,18,12,12,14,12,9,11,15,10,13,8,11,14,6,17,8,12,8,13,14,16,10,12,11,9,10,7,11,12,16
07.07.2022 06:00,11,18,10,18,17,14,19,14,12,11,16,12,13,10,12,15,8,19,8,17,9,13,14,18,10,13,12,11,9,7,11,11,16
07.07.2022 07:00,11,18,11,19,19,9,17,15,15,12,14,14,16,10,14,15,10,19,7,23,14,17,13,16,10,15,10,11,7,7,10,12,20
07.07.2022 08:00,11,19,12,19,23,12,17,16,30,12,15,16,21,14,13,12,8,22,7,25,17,16,10,14,13,18,13,17,9,9,10,14,32
07.07.2022 09:00,9,17,12,17,23,14,17,17,6,11,19,14,19,9,17,10,9,21,7,27,17,25,10,15,12,16,13,15,4,11,11,14,12
07.07.2022 10:00,9,19,11,15,23,12,13,20,20,12,19,17,18,14,    # ,10,7,20,7,24,19,25,10,18,13,16,22,14,13,11,11,13,22
07.07.2022 11:00,10,20,10,15,18,11,15,20,23,12,17,21,16,15,15,12,    # ,21,8,24,19,16,10,18,13,18,9,11,15,13,9,11,11
07.07.2022 12:00,11,18,13,19,22,10,13,21,33,12,7,21,18,15,14,11,8,24,11,24,18,8,10,16,13,26,2,11,11,19,9,13,19
07.07.2022 13:00,9,15,15,21,26,13,10,23,14,13,8,22,16,5,12,11,9,21,9,23,19,12,12,25,15,12,5,16,12,20,10,14,    # 
07.07.2022 14:00,9,16,18,20,27,15,10,22,65,14,16,20,20,15,14,10,12,21,11,19,18,    # ,13,30,19,11,13,3,7,12,10,13,    # 
07.07.2022 15:00,12,17,17,18,18,18,6,17,26,17,25,18,21,10,15,11,13,26,11,19,19,    # ,11,26,17,11,35,3,6,13,11,8,    # 
07.07.2022 16:00,12,15,12,13,2,2,5,16,2,20,4,16,21,4,9,12,15,34,14,21,18,    # ,11,28,17,13,9,3,17,13,14,8,    # 
07.07.2022 17:00,9,15,10,14,9,2,9,13,2,17,5,21,11,15,15,9,14,38,17,23,15,    # ,15,23,16,27,2,2,2,15,15,7,    # 
07.07.2022 18:00,7,13,10,14,13,10,11,11,9,18,10,21,7,6,19,10,13,29,15,19,9,    # ,14,20,17,3,2,2,5,17,13,8,    # 
07.07.2022 19:00,8,10,11,14,7,12,6,10,4,18,2,14,6,2,4,10,8,19,7,18,11,    # ,15,25,20,6,2,3,14,16,16,8,9
07.07.2022 20:00,9,10,9,11,7,7,6,9,2,13,3,13,6,2,2,11,7,18,7,15,12,    # ,13,25,20,10,10,8,3,8,10,7,14
07.07.2022 21:00,8,8,9,11,8,2,5,9,3,11,5,12,8,2,2,10,8,17,9,12,12,    # ,9,22,18,2,10,10,2,4,10,7,10
07.07.2022 22:00,9,8,9,14,8,2,6,8,7,9,3,14,8,5,5,7,8,16,7,11,8,    # ,8,19,15,5,2,2,4,3,11,8,10
07.07.2022 23:00,9,9,9,15,8,2,6,7,17,9,3,10,9,9,8,6,9,15,9,10,5,    # ,7,15,12,3,2,2,3,4,11,9,8
07.07.2022 24:00,8,8,8,15,9,4,2,7,6,9,5,8,6,2,8,6,10,14,8,11,2,    # ,6,8,9,5,5,5,2,3,9,11,11
