Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
08.07.2022 01:00,10,9,8,14,5,5,2,7,2,9,8,7,4,8,3,6,9,13,7,8,2,    # ,7,8,9,2,6,6,2,5,8,11,11
08.07.2022 02:00,10,11,8,12,4,6,3,7,5,9,21,4,8,10,3,5,10,10,8,6,2,    # ,7,9,10,4,9,5,10,8,8,12,15
08.07.2022 03:00,10,12,8,11,8,7,6,8,7,10,15,5,9,10,4,5,9,11,7,7,2,11,7,8,9,9,9,5,16,8,8,11,14
08.07.2022 04:00,10,11,8,12,11,9,5,8,2,7,14,5,9,8,6,6,8,11,10,6,3,17,8,5,6,13,11,7,12,8,8,10,14
08.07.2022 05:00,9,10,9,14,9,7,5,8,3,7,15,6,9,7,8,7,8,11,12,7,6,12,11,7,6,12,12,9,7,7,6,9,16
08.07.2022 06:00,9,11,10,14,11,8,6,8,6,8,9,7,9,8,10,8,8,13,11,7,7,3,9,11,7,10,12,8,6,7,6,9,16
08.07.2022 07:00,11,10,10,13,13,11,9,8,4,8,10,7,9,9,11,11,10,14,7,10,7,8,10,11,7,6,2,7,4,5,7,8,16
08.07.2022 08:00,10,10,9,11,15,9,7,8,2,7,9,7,10,8,6,10,6,12,5,11,4,8,11,11,6,9,3,7,4,9,7,8,14
08.07.2022 09:00,9,9,8,12,15,8,8,8,3,7,9,6,13,12,9,11,8,13,8,9,5,8,10,9,6,8,6,10,2,11,7,8,8
08.07.2022 10:00,9,8,9,13,13,11,9,9,9,6,7,7,12,18,10,10,8,18,11,11,11,6,6,10,7,2,5,7,2,9,7,8,18
08.07.2022 11:00,10,8,8,11,10,10,6,10,11,7,2,8,11,9,11,13,7,18,11,13,9,2,6,10,7,8,6,9,3,12,6,7,10
08.07.2022 12:00,9,9,8,13,11,11,8,10,14,7,7,8,10,7,8,14,10,16,11,11,8,2,10,12,8,11,7,8,12,11,7,6,12
08.07.2022 13:00,11,10,8,11,13,9,9,10,2,7,12,10,12,11,8,12,10,15,11,15,9,6,11,12,8,8,7,8,6,11,7,7,12
08.07.2022 14:00,9,10,7,11,12,10,6,10,2,6,7,11,12,6,10,11,5,15,12,13,10,10,11,12,8,7,4,6,2,8,8,7,12
08.07.2022 15:00,8,10,7,10,16,10,6,10,2,6,6,11,12,5,12,9,2,13,12,14,12,9,12,12,8,8,5,6,2,8,7,6,7
08.07.2022 16:00,9,11,7,9,13,9,6,9,2,7,8,13,9,7,7,10,2,14,13,11,11,9,13,13,8,7,6,6,2,7,7,7,10
08.07.2022 17:00,10,12,8,10,11,8,6,9,2,7,8,12,7,6,9,11,2,15,13,14,10,9,13,11,8,9,10,7,2,6,7,8,12
08.07.2022 18:00,12,11,7,12,10,6,7,9,5,9,15,12,7,8,9,11,3,15,12,20,9,9,13,11,8,8,9,11,7,8,7,11,9
08.07.2022 19:00,13,10,8,13,9,5,6,10,20,9,8,12,6,11,10,10,6,15,10,12,7,12,13,11,8,10,17,14,14,8,7,11,21
08.07.2022 20:00,14,12,9,14,10,6,2,10,16,8,14,12,7,16,11,11,10,15,10,15,3,11,12,14,10,11,22,12,20,6,7,12,23
08.07.2022 21:00,9,11,10,14,12,6,2,10,16,8,18,11,14,15,10,12,10,16,9,12,3,12,12,15,11,18,10,11,15,6,8,10,18
08.07.2022 22:00,9,10,15,16,11,9,4,10,16,11,8,13,10,15,10,13,11,20,10,14,3,14,11,14,11,16,13,9,12,6,8,9,19
08.07.2022 23:00,7,12,14,17,13,12,6,9,17,10,10,14,11,15,12,11,9,22,9,14,3,14,10,13,12,16,10,7,9,5,7,9,16
08.07.2022 24:00,7,13,13,17,16,12,7,10,22,8,23,12,14,14,10,12,10,18,9,13,4,15,10,11,12,11,11,7,14,5,8,8,13
09.07.2022 01:00,7,13,12,15,16,12,6,10,18,7,43,11,17,14,7,14,10,16,6,12,5,19,10,10,12,9,10,11,20,5,8,9,21
09.07.2022 02:00,7,13,12,14,12,12,7,10,13,7,13,11,9,17,8,15,7,14,5,14,3,14,9,10,12,15,12,13,13,2,9,9,16
09.07.2022 03:00,6,13,12,15,11,13,6,10,11,8,18,9,9,8,11,13,4,14,8,10,3,16,7,9,12,14,13,6,14,3,11,9,13
09.07.2022 04:00,6,14,11,12,12,13,7,11,9,8,18,9,8,6,9,13,3,15,10,9,3,18,7,9,11,10,14,6,9,3,10,9,13
09.07.2022 05:00,8,14,11,13,13,13,8,12,10,8,12,10,8,9,9,12,3,15,12,10,3,11,6,10,11,10,14,6,10,2,8,9,16
09.07.2022 06:00,7,15,11,14,12,11,8,12,19,8,17,10,9,8,13,12,5,17,15,9,5,13,5,11,11,9,10,6,3,3,8,9,13
09.07.2022 07:00,7,13,11,16,10,10,9,12,2,8,11,11,9,2,10,10,5,17,14,10,7,13,5,13,11,9,10,5,2,3,8,8,11
09.07.2022 08:00,8,12,11,17,14,10,13,12,2,8,7,11,10,2,11,7,6,16,13,10,9,8,5,11,10,7,7,3,2,3,9,8,8
09.07.2022 09:00,7,12,11,15,16,9,13,12,2,7,3,10,7,2,8,7,7,17,15,11,11,6,5,11,11,2,2,5,3,4,9,8,8
09.07.2022 10:00,8,11,10,11,18,13,11,12,3,9,2,10,6,8,12,8,7,15,12,13,8,6,5,10,10,2,2,9,5,5,11,10,12
09.07.2022 11:00,7,12,9,13,13,11,12,10,20,8,8,13,7,8,11,10,7,14,10,16,8,8,5,11,10,6,4,10,2,8,9,8,15
09.07.2022 12:00,6,12,7,10,6,9,6,11,32,7,16,16,7,15,8,10,8,15,12,15,8,10,7,10,13,7,16,8,4,6,9,11,9
09.07.2022 13:00,5,11,6,8,7,8,5,11,23,8,17,18,8,8,7,10,12,15,11,17,6,9,7,12,11,8,19,8,15,6,8,11,15
09.07.2022 14:00,6,10,6,8,9,8,7,10,23,9,15,14,8,12,6,9,13,14,11,18,8,15,7,10,9,10,21,8,12,8,9,10,3
09.07.2022 15:00,8,10,6,9,8,7,6,10,3,8,6,11,8,2,7,8,16,14,11,19,11,4,6,10,10,11,14,11,2,7,9,12,15
09.07.2022 16:00,7,10,7,9,7,5,7,10,3,10,11,12,8,3,9,7,18,14,11,33,13,4,6,10,10,11,35,13,4,7,9,10,15
09.07.2022 17:00,8,10,8,11,9,4,3,10,9,9,20,11,9,7,8,8,15,14,12,17,11,14,7,11,10,12,37,13,18,8,9,14,9
09.07.2022 18:00,9,9,9,12,10,5,2,10,27,9,15,13,10,15,7,7,12,14,13,28,9,13,8,13,10,14,25,14,10,9,10,14,19
09.07.2022 19:00,8,10,10,13,8,6,2,10,2,10,18,14,11,8,9,8,14,16,13,25,7,22,11,12,11,17,49,10,13,8,8,18,18
09.07.2022 20:00,6,12,12,16,9,5,2,12,9,18,15,16,14,12,8,9,14,20,13,27,6,18,13,13,13,23,16,10,17,4,7,12,24
09.07.2022 21:00,7,13,15,19,11,6,2,13,17,13,16,16,17,13,11,10,16,20,17,23,6,21,17,13,14,15,16,9,14,3,7,11,19
09.07.2022 22:00,8,12,12,17,13,8,2,12,12,13,20,20,16,11,14,12,16,20,19,21,9,46,20,13,14,17,3,8,9,3,8,12,14
09.07.2022 23:00,10,12,14,17,11,10,2,10,22,14,26,16,16,11,11,17,15,20,17,21,12,16,15,12,14,22,2,10,7,3,9,13,11
09.07.2022 24:00,13,11,15,19,14,10,2,10,15,17,3,12,17,8,10,11,14,17,11,17,9,16,12,12,14,16,4,10,7,4,9,13,12
10.07.2022 01:00,13,10,15,17,14,8,5,11,20,13,5,12,18,7,13,13,13,20,8,19,7,9,11,10,14,13,6,8,4,5,10,12,13
10.07.2022 02:00,14,12,13,13,7,6,8,11,11,12,13,14,17,11,13,15,16,22,9,15,5,5,11,8,13,17,7,5,3,9,12,12,14
10.07.2022 03:00,17,14,12,11,6,7,6,11,11,13,12,16,16,12,13,13,17,22,9,13,4,9,11,11,13,15,14,7,8,10,14,11,17
10.07.2022 04:00,15,15,11,12,7,11,3,11,9,16,8,14,15,12,12,14,16,19,10,13,4,6,13,11,14,15,11,8,8,10,16,9,10
10.07.2022 05:00,16,14,10,18,9,11,4,9,6,14,13,12,13,12,13,15,8,20,11,12,6,2,15,14,16,11,7,8,7,11,19,8,12
10.07.2022 06:00,14,11,12,23,11,10,6,9,6,13,13,11,13,6,10,16,5,19,10,12,6,2,14,16,18,12,2,8,8,7,17,7,10
10.07.2022 07:00,15,8,13,29,13,7,7,8,3,11,5,9,11,2,9,16,6,20,12,13,10,2,13,14,16,9,6,4,5,7,14,6,9
10.07.2022 08:00,18,7,9,21,12,11,10,7,2,11,2,7,10,2,8,16,5,23,15,15,13,2,11,12,14,7,4,4,4,8,14,5,6
10.07.2022 09:00,17,5,7,15,9,9,11,7,2,10,2,6,8,3,7,15,5,21,15,15,12,2,9,8,10,9,2,2,2,8,12,4,5
10.07.2022 10:00,13,4,6,12,10,9,9,7,2,9,6,6,6,7,8,13,6,15,10,12,10,2,9,6,7,3,3,3,3,8,11,4,4
10.07.2022 11:00,8,5,5,9,11,7,12,6,2,8,10,9,5,5,9,13,6,10,7,9,11,2,9,6,7,2,6,6,7,7,8,4,5
10.07.2022 12:00,7,5,4,8,10,11,12,6,2,8,5,9,5,2,7,12,4,9,5,12,12,2,6,6,6,5,3,6,2,9,7,4,7
10.07.2022 13:00,8,4,4,8,10,10,10,6,2,6,6,7,4,2,6,11,2,9,6,10,11,5,5,6,6,9,4,3,2,9,6,4,7
10.07.2022 14:00,6,4,4,7,7,10,7,5,2,6,7,7,4,2,7,10,3,10,5,11,10,6,6,6,6,5,9,4,2,7,6,5,6
10.07.2022 15:00,5,3,4,6,10,7,6,5,2,6,5,8,3,5,7,9,4,9,7,11,9,4,6,7,6,2,16,5,2,7,6,5,8
10.07.2022 16:00,7,3,4,6,12,6,5,6,2,6,3,7,4,2,6,9,5,10,6,14,7,5,7,7,6,3,19,6,3,7,5,5,6
10.07.2022 17:00,7,4,4,6,8,7,7,6,2,7,6,7,4,3,6,9,5,10,6,17,5,6,7,7,6,5,22,6,5,8,5,8,11
10.07.2022 18:00,6,5,4,7,5,5,7,6,2,8,8,6,3,3,6,9,7,8,6,20,2,7,8,6,6,6,15,7,4,7,5,6,10
10.07.2022 19:00,8,6,4,8,3,4,5,6,2,7,9,6,4,9,7,8,8,8,6,10,2,8,9,5,5,5,22,8,4,5,4,7,14
10.07.2022 20:00,9,7,4,8,4,2,5,6,7,7,10,5,4,11,7,7,10,8,5,9,2,7,8,5,6,7,9,8,3,4,5,8,10
10.07.2022 21:00,8,7,4,8,5,2,3,6,7,6,6,5,5,8,4,7,10,8,5,7,2,8,7,5,7,10,12,9,15,4,5,7,13
10.07.2022 22:00,6,7,5,7,6,2,3,6,4,6,9,3,6,7,2,6,11,8,4,6,2,11,7,5,7,12,7,8,8,4,5,6,7
10.07.2022 23:00,5,7,6,8,7,3,5,6,6,5,10,3,6,6,5,6,11,9,3,6,2,10,5,5,6,10,6,7,5,3,4,5,9
10.07.2022 24:00,5,8,6,8,7,7,5,7,8,5,9,4,6,7,6,5,5,11,5,7,2,11,5,6,7,7,6,5,6,3,5,5,5
11.07.2022 01:00,4,8,5,9,10,6,5,7,11,6,10,6,6,15,6,6,5,13,6,7,2,10,6,4,6,7,4,3,5,4,4,4,3
11.07.2022 02:00,4,9,5,10,6,7,4,7,12,6,12,2,6,13,4,6,3,10,4,7,2,11,6,3,4,6,7,2,6,5,4,4,2
11.07.2022 03:00,4,9,4,8,5,5,4,7,14,7,16,2,6,4,2,7,3,8,5,6,3,9,5,2,4,6,11,2,7,4,5,4,3
11.07.2022 04:00,4,8,4,8,6,5,3,7,8,6,3,2,7,2,2,8,3,8,5,7,3,8,5,4,4,7,11,2,8,4,5,4,6
11.07.2022 05:00,4,9,4,13,7,6,3,6,10,6,4,3,9,4,2,8,3,10,4,6,4,8,5,5,4,6,10,2,7,4,6,4,6
11.07.2022 06:00,4,10,5,16,11,7,5,6,7,6,7,3,9,3,7,8,3,13,7,8,5,11,5,7,5,7,9,2,6,4,6,4,6
11.07.2022 07:00,3,10,6,19,10,9,9,5,11,6,4,6,10,2,10,8,2,16,8,11,9,19,4,9,5,8,5,2,3,5,6,6,9
11.07.2022 08:00,5,10,9,22,13,7,11,6,6,4,4,7,10,2,11,5,3,16,7,12,13,11,5,10,5,8,3,4,2,4,6,6,13
11.07.2022 09:00,4,9,8,17,17,10,11,6,5,6,2,7,9,2,12,5,3,16,9,11,9,2,4,9,6,2,4,5,2,3,5,7,16
11.07.2022 10:00,3,11,7,14,15,9,10,6,5,6,2,8,9,2,11,6,7,15,10,11,7,2,5,14,8,2,3,6,2,3,5,9,19
11.07.2022 11:00,3,15,5,9,12,6,9,6,2,7,7,7,5,3,13,6,6,14,6,    # ,6,25,8,10,7,2,5,5,2,3,5,8,11
11.07.2022 12:00,4,16,4,10,7,5,9,5,2,8,9,6,5,2,10,8,6,12,6,9,4,5,7,7,6,3,30,2,2,2,6,5,16
11.07.2022 13:00,13,14,5,11,6,4,7,5,2,8,4,4,5,2,21,8,8,11,7,11,7,8,7,7,5,5,4,2,2,3,6,6,15
11.07.2022 14:00,26,13,6,11,10,4,6,5,2,7,2,2,7,3,9,7,12,12,9,10,7,2,7,6,5,2,2,2,2,3,5,5,2
11.07.2022 15:00,23,13,5,10,10,5,7,5,2,7,2,3,8,9,7,5,14,13,10,12,8,2,7,7,4,2,2,2,2,3,5,4,5
11.07.2022 16:00,23,12,5,11,11,6,6,6,2,7,3,13,7,5,6,5,13,13,11,13,10,2,8,8,5,3,2,3,2,3,5,4,11
11.07.2022 17:00,32,9,9,13,5,4,7,6,5,8,6,17,5,3,7,5,20,13,11,12,11,4,7,8,6,7,6,2,7,3,5,4,11
11.07.2022 18:00,26,9,9,15,8,2,5,5,2,9,5,9,6,6,6,5,12,14,11,12,13,9,8,7,6,6,11,2,9,4,5,5,12
11.07.2022 19:00,22,9,10,16,11,5,2,5,7,9,6,2,4,5,7,5,11,14,10,12,12,9,8,7,6,4,12,4,6,3,5,5,14
11.07.2022 20:00,20,9,10,17,10,6,2,4,19,8,8,2,4,11,9,5,14,16,7,11,7,12,8,8,8,6,8,5,6,3,6,4,11
11.07.2022 21:00,9,9,13,18,11,7,2,4,11,10,8,2,4,9,7,6,14,17,11,13,5,11,9,9,9,7,10,5,18,4,6,4,18
11.07.2022 22:00,11,9,13,19,10,8,2,4,8,9,6,1,9,4,9,5,18,16,12,19,5,11,9,9,10,9,7,4,6,3,6,5,13
11.07.2022 23:00,10,9,14,19,15,8,2,3,7,9,3,1,6,5,8,5,20,18,10,16,5,2,8,10,9,11,2,4,3,3,6,5,7
11.07.2022 24:00,10,9,16,19,11,12,2,3,8,8,6,1,5,7,6,5,16,17,13,14,8,5,7,8,9,7,4,3,4,4,6,6,8
12.07.2022 01:00,10,10,13,18,7,7,2,4,10,10,5,2,5,10,6,5,17,19,16,13,5,6,7,8,8,2,10,4,3,6,7,6,9
12.07.2022 02:00,10,11,12,16,11,7,2,5,9,10,4,2,6,9,5,5,21,16,14,12,6,6,8,8,8,2,12,6,2,7,8,4,7
12.07.2022 03:00,9,12,12,16,12,9,2,5,10,10,8,2,7,7,4,8,16,16,12,11,9,10,8,9,8,4,5,4,2,7,7,5,11
12.07.2022 04:00,9,12,12,17,12,9,3,5,8,9,15,2,8,6,5,8,13,15,11,14,10,8,7,9,8,6,5,2,4,6,8,5,11
12.07.2022 05:00,9,12,12,20,10,8,5,6,14,10,23,2,9,5,7,7,10,18,9,14,8,9,6,10,8,6,7,2,8,7,8,5,9
12.07.2022 06:00,7,14,12,22,15,10,3,6,24,9,15,2,10,3,8,9,10,20,9,20,9,12,4,11,8,7,7,2,3,7,8,6,10
12.07.2022 07:00,16,12,15,26,13,12,6,7,4,9,4,3,8,2,10,8,9,20,7,18,10,14,4,13,9,5,10,2,2,6,8,7,16
12.07.2022 08:00,9,11,12,16,23,10,10,8,2,7,3,3,5,2,8,6,5,13,6,11,7,8,4,14,9,2,2,4,2,7,6,7,26
12.07.2022 09:00,7,8,11,13,10,3,7,8,2,6,2,3,6,2,9,7,6,11,6,16,8,2,3,13,7,3,2,3,2,7,7,5,14
12.07.2022 10:00,9,5,7,11,15,12,9,9,2,5,2,7,6,5,11,9,7,10,7,21,7,3,5,12,6,5,3,2,2,8,8,4,15
12.07.2022 11:00,    # ,6,5,9,12,10,9,9,21,6,7,18,10,4,6,10,6,10,7,16,8,4,7,12,6,4,6,2,2,6,7,4,12
12.07.2022 12:00,11,6,4,8,8,8,7,8,5,5,9,17,8,4,7,8,5,10,6,18,4,2,7,12,6,7,9,2,6,6,6,3,2
12.07.2022 13:00,16,    # ,4,8,6,7,5,7,2,6,7,19,13,4,8,7,4,8,6,15,4,2,9,14,8,8,8,2,4,6,5,4,4
12.07.2022 14:00,16,    # ,4,8,10,8,5,7,2,7,3,15,9,3,11,8,5,8,5,27,2,2,9,13,8,5,6,3,2,5,5,5,9
12.07.2022 15:00,14,    # ,5,10,12,8,6,7,2,8,5,20,14,6,8,9,4,9,6,21,2,5,8,13,9,8,7,5,3,5,6,6,10
12.07.2022 16:00,14,    # ,5,10,13,8,5,7,2,8,8,22,6,9,8,9,5,8,9,12,2,7,8,13,8,9,9,3,2,7,7,5,10
12.07.2022 17:00,18,    # ,5,10,12,7,5,7,2,9,9,21,7,6,8,10,7,8,10,13,1,7,8,15,9,9,13,6,3,8,7,6,10
12.07.2022 18:00,15,    # ,5,9,10,4,5,7,2,11,10,15,6,6,7,9,9,8,8,12,1,11,8,13,9,7,25,6,6,8,7,5,13
12.07.2022 19:00,16,    # ,6,10,5,3,2,7,7,10,4,11,9,10,8,8,13,12,9,17,2,11,11,12,10,8,20,11,12,9,8,6,15
12.07.2022 20:00,7,    # ,7,12,2,2,2,6,19,10,3,15,10,13,7,7,16,12,10,33,2,13,14,11,11,8,17,7,17,10,9,6,22
12.07.2022 21:00,6,    # ,11,13,6,2,2,6,11,11,10,18,12,14,7,8,19,14,16,15,3,8,16,14,12,16,7,5,23,9,10,11,28
12.07.2022 22:00,8,6,14,17,10,7,2,8,21,11,18,22,13,12,11,9,15,25,15,19,4,19,20,15,12,14,12,8,16,7,9,14,23
12.07.2022 23:00,8,7,18,18,13,10,2,8,23,11,19,22,20,14,11,9,14,31,18,22,4,23,14,13,12,14,14,8,21,6,9,15,21
12.07.2022 24:00,7,8,15,13,11,11,2,7,24,12,17,14,12,16,10,8,17,23,16,19,3,26,11,11,11,13,10,6,18,6,9,11,18
13.07.2022 01:00,7,10,9,13,14,10,2,7,25,11,25,13,9,11,17,7,16,19,13,13,3,22,9,12,9,19,8,3,15,7,9,11,24
13.07.2022 02:00,7,12,8,12,8,9,2,8,16,11,22,12,10,14,15,7,13,10,11,10,3,16,8,16,8,12,7,2,15,6,9,10,11
13.07.2022 03:00,7,13,9,12,6,11,2,8,9,11,18,12,9,9,7,7,6,9,10,9,3,21,6,13,8,13,12,2,16,6,9,9,12
13.07.2022 04:00,6,17,10,14,10,13,5,8,11,12,19,10,9,9,7,10,7,10,9,9,2,16,5,12,8,11,15,3,14,7,9,9,12
13.07.2022 05:00,5,20,10,17,10,12,6,8,5,11,14,11,10,7,12,12,7,15,9,8,3,19,5,13,9,10,15,3,10,7,9,9,13
13.07.2022 06:00,5,18,11,18,15,12,5,9,7,10,13,12,10,9,11,11,3,20,10,10,4,18,4,16,9,12,17,5,5,6,9,9,10
13.07.2022 07:00,5,22,12,21,19,    # ,8,11,4,9,15,13,10,10,14,11,6,25,9,9,9,25,4,15,9,12,13,6,8,7,8,11,14
13.07.2022 08:00,4,15,10,18,28,9,11,13,4,8,9,11,12,13,12,7,10,21,10,10,11,25,4,15,10,11,4,8,3,7,7,14,19
13.07.2022 09:00,4,10,11,17,26,12,9,14,8,7,22,9,9,14,13,6,10,18,11,11,21,27,4,15,11,11,17,12,2,8,7,    # ,27
13.07.2022 10:00,5,8,8,15,23,18,6,13,4,6,10,13,9,5,14,7,6,19,15,13,13,16,5,17,10,15,23,11,2,9,8,    # ,14
13.07.2022 11:00,7,7,8,11,11,11,7,14,2,7,6,17,11,11,14,7,6,15,14,13,13,10,6,16,10,18,10,18,4,9,8,9,    # 
13.07.2022 12:00,10,5,7,11,11,11,5,13,2,8,10,22,9,19,8,11,10,13,11,16,12,6,6,15,11,13,5,12,5,8,9,6,    # 
13.07.2022 13:00,10,5,7,11,9,11,6,12,2,9,12,24,9,15,9,    # ,13,17,14,17,11,2,5,17,12,7,8,10,6,11,10,8,    # 
13.07.2022 14:00,13,3,6,9,13,12,6,12,2,9,16,20,9,14,8,    # ,12,19,13,17,7,3,8,16,12,10,15,8,5,9,8,7,    # 
13.07.2022 15:00,12,4,7,22,12,9,5,11,5,9,4,21,8,15,11,11,14,16,13,16,7,9,10,15,12,15,18,8,11,9,7,8,    # 
13.07.2022 16:00,16,4,11,11,13,6,9,11,8,8,9,21,9,9,8,9,14,14,17,17,5,10,12,16,12,11,18,12,17,10,6,6,11
13.07.2022 17:00,35,4,12,8,8,5,8,10,2,9,13,22,8,11,9,6,13,18,17,18,6,8,10,15,13,15,9,9,5,9,6,5,18
13.07.2022 18:00,43,5,18,12,11,4,5,10,2,10,16,25,8,10,7,8,13,14,14,18,7,12,11,13,14,13,15,7,2,8,6,5,24
13.07.2022 19:00,19,5,25,14,6,4,2,10,5,11,12,22,8,11,8,8,12,14,13,18,13,12,12,16,15,14,26,12,9,9,8,5,14
13.07.2022 20:00,11,9,22,15,11,5,2,10,15,11,15,21,17,7,6,12,14,18,16,17,14,7,19,17,16,14,35,9,20,10,12,5,21
13.07.2022 21:00,6,9,22,18,12,8,5,11,23,13,12,22,12,14,9,13,11,14,17,18,13,10,21,19,19,19,15,12,32,9,9,8,13
13.07.2022 22:00,7,12,22,22,20,10,5,12,25,12,14,17,15,17,11,15,13,25,17,23,11,18,19,18,19,24,13,15,17,6,10,9,10
13.07.2022 23:00,7,14,24,22,21,13,5,15,24,10,15,12,12,15,13,13,14,28,17,21,9,19,16,17,18,22,11,15,13,7,9,11,18
13.07.2022 24:00,7,15,21,18,18,14,5,16,38,9,24,10,11,16,13,12,17,19,14,20,11,16,14,16,15,25,11,12,19,8,8,16,20
14.07.2022 01:00,10,14,17,16,14,17,6,15,30,9,23,9,9,12,22,12,18,15,9,19,12,17,14,16,14,15,10,8,24,8,8,16,18
14.07.2022 02:00,11,15,13,15,13,15,4,15,27,8,22,10,9,14,9,10,15,12,7,18,4,16,12,16,14,16,6,8,11,7,9,16,18
14.07.2022 03:00,10,16,12,15,13,14,2,15,17,9,23,10,9,10,8,10,15,10,9,14,5,14,9,14,14,19,9,8,18,8,9,13,27
14.07.2022 04:00,10,17,11,15,15,14,5,15,12,8,37,10,13,12,11,10,20,12,10,16,5,19,7,14,14,16,12,9,17,8,9,15,15
14.07.2022 05:00,11,20,12,16,14,13,5,15,13,8,33,8,10,12,13,12,19,14,11,16,5,25,7,15,13,17,11,9,13,8,9,16,18
14.07.2022 06:00,8,24,14,20,22,13,5,15,16,9,36,9,11,14,10,11,15,23,9,20,7,33,7,15,14,18,12,12,19,8,10,18,15
14.07.2022 07:00,8,25,15,22,25,14,6,16,32,8,22,8,13,19,19,12,22,29,8,20,13,29,7,17,13,21,14,10,5,8,10,21,19
14.07.2022 08:00,8,22,13,21,36,14,8,17,22,10,11,9,13,22,8,15,20,27,8,18,19,37,9,20,13,19,23,15,2,9,10,31,28
14.07.2022 09:00,10,17,15,18,36,16,11,18,24,9,10,19,13,20,17,15,21,24,12,16,13,35,9,18,13,27,32,15,2,11,10,22,35
14.07.2022 10:00,12,17,13,16,29,21,12,19,15,11,25,28,15,14,23,17,23,21,13,19,11,32,11,18,13,21,21,18,5,11,10,18,30
14.07.2022 11:00,12,18,    # ,17,17,16,10,19,4,10,23,33,17,18,15,20,20,21,15,19,13,17,15,20,14,17,19,14,8,12,11,21,28
14.07.2022 12:00,15,20,13,20,15,16,6,19,7,11,22,30,16,9,17,19,20,19,15,19,11,13,13,23,16,17,30,13,12,15,11,21,31
14.07.2022 13:00,13,22,11,18,15,17,5,18,10,11,26,33,17,13,18,18,15,21,15,19,14,21,13,23,17,16,27,17,19,17,11,20,29
14.07.2022 14:00,14,22,12,17,16,14,7,16,15,12,26,29,21,16,17,16,9,21,13,19,15,17,13,21,16,20,23,13,19,18,11,21,25
14.07.2022 15:00,18,42,12,16,12,14,8,17,19,12,25,28,15,22,19,16,10,22,14,21,18,23,13,19,15,21,24,17,20,18,11,19,28
14.07.2022 16:00,19,21,15,16,17,10,9,18,31,12,28,31,25,27,17,17,15,23,15,24,21,22,10,18,17,21,29,22,26,20,11,23,22
14.07.2022 17:00,17,25,17,19,15,11,9,19,20,13,30,35,20,27,18,17,18,25,18,25,17,28,13,19,20,17,27,    # ,25,21,11,28,35
14.07.2022 18:00,19,28,20,22,16,12,10,22,48,14,23,32,20,32,14,17,21,27,20,26,21,25,15,18,19,19,30,    # ,32,22,14,18,28
14.07.2022 19:00,19,32,20,24,21,10,6,22,87,16,27,25,19,22,16,20,20,33,19,29,23,32,17,17,19,23,41,    # ,28,23,14,18,20
14.07.2022 20:00,22,24,19,23,20,10,9,21,34,17,23,18,23,12,20,16,13,34,19,30,26,27,16,16,22,22,21,    # ,40,19,12,17,15
14.07.2022 21:00,21,22,31,28,22,20,11,20,46,15,14,22,25,17,16,14,15,35,16,31,30,16,23,19,22,33,30,    # ,42,16,11,17,23
14.07.2022 22:00,26,21,26,24,22,24,12,15,30,15,18,19,18,2,25,13,20,32,22,26,24,14,25,21,23,22,8,    # ,21,29,12,15,16
14.07.2022 23:00,27,18,18,21,16,16,11,13,2,19,14,14,19,2,18,16,26,33,24,24,17,8,21,24,22,15,2,10,17,24,16,11,19
14.07.2022 24:00,21,13,17,22,12,14,13,14,12,16,17,16,21,9,13,27,21,26,18,20,16,9,23,19,18,15,2,10,2,21,15,10,18
15.07.2022 01:00,17,14,17,22,13,12,15,13,15,15,13,16,19,19,12,27,18,25,14,18,11,13,20,20,19,19,2,12,2,13,14,10,18
15.07.2022 02:00,14,15,16,23,13,14,18,14,7,15,15,15,15,17,10,21,15,24,13,19,6,16,17,21,21,18,9,9,5,9,16,10,10
15.07.2022 03:00,17,16,14,25,13,13,17,14,10,21,20,10,16,14,15,19,16,29,13,18,5,15,17,21,22,21,13,9,2,8,20,9,11
15.07.2022 04:00,16,16,13,22,13,12,12,15,13,21,16,12,15,14,18,18,12,22,13,17,5,14,18,19,20,17,12,9,2,9,20,8,14
15.07.2022 05:00,14,17,14,22,12,12,12,15,10,21,18,12,15,15,16,17,14,18,10,16,5,16,20,17,14,18,10,8,47,8,20,10,14
15.07.2022 06:00,13,18,15,24,16,13,14,15,10,20,20,12,15,13,17,16,8,18,11,17,7,17,21,17,13,18,10,8,8,6,18,11,19
