Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
01.03.2022 11:00,6,19,12,21,34,22,16,4,9,13,30,8,13,9,4,11,17,17,15,19,10,20,11,28,10,26,10,33,17,30,18,14,5,20,15,47,22,7,15,27,12,10,11,13,4,16,9,10
01.03.2022 12:00,5,17,9,22,35,24,18,3,5,11,18,7,12,9,4,10,13,15,12,11,10,14,10,25,10,18,9,34,15,27,16,14,5,16,12,47,16,7,12,16,9,9,7,11,3,15,8,14
01.03.2022 13:00,6,19,8,20,36,22,16,3,9,11,20,7,13,8,3,9,15,16,11,7,9,10,11,20,9,14,9,30,11,26,14,12,4,13,12,46,18,7,10,17,9,8,9,10,3,14,11,13
01.03.2022 14:00,6,16,9,15,33,18,11,8,8,12,17,6,14,9,2,11,14,14,10,4,9,10,8,20,9,13,8,30,9,24,13,11,4,16,12,48,15,7,15,20,9,8,9,9,3,18,14,14
01.03.2022 15:00,7,18,8,16,37,17,10,7,10,12,15,5,12,9,5,7,16,12,10,6,8,9,9,21,9,13,7,37,11,26,14,9,4,16,11,45,17,6,16,20,11,8,8,10,3,11,15,15
01.03.2022 16:00,7,25,8,15,39,16,8,4,12,15,15,5,16,8,7,9,15,16,12,7,9,10,9,22,11,12,7,37,13,23,15,9,4,21,10,54,14,6,19,22,13,9,7,11,3,18,13,14
01.03.2022 17:00,8,25,14,17,42,18,10,4,11,19,15,5,22,9,9,11,18,18,14,10,12,14,9,26,9,15,8,36,17,27,16,10,4,28,13,60,19,8,26,34,11,12,14,15,3,21,21,13
01.03.2022 18:00,9,46,17,23,51,25,12,5,11,40,21,9,23,11,15,25,31,27,47,15,18,28,16,27,10,23,8,54,21,36,20,15,4,25,19,68,24,13,43,59,15,29,27,19,4,21,30,23
01.03.2022 19:00,11,76,33,51,73,45,36,5,15,59,50,7,23,13,18,50,66,47,74,39,18,40,23,37,13,40,10,71,27,46,30,35,6,58,65,95,46,28,72,90,25,73,21,50,5,41,40,41
01.03.2022 20:00,9,63,51,70,77,57,58,7,20,63,67,7,38,20,16,49,82,71,66,66,27,60,40,50,22,61,13,71,30,50,67,28,6,78,67,91,57,31,66,89,22,76,16,54,7,33,44,66
01.03.2022 21:00,11,60,61,69,69,55,48,33,25,62,69,7,38,31,20,67,78,71,44,59,28,59,43,50,26,64,17,62,33,49,71,24,6,68,65,95,53,43,60,73,14,72,26,40,5,41,56,62
01.03.2022 22:00,10,64,65,66,59,50,39,8,12,62,62,18,61,29,17,61,72,62,41,55,27,50,46,46,25,67,16,54,44,47,66,32,7,71,62,88,50,34,55,65,17,70,17,39,4,52,50,59
01.03.2022 23:00,10,39,34,54,54,46,45,7,13,55,54,19,47,39,17,39,66,55,42,50,23,43,39,41,23,62,17,56,37,53,60,38,8,69,65,83,42,26,55,62,14,60,36,47,4,47,38,59
01.03.2022 24:00,9,38,54,48,36,36,49,6,10,51,45,21,32,32,16,31,64,51,37,46,16,36,40,33,21,59,17,60,40,56,57,27,10,65,69,74,37,33,48,56,13,50,15,41,4,39,44,57
02.03.2022 01:00,9,52,48,60,52,53,50,5,13,39,49,22,24,35,14,45,51,39,36,26,17,40,47,33,29,55,18,76,53,50,54,26,10,59,60,68,30,31,45,34,12,41,30,35,4,38,36,56
02.03.2022 02:00,8,44,38,61,58,52,44,3,10,32,49,21,17,32,14,42,51,31,33,30,18,28,44,31,20,55,16,70,51,59,47,30,9,54,49,68,30,24,38,46,15,50,16,35,4,35,34,51
02.03.2022 03:00,7,35,50,58,59,58,37,3,7,36,47,20,32,29,13,40,50,39,33,26,18,35,40,34,16,53,15,63,61,58,43,30,12,47,56,66,24,25,38,37,16,53,20,31,5,31,49,47
02.03.2022 04:00,6,28,49,49,47,46,38,2,7,35,43,19,35,21,14,42,33,25,31,25,15,32,37,30,17,52,17,64,60,62,44,28,13,34,58,60,28,28,35,45,17,49,29,27,5,27,36,45
02.03.2022 05:00,7,39,49,48,50,51,38,2,13,33,40,21,43,22,18,42,39,23,31,26,17,36,35,31,17,49,17,61,59,61,48,32,18,43,58,60,26,35,35,43,25,48,20,23,4,28,44,41
02.03.2022 06:00,6,57,46,49,53,52,39,2,6,34,48,29,48,27,17,41,40,32,38,38,19,36,38,35,22,48,18,60,47,54,51,33,19,53,56,67,33,35,38,37,29,49,30,37,4,30,44,42
02.03.2022 07:00,6,50,28,50,53,48,42,2,8,38,54,35,47,33,21,44,55,50,41,47,30,39,47,39,31,53,20,69,57,55,50,35,18,57,62,73,43,23,51,49,36,52,43,38,4,34,44,47
02.03.2022 08:00,6,58,18,54,59,54,44,2,9,42,51,36,39,35,28,47,56,51,44,58,31,46,47,41,35,55,20,91,49,59,58,41,12,64,66,84,49,28,53,51,36,50,45,47,4,34,42,58
02.03.2022 09:00,7,64,28,51,53,52,36,3,10,36,50,30,32,33,21,49,46,41,39,52,35,45,45,42,39,59,24,100,60,70,52,34,15,60,58,84,37,37,37,38,26,53,37,45,4,38,37,55
02.03.2022 10:00,7,53,26,51,46,42,32,11,    # ,    # ,46,28,37,38,14,49,34,32,33,43,36,45,43,43,30,60,27,93,64,65,39,28,16,54,52,80,27,26,38,46,26,54,28,44,5,40,35,44
02.03.2022 11:00,6,41,18,51,51,34,27,6,    # ,    # ,42,19,20,40,5,56,34,29,22,35,33,43,34,35,30,64,29,73,59,70,39,23,13,47,41,70,27,20,28,47,29,38,23,30,6,33,32,51
02.03.2022 12:00,8,26,35,48,55,42,22,8,6,    # ,44,18,23,30,6,42,32,34,23,34,34,31,24,34,21,52,27,55,44,57,42,20,14,38,31,73,26,17,30,39,25,21,24,16,8,    # ,39,35
02.03.2022 13:00,9,30,35,34,48,34,18,12,13,    # ,41,17,20,26,6,22,30,40,22,13,36,21,25,31,12,35,20,61,41,45,50,26,13,29,27,74,20,17,20,35,22,19,23,17,6,19,36,36
02.03.2022 14:00,13,36,32,35,51,34,20,17,16,    # ,37,17,26,22,6,14,35,32,21,7,30,18,22,34,13,35,17,68,32,42,36,32,15,30,29,77,16,17,24,38,23,16,22,14,7,16,25,36
02.03.2022 15:00,43,31,25,38,57,35,26,14,18,    # ,34,16,    # ,14,7,8,36,31,18,8,25,16,24,35,14,37,16,70,34,44,34,23,13,31,26,80,32,18,28,40,21,15,18,11,7,18,19,37
02.03.2022 16:00,37,36,19,36,56,34,25,7,15,20,28,16,25,14,10,11,33,30,16,9,19,17,26,37,14,39,16,68,41,46,33,22,12,27,27,73,35,18,20,36,22,14,16,14,7,20,26,32
02.03.2022 17:00,27,40,16,39,60,38,24,7,17,27,27,16,38,16,15,17,30,32,17,16,21,17,27,38,15,43,16,68,38,50,36,19,16,36,29,92,45,18,24,58,25,22,21,18,6,29,40,20
02.03.2022 18:00,26,57,20,41,58,41,30,9,19,39,52,17,48,17,26,34,37,37,35,22,36,20,32,48,13,50,17,61,34,55,45,21,16,43,28,81,48,26,35,58,22,42,30,22,5,51,48,22
02.03.2022 19:00,31,68,42,46,60,45,34,13,27,61,73,18,61,27,24,41,61,58,59,40,35,61,55,56,30,53,20,70,44,55,42,35,14,76,53,78,58,27,75,76,33,66,31,66,6,52,52,48
02.03.2022 20:00,35,59,71,56,64,53,45,8,24,69,65,17,68,23,11,39,71,66,50,61,42,59,55,66,33,65,21,84,48,63,42,38,12,82,69,93,57,34,69,74,27,73,40,47,6,55,69,65
02.03.2022 21:00,36,54,60,62,66,56,52,15,23,64,57,16,62,34,12,38,70,79,38,59,36,48,50,59,28,65,22,91,60,70,42,32,10,71,78,87,57,23,61,65,23,70,46,30,5,52,64,60
02.03.2022 22:00,38,51,60,58,67,64,55,9,23,60,52,35,53,36,16,31,64,64,37,60,31,47,50,54,31,65,24,86,65,75,39,29,11,65,66,89,54,30,59,60,23,72,57,29,5,45,58,55
02.03.2022 23:00,24,39,59,61,61,58,50,11,22,51,50,26,52,32,20,24,62,61,43,51,27,50,48,52,30,61,23,77,66,67,48,32,12,65,63,80,52,32,51,55,26,62,46,35,7,39,51,56
02.03.2022 24:00,21,39,61,60,59,56,47,9,25,45,46,16,49,36,15,42,51,58,38,53,20,47,45,40,28,58,25,81,67,63,49,27,12,60,58,70,44,31,49,47,20,57,45,25,7,36,47,52
03.03.2022 01:00,20,39,58,57,57,59,45,5,29,44,43,23,41,38,16,45,44,47,37,45,19,41,43,34,28,56,23,83,66,73,43,22,12,55,56,62,33,45,46,38,16,54,45,32,7,36,45,47
03.03.2022 02:00,19,34,49,55,55,57,43,4,24,45,39,30,34,37,16,46,45,46,34,42,17,39,41,33,27,54,21,78,65,68,49,26,13,52,52,57,34,27,41,45,21,51,27,30,6,33,42,44
03.03.2022 03:00,16,30,47,53,54,56,42,4,23,37,38,33,37,41,15,44,48,44,30,44,19,36,42,35,28,53,21,70,62,64,45,29,9,50,52,57,25,28,38,41,31,44,31,39,7,34,40,39
03.03.2022 04:00,17,29,46,47,52,54,40,5,24,39,36,32,37,41,13,45,44,43,28,33,20,34,40,34,27,51,21,68,63,56,42,31,15,46,52,53,25,30,36,39,16,40,36,24,10,32,40,39
03.03.2022 05:00,17,30,46,48,52,53,36,4,27,36,35,31,45,39,13,40,42,42,26,28,17,37,39,36,24,45,19,66,58,51,39,34,13,47,48,55,29,33,36,31,19,37,35,29,9,31,39,36
03.03.2022 06:00,17,32,47,47,54,54,38,4,34,35,37,29,34,37,14,34,41,38,33,41,21,36,41,40,22,44,17,66,60,48,41,41,11,49,47,51,37,22,37,45,24,36,38,36,6,33,37,42
03.03.2022 07:00,17,40,52,49,55,57,36,3,39,40,40,34,40,36,18,39,45,41,39,51,29,40,42,42,23,44,18,81,65,55,45,37,11,48,45,63,45,22,52,51,30,37,36,39,6,40,39,43
03.03.2022 08:00,16,51,57,51,59,59,38,4,22,49,44,33,42,34,23,43,41,41,33,54,29,47,44,38,24,45,19,91,63,60,44,35,11,52,52,72,55,25,50,42,33,37,38,43,7,36,43,56
03.03.2022 09:00,12,50,56,53,55,53,42,4,16,35,46,26,40,31,10,45,53,51,29,53,31,40,41,39,28,47,23,86,59,64,45,33,12,50,57,75,51,31,41,47,31,30,36,44,8,31,39,70
03.03.2022 10:00,11,62,44,53,71,59,39,12,10,28,43,30,39,30,7,37,45,45,27,34,26,32,45,38,26,50,29,75,46,69,42,29,11,43,51,77,35,32,36,42,25,34,38,39,7,38,41,    # 
03.03.2022 11:00,9,44,40,58,69,57,53,16,19,32,44,22,34,17,11,23,41,41,26,25,25,32,34,32,23,45,33,78,44,61,47,31,12,42,39,68,26,24,35,32,22,36,30,37,9,36,38,    # 
03.03.2022 12:00,9,23,35,39,61,45,44,8,17,26,36,20,33,19,7,17,45,39,25,27,24,28,30,33,20,36,34,68,39,54,45,23,13,34,31,64,22,17,28,31,24,29,18,23,10,26,27,    # 
03.03.2022 13:00,12,12,16,29,55,37,29,5,13,21,28,15,30,20,8,13,43,34,24,10,22,19,28,28,17,26,35,67,30,41,32,15,10,26,26,54,24,11,23,24,21,38,16,16,9,19,23,    # 
03.03.2022 14:00,11,16,9,18,38,26,21,5,16,20,26,11,31,14,7,14,35,24,10,10,17,12,20,29,16,21,31,76,27,41,26,11,8,18,19,46,18,7,15,18,16,19,17,14,8,14,21,    # 
03.03.2022 15:00,11,15,9,22,44,22,14,7,15,16,26,11,23,15,8,12,26,14,9,14,17,12,22,25,14,19,23,66,18,35,23,11,5,20,23,43,17,9,12,24,15,19,16,12,7,13,18,    # 
03.03.2022 16:00,14,13,11,18,40,20,10,8,16,17,29,9,19,14,11,14,29,13,12,14,16,17,30,28,12,18,17,68,16,32,21,12,5,20,17,52,18,8,15,25,15,17,16,12,13,18,20,54
03.03.2022 17:00,12,16,10,23,53,27,11,10,14,17,32,11,29,15,15,17,26,19,16,17,21,18,41,33,13,17,13,74,24,37,18,13,7,34,17,55,25,13,19,33,20,19,18,11,14,23,27,53
03.03.2022 18:00,12,27,19,35,71,37,17,15,16,26,41,17,43,12,22,25,26,28,22,23,24,20,39,44,14,20,13,75,20,43,22,14,13,35,26,58,25,14,48,51,36,26,35,13,13,32,36,20
03.03.2022 19:00,15,59,74,57,87,42,35,14,21,37,39,22,54,12,27,36,47,50,70,58,31,25,48,45,25,44,14,72,33,52,27,19,12,42,40,56,41,23,83,39,38,65,31,22,9,38,43,53
03.03.2022 20:00,13,61,48,46,62,41,48,15,26,34,44,25,58,16,25,39,60,83,64,53,42,26,65,37,23,54,15,72,35,53,24,24,12,34,28,44,33,40,44,38,43,57,25,25,9,50,54,69
03.03.2022 21:00,15,31,50,51,63,38,34,18,30,38,42,20,60,33,29,35,42,58,57,41,34,27,57,33,36,63,20,76,42,53,24,14,12,33,28,48,32,37,65,36,32,56,27,17,9,52,47,46
03.03.2022 22:00,16,51,24,54,61,47,52,18,25,34,60,20,51,24,23,42,57,45,48,42,25,60,47,26,45,56,22,60,36,50,35,14,12,42,33,43,51,43,63,30,24,56,25,39,11,42,53,29
03.03.2022 23:00,16,67,15,62,58,41,34,12,22,35,55,12,46,18,25,38,49,38,48,54,38,59,41,28,39,67,19,59,32,39,40,18,11,47,27,47,57,23,58,36,29,57,22,55,11,37,45,60
03.03.2022 24:00,17,65,14,47,43,33,34,11,24,31,49,13,37,18,20,21,35,29,30,46,37,51,37,19,43,68,24,55,36,40,34,19,12,46,30,62,54,29,55,39,26,50,20,59,11,39,49,50
04.03.2022 01:00,19,53,18,44,35,30,43,10,29,27,41,15,28,16,18,22,32,20,18,38,33,49,27,18,35,59,20,44,30,36,24,20,11,37,38,39,49,25,50,32,30,42,19,52,11,35,45,43
04.03.2022 02:00,20,46,19,43,30,30,31,10,29,27,36,13,32,15,16,18,37,18,13,36,27,46,36,17,25,46,18,37,26,31,20,19,8,35,42,41,36,12,47,26,11,44,17,31,10,43,38,33
04.03.2022 03:00,23,47,42,42,32,30,23,10,25,27,34,12,31,17,18,11,45,19,14,30,25,38,30,19,21,47,17,35,24,31,19,22,12,39,38,51,33,10,45,23,16,28,20,19,10,44,32,33
04.03.2022 04:00,23,44,18,36,32,30,21,11,24,27,35,12,36,16,18,9,52,26,14,32,24,22,32,19,24,51,15,36,25,29,16,21,17,38,40,64,39,14,43,24,15,33,16,36,10,43,37,47
04.03.2022 05:00,20,41,41,44,30,27,25,11,26,22,32,17,46,16,18,9,45,23,13,44,21,19,32,21,23,51,13,46,27,35,16,22,13,49,54,70,45,23,42,30,23,36,17,36,9,38,43,47
04.03.2022 06:00,19,45,48,49,42,35,30,10,30,23,39,22,53,21,20,10,60,31,15,48,23,12,39,24,19,61,13,55,34,38,20,24,9,48,56,71,42,32,48,39,38,43,13,37,8,35,43,50
04.03.2022 07:00,18,51,47,50,47,37,32,9,32,29,48,28,53,28,23,12,67,53,17,54,34,26,48,28,28,68,19,68,50,57,24,32,9,56,54,75,41,43,54,54,41,46,22,55,7,36,52,53
04.03.2022 08:00,20,76,58,51,53,47,35,9,33,39,53,31,64,29,28,13,67,65,17,52,34,33,54,38,35,67,21,81,50,59,26,29,8,60,52,74,42,40,57,42,35,47,41,42,7,39,45,68
04.03.2022 09:00,21,53,45,42,62,44,26,16,31,29,42,32,35,22,24,13,61,40,14,51,36,20,43,32,40,55,25,60,37,52,22,23,9,42,51,78,43,31,51,32,26,50,16,32,7,41,33,60
04.03.2022 10:00,17,28,13,27,44,25,17,12,22,18,22,21,25,15,27,10,39,20,15,38,32,13,30,29,24,38,22,53,28,47,21,16,8,30,27,64,25,19,42,26,18,30,16,13,8,24,25,38
04.03.2022 11:00,12,28,11,22,43,23,13,9,20,13,23,13,15,14,21,10,21,16,16,18,23,13,21,30,13,29,17,35,21,36,20,16,9,17,16,61,27,13,24,31,18,24,11,13,6,19,21,38
04.03.2022 12:00,9,21,10,17,36,20,11,8,15,12,24,11,12,12,16,10,26,21,16,17,14,11,11,27,8,20,13,33,14,25,18,13,9,15,13,53,30,12,15,24,17,15,10,14,6,14,19,32
04.03.2022 13:00,7,20,10,16,34,17,10,9,11,12,20,8,15,10,15,11,22,20,12,15,13,11,11,25,7,19,14,33,12,24,16,10,8,15,11,52,23,9,14,19,15,14,12,10,6,24,26,36
04.03.2022 14:00,6,19,9,18,40,16,10,8,8,13,18,7,13,8,14,13,19,19,10,12,13,11,9,24,7,16,12,32,11,25,14,9,6,20,8,54,14,7,11,21,14,10,12,7,6,13,20,31
04.03.2022 15:00,7,14,9,16,35,18,9,8,6,13,24,7,12,6,13,11,19,19,13,12,14,9,11,24,6,14,11,37,12,25,12,9,6,21,9,56,7,9,16,25,18,9,14,8,5,8,20,38
04.03.2022 16:00,8,12,9,16,41,19,9,9,8,13,24,6,15,14,11,11,20,15,13,10,8,10,14,18,8,15,10,28,10,24,9,8,5,19,10,60,6,10,13,31,17,10,18,7,6,8,19,42
04.03.2022 17:00,8,13,9,18,45,21,8,9,10,14,27,6,18,11,10,12,17,17,13,11,7,12,11,14,7,13,9,29,12,25,11,9,7,22,10,58,8,15,10,27,17,14,17,8,8,10,16,29
04.03.2022 18:00,7,19,12,20,48,19,8,7,12,20,33,9,16,15,10,13,22,23,15,15,7,13,12,16,8,13,9,31,12,25,18,10,6,23,11,67,31,13,11,36,17,15,23,10,7,14,25,22
04.03.2022 19:00,6,19,39,30,50,28,10,7,13,24,35,8,17,21,19,16,26,29,19,21,10,15,22,19,10,21,10,38,17,30,28,13,7,31,17,60,30,27,28,40,24,22,22,10,7,23,30,18
04.03.2022 20:00,6,36,47,33,53,30,15,7,16,31,48,21,31,31,17,14,24,25,48,25,15,15,22,18,18,26,12,33,21,33,31,12,8,37,23,51,43,22,40,40,29,30,16,11,6,34,26,26
04.03.2022 21:00,6,27,23,35,46,29,14,7,18,33,45,10,24,26,27,14,29,31,38,29,23,14,32,17,18,37,12,34,21,31,39,13,9,33,22,40,40,9,52,36,29,48,22,12,6,60,22,17
04.03.2022 22:00,6,18,13,39,49,33,16,8,25,37,52,11,46,15,25,16,21,26,36,24,10,31,25,15,17,36,12,35,24,35,35,13,9,42,25,49,30,8,61,33,27,68,22,15,6,65,21,23
04.03.2022 23:00,7,37,12,37,49,37,16,8,21,39,47,13,24,17,20,18,18,21,39,18,9,39,34,12,21,25,12,33,27,33,28,18,10,41,19,48,35,9,53,42,20,62,15,14,5,57,23,24
04.03.2022 24:00,7,30,13,35,42,33,16,7,21,38,37,13,22,16,19,19,20,18,31,16,9,46,32,12,15,26,13,30,24,38,26,15,11,31,23,34,48,9,51,33,20,59,15,11,6,50,26,22
05.03.2022 01:00,6,33,15,28,38,28,18,7,18,29,37,14,20,15,17,19,32,19,23,20,9,37,32,13,16,37,13,31,20,36,23,18,11,27,21,41,50,11,45,25,19,54,11,24,7,24,15,23
05.03.2022 02:00,7,33,11,26,32,26,20,7,20,25,37,14,23,16,15,26,34,20,22,28,9,34,26,16,15,40,13,28,20,34,16,22,10,23,21,28,54,32,50,23,16,48,13,21,7,24,20,21
05.03.2022 03:00,8,49,12,28,29,22,22,7,18,25,32,16,23,18,13,28,22,25,21,27,9,32,26,13,16,36,13,30,22,34,16,22,9,20,20,28,46,21,48,18,15,43,15,20,6,23,25,19
05.03.2022 04:00,9,44,12,23,25,19,22,7,13,24,25,15,24,14,17,34,19,27,18,31,12,32,25,12,17,29,12,32,24,34,17,16,8,23,19,45,39,35,45,21,14,40,13,32,6,26,34,22
05.03.2022 05:00,10,38,13,25,28,24,19,7,11,27,29,13,30,15,14,27,15,20,19,35,12,31,25,12,19,32,12,28,23,29,19,16,6,20,25,47,35,28,40,27,16,40,15,27,6,19,28,24
05.03.2022 06:00,10,36,15,30,38,29,21,7,25,30,30,14,41,24,16,17,22,26,20,39,14,33,27,18,15,37,14,34,26,32,23,17,6,34,25,58,33,14,39,20,16,39,20,26,6,34,27,26
05.03.2022 07:00,10,37,15,35,32,25,21,6,18,25,32,15,41,24,20,26,36,36,21,50,15,33,26,18,19,42,16,44,27,32,21,14,6,35,25,54,37,18,40,28,21,38,30,28,6,37,30,29
05.03.2022 08:00,11,43,14,35,38,29,20,6,10,28,35,21,33,25,23,34,28,31,16,51,14,26,31,23,24,38,14,48,26,34,19,17,7,34,23,59,51,38,41,25,28,37,33,28,5,35,35,32
05.03.2022 09:00,10,39,13,25,32,22,15,13,18,28,41,19,21,22,13,28,17,18,13,23,18,26,24,21,15,29,14,34,19,26,18,18,6,27,18,51,33,19,39,21,14,30,13,35,5,17,26,37
05.03.2022 10:00,8,25,12,17,27,16,10,8,11,22,36,13,17,21,9,22,13,12,13,14,16,21,14,20,12,20,12,26,14,24,16,10,5,22,14,53,24,10,26,21,13,22,14,11,5,12,13,40
05.03.2022 11:00,6,17,11,14,23,12,6,8,13,20,36,10,15,14,10,12,14,10,10,10,10,17,8,22,9,15,10,20,9,18,13,9,5,12,20,48,21,5,13,20,13,17,13,11,5,11,16,26
05.03.2022 12:00,4,14,8,12,20,12,6,12,12,16,28,7,10,10,9,11,14,12,12,10,9,17,8,18,9,11,10,19,8,19,12,11,5,14,11,45,21,5,14,15,11,8,12,10,5,7,11,27
05.03.2022 13:00,6,17,7,12,20,11,5,7,8,11,19,4,13,9,9,10,12,11,10,7,8,10,8,16,9,9,9,25,9,19,10,9,4,12,6,42,16,5,14,19,8,8,11,9,4,7,8,19
05.03.2022 14:00,4,11,8,11,26,12,5,7,6,12,11,6,15,5,9,10,12,11,11,6,8,7,7,16,8,8,8,21,7,17,10,8,4,13,7,40,9,4,16,16,10,8,12,8,5,8,18,10
05.03.2022 15:00,4,11,7,11,29,12,4,6,7,14,9,5,9,6,9,9,13,11,10,6,10,8,8,16,7,8,8,16,6,15,9,5,4,13,7,48,7,4,16,20,10,9,12,6,5,8,16,25
05.03.2022 16:00,4,13,8,12,28,13,5,7,8,16,10,4,10,7,9,9,12,12,11,5,8,9,9,13,6,8,8,19,6,21,8,5,4,14,6,45,8,6,14,22,9,10,12,7,6,7,16,13
05.03.2022 17:00,4,20,8,15,34,14,6,7,10,18,14,4,11,7,9,12,11,14,13,7,7,11,9,9,6,9,8,23,10,19,9,5,4,14,6,43,8,8,9,20,10,10,14,7,6,9,21,9
05.03.2022 18:00,5,24,10,18,33,19,7,7,12,19,21,5,15,8,11,16,16,27,12,9,7,12,14,11,7,13,8,30,11,27,10,5,5,19,8,47,27,12,11,27,13,11,13,9,5,14,26,13
05.03.2022 19:00,6,21,16,25,40,23,10,7,12,29,28,5,15,11,14,21,24,29,14,19,8,20,15,12,9,14,9,30,16,26,14,6,6,24,11,48,20,24,12,27,15,19,17,14,5,18,25,9
05.03.2022 20:00,7,19,27,20,42,21,10,6,14,32,26,6,19,15,15,33,29,36,15,28,10,17,20,12,11,15,8,39,18,24,17,6,7,29,11,43,26,15,10,21,16,19,12,15,5,17,16,12
