Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
05.03.2022 21:00,8,12,38,21,40,26,10,8,14,34,29,5,20,15,16,30,20,32,14,22,9,17,20,12,12,16,8,29,15,26,22,8,8,23,16,26,20,12,10,23,15,17,9,14,5,16,17,10
05.03.2022 22:00,8,15,52,24,40,29,13,7,13,24,24,7,20,17,13,33,17,23,18,21,13,22,14,15,12,17,9,24,15,23,21,7,8,29,15,33,18,11,9,20,15,19,8,13,5,15,15,17
05.03.2022 23:00,9,12,31,24,39,28,15,7,16,29,52,7,20,18,17,31,15,41,18,17,10,27,27,15,12,21,9,23,16,27,22,8,8,28,16,32,21,18,15,27,12,14,8,12,6,13,21,15
05.03.2022 24:00,8,12,32,25,33,21,12,7,16,22,52,8,19,16,15,29,24,21,18,15,10,34,33,15,12,19,9,27,16,33,16,8,7,31,16,29,32,22,30,30,10,15,8,27,6,12,14,13
06.03.2022 01:00,8,18,34,25,34,21,11,8,16,24,49,18,18,16,15,28,30,24,20,14,13,16,26,14,14,24,9,24,15,30,12,9,7,22,17,26,32,20,30,33,9,14,8,38,7,13,13,11
06.03.2022 02:00,8,13,27,26,28,22,11,7,15,22,42,17,20,15,14,28,20,16,17,18,7,14,21,14,20,22,9,24,16,27,13,9,6,18,11,20,38,33,32,24,9,16,8,25,6,16,14,19
06.03.2022 03:00,9,11,16,34,25,20,15,7,17,18,40,15,17,10,14,23,15,11,19,22,9,12,21,15,23,24,9,21,16,28,12,13,7,11,9,17,39,26,29,24,11,28,9,47,6,15,16,17
06.03.2022 04:00,10,19,15,35,28,27,18,6,14,15,36,18,16,8,15,22,15,14,13,25,9,14,21,15,17,25,8,24,17,29,16,10,6,12,12,18,37,16,28,17,11,39,10,35,8,17,26,20
06.03.2022 05:00,10,16,18,29,23,21,17,6,16,17,33,13,17,9,15,24,13,14,12,29,9,12,18,12,14,23,10,23,17,28,20,9,5,18,13,18,34,19,27,20,12,33,8,44,8,27,39,15
06.03.2022 06:00,10,12,15,18,21,19,13,6,20,21,35,13,19,9,14,31,20,14,8,30,15,15,19,14,10,24,11,25,18,24,21,8,5,17,13,21,23,20,27,18,8,28,8,42,6,31,37,18
06.03.2022 07:00,11,16,21,16,19,18,14,7,21,22,36,17,19,11,20,30,20,18,9,33,17,22,25,15,12,26,11,27,19,24,20,10,5,27,9,23,33,23,28,20,7,28,9,38,5,28,25,19
06.03.2022 08:00,11,16,16,18,18,17,13,8,23,17,27,14,17,13,16,22,19,19,10,27,11,23,22,19,11,25,10,22,17,20,21,12,6,36,11,24,38,16,28,19,10,31,10,38,5,18,20,27
06.03.2022 09:00,9,17,18,15,18,15,10,15,10,14,27,16,13,17,14,16,13,12,9,15,20,12,21,16,10,18,10,19,13,17,16,9,5,18,12,18,25,11,25,16,8,17,16,17,5,11,19,31
06.03.2022 10:00,7,13,12,12,16,10,7,9,9,14,17,9,13,16,14,12,11,9,7,11,27,9,12,12,12,15,9,19,9,14,12,6,5,16,12,24,19,6,18,12,10,8,7,9,5,12,16,24
06.03.2022 11:00,7,6,7,9,13,8,5,7,10,12,18,5,11,12,11,11,8,7,7,8,12,8,8,11,7,10,8,16,7,13,9,6,3,11,7,24,18,5,11,12,10,6,6,8,5,13,10,20
06.03.2022 12:00,5,7,5,8,16,8,5,9,10,11,16,4,12,12,9,8,8,7,8,8,3,10,5,12,7,8,8,19,7,11,7,4,4,9,5,24,18,5,7,12,8,6,6,6,5,15,10,22
06.03.2022 13:00,4,8,5,9,14,8,5,7,8,11,17,3,9,7,10,8,10,8,8,7,4,10,7,13,5,6,7,19,6,11,7,5,4,10,5,23,11,7,6,12,9,6,8,7,5,17,9,21
06.03.2022 14:00,3,6,4,9,18,9,5,7,6,11,18,5,9,12,11,7,10,7,7,7,4,11,8,12,5,6,7,24,7,13,7,5,4,9,5,19,9,6,6,15,9,7,7,8,5,11,11,23
06.03.2022 15:00,3,7,6,9,22,10,5,7,5,13,19,5,10,10,10,6,11,9,6,6,5,7,7,12,5,6,7,20,6,13,6,4,3,10,6,22,8,6,7,15,8,8,8,9,4,7,13,21
06.03.2022 16:00,4,6,8,11,21,12,5,7,5,13,20,5,9,12,9,7,10,7,7,6,5,8,9,10,4,7,7,24,6,17,7,6,3,15,8,23,8,6,6,15,9,8,9,7,4,9,12,26
06.03.2022 17:00,5,7,8,13,23,13,6,7,6,12,24,6,13,9,10,8,12,9,8,7,7,9,9,11,5,9,7,33,8,20,7,6,4,16,9,24,7,11,7,19,12,12,12,8,4,7,20,33
06.03.2022 18:00,6,9,10,13,22,15,7,7,6,15,21,8,15,18,12,10,12,15,8,9,6,11,11,10,7,10,7,31,10,21,8,7,5,15,10,21,9,15,8,24,12,10,17,10,4,10,23,32
06.03.2022 19:00,6,10,11,16,27,19,8,7,7,15,24,8,16,22,17,8,13,14,8,10,7,10,13,11,7,12,7,37,12,17,8,6,5,14,10,26,27,11,8,27,13,11,10,11,5,12,19,41
06.03.2022 20:00,6,9,10,17,27,19,8,6,6,18,22,9,14,21,17,8,16,16,9,9,5,9,14,12,8,15,7,26,10,19,9,6,4,16,10,22,28,11,11,28,14,11,8,9,4,11,17,38
06.03.2022 21:00,8,8,11,17,29,21,10,7,6,16,17,8,13,22,13,6,15,12,10,8,5,9,13,11,8,15,7,25,11,17,10,6,5,20,9,19,26,18,10,15,9,9,8,8,4,10,14,14
06.03.2022 22:00,7,7,11,16,27,16,10,8,7,13,14,6,10,21,9,6,11,10,8,8,5,8,16,10,7,14,7,24,10,20,10,5,5,14,9,20,15,22,9,16,6,9,7,7,3,9,14,16
06.03.2022 23:00,10,6,9,16,24,15,10,8,8,9,14,8,8,16,11,5,10,10,6,8,5,9,13,9,7,15,7,21,10,15,11,5,5,12,8,16,13,21,9,11,6,9,6,5,3,11,10,17
06.03.2022 24:00,8,5,7,12,17,13,9,8,9,7,9,5,8,11,16,6,10,7,6,8,5,11,11,9,7,15,8,19,10,16,10,5,5,11,9,13,11,15,7,12,5,10,4,4,3,11,9,12
07.03.2022 01:00,7,5,5,13,13,11,9,8,9,8,8,5,8,12,16,5,9,7,5,9,4,10,11,9,7,12,7,18,10,14,11,5,4,10,7,11,13,9,6,8,4,9,5,4,3,9,15,8
07.03.2022 02:00,8,5,4,14,12,11,8,7,10,9,8,5,9,10,14,6,15,7,5,9,4,6,8,10,9,14,7,17,10,12,10,4,3,8,7,9,11,6,6,7,4,8,4,5,3,9,21,7
07.03.2022 03:00,10,5,4,13,14,12,8,7,10,10,10,5,8,15,14,6,8,8,4,9,3,6,7,10,6,12,7,15,9,13,8,4,3,5,7,8,11,6,7,7,4,7,4,6,4,10,12,7
07.03.2022 04:00,9,5,4,12,10,10,7,7,9,16,15,5,9,14,11,6,8,8,4,13,3,8,7,9,7,11,7,13,8,12,8,4,3,5,5,9,13,12,6,9,5,8,4,6,4,8,33,10
07.03.2022 05:00,9,5,5,11,15,11,7,7,8,14,32,6,12,16,12,8,12,6,6,16,4,7,8,10,7,10,7,15,8,18,8,5,3,10,5,15,15,17,8,10,6,7,5,6,4,11,12,10
07.03.2022 06:00,10,6,6,15,24,13,10,7,9,25,24,6,16,16,13,11,13,10,6,13,5,9,11,11,8,15,7,27,10,17,14,6,3,17,7,38,17,17,13,16,11,12,11,8,4,13,16,14
07.03.2022 07:00,8,8,8,25,34,16,11,8,12,24,43,10,21,22,10,14,24,17,11,19,5,12,14,16,11,18,7,44,16,27,18,7,4,23,15,57,26,15,15,25,17,19,15,11,4,13,31,22
07.03.2022 08:00,8,10,10,33,51,21,13,10,12,32,45,12,17,15,15,18,17,20,17,26,10,23,22,21,10,26,8,54,24,38,22,7,5,28,24,76,42,24,14,32,17,21,22,12,4,12,35,24
07.03.2022 09:00,12,11,12,24,44,22,13,8,12,24,37,7,16,17,21,13,15,15,10,18,5,17,15,19,9,24,8,46,23,39,14,6,6,21,19,69,33,17,11,25,14,19,10,11,4,15,24,15
07.03.2022 10:00,10,15,7,19,36,19,10,7,12,18,27,4,16,12,13,11,12,11,9,13,5,7,13,12,8,17,8,32,19,31,10,5,5,17,9,47,23,14,8,19,13,10,11,8,4,13,18,13
07.03.2022 11:00,8,14,6,17,35,17,8,7,11,15,12,5,15,9,10,9,12,11,7,11,4,8,13,12,7,15,8,30,14,30,9,5,4,15,8,41,17,9,9,20,11,10,11,8,3,12,18,11
07.03.2022 12:00,7,14,5,16,33,14,7,7,9,14,11,5,14,8,9,9,14,13,6,12,5,7,14,13,7,13,8,28,12,24,9,5,4,13,8,48,15,6,11,19,12,10,11,9,4,12,18,9
07.03.2022 13:00,5,12,5,15,34,14,7,6,8,11,14,5,13,6,10,8,13,11,12,12,4,7,12,11,6,12,8,25,12,23,10,5,4,10,7,48,13,5,12,19,11,8,13,8,4,11,15,11
07.03.2022 14:00,5,13,5,17,36,16,7,6,8,    # ,14,6,12,5,9,7,14,12,9,11,6,7,11,11,5,13,10,30,12,27,9,5,4,11,8,50,11,7,12,16,9,7,13,10,3,9,12,11
07.03.2022 15:00,5,14,6,14,39,13,7,7,7,11,13,6,12,6,9,7,14,10,11,10,6,8,12,10,5,12,8,33,10,25,11,5,3,14,10,47,11,8,12,16,11,7,11,8,3,7,13,15
07.03.2022 16:00,6,13,7,14,32,16,7,7,7,14,23,5,12,7,9,7,16,17,11,9,6,8,14,14,4,13,7,35,10,28,12,5,3,22,8,63,10,8,20,21,15,8,10,8,3,8,15,20
07.03.2022 17:00,7,11,8,17,29,20,8,7,8,16,26,5,24,8,10,8,17,18,10,13,6,11,16,14,6,15,6,39,13,25,14,5,5,30,9,67,9,7,33,25,18,12,15,10,4,9,24,21
07.03.2022 18:00,7,15,11,21,36,22,9,8,11,21,31,5,20,14,13,11,28,20,13,16,9,13,15,13,8,17,7,46,15,32,22,8,6,28,12,67,13,10,28,31,16,18,21,11,4,11,26,15
07.03.2022 19:00,9,28,32,32,52,29,12,9,11,33,29,7,25,10,17,24,38,34,28,17,12,16,25,15,12,23,7,46,22,31,27,15,7,43,17,88,27,16,27,35,21,52,28,25,5,20,26,30
07.03.2022 20:00,10,62,62,45,55,36,20,9,17,35,39,6,32,11,16,26,43,45,55,16,11,29,23,14,10,40,8,43,20,31,29,28,10,63,38,85,23,23,33,43,21,86,27,50,5,17,26,44
07.03.2022 21:00,9,76,68,48,51,34,23,10,15,31,40,32,37,29,17,18,49,40,41,17,19,33,21,13,18,34,11,35,21,34,21,24,8,64,64,82,18,30,47,61,24,74,23,22,4,14,32,69
07.03.2022 22:00,7,55,53,39,44,29,21,10,17,39,54,22,48,27,22,21,62,49,48,17,27,40,27,13,19,26,12,28,21,20,28,14,7,73,70,70,20,26,46,62,20,66,15,17,4,22,50,66
07.03.2022 23:00,6,54,46,34,38,27,18,9,18,42,47,35,53,35,14,26,67,60,33,12,15,42,41,12,28,25,12,28,19,26,24,44,7,73,63,83,26,30,45,53,18,62,26,23,4,28,39,65
07.03.2022 24:00,6,35,25,34,35,29,19,9,11,39,44,29,30,31,9,21,49,53,43,9,13,35,39,10,24,29,10,24,19,26,17,18,8,69,70,79,33,25,40,61,25,66,34,33,4,26,39,57
08.03.2022 01:00,7,28,18,33,31,25,17,9,12,33,39,24,34,23,15,28,43,34,31,9,15,36,34,10,18,37,10,25,19,21,16,25,8,57,66,62,34,20,31,34,26,57,40,39,4,25,37,51
08.03.2022 02:00,8,28,11,26,26,23,16,8,14,34,35,19,33,24,13,43,36,26,18,12,23,42,32,10,18,35,9,24,17,25,16,24,7,52,55,61,24,20,30,26,16,50,42,36,4,42,26,38
08.03.2022 03:00,8,25,23,20,21,20,17,8,14,37,36,21,28,25,14,44,35,25,22,16,25,36,33,10,18,32,8,25,19,21,14,23,7,40,59,65,16,40,38,21,16,52,38,28,4,26,26,39
08.03.2022 04:00,7,29,54,21,20,17,18,7,10,29,38,23,31,24,14,41,43,35,28,24,26,33,29,11,18,34,8,30,20,23,13,22,7,37,57,61,20,47,38,24,20,50,43,28,4,35,31,43
08.03.2022 05:00,7,34,40,25,27,20,24,7,8,40,39,20,35,22,14,38,47,27,28,32,22,34,28,13,20,41,9,28,21,25,13,21,7,59,52,60,21,37,39,36,15,50,44,25,4,38,46,45
08.03.2022 06:00,6,38,40,33,50,24,27,6,10,36,39,32,41,24,18,37,50,32,33,47,28,40,34,17,22,50,11,43,23,29,16,28,15,54,54,62,29,31,50,40,23,46,44,39,5,41,46,43
08.03.2022 07:00,6,48,18,54,59,35,27,6,13,44,42,40,54,22,21,40,54,54,42,50,29,41,49,18,26,57,14,61,32,39,25,31,12,55,53,73,44,38,60,55,34,51,36,46,6,51,51,58
08.03.2022 08:00,8,49,19,58,62,38,31,8,10,40,47,34,56,26,27,44,52,58,39,56,32,47,51,25,34,56,21,63,44,53,25,33,9,51,57,82,44,60,52,54,34,55,44,46,7,47,54,61
08.03.2022 09:00,8,58,16,36,49,35,20,8,9,32,50,30,24,31,21,42,53,51,32,26,37,49,41,31,31,43,24,54,32,48,23,30,9,50,54,83,37,32,45,43,29,59,44,44,8,21,37,60
08.03.2022 10:00,7,41,14,22,30,23,16,11,12,35,50,18,15,30,15,34,34,23,25,19,34,32,35,26,14,24,19,34,16,31,20,13,8,45,36,85,24,8,38,40,23,56,33,32,6,11,29,61
08.03.2022 11:00,    # ,22,9,17,24,17,13,11,11,35,41,9,17,10,11,21,22,21,17,16,9,20,9,22,12,16,11,18,9,27,15,12,6,22,20,62,19,6,25,43,18,24,17,16,4,9,11,16
08.03.2022 12:00,    # ,18,7,12,26,15,7,12,9,17,13,4,13,6,10,11,15,14,11,13,9,15,8,22,7,10,12,19,7,22,16,13,4,17,7,40,22,5,15,24,9,8,9,16,3,7,8,8
08.03.2022 13:00,4,16,7,11,22,13,6,11,5,11,11,5,11,5,11,8,13,12,9,14,9,11,7,18,4,10,9,22,7,22,13,8,2,10,7,38,11,4,14,20,10,7,9,13,3,6,10,6
08.03.2022 14:00,3,16,7,12,22,12,5,9,5,11,14,4,13,6,8,7,14,13,10,10,8,7,7,21,5,11,8,22,8,21,13,5,2,12,7,40,10,5,13,20,10,7,10,11,3,6,11,9
08.03.2022 15:00,4,14,8,12,24,13,5,7,11,12,9,3,11,7,8,9,13,13,11,10,8,7,8,17,7,10,8,25,9,23,13,5,3,14,8,49,10,5,13,20,10,8,8,8,3,6,14,9
08.03.2022 16:00,4,18,9,12,31,13,6,7,6,16,12,4,14,9,9,11,15,17,12,10,9,9,10,18,6,11,8,23,8,25,13,6,3,11,11,52,9,5,20,29,12,11,10,9,3,6,13,8
08.03.2022 17:00,4,29,11,17,39,17,7,8,8,16,15,4,17,6,9,14,15,18,14,12,13,10,12,26,6,14,8,33,10,28,17,7,3,12,12,54,9,6,35,35,17,13,13,13,4,7,11,10
08.03.2022 18:00,5,43,13,21,48,21,8,8,9,24,20,6,23,8,13,16,24,29,27,17,13,16,15,29,12,17,8,31,14,31,25,10,4,23,13,66,25,7,42,60,8,18,26,17,4,11,17,11
08.03.2022 19:00,5,69,26,35,57,25,12,9,11,51,51,6,37,18,20,31,52,41,46,37,27,53,29,31,20,24,8,49,19,38,26,20,4,48,20,87,28,19,74,98,22,82,23,52,5,17,41,24
08.03.2022 20:00,7,83,46,47,62,35,21,9,15,76,74,6,73,14,22,38,88,75,59,69,18,63,39,46,19,35,11,56,24,37,31,35,7,56,30,75,71,29,71,88,23,84,13,61,5,43,62,52
08.03.2022 21:00,8,78,53,51,65,35,22,13,15,67,69,5,56,23,20,38,79,72,38,68,25,53,50,46,20,41,11,46,26,36,38,35,6,54,41,72,59,35,63,73,17,72,20,37,5,64,60,66
08.03.2022 22:00,9,66,55,55,53,43,32,8,15,67,61,28,67,30,19,31,72,69,37,63,25,54,50,43,19,51,12,38,25,37,33,34,7,80,66,78,58,37,57,64,16,69,42,38,6,39,47,64
08.03.2022 23:00,7,62,52,55,54,42,48,10,17,63,58,9,45,37,22,41,64,62,29,58,24,51,55,35,19,36,13,42,24,37,23,32,7,75,69,91,48,34,53,65,17,66,27,49,6,26,41,59
08.03.2022 24:00,7,59,67,51,48,34,48,7,20,59,52,14,25,41,16,36,48,58,39,52,14,50,40,30,19,43,13,45,28,31,25,35,7,64,68,77,46,37,51,57,13,56,43,25,7,25,32,55
09.03.2022 01:00,7,49,51,39,40,32,29,6,14,48,45,19,41,36,15,48,55,44,33,35,17,45,42,33,17,43,12,42,27,38,35,35,7,65,68,75,41,20,48,49,10,54,31,29,6,22,44,53
09.03.2022 02:00,6,38,60,31,32,34,29,5,8,40,42,17,43,41,16,45,50,33,20,20,15,43,44,30,17,47,12,53,28,48,25,25,7,60,66,67,26,13,47,43,10,56,47,28,6,23,40,49
09.03.2022 03:00,6,32,51,33,30,32,36,4,13,45,40,13,24,36,16,41,49,47,23,27,16,42,39,30,22,51,13,63,34,51,26,33,6,57,64,67,25,12,43,45,11,52,41,28,6,27,45,46
09.03.2022 04:00,6,33,54,40,42,35,47,4,11,42,40,13,39,30,19,41,42,40,26,22,14,38,33,31,22,55,15,65,31,55,55,40,7,54,60,63,26,13,42,40,14,48,39,32,6,25,38,41
09.03.2022 05:00,6,34,58,59,51,51,48,4,25,40,45,18,55,28,19,37,45,30,30,26,17,37,35,31,24,56,19,67,43,52,55,29,7,56,59,62,30,19,39,43,19,46,30,40,6,32,44,39
09.03.2022 06:00,6,41,58,59,61,52,41,4,11,41,43,31,58,25,22,37,52,32,37,39,22,36,42,35,27,53,20,65,56,57,56,33,9,56,52,59,37,28,42,44,21,44,47,45,5,36,47,44
09.03.2022 07:00,6,41,54,62,56,57,47,4,9,42,46,36,51,30,25,42,58,42,45,55,31,44,45,39,23,61,19,82,54,60,60,52,10,63,56,65,45,23,53,57,28,45,42,41,5,40,48,42
09.03.2022 08:00,6,65,59,64,55,59,48,4,10,44,50,37,54,31,28,51,61,59,39,62,31,47,51,39,36,63,22,91,61,62,55,38,8,65,67,79,50,23,53,61,36,46,37,48,5,42,52,47
09.03.2022 09:00,6,77,47,51,53,52,41,6,10,41,58,33,25,43,11,54,43,51,30,56,31,44,53,43,33,58,27,82,46,62,49,37,11,61,65,96,38,20,42,50,26,58,41,46,6,45,33,74
09.03.2022 10:00,5,49,34,40,48,39,28,9,9,37,53,21,21,    # ,7,46,30,28,23,45,28,41,52,41,15,56,28,70,38,65,53,21,11,53,66,87,38,    # ,29,39,17,39,28,35,6,24,37,59
09.03.2022 11:00,7,30,29,37,48,33,19,6,8,40,37,11,17,    # ,6,25,31,24,22,34,18,33,37,34,15,    # ,25,74,35,56,42,13,9,37,48,66,30,17,35,40,21,18,19,18,6,20,36,27
09.03.2022 12:00,8,24,21,24,40,26,15,7,9,21,25,10,16,    # ,7,14,27,22,17,25,12,16,14,30,12,    # ,17,62,27,46,30,14,8,18,33,56,17,12,30,31,17,15,16,18,7,13,26,17
09.03.2022 13:00,6,23,14,21,40,21,12,5,10,13,28,7,18,    # ,6,15,25,22,14,12,14,12,15,33,14,    # ,13,39,17,35,25,10,7,11,16,52,13,9,20,25,19,11,16,13,6,10,18,16
09.03.2022 14:00,7,21,15,16,40,22,8,5,7,14,21,7,18,    # ,7,15,24,21,14,7,15,13,19,34,15,    # ,12,40,17,30,22,10,7,12,18,48,15,10,15,23,17,10,14,12,5,8,18,16
09.03.2022 15:00,6,21,13,15,41,20,8,6,8,19,19,7,18,    # ,7,12,23,19,12,6,13,13,20,23,14,19,11,41,14,28,21,8,6,10,16,67,14,7,19,24,14,8,12,12,5,6,16,11
09.03.2022 16:00,9,24,13,20,47,27,11,    # ,6,20,20,6,17,12,8,11,18,20,14,5,12,17,16,29,6,17,9,40,13,30,17,7,4,16,16,85,12,8,15,38,16,9,14,12,5,5,17,13
09.03.2022 17:00,12,27,13,28,50,28,17,6,6,21,32,7,23,8,9,12,27,20,15,8,14,14,23,38,7,15,9,42,18,31,20,9,5,29,19,80,11,12,12,39,23,13,14,13,5,6,20,13
09.03.2022 18:00,10,44,15,27,56,29,13,6,16,30,53,7,38,10,15,14,36,33,49,37,19,24,20,29,12,20,9,49,20,34,21,17,6,37,24,93,22,17,38,82,14,35,19,23,4,23,35,15
09.03.2022 19:00,10,84,58,57,74,44,35,6,14,47,84,9,62,11,20,43,78,73,60,64,15,65,53,45,14,38,11,55,22,36,29,31,7,65,67,114,47,28,81,108,40,81,22,57,3,38,75,46
09.03.2022 20:00,10,78,59,68,81,56,44,8,16,66,71,9,67,14,18,35,94,72,69,83,32,59,58,53,20,53,11,76,28,55,47,28,7,80,88,124,64,22,70,106,34,80,38,52,3,53,75,76
09.03.2022 21:00,11,59,53,62,72,57,36,13,13,64,67,22,74,33,25,28,85,72,44,63,35,50,55,52,24,70,14,83,44,59,78,34,6,73,92,104,63,24,66,80,18,77,48,30,3,56,71,65
09.03.2022 22:00,9,51,60,69,74,63,49,9,9,61,58,21,67,36,23,27,78,64,37,63,27,48,51,55,22,70,18,84,61,76,74,55,9,77,81,94,49,29,61,71,18,71,56,30,3,52,65,61
09.03.2022 23:00,8,46,61,77,89,85,56,6,10,61,51,31,58,35,19,53,73,62,25,57,25,51,54,43,18,65,21,90,61,82,66,26,11,74,70,82,40,28,58,59,18,69,60,28,3,46,57,59
09.03.2022 24:00,7,38,58,71,80,79,57,6,9,54,46,22,49,44,15,55,67,70,31,41,23,46,53,30,24,62,22,84,76,67,60,21,9,66,68,77,37,20,54,55,19,65,58,30,4,35,57,55
10.03.2022 01:00,8,33,50,66,66,73,49,5,8,49,44,21,41,52,15,50,60,66,23,24,20,43,42,27,23,60,21,82,62,71,53,22,8,56,62,75,34,20,47,50,12,55,57,29,7,35,51,52
10.03.2022 02:00,7,28,52,62,65,67,41,4,7,47,39,24,40,54,15,44,52,60,21,31,21,37,37,24,23,57,22,76,65,68,50,22,7,55,59,65,28,26,40,43,11,50,40,32,9,31,40,48
10.03.2022 03:00,7,25,54,54,62,64,43,4,7,43,38,22,38,49,14,42,45,53,19,24,19,36,45,27,19,53,23,75,68,59,47,25,7,53,62,63,23,23,37,43,13,41,43,23,8,37,38,45
10.03.2022 04:00,5,29,57,53,59,62,45,4,7,42,37,24,37,45,15,39,51,51,24,25,19,35,41,22,33,49,23,66,63,53,43,29,7,49,60,59,22,19,34,45,19,44,29,28,7,34,37,43
10.03.2022 05:00,6,26,57,53,54,55,40,4,8,34,35,27,48,42,18,40,44,45,28,32,18,33,41,24,32,45,23,68,65,58,46,40,10,45,61,59,29,18,36,42,23,44,42,28,7,33,38,40
10.03.2022 06:00,6,32,58,53,56,55,40,4,8,38,37,28,52,41,21,39,46,47,37,42,23,34,41,30,29,46,21,88,68,58,48,43,17,57,58,54,40,17,40,45,27,43,44,38,6,36,46,40
10.03.2022 07:00,5,45,59,56,63,56,38,4,9,41,43,30,57,40,25,41,47,52,44,60,31,39,45,39,29,46,19,87,64,59,50,54,11,62,57,66,48,17,47,51,33,46,48,39,7,39,48,42
10.03.2022 08:00,8,66,61,55,66,62,47,4,10,40,50,40,45,34,26,49,53,58,39,59,27,44,42,45,29,57,21,88,58,67,50,40,7,60,66,80,52,17,49,50,38,52,41,44,9,35,54,59
10.03.2022 09:00,8,66,48,56,56,52,34,6,10,34,62,33,32,45,10,58,37,42,34,43,30,48,48,46,35,68,26,74,52,66,46,38,10,54,63,77,41,28,38,50,30,56,46,44,9,34,45,70
10.03.2022 10:00,8,50,15,47,57,45,31,7,9,33,56,23,27,51,5,42,29,30,29,41,28,54,36,32,28,37,27,51,33,52,30,25,13,57,69,85,31,29,40,46,23,42,32,31,8,24,37,58
10.03.2022 11:00,7,28,19,36,52,34,24,3,11,31,18,19,27,31,6,16,28,27,21,21,26,31,33,36,21,25,20,36,21,38,27,15,12,53,38,74,26,    # ,35,46,26,20,25,17,6,12,27,52
10.03.2022 12:00,4,25,19,21,34,21,14,4,12,27,19,7,23,21,5,12,24,25,18,8,17,21,12,39,21,20,15,30,13,32,27,15,10,18,37,49,15,    # ,18,38,21,12,22,13,5,10,13,33
10.03.2022 13:00,4,24,7,14,31,16,9,4,12,24,14,5,17,8,7,9,20,19,14,11,12,15,11,25,15,15,11,24,9,26,22,23,8,14,12,41,17,    # ,13,23,19,12,13,12,6,9,12,19
10.03.2022 14:00,5,23,7,14,33,15,8,4,8,18,14,7,17,7,7,10,18,18,11,9,12,13,11,27,9,14,12,27,13,22,17,15,6,15,12,41,12,    # ,15,27,12,11,10,11,6,9,15,12
10.03.2022 15:00,7,21,9,13,25,14,7,5,8,15,13,7,15,8,7,10,16,17,11,10,14,11,10,29,8,12,12,29,11,26,15,9,4,31,12,56,10,7,19,27,11,11,12,11,4,10,17,14
10.03.2022 16:00,4,22,10,15,29,14,7,5,10,17,12,6,16,8,8,14,14,14,12,10,10,10,11,30,10,11,10,30,10,27,17,8,3,40,11,61,11,8,18,33,12,11,13,13,4,10,20,13
10.03.2022 17:00,6,31,11,18,23,15,8,5,14,19,13,6,22,8,9,18,17,18,17,13,8,12,13,42,9,14,11,27,12,31,20,8,4,41,10,59,9,8,18,46,15,14,15,14,4,14,21,10
10.03.2022 18:00,8,31,15,18,34,18,9,6,17,23,17,6,18,8,13,20,18,18,24,17,12,13,16,39,11,18,11,25,14,34,19,8,6,35,9,49,21,9,18,43,18,17,23,15,5,16,27,11
10.03.2022 19:00,8,31,24,29,43,23,12,7,15,29,20,7,23,10,19,23,24,27,58,20,18,20,18,61,17,24,10,30,15,33,23,10,7,31,14,52,36,11,21,48,20,25,19,20,5,19,27,18
10.03.2022 20:00,8,24,48,32,70,25,10,7,17,25,14,7,17,12,16,19,24,29,53,37,20,16,14,54,16,29,10,28,16,34,29,12,8,30,17,42,38,9,21,66,25,20,18,17,5,16,21,27
10.03.2022 21:00,7,19,15,26,33,17,9,9,18,21,14,7,17,12,18,17,26,19,47,56,22,14,13,44,9,20,10,23,15,27,21,12,7,24,13,29,55,27,18,59,17,23,11,12,6,12,14,18
10.03.2022 22:00,6,16,14,19,19,14,9,8,19,18,11,7,15,9,20,18,23,18,18,54,12,11,10,21,8,15,11,16,12,22,18,9,6,22,11,20,68,15,28,65,12,19,9,11,6,11,11,16
10.03.2022 23:00,6,39,13,16,17,14,9,6,18,16,10,7,14,11,19,13,13,14,13,49,10,10,9,23,8,15,11,13,10,16,15,8,7,16,9,14,59,15,20,23,10,18,10,11,6,12,14,17
