Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
08.10.2022 01:00,13,38,26,43,18,18,    # ,33,33,26,28,32,30,23,21,19,17,22,15,23,22,34,24,57,56,41,30,12,39,30,18,28,23
08.10.2022 02:00,8,35,23,35,24,19,    # ,38,24,23,28,31,26,25,17,11,11,22,15,19,23,31,15,43,44,20,19,11,33,34,14,28,28
08.10.2022 03:00,7,33,22,34,22,19,    # ,40,22,20,27,27,27,17,15,15,4,19,15,19,25,29,13,36,38,21,18,19,11,26,12,28,30
08.10.2022 04:00,6,32,20,27,22,24,    # ,40,23,18,26,25,29,20,17,12,5,15,13,15,26,32,13,37,38,20,22,19,3,20,11,27,40
08.10.2022 05:00,6,28,17,19,17,15,    # ,39,26,17,29,25,34,15,10,9,8,12,14,12,23,32,12,37,37,20,19,20,7,21,10,27,28
08.10.2022 06:00,6,25,15,16,21,15,    # ,37,24,13,23,27,33,22,6,10,9,12,14,10,22,32,11,34,34,15,24,19,15,22,7,27,29
08.10.2022 07:00,9,27,14,17,18,13,    # ,37,26,9,23,26,27,21,9,11,7,12,12,11,24,32,13,33,33,23,25,21,18,20,8,27,29
08.10.2022 08:00,9,27,16,19,23,18,    # ,35,18,9,21,27,26,23,11,11,3,16,10,13,32,35,14,30,33,27,26,16,16,15,9,24,26
08.10.2022 09:00,10,29,18,20,31,16,    # ,33,16,7,23,28,26,20,8,11,3,16,11,14,35,33,14,27,31,24,34,23,19,12,12,18,16
08.10.2022 10:00,11,20,19,20,30,18,    # ,19,16,7,13,29,26,14,10,11,4,18,14,15,33,22,15,24,25,24,3,9,16,11,12,15,14
08.10.2022 11:00,12,13,22,21,23,17,    # ,9,10,7,7,31,30,8,17,13,11,20,14,17,28,8,14,20,21,22,2,5,6,12,11,13,13
08.10.2022 12:00,14,9,24,24,29,22,    # ,7,10,9,2,32,28,10,18,13,17,23,14,22,27,2,16,22,22,26,9,7,2,21,12,10,4
08.10.2022 13:00,18,8,24,27,29,23,    # ,6,11,9,2,29,30,3,23,13,24,26,17,26,26,2,17,22,24,28,10,8,4,27,13,9,5
08.10.2022 14:00,25,6,25,25,29,27,    # ,5,2,9,7,19,25,7,22,16,25,31,15,31,14,2,16,22,23,31,7,8,7,19,14,9,17
08.10.2022 15:00,30,5,22,22,20,22,    # ,4,2,13,10,16,14,16,22,22,17,35,12,37,9,2,18,19,18,30,16,10,3,12,17,11,14
08.10.2022 16:00,28,5,18,21,17,17,    # ,4,10,16,13,13,7,6,19,28,17,41,11,36,8,2,20,21,18,4,16,10,13,8,24,12,13
08.10.2022 17:00,27,6,11,17,9,14,    # ,5,6,20,16,11,7,17,20,30,21,41,15,48,6,9,24,17,21,2,17,5,9,6,23,12,14
08.10.2022 18:00,25,7,12,20,7,2,    # ,8,32,22,15,14,7,12,22,28,26,42,19,53,6,14,27,19,23,2,16,15,26,9,26,13,15
08.10.2022 19:00,23,11,15,24,20,10,    # ,10,27,21,17,27,10,19,5,34,28,39,18,38,7,12,18,20,25,9,17,22,28,6,22,18,29
08.10.2022 20:00,20,14,22,29,24,19,    # ,11,29,24,24,20,12,14,4,31,23,27,14,24,11,22,17,22,29,20,16,20,20,5,26,20,28
08.10.2022 21:00,18,18,29,25,33,11,    # ,18,23,24,27,18,14,16,15,17,21,23,19,31,11,30,18,22,29,21,23,23,27,4,25,25,28
08.10.2022 22:00,19,18,30,26,31,17,    # ,20,26,21,24,25,20,17,15,11,19,22,18,21,12,33,19,23,30,17,20,18,25,4,26,25,29
08.10.2022 23:00,18,21,32,29,31,17,    # ,18,30,17,15,40,35,14,15,10,10,19,14,15,13,24,16,23,29,19,15,17,23,4,26,24,23
08.10.2022 24:00,13,15,28,33,31,20,    # ,22,23,14,18,17,13,15,24,10,9,16,10,11,12,23,13,23,29,18,13,17,21,4,22,22,24
09.10.2022 01:00,10,12,33,31,38,23,    # ,21,16,13,22,16,13,11,18,10,13,15,11,12,11,23,14,19,22,15,15,13,13,5,17,23,29
09.10.2022 02:00,9,17,33,26,29,24,    # ,23,13,13,17,16,13,12,18,11,11,13,13,15,9,24,13,17,17,17,15,10,14,5,14,20,19
09.10.2022 03:00,9,16,30,25,25,21,    # ,22,19,9,19,17,13,11,15,12,6,13,13,15,11,20,13,10,11,20,11,12,18,5,12,18,17
09.10.2022 04:00,9,13,18,19,16,21,    # ,14,13,9,20,16,7,9,13,11,6,14,11,15,10,16,14,10,8,12,11,11,13,5,11,18,14
09.10.2022 05:00,9,12,11,16,14,15,    # ,9,10,9,11,17,7,11,13,11,10,13,10,12,11,22,15,9,8,14,11,9,2,6,10,13,12
09.10.2022 06:00,8,10,11,14,14,13,    # ,7,10,10,18,11,8,7,13,11,12,11,7,10,11,20,16,10,8,7,7,7,2,7,9,12,18
09.10.2022 07:00,7,8,10,14,13,11,    # ,6,7,14,21,11,9,8,3,15,12,11,6,9,12,20,16,8,7,8,5,10,2,8,10,12,9
09.10.2022 08:00,7,10,10,14,10,12,    # ,6,5,18,16,12,13,8,6,14,17,10,5,9,13,14,16,6,7,5,6,9,2,9,13,12,12
09.10.2022 09:00,8,10,9,13,8,14,    # ,7,3,16,2,12,11,5,8,12,15,10,9,9,15,9,16,5,7,5,5,6,2,8,12,11,12
09.10.2022 10:00,11,11,9,13,9,10,    # ,9,2,12,2,11,8,2,12,10,17,11,10,10,15,6,18,5,7,5,2,6,2,8,9,11,12
09.10.2022 11:00,10,11,9,13,7,10,    # ,10,2,9,2,13,8,2,12,9,24,13,11,12,12,3,16,5,4,3,2,6,2,8,8,7,12
09.10.2022 12:00,11,7,10,14,9,9,    # ,8,2,8,4,15,8,2,4,11,19,11,13,10,9,2,16,5,4,3,5,2,2,8,7,5,2
09.10.2022 13:00,13,5,9,13,11,10,    # ,3,3,9,10,15,5,2,8,13,16,10,13,9,6,2,17,5,4,6,9,2,2,10,8,5,2
09.10.2022 14:00,11,4,9,14,12,9,    # ,3,2,8,7,12,5,2,9,14,11,10,14,9,7,2,26,6,4,7,10,2,4,10,9,5,7
09.10.2022 15:00,10,5,9,13,11,10,    # ,3,2,8,9,10,5,5,8,17,13,9,14,9,7,2,19,6,5,8,9,3,8,8,10,6,15
09.10.2022 16:00,8,4,7,12,11,9,    # ,4,2,8,7,9,6,7,5,15,15,10,19,11,7,7,15,7,5,11,13,7,18,7,9,6,8
09.10.2022 17:00,9,5,8,12,11,9,    # ,4,11,8,12,8,7,9,9,14,14,11,18,13,8,21,15,7,5,11,14,11,18,8,11,6,2
09.10.2022 18:00,10,8,9,13,12,14,    # ,8,27,13,16,7,13,18,12,16,18,11,19,12,10,18,23,7,6,14,12,15,26,8,11,8,6
09.10.2022 19:00,11,12,9,13,11,12,    # ,12,17,11,14,9,21,15,2,21,17,13,15,14,12,20,18,8,6,14,16,16,26,8,9,11,26
09.10.2022 20:00,12,10,10,14,14,10,    # ,16,26,13,18,8,23,23,11,22,13,14,10,15,11,22,16,13,12,13,24,12,23,8,9,11,21
09.10.2022 21:00,14,11,10,15,12,11,    # ,15,20,15,20,7,19,22,15,26,8,12,8,13,10,13,15,14,12,12,22,10,18,9,9,13,18
09.10.2022 22:00,16,9,11,14,16,16,    # ,24,9,10,13,6,21,18,12,19,7,11,11,11,11,13,12,13,17,14,19,13,18,10,10,13,19
09.10.2022 23:00,17,9,10,14,17,12,    # ,16,15,7,10,6,14,14,14,22,5,11,11,13,12,13,12,12,11,13,20,9,21,10,9,12,18
09.10.2022 24:00,16,6,10,13,13,10,    # ,14,16,8,14,6,13,10,15,18,7,14,12,16,13,16,10,11,11,14,19,9,18,9,9,11,19
10.10.2022 01:00,19,7,10,12,14,8,    # ,12,2,8,15,5,13,7,12,15,8,19,17,21,14,17,11,12,10,8,15,4,12,10,9,9,11
10.10.2022 02:00,12,8,12,14,6,11,    # ,11,2,9,13,6,10,9,10,15,11,26,25,28,10,14,10,13,9,8,17,2,8,9,9,8,16
10.10.2022 03:00,7,11,14,16,10,14,    # ,11,6,9,19,9,10,11,12,16,10,21,25,25,12,9,10,12,10,10,14,3,21,6,9,9,18
10.10.2022 04:00,6,13,17,20,15,13,    # ,12,9,11,20,12,10,12,8,16,15,16,20,17,14,15,10,11,11,11,13,9,26,5,9,9,15
10.10.2022 05:00,5,17,19,23,17,18,    # ,10,11,12,19,15,12,15,9,17,21,13,16,17,17,19,10,12,12,12,14,11,14,5,9,9,13
10.10.2022 06:00,5,20,20,24,21,14,    # ,17,13,13,14,18,19,15,11,17,17,18,14,14,22,28,11,14,13,14,13,12,19,5,10,11,12
10.10.2022 07:00,6,30,14,16,27,10,    # ,17,13,12,15,35,20,14,12,19,8,14,13,10,31,30,13,18,16,21,13,11,17,4,11,13,18
10.10.2022 08:00,8,29,11,12,20,5,    # ,14,13,20,21,45,29,18,17,19,9,13,12,10,30,29,16,18,19,16,12,14,19,6,13,16,30
10.10.2022 09:00,8,28,8,12,21,6,    # ,14,10,18,13,43,39,5,22,22,13,14,12,10,26,33,13,18,19,22,7,11,9,7,14,17,27
10.10.2022 10:00,8,33,8,13,16,9,    # ,11,7,12,7,38,43,8,11,18,12,16,13,10,26,19,12,20,17,18,11,9,8,7,15,16,15
10.10.2022 11:00,7,27,11,14,18,10,    # ,13,2,12,8,27,40,10,14,17,11,16,13,11,28,18,13,19,17,17,16,12,3,9,17,17,17
10.10.2022 12:00,8,20,10,13,25,9,    # ,17,5,12,14,27,35,2,19,18,12,16,11,14,23,19,14,20,17,16,16,13,2,10,16,15,5
10.10.2022 13:00,9,15,10,12,24,10,    # ,18,9,10,9,23,29,3,16,14,14,16,13,17,23,20,15,22,18,18,15,7,2,11,14,13,10
10.10.2022 14:00,9,19,10,12,15,14,    # ,19,2,10,13,21,24,11,21,15,12,17,13,17,23,19,15,24,18,18,21,9,5,12,15,15,37
10.10.2022 15:00,11,20,12,16,20,12,    # ,19,2,12,15,20,20,13,15,21,8,21,15,22,19,20,15,23,18,21,26,17,12,11,14,18,34
10.10.2022 16:00,11,19,16,22,28,20,    # ,19,14,13,20,20,17,21,11,18,2,21,20,22,16,24,17,24,18,23,19,20,22,11,14,25,32
10.10.2022 17:00,11,22,19,25,25,25,    # ,19,12,18,24,21,18,26,17,18,2,24,19,25,16,28,25,25,21,28,26,37,19,16,17,29,47
10.10.2022 18:00,12,30,22,25,34,26,    # ,26,42,25,27,25,23,36,21,20,3,28,23,27,18,38,18,29,23,26,35,41,34,22,17,37,59
10.10.2022 19:00,13,39,28,26,35,35,    # ,32,39,29,32,35,28,43,19,26,7,34,30,27,21,46,17,35,28,29,31,46,41,20,17,39,49
10.10.2022 20:00,14,41,34,37,34,36,    # ,32,32,27,33,52,25,33,28,37,15,36,32,31,21,42,12,39,30,32,30,38,33,20,18,42,42
10.10.2022 21:00,14,41,43,39,47,36,    # ,34,37,23,29,52,27,26,25,20,16,35,30,33,30,43,11,34,35,27,36,33,32,18,25,43,40
10.10.2022 22:00,12,41,41,42,43,41,    # ,33,36,28,32,54,34,25,15,16,20,30,29,28,26,45,11,29,30,26,31,32,32,18,21,37,39
10.10.2022 23:00,12,38,34,35,32,33,    # ,34,25,26,26,51,35,23,18,11,23,23,21,23,23,35,12,28,33,22,36,31,26,18,21,32,36
10.10.2022 24:00,12,29,27,32,28,25,    # ,32,28,23,24,33,34,25,15,10,21,20,17,19,17,32,13,27,28,21,31,22,28,18,18,34,35
11.10.2022 01:00,11,26,23,25,25,18,    # ,28,18,20,27,23,20,10,11,9,24,18,12,17,12,32,11,26,26,12,13,22,22,20,16,32,28
11.10.2022 02:00,12,25,21,21,19,10,    # ,29,22,18,12,22,16,13,15,9,26,17,9,15,11,17,10,29,25,10,9,28,18,20,15,28,29
11.10.2022 03:00,14,24,19,21,21,18,    # ,28,14,15,19,26,15,19,8,8,26,17,8,15,12,17,12,24,26,17,9,20,18,26,13,26,24
11.10.2022 04:00,12,23,17,22,17,17,    # ,28,13,15,12,21,14,18,6,9,22,20,11,16,12,18,12,20,20,19,11,16,22,27,12,28,28
11.10.2022 05:00,12,27,17,21,17,16,    # ,28,19,17,15,23,15,20,12,10,18,19,12,14,14,22,11,19,19,18,14,21,18,21,13,26,28
11.10.2022 06:00,12,37,16,21,17,17,    # ,28,18,16,17,23,16,18,15,11,13,19,9,14,17,27,13,22,19,19,8,17,15,22,13,29,30
11.10.2022 07:00,11,40,16,20,21,16,    # ,27,24,14,20,26,34,20,16,20,14,20,11,20,23,32,14,26,19,21,12,11,19,20,14,28,36
11.10.2022 08:00,10,37,19,24,24,17,    # ,24,25,15,30,26,47,22,26,14,22,28,13,22,22,43,14,25,20,25,25,12,21,21,14,25,34
11.10.2022 09:00,12,35,23,31,23,18,    # ,20,24,17,29,24,19,23,32,12,23,24,17,23,23,46,14,26,19,20,30,10,20,23,18,14,21
11.10.2022 10:00,20,36,28,37,27,22,    # ,16,23,19,22,26,16,14,38,11,20,26,18,22,28,29,13,24,21,23,34,10,13,26,16,13,22
11.10.2022 11:00,22,29,21,32,22,16,    # ,16,22,20,21,26,27,5,30,11,20,27,18,25,29,23,12,26,24,29,9,8,9,27,13,12,18
11.10.2022 12:00,21,29,21,27,23,23,6,18,23,18,19,25,27,2,27,13,27,29,21,29,19,27,11,32,27,28,20,8,17,28,13,12,13
11.10.2022 13:00,28,30,23,29,20,21,10,16,21,15,15,22,26,14,26,18,30,27,21,27,21,26,14,37,34,17,17,8,8,25,14,12,16
11.10.2022 14:00,47,29,17,24,20,15,14,15,17,13,14,22,22,26,18,21,28,26,18,28,22,25,16,47,31,26,37,6,20,25,14,13,27
11.10.2022 15:00,37,27,16,24,18,15,11,13,13,18,29,21,20,23,17,18,25,26,16,25,22,35,13,40,30,27,32,2,34,25,15,13,20
11.10.2022 16:00,32,25,23,29,22,18,14,11,17,20,25,19,18,23,19,19,23,27,17,26,22,32,12,37,25,25,30,8,36,28,17,12,22
11.10.2022 17:00,36,28,18,22,21,19,13,14,42,27,20,24,18,25,16,21,26,27,20,28,19,45,14,38,25,29,27,12,33,25,21,12,28
11.10.2022 18:00,34,29,22,31,22,23,18,22,36,30,31,25,24,37,20,23,26,27,18,27,20,49,18,35,26,38,27,18,40,25,27,13,26
11.10.2022 19:00,33,30,27,34,27,20,12,34,37,33,30,32,38,40,26,28,12,29,21,30,25,36,22,37,30,45,27,19,28,25,33,15,32
11.10.2022 20:00,31,31,26,31,28,21,12,27,45,40,22,38,39,23,31,28,9,35,29,35,27,38,21,32,30,38,28,15,32,24,36,22,23
11.10.2022 21:00,33,26,25,35,22,22,8,26,37,34,22,37,39,21,27,27,13,36,28,36,27,29,21,25,24,31,21,8,40,18,35,21,27
11.10.2022 22:00,30,25,26,36,26,21,21,26,29,37,25,32,31,18,26,27,15,35,27,36,27,31,19,21,18,30,23,13,28,18,36,17,34
11.10.2022 23:00,38,24,28,35,25,25,13,22,28,34,22,30,37,17,30,26,8,36,29,37,28,30,15,21,18,23,23,17,25,20,36,14,29
11.10.2022 24:00,41,24,28,37,24,28,10,18,25,33,21,30,32,17,22,25,6,35,29,37,29,29,15,22,21,30,17,14,28,18,34,14,20
12.10.2022 01:00,45,25,32,39,11,29,10,15,10,35,12,31,31,5,35,26,16,35,30,37,28,35,15,22,20,24,22,18,29,14,36,14,18
12.10.2022 02:00,46,27,34,39,24,25,12,15,11,27,22,32,27,13,30,27,23,37,34,37,28,26,16,22,20,22,16,19,21,16,39,14,12
12.10.2022 03:00,44,29,37,43,31,29,10,14,20,28,25,33,26,18,30,28,24,36,37,38,28,32,16,22,21,29,20,13,28,17,41,13,23
12.10.2022 04:00,41,31,45,51,29,23,13,13,18,26,21,32,25,19,23,28,26,46,46,48,30,44,17,19,21,29,17,13,27,14,36,13,19
12.10.2022 05:00,38,30,51,62,38,26,12,17,19,24,20,31,26,13,27,25,31,54,51,53,36,37,17,20,22,24,18,11,27,14,34,13,16
12.10.2022 06:00,38,28,50,62,43,29,7,14,17,23,21,30,26,14,27,24,34,53,51,51,40,34,17,24,23,24,14,15,19,14,37,13,17
12.10.2022 07:00,34,34,48,61,39,39,2,16,18,27,24,30,28,18,26,33,31,58,45,51,41,37,18,26,25,22,23,16,22,15,40,14,27
12.10.2022 08:00,33,28,52,64,52,45,2,18,17,23,19,33,31,19,29,24,35,62,54,48,42,41,20,26,28,27,19,18,18,15,36,16,34
12.10.2022 09:00,32,38,51,60,47,38,3,19,14,24,28,34,27,18,38,23,31,50,46,38,44,35,21,27,28,22,24,12,6,14,30,17,32
12.10.2022 10:00,24,42,41,53,47,33,7,23,16,23,15,35,23,2,29,29,23,46,43,39,43,39,24,26,25,17,20,12,7,13,26,17,32
12.10.2022 11:00,27,49,38,42,32,34,11,27,8,23,12,35,20,2,23,29,21,39,39,36,36,37,26,28,26,17,31,12,5,14,24,19,28
12.10.2022 12:00,28,43,27,37,29,29,16,29,11,21,29,44,21,4,24,21,24,30,29,26,27,24,22,34,29,21,27,17,3,15,    # ,25,10
12.10.2022 13:00,28,44,26,35,25,15,16,30,14,20,28,48,22,12,28,22,26,30,25,23,23,21,34,69,31,24,31,2,11,16,18,28,24
12.10.2022 14:00,25,40,26,34,27,15,16,27,4,18,29,44,20,12,31,23,25,26,22,22,22,18,38,30,28,13,37,2,17,16,17,28,40
12.10.2022 15:00,21,40,27,34,32,24,13,24,2,16,17,39,18,21,27,22,24,24,22,23,19,4,36,28,26,24,14,14,22,16,18,33,25
12.10.2022 16:00,21,42,28,36,32,23,13,23,12,20,23,36,22,23,25,22,25,24,22,23,18,39,31,29,27,22,25,29,31,17,19,31,29
12.10.2022 17:00,23,37,25,36,28,25,13,26,38,23,41,33,30,37,27,20,23,27,27,27,19,59,30,32,31,26,37,33,33,17,18,35,31
12.10.2022 18:00,23,26,22,32,30,31,15,38,49,22,37,41,41,36,28,20,15,27,27,27,21,47,30,37,33,34,36,33,54,18,20,39,39
12.10.2022 19:00,23,33,23,35,27,32,18,46,45,23,37,38,61,28,30,22,17,26,19,24,23,59,31,40,35,36,42,35,36,19,22,41,40
12.10.2022 20:00,21,39,26,37,22,20,14,44,38,41,38,45,47,30,22,24,23,26,17,23,23,59,30,40,35,37,41,34,33,18,22,49,29
12.10.2022 21:00,21,40,25,39,31,15,15,48,45,34,29,43,43,33,30,23,25,23,19,25,25,62,33,33,39,39,38,32,32,16,20,41,33
12.10.2022 22:00,18,29,25,45,29,15,15,45,33,30,37,43,40,31,36,23,22,25,19,26,26,53,25,33,36,32,41,25,39,14,23,39,35
12.10.2022 23:00,18,27,25,41,30,16,15,40,31,31,32,40,34,26,33,25,14,27,20,25,25,40,17,39,32,40,27,27,28,16,21,38,39
12.10.2022 24:00,18,23,22,39,30,18,10,36,27,31,31,35,33,26,35,24,11,26,20,25,23,47,19,29,31,33,23,24,30,24,20,37,39
13.10.2022 01:00,16,21,17,27,10,36,9,36,33,31,36,23,33,30,32,22,5,28,19,23,26,45,19,26,30,35,23,28,34,33,19,35,35
13.10.2022 02:00,12,19,10,26,9,14,12,33,27,30,26,19,34,26,30,23,10,26,18,20,24,41,19,25,27,44,24,20,30,33,19,31,41
13.10.2022 03:00,19,16,8,16,10,8,13,29,32,29,30,17,29,21,29,22,9,19,15,15,19,43,19,25,21,41,17,23,23,37,18,30,40
13.10.2022 04:00,13,21,9,15,12,10,15,26,25,28,28,17,24,24,33,26,13,18,16,15,18,40,18,24,21,40,17,19,27,34,17,30,41
13.10.2022 05:00,16,22,9,15,16,10,12,29,27,27,23,14,26,23,26,23,10,12,12,11,17,40,20,22,21,44,21,20,32,28,21,35,36
13.10.2022 06:00,20,20,9,16,19,12,12,33,28,27,21,16,21,25,27,20,9,14,11,11,16,45,21,22,20,37,21,17,39,22,15,35,38
13.10.2022 07:00,19,24,11,19,27,16,14,34,28,27,26,18,21,28,22,21,8,18,14,13,16,43,19,21,20,68,19,20,34,20,16,29,46
13.10.2022 08:00,17,27,14,22,30,16,14,37,22,30,28,19,29,34,23,19,8,23,15,13,20,39,20,21,21,70,18,27,26,19,17,31,47
13.10.2022 09:00,16,28,18,27,36,19,26,36,16,27,18,21,33,38,18,19,12,28,18,17,18,31,19,23,23,54,19,25,21,22,18,33,41
13.10.2022 10:00,17,35,20,29,38,26,9,35,26,24,12,23,26,22,17,17,11,29,18,21,18,24,17,24,25,43,15,35,24,24,15,28,33
13.10.2022 11:00,18,33,19,27,28,21,16,40,26,23,14,22,23,30,20,18,7,25,16,21,19,18,17,28,30,57,10,25,17,23,16,26,16
13.10.2022 12:00,16,29,17,25,30,16,17,40,50,21,15,30,23,36,25,19,10,24,15,18,21,17,17,31,32,49,18,25,25,18,17,22,21
13.10.2022 13:00,16,23,15,20,26,18,18,38,15,22,12,31,41,28,29,19,6,24,    # ,19,22,9,17,24,22,39,18,30,27,19,16,17,26
13.10.2022 14:00,16,24,13,19,22,17,18,32,21,21,18,30,22,21,29,20,8,24,13,20,24,26,19,24,20,36,31,33,24,17,18,15,29
13.10.2022 15:00,15,25,13,19,26,22,11,27,23,18,17,28,20,9,25,21,10,23,15,18,23,29,23,27,23,20,25,37,26,16,19,17,36
13.10.2022 16:00,15,21,15,19,33,20,12,23,33,22,23,29,20,25,19,26,13,23,19,19,21,30,24,30,24,22,25,49,17,18,20,16,29
13.10.2022 17:00,15,22,17,22,31,20,13,25,31,28,12,30,19,25,25,28,17,23,22,19,23,32,24,31,24,26,27,38,22,19,25,17,24
13.10.2022 18:00,15,25,18,25,32,24,14,25,41,31,20,32,21,30,28,33,17,24,19,21,25,39,27,33,27,33,40,38,36,21,25,20,29
13.10.2022 19:00,16,27,21,27,40,31,9,26,38,32,25,37,28,31,23,32,18,28,16,24,26,47,28,40,28,33,27,41,44,23,25,24,31
13.10.2022 20:00,15,28,24,33,35,31,5,26,34,38,32,39,23,21,33,21,19,29,20,27,29,41,30,37,30,39,28,34,24,22,30,28,36
13.10.2022 21:00,16,22,30,32,36,25,15,26,30,38,30,38,32,24,31,18,24,31,22,29,30,41,29,35,35,39,27,32,32,22,26,28,34
13.10.2022 22:00,16,18,31,35,37,26,12,24,28,39,30,35,24,24,32,11,31,29,25,25,29,44,23,34,35,33,26,29,38,20,30,24,29
13.10.2022 23:00,14,14,28,29,37,33,5,26,27,37,29,33,33,26,28,6,26,29,21,27,24,39,19,34,31,29,11,22,28,20,27,24,27
13.10.2022 24:00,10,13,20,20,25,21,2,22,39,32,25,35,28,19,36,5,23,22,19,20,21,23,13,34,31,38,12,30,27,17,25,28,25
14.10.2022 01:00,6,13,9,10,4,6,2,22,24,27,32,34,26,38,25,5,18,13,13,10,21,23,14,33,34,32,14,30,23,3,26,15,25
14.10.2022 02:00,5,17,8,11,5,9,2,23,21,29,28,33,25,20,17,4,19,12,13,9,19,21,14,35,35,28,13,34,17,7,21,14,16
14.10.2022 03:00,4,20,9,11,8,8,2,23,26,28,22,31,24,18,3,5,16,8,10,6,16,24,12,32,33,27,14,23,18,8,18,16,21
14.10.2022 04:00,5,21,8,11,10,7,2,23,25,19,25,31,48,17,7,4,12,7,8,4,19,32,11,29,31,31,14,17,20,7,17,16,19
14.10.2022 05:00,5,23,10,12,11,9,2,22,26,8,25,31,37,16,8,3,7,9,9,4,18,23,10,28,30,34,16,16,17,5,13,18,20
14.10.2022 06:00,5,24,11,13,14,11,2,21,27,7,20,27,45,25,8,4,2,11,8,6,15,25,11,29,31,31,15,14,16,3,7,20,21
14.10.2022 07:00,5,23,12,15,16,13,2,22,26,8,20,29,30,26,10,6,2,13,9,7,16,31,12,30,31,37,19,13,20,3,8,20,22
14.10.2022 08:00,4,25,12,15,22,16,2,21,20,7,24,21,33,22,7,5,2,13,12,6,16,34,11,29,32,38,22,21,18,4,8,24,22
14.10.2022 09:00,3,23,9,12,21,7,2,21,16,7,23,20,32,14,12,6,2,13,12,7,20,34,10,30,33,49,28,9,14,5,9,24,28
14.10.2022 10:00,3,17,5,9,9,2,2,23,8,6,23,17,24,12,11,5,2,10,9,6,20,41,7,30,29,41,21,20,15,16,7,18,19
14.10.2022 11:00,3,16,5,8,14,2,4,24,15,6,9,15,23,11,13,5,2,10,10,4,15,16,6,26,21,36,11,17,21,16,5,14,17
14.10.2022 12:00,3,17,5,8,15,4,4,19,6,8,13,14,17,9,12,8,3,10,9,4,12,16,5,23,21,29,14,15,6,15,5,10,15
14.10.2022 13:00,4,14,5,8,19,5,5,13,4,6,12,11,13,9,7,9,6,12,10,6,10,17,6,18,18,30,15,14,13,15,5,10,10
14.10.2022 14:00,4,15,5,7,20,8,4,11,13,4,16,11,9,10,8,6,7,13,11,6,7,27,7,17,14,21,15,4,12,17,5,9,11
14.10.2022 15:00,5,13,5,8,19,9,5,11,8,4,9,10,8,17,7,8,6,14,10,10,7,18,9,16,12,21,15,8,15,17,6,9,12
14.10.2022 16:00,6,8,6,8,27,8,6,10,7,5,4,12,9,12,8,12,6,17,12,10,8,17,12,16,12,23,14,8,14,20,7,10,16
14.10.2022 17:00,6,8,7,8,3,8,6,10,21,12,14,11,15,14,7,17,5,20,11,9,10,26,15,22,14,22,16,26,27,18,9,11,18
14.10.2022 18:00,7,8,9,8,7,7,4,13,23,13,13,13,8,16,9,15,5,16,8,12,11,20,15,29,16,19,14,23,34,17,11,12,18
14.10.2022 19:00,6,11,11,11,14,11,2,17,38,21,20,16,7,27,9,12,6,19,7,15,12,33,19,30,20,20,15,11,27,14,12,13,18
14.10.2022 20:00,6,14,10,15,13,11,2,15,24,24,15,16,10,26,6,11,12,16,12,16,11,16,17,26,25,26,16,10,24,12,13,14,16
14.10.2022 21:00,6,10,10,15,17,10,2,12,28,22,9,17,17,17,5,12,10,16,10,13,12,11,15,26,24,16,15,10,13,13,15,7,12
14.10.2022 22:00,6,9,9,14,19,10,2,11,12,19,8,14,12,15,6,13,10,15,7,13,12,16,13,26,26,19,13,13,16,10,16,7,10
14.10.2022 23:00,5,9,7,13,14,11,2,10,2,17,12,13,10,4,8,9,14,14,6,12,8,17,15,27,25,17,15,2,12,5,13,7,6
14.10.2022 24:00,4,7,6,11,9,8,2,9,2,13,15,11,9,2,11,5,14,12,6,9,4,25,13,26,25,20,15,2,11,4,11,6,5
15.10.2022 01:00,4,8,5,7,9,5,2,5,5,12,22,11,8,4,9,5,12,10,4,7,3,17,14,26,24,14,10,2,11,4,11,6,2
15.10.2022 02:00,4,7,4,6,8,2,2,9,5,11,15,9,7,7,2,4,15,8,5,4,3,5,13,27,22,13,6,2,10,1,11,6,3
15.10.2022 03:00,3,3,3,8,4,2,2,9,9,9,9,10,7,9,3,4,17,7,5,3,3,4,11,27,24,10,5,2,5,1,9,6,5
15.10.2022 04:00,3,1,2,5,2,2,2,8,8,9,6,10,10,10,5,3,11,7,6,3,2,6,10,26,24,8,5,2,5,1,8,5,6
15.10.2022 05:00,2,0,2,3,2,2,2,5,6,8,5,7,2,6,5,3,5,6,4,1,2,7,9,27,22,9,5,5,6,0,7,5,6
