Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
08.04.2022 01:00,3,7,4,6,2,2,4,3,4,5,11,8,7,10,13,2,3,2,4,2,6,7,3,1,7,8,5,6,8,5,4,9,5
08.04.2022 02:00,2,9,11,14,2,2,2,3,2,7,10,8,7,8,7,2,2,3,5,3,5,12,5,0,6,2,5,2,3,4,3,12,5
08.04.2022 03:00,4,9,12,15,2,2,2,3,2,11,9,6,6,7,5,2,2,4,7,3,6,10,5,1,5,4,6,2,2,4,3,12,9
08.04.2022 04:00,5,8,11,13,6,3,3,4,2,10,9,6,6,6,9,5,3,7,15,8,10,9,6,2,5,6,6,4,5,4,5,12,11
08.04.2022 05:00,5,9,11,13,8,7,7,4,2,9,3,8,6,7,9,8,5,5,15,7,8,6,8,2,4,8,5,8,7,4,5,12,11
08.04.2022 06:00,5,10,10,10,6,6,3,4,3,7,9,9,6,7,10,5,5,4,13,5,6,8,9,5,4,8,6,6,6,4,4,12,11
08.04.2022 07:00,4,11,10,10,7,3,2,4,6,7,10,11,6,8,11,6,10,4,14,5,7,9,10,5,6,12,8,6,6,5,3,10,14
08.04.2022 08:00,3,10,11,12,8,4,7,4,10,5,11,11,6,8,6,11,10,4,19,7,7,7,10,9,7,8,7,3,3,6,3,10,22
08.04.2022 09:00,3,11,10,11,7,4,19,4,7,5,7,10,5,7,2,15,13,5,19,6,7,7,9,4,7,9,8,2,2,5,3,12,19
08.04.2022 10:00,2,11,8,11,6,4,17,5,2,5,11,9,5,7,5,5,7,4,14,5,6,7,11,6,7,10,13,2,2,6,4,11,19
08.04.2022 11:00,2,10,7,9,7,3,5,6,4,4,17,9,4,7,6,5,5,4,14,4,6,7,14,2,6,7,13,2,6,8,3,11,16
08.04.2022 12:00,1,8,7,8,7,4,6,6,14,3,16,14,5,8,7,8,5,3,10,5,5,5,22,4,6,11,10,9,11,5,3,9,22
08.04.2022 13:00,2,7,8,10,6,5,7,6,21,3,9,15,5,9,10,7,8,4,8,5,6,8,9,2,5,7,7,14,12,6,3,8,15
08.04.2022 14:00,2,6,6,7,7,6,7,6,17,3,6,12,4,7,13,5,3,4,9,5,5,5,12,2,6,8,5,10,12,5,3,4,6
08.04.2022 15:00,2,5,3,3,7,5,8,6,16,3,7,7,4,7,10,6,2,3,6,4,5,4,10,0,7,10,2,8,6,3,3,3,5
08.04.2022 16:00,3,6,3,4,7,2,3,5,12,4,6,13,5,7,6,10,2,2,5,4,5,4,7,2,7,12,2,5,6,1,4,3,2
08.04.2022 17:00,4,7,3,5,3,2,2,4,9,6,2,11,4,6,2,11,3,3,6,5,6,4,12,4,7,7,2,2,5,2,4,3,2
08.04.2022 18:00,4,5,2,4,2,2,6,4,7,6,2,11,5,15,2,6,2,4,6,4,6,3,11,9,10,6,2,2,4,2,5,5,2
08.04.2022 19:00,4,6,2,5,2,2,4,4,8,2,5,3,2,10,2,3,4,4,7,4,8,4,11,8,6,8,2,2,7,2,6,9,6
08.04.2022 20:00,4,7,2,6,2,2,2,4,8,2,8,5,3,10,3,2,4,5,7,3,11,5,7,4,5,9,3,2,8,1,3,10,9
08.04.2022 21:00,4,8,3,5,2,2,2,4,8,3,8,9,4,2,5,2,31,5,8,3,14,5,6,12,5,10,6,2,8,1,3,10,9
08.04.2022 22:00,4,10,3,5,2,2,3,4,11,2,8,6,3,2,7,2,11,5,7,3,9,4,10,5,5,6,8,2,6,9,6,10,13
08.04.2022 23:00,3,5,3,3,2,2,3,5,2,5,6,3,3,6,12,5,3,4,6,3,33,4,12,8,7,2,8,4,6,2,3,5,12
08.04.2022 24:00,2,3,2,4,4,3,2,4,5,8,5,2,3,5,10,5,2,3,6,2,10,4,3,3,6,3,4,3,7,3,3,3,2
09.04.2022 01:00,3,2,    # ,5,5,4,2,4,6,6,6,2,3,5,5,3,3,3,6,3,8,4,2,4,6,3,2,2,5,1,4,2,2
09.04.2022 02:00,4,2,3,4,2,3,2,3,4,4,2,1,2,3,5,2,3,3,6,3,7,1,2,6,6,2,2,2,2,0,5,4,2
09.04.2022 03:00,2,3,3,2,2,2,2,3,2,2,2,0,2,1,3,2,1,2,4,3,4,1,2,6,5,2,2,2,2,0,5,4,2
09.04.2022 04:00,1,6,3,2,2,2,2,4,2,2,2,0,2,1,4,2,0,2,3,3,2,2,2,4,3,5,2,2,2,1,3,6,3
09.04.2022 05:00,1,10,4,3,2,2,2,5,2,1,2,2,3,2,4,3,0,2,4,3,2,5,2,1,3,4,2,2,2,1,3,10,7
09.04.2022 06:00,3,12,6,5,2,2,2,6,2,3,3,7,6,5,5,2,0,3,7,3,3,7,2,1,3,2,2,6,2,2,3,13,13
09.04.2022 07:00,4,12,8,8,2,2,2,7,5,3,7,17,8,9,8,2,1,4,11,4,5,16,4,11,3,2,3,8,2,3,4,15,19
09.04.2022 08:00,4,14,11,10,2,2,2,7,6,4,10,17,8,9,8,2,2,5,12,5,6,16,7,7,5,6,8,8,2,5,5,14,15
09.04.2022 09:00,4,13,10,10,3,3,8,7,7,7,8,13,7,6,8,5,3,6,13,6,6,13,6,7,7,7,10,5,5,5,5,10,11
09.04.2022 10:00,5,11,7,7,8,7,9,8,6,6,7,15,8,6,7,8,2,6,15,7,7,11,6,10,6,6,11,7,7,5,5,8,13
09.04.2022 11:00,5,11,6,8,10,8,11,8,8,4,9,15,7,7,2,6,5,3,10,5,4,10,9,11,4,8,10,6,8,5,5,8,7
09.04.2022 12:00,4,11,7,9,11,5,4,8,9,3,9,16,8,9,4,6,5,4,11,7,4,9,6,10,4,10,11,5,8,5,4,8,10
09.04.2022 13:00,4,9,6,9,12,6,8,8,6,3,9,13,7,7,7,7,3,4,11,7,5,7,3,14,4,6,12,6,2,6,3,7,14
09.04.2022 14:00,4,9,6,9,13,6,12,8,2,3,5,14,6,6,5,6,4,4,10,8,4,6,6,2,4,5,7,5,2,4,3,8,14
09.04.2022 15:00,3,7,6,9,12,7,5,8,5,2,10,16,6,5,4,7,5,5,10,7,4,5,5,2,4,6,12,5,2,3,3,5,20
09.04.2022 16:00,3,7,6,10,10,6,2,8,5,2,13,16,6,5,2,6,6,6,11,9,5,5,3,3,4,7,13,7,5,5,3,5,4
09.04.2022 17:00,5,8,6,12,8,5,2,8,5,3,15,17,6,6,6,5,6,6,13,9,8,5,12,2,5,6,11,6,10,6,4,6,9
09.04.2022 18:00,5,6,7,11,9,6,6,7,6,4,4,18,7,6,4,6,4,6,14,10,10,6,6,2,5,7,11,6,9,4,4,6,12
09.04.2022 19:00,5,7,7,15,10,4,7,8,5,5,9,26,9,8,6,8,8,6,14,8,16,6,13,3,7,11,10,7,6,2,4,6,6
09.04.2022 20:00,6,9,9,20,11,4,2,8,11,6,8,19,13,9,9,8,8,7,18,8,14,8,5,20,7,11,7,11,14,4,5,7,9
09.04.2022 21:00,6,9,11,18,18,5,5,8,8,6,7,19,9,10,8,10,8,8,20,10,14,12,7,15,6,9,7,11,11,4,5,8,11
09.04.2022 22:00,6,7,12,16,16,5,5,7,11,5,11,8,4,7,6,8,8,7,18,9,13,13,10,7,7,9,4,11,7,21,5,7,10
09.04.2022 23:00,5,6,10,13,11,6,2,7,4,8,8,12,5,6,8,9,7,6,21,6,10,13,11,4,9,15,3,10,5,8,5,7,10
09.04.2022 24:00,5,7,9,12,8,7,2,7,3,6,9,11,5,6,10,6,6,6,16,4,12,8,8,5,8,8,5,10,8,4,5,8,14
10.04.2022 01:00,6,8,11,15,3,7,6,8,7,5,8,8,5,6,12,2,7,6,17,5,15,6,5,4,8,6,5,9,9,3,5,8,13
10.04.2022 02:00,7,9,10,14,6,6,12,8,6,7,5,7,4,6,12,2,6,7,19,7,18,7,3,5,8,5,6,4,2,3,5,8,13
10.04.2022 03:00,6,8,9,12,11,6,7,9,8,9,6,7,5,6,11,3,7,6,15,8,15,7,5,5,8,6,6,4,2,3,5,9,8
10.04.2022 04:00,6,8,8,11,9,5,5,10,7,10,9,7,6,6,7,5,7,6,14,8,11,7,8,5,8,8,5,7,4,2,5,9,10
10.04.2022 05:00,6,10,8,11,8,4,3,9,7,9,6,6,7,6,4,6,8,5,13,9,8,8,9,6,8,10,3,8,8,2,5,9,12
10.04.2022 06:00,6,11,9,15,9,5,3,9,6,9,10,6,7,8,6,7,6,5,13,10,8,9,9,7,8,10,3,10,6,3,5,10,11
10.04.2022 07:00,6,13,8,13,9,6,5,10,6,9,9,6,7,8,8,6,8,6,12,10,8,9,6,9,9,4,6,7,4,5,5,10,10
10.04.2022 08:00,5,12,9,12,10,6,5,9,8,7,6,6,8,7,9,6,9,7,14,10,9,10,5,7,8,2,6,2,5,20,5,9,5
10.04.2022 09:00,6,11,9,12,10,6,4,9,6,8,2,8,8,7,6,6,8,8,16,11,11,9,2,6,9,3,6,2,5,5,6,9,8
10.04.2022 10:00,5,9,7,9,13,8,4,9,8,9,2,7,7,6,7,8,7,6,12,10,9,8,2,7,9,5,11,5,2,6,7,8,9
10.04.2022 11:00,4,7,6,8,8,9,6,9,6,8,10,8,6,5,3,6,5,6,10,9,7,7,3,12,6,4,13,7,2,5,6,7,6
10.04.2022 12:00,4,7,6,10,7,4,11,8,2,6,9,10,7,6,3,6,5,5,10,8,7,7,6,12,5,5,7,6,2,4,6,6,6
10.04.2022 13:00,3,8,6,10,8,3,8,8,2,6,7,13,8,6,3,5,5,6,11,8,6,7,5,7,4,5,8,6,2,4,4,7,11
10.04.2022 14:00,4,6,7,9,9,6,5,8,2,7,10,15,7,5,3,5,5,8,15,10,12,6,4,3,5,2,9,5,4,6,4,7,14
10.04.2022 15:00,4,7,7,10,5,5,5,8,2,6,12,11,8,6,2,7,5,8,12,9,13,8,10,3,4,4,11,8,6,3,5,7,15
10.04.2022 16:00,4,6,9,14,6,5,5,9,2,6,10,8,8,5,3,10,4,8,11,10,14,6,9,5,5,9,9,8,9,3,6,7,11
10.04.2022 17:00,6,5,7,11,8,4,11,8,2,7,8,6,7,5,8,8,4,10,13,11,19,8,5,28,5,4,10,9,2,3,6,8,7
10.04.2022 18:00,5,8,9,15,10,3,7,8,4,9,11,6,9,5,8,3,4,10,16,10,23,8,8,10,6,4,5,9,5,4,7,10,13
10.04.2022 19:00,5,10,9,19,10,2,2,9,12,9,12,7,10,7,10,3,5,10,18,12,15,9,11,36,8,10,10,8,10,10,7,11,10
10.04.2022 20:00,5,15,12,21,11,5,2,10,13,11,16,13,10,8,14,7,9,10,17,9,16,9,14,26,12,10,11,12,23,10,8,14,19
10.04.2022 21:00,6,21,13,18,10,7,2,10,17,12,15,12,10,11,19,10,14,14,17,9,15,10,16,13,12,13,11,7,14,5,8,13,10
10.04.2022 22:00,5,23,10,14,10,8,2,10,23,9,20,11,9,10,28,9,16,19,18,9,13,13,23,15,13,15,13,16,10,6,9,13,15
10.04.2022 23:00,3,22,12,16,6,8,3,11,25,9,16,9,9,9,13,10,9,18,17,7,12,12,24,8,13,13,13,13,10,6,7,15,22
10.04.2022 24:00,2,24,13,17,10,10,2,12,23,10,19,10,13,9,14,10,10,11,13,8,9,13,28,5,12,21,9,13,16,6,6,18,24
11.04.2022 01:00,3,19,15,18,18,10,2,13,16,9,7,14,14,9,10,12,7,10,13,7,8,13,32,5,13,19,8,8,14,7,5,17,16
11.04.2022 02:00,3,15,19,18,10,11,2,15,13,10,12,14,13,9,17,8,5,8,10,5,6,12,19,5,13,12,12,3,9,10,5,18,14
11.04.2022 03:00,2,15,16,19,12,11,2,14,14,8,18,16,14,10,9,11,9,7,10,4,5,12,17,5,12,14,9,5,10,9,6,17,15
11.04.2022 04:00,2,15,16,18,12,11,2,14,11,9,19,20,12,10,11,14,7,6,10,4,5,14,16,6,19,12,8,6,19,8,7,17,17
11.04.2022 05:00,2,19,16,21,12,10,2,14,11,14,16,21,11,11,14,7,4,5,12,5,6,16,18,7,19,11,8,7,11,9,6,18,13
11.04.2022 06:00,2,25,15,24,18,13,2,14,21,12,17,21,12,15,11,13,4,4,16,5,7,19,25,7,20,23,12,11,15,9,8,19,18
11.04.2022 07:00,2,33,14,22,19,13,2,17,16,16,14,18,13,19,13,16,9,5,14,5,10,20,35,9,20,14,13,10,13,9,11,22,19
11.04.2022 08:00,1,35,13,18,18,12,2,18,2,10,18,21,14,19,13,13,6,5,15,7,13,18,33,8,20,18,15,10,8,8,8,23,39
11.04.2022 09:00,1,24,12,13,20,9,6,20,2,11,14,22,15,21,2,10,5,7,16,7,16,14,41,6,21,8,13,17,8,7,7,19,30
11.04.2022 10:00,1,15,8,11,14,6,8,20,44,11,13,19,12,20,2,8,4,7,15,9,17,11,26,4,19,9,19,10,13,6,7,14,22
11.04.2022 11:00,2,11,8,12,12,8,7,17,2,10,18,16,9,16,5,5,6,7,13,9,17,8,14,5,13,13,17,8,8,6,7,12,4
11.04.2022 12:00,3,11,7,11,9,10,6,15,2,9,12,17,11,11,7,4,7,8,12,10,18,7,12,5,8,8,12,10,3,5,8,9,2
11.04.2022 13:00,5,10,8,12,8,8,5,13,4,8,17,17,13,12,8,3,9,9,12,13,14,6,9,4,8,5,14,8,7,4,7,9,3
11.04.2022 14:00,6,9,9,15,10,6,5,13,6,8,12,16,14,11,7,3,7,9,10,11,14,5,7,4,8,5,11,2,6,5,7,9,10
11.04.2022 15:00,6,8,7,13,12,6,4,13,2,9,12,14,12,11,4,5,6,7,11,12,13,5,13,7,9,9,9,5,6,5,7,8,12
11.04.2022 16:00,8,9,8,14,7,5,4,12,36,10,19,11,10,13,7,5,7,10,11,12,13,6,17,10,10,18,16,7,7,6,7,9,6
11.04.2022 17:00,8,10,9,17,8,4,4,13,44,12,10,11,11,12,7,7,11,9,10,13,17,7,15,24,10,10,9,7,11,6,8,8,8
11.04.2022 18:00,9,10,10,19,7,2,2,13,12,12,23,11,13,13,6,7,11,12,13,12,16,9,26,21,11,7,11,11,9,7,11,8,12
11.04.2022 19:00,9,13,11,21,7,2,2,14,16,15,18,13,15,15,10,5,12,18,16,16,24,9,24,19,12,11,14,11,20,8,11,9,13
11.04.2022 20:00,9,21,13,24,9,3,2,18,15,17,14,18,18,25,17,7,34,17,26,22,29,13,20,13,13,21,10,10,25,8,13,12,16
11.04.2022 21:00,8,20,12,24,12,6,2,15,29,16,27,11,21,15,19,12,22,17,22,20,23,15,22,22,16,27,14,7,20,7,12,10,12
11.04.2022 22:00,8,17,12,19,15,6,2,16,17,15,25,14,20,11,14,12,18,14,15,11,20,15,22,12,18,31,14,10,19,6,11,13,12
11.04.2022 23:00,7,17,13,18,15,7,2,17,25,13,32,15,19,9,15,16,14,13,16,12,20,14,25,9,15,26,12,13,17,5,16,14,33
11.04.2022 24:00,7,16,12,17,11,8,2,16,21,12,20,13,19,8,17,16,19,12,18,14,18,14,24,7,14,21,9,12,16,5,16,15,21
12.04.2022 01:00,8,16,12,17,7,9,2,19,11,16,21,12,15,8,11,14,12,12,20,12,18,13,30,6,13,18,13,22,16,6,15,16,14
12.04.2022 02:00,8,17,12,18,12,10,2,18,18,13,21,10,13,8,14,13,12,12,17,11,16,12,19,5,14,16,10,8,12,9,12,16,12
12.04.2022 03:00,7,17,13,19,17,13,2,18,12,13,25,9,11,8,9,12,9,10,17,11,16,13,14,5,13,15,12,3,10,11,11,16,13
12.04.2022 04:00,7,16,13,21,17,11,3,18,16,9,16,10,12,10,8,15,14,10,17,9,14,13,21,5,13,16,10,8,18,10,12,16,14
12.04.2022 05:00,6,19,16,24,20,12,2,17,13,11,25,11,13,11,12,14,13,9,17,10,13,14,29,5,14,20,12,10,16,10,12,16,20
12.04.2022 06:00,6,24,19,27,20,18,2,19,26,15,23,13,14,18,15,16,10,10,20,10,12,16,34,7,14,22,17,11,19,10,13,16,29
12.04.2022 07:00,5,31,23,30,28,19,3,18,20,13,21,13,11,21,15,16,13,11,22,12,13,17,46,10,16,26,25,16,13,8,15,18,26
12.04.2022 08:00,4,26,20,26,26,19,8,19,2,9,35,13,11,18,6,10,17,11,28,14,15,18,29,10,16,13,11,9,5,8,10,16,31
12.04.2022 09:00,6,17,19,20,19,16,11,19,2,8,11,14,11,12,12,10,15,10,26,16,    # ,16,31,6,15,11,7,26,6,8,8,13,25
12.04.2022 10:00,6,12,14,19,20,8,9,19,2,8,16,18,11,11,8,8,17,10,19,11,12,16,18,7,13,13,15,5,10,6,7,11,16
12.04.2022 11:00,6,10,14,18,10,10,5,15,3,9,12,20,11,12,8,8,19,12,15,    # ,13,15,12,8,11,10,12,6,8,8,11,10,4
12.04.2022 12:00,6,8,12,19,12,8,4,14,3,10,6,21,13,12,4,6,20,13,15,    # ,13,15,8,    # ,9,10,13,8,6,11,8,9,5
12.04.2022 13:00,10,7,13,18,14,6,5,14,3,14,6,16,15,14,5,5,19,15,18,13,22,15,7,13,9,10,10,4,2,13,8,10,9
12.04.2022 14:00,12,6,10,16,12,7,6,14,16,15,7,21,18,17,6,3,19,15,22,20,27,14,6,35,10,10,11,2,2,11,9,10,11
12.04.2022 15:00,12,6,10,16,10,8,5,14,6,16,7,26,18,12,4,5,19,14,22,22,27,9,9,12,11,10,11,3,5,9,13,8,10
12.04.2022 16:00,13,6,8,11,9,6,4,13,5,14,9,20,17,8,4,5,19,11,20,19,25,9,14,12,13,14,10,7,6,9,11,6,10
12.04.2022 17:00,15,6,8,13,7,3,2,13,7,12,14,16,15,9,7,4,13,11,16,14,22,18,18,24,16,15,14,9,12,9,12,6,15
12.04.2022 18:00,20,7,12,18,6,2,2,13,6,12,11,12,13,12,9,5,9,14,15,13,21,13,17,13,18,10,13,12,13,8,10,6,13
12.04.2022 19:00,19,8,12,20,9,2,2,13,18,23,11,11,11,15,11,6,11,17,16,12,19,9,17,9,20,17,13,8,17,7,10,6,12
12.04.2022 20:00,15,15,12,20,7,3,2,15,20,23,14,18,13,21,16,8,20,15,18,14,21,11,22,41,22,33,21,11,35,6,21,10,21
12.04.2022 21:00,12,19,11,24,9,5,2,17,22,20,26,15,19,16,14,11,28,21,18,14,21,14,28,50,22,30,25,11,25,6,12,12,19
12.04.2022 22:00,11,23,11,14,9,5,2,16,30,29,23,15,20,14,21,15,18,23,15,13,17,11,37,14,22,38,20,14,30,7,15,15,24
12.04.2022 23:00,11,16,10,15,13,6,5,19,25,24,24,12,18,13,16,16,14,14,19,13,19,14,28,11,22,36,21,14,19,8,20,17,13
12.04.2022 24:00,9,20,12,18,13,8,5,19,24,19,24,11,16,13,14,17,21,11,24,16,22,14,31,9,18,26,18,9,21,8,18,17,17
13.04.2022 01:00,7,20,16,17,16,12,5,18,18,17,22,11,18,11,11,12,28,12,26,14,21,15,40,10,15,21,15,4,23,6,18,18,15
13.04.2022 02:00,6,22,18,17,14,16,4,15,13,15,25,12,17,12,12,12,20,12,18,13,19,16,28,10,13,19,13,3,20,6,16,16,8
13.04.2022 03:00,5,20,17,16,11,6,4,15,16,20,22,13,17,17,13,16,15,12,18,14,18,15,27,10,12,20,14,4,16,10,15,16,12
13.04.2022 04:00,5,20,16,18,12,9,4,15,16,14,27,13,18,15,12,7,18,10,22,15,24,16,28,15,13,20,13,5,24,12,14,22,29
13.04.2022 05:00,5,23,19,23,15,9,2,14,24,18,27,13,18,15,13,14,16,10,29,16,21,15,34,15,13,21,16,8,21,11,13,22,29
13.04.2022 06:00,7,28,24,30,24,12,5,16,21,19,27,15,18,16,14,20,19,10,29,20,23,15,48,13,16,33,20,14,24,12,13,24,45
13.04.2022 07:00,8,31,29,34,28,20,8,17,31,18,26,20,20,17,22,16,23,16,42,27,26,17,46,11,17,25,23,19,28,11,17,24,38
13.04.2022 08:00,9,37,30,36,40,21,17,19,16,18,27,18,18,19,16,13,22,17,47,29,31,19,43,12,17,18,40,13,6,12,19,22,35
13.04.2022 09:00,9,28,27,35,28,20,26,21,2,16,24,16,16,21,17,18,22,25,38,28,23,18,36,12,19,13,41,14,5,13,18,21,38
13.04.2022 10:00,9,25,29,41,34,17,17,22,5,17,26,18,17,15,17,15,21,22,33,23,22,18,21,10,19,12,18,15,15,12,14,21,23
13.04.2022 11:00,15,20,27,40,26,22,14,20,8,17,18,23,20,17,12,16,21,26,44,33,21,20,19,10,21,22,20,14,7,11,16,22,11
13.04.2022 12:00,19,16,27,40,29,20,14,19,17,17,22,25,21,18,11,15,27,29,34,25,29,21,20,9,20,15,19,9,10,10,15,23,16
13.04.2022 13:00,22,13,27,36,23,18,12,19,13,12,17,25,19,17,14,14,29,31,32,25,35,19,10,13,23,13,20,6,16,11,    # ,25,26
13.04.2022 14:00,59,12,20,27,20,10,10,19,8,12,13,22,19,19,10,17,29,34,29,27,35,14,20,34,24,16,17,4,15,13,15,23,28
13.04.2022 15:00,42,11,14,24,14,15,7,19,13,    # ,17,19,20,18,11,14,29,38,32,29,37,10,18,35,23,18,20,9,15,16,16,21,20
13.04.2022 16:00,44,12,14,24,16,9,7,19,10,22,17,18,17,14,13,15,22,36,33,29,36,9,26,18,20,20,24,12,15,20,15,14,21
13.04.2022 17:00,46,11,14,25,12,8,8,18,12,27,12,15,14,15,16,18,19,26,30,27,33,10,22,22,19,19,24,10,18,17,17,14,26
13.04.2022 18:00,42,12,17,26,13,6,10,18,15,24,18,16,17,16,13,20,19,28,31,28,35,9,29,22,21,26,22,13,24,13,18,13,22
13.04.2022 19:00,50,14,23,38,17,6,6,18,18,33,20,17,20,26,21,22,21,29,36,31,39,8,28,15,26,28,23,14,25,10,25,13,13
13.04.2022 20:00,25,20,26,41,24,8,5,20,22,36,22,23,31,25,29,20,30,30,41,34,42,10,26,30,26,26,30,20,29,8,23,18,21
13.04.2022 21:00,27,32,28,36,26,16,9,25,31,32,31,32,33,26,30,24,17,32,55,42,41,15,35,28,29,26,29,18,33,8,20,27,30
13.04.2022 22:00,26,26,35,43,31,18,10,27,56,44,36,33,24,30,24,22,16,30,57,42,46,22,41,19,30,27,5,20,34,10,23,33,44
13.04.2022 23:00,27,28,40,40,34,23,12,29,38,25,47,31,21,30,23,22,18,31,51,44,48,23,44,17,27,34,2,11,25,12,25,31,31
13.04.2022 24:00,27,29,38,41,35,26,10,29,31,23,47,28,26,26,23,24,16,33,50,45,58,20,45,18,24,27,2,14,19,12,29,31,29
14.04.2022 01:00,28,29,30,34,25,24,8,27,23,21,39,23,26,28,28,21,12,37,48,50,48,20,36,15,21,25,5,16,24,11,21,26,41
14.04.2022 02:00,29,29,30,34,18,26,7,26,20,20,21,20,22,26,21,11,13,37,39,41,36,20,39,14,22,27,7,16,18,14,20,28,31
14.04.2022 03:00,29,25,30,34,27,19,11,28,8,25,27,21,20,28,22,16,15,28,33,31,33,19,38,13,21,27,19,5,20,15,20,27,36
14.04.2022 04:00,27,28,25,31,25,22,12,29,14,26,34,21,19,27,20,18,18,26,33,30,31,21,39,13,21,21,20,12,23,16,20,27,18
14.04.2022 05:00,23,26,25,37,28,20,11,27,19,22,29,22,22,28,19,29,18,28,33,29,27,21,37,13,22,28,21,16,18,16,20,26,33
14.04.2022 06:00,20,31,26,43,24,26,11,28,17,26,30,19,22,28,24,23,17,28,38,30,28,25,34,12,24,26,20,18,22,16,21,28,27
14.04.2022 07:00,15,33,28,41,27,27,13,28,27,36,27,23,24,27,20,25,19,26,41,31,31,26,55,19,24,26,26,16,16,16,19,30,49
14.04.2022 08:00,13,39,28,43,36,26,24,29,15,23,26,22,23,28,24,23,21,27,44,28,32,31,57,20,24,18,21,39,11,15,17,39,68
14.04.2022 09:00,18,37,25,39,39,28,19,30,25,24,32,22,22,31,31,27,15,30,42,27,32,28,51,13,25,16,47,37,10,15,16,40,43
14.04.2022 10:00,27,37,23,39,28,17,12,37,5,26,18,27,27,24,28,29,17,33,43,30,36,29,37,10,26,16,36,17,19,15,23,50,38
14.04.2022 11:00,26,32,23,37,26,17,18,34,38,31,19,32,26,20,24,26,18,31,41,30,37,30,29,11,30,24,39,23,21,16,25,46,30
14.04.2022 12:00,21,25,23,37,22,18,20,34,23,31,23,35,23,19,16,37,21,30,42,28,35,26,25,25,30,20,35,19,25,17,24,40,35
14.04.2022 13:00,21,26,21,32,23,15,16,33,28,28,24,33,24,18,19,17,23,32,37,25,29,20,19,21,29,18,34,16,7,14,25,40,26
14.04.2022 14:00,26,31,17,27,20,12,14,26,17,26,23,30,21,20,18,23,25,28,32,23,29,19,23,18,25,19,26,17,21,15,24,39,34
14.04.2022 15:00,22,32,14,23,20,10,9,23,24,21,17,25,18,18,14,20,27,30,25,19,24,16,19,16,28,19,32,11,28,15,21,33,38
14.04.2022 16:00,20,31,16,26,18,12,15,21,20,22,18,24,17,17,11,19,29,20,29,18,26,16,20,16,28,24,31,12,28,15,19,26,31
14.04.2022 17:00,18,31,14,24,20,12,14,20,23,22,26,22,16,16,15,22,20,17,24,14,26,19,25,18,23,19,32,15,26,23,25,19,27
14.04.2022 18:00,22,39,15,25,16,13,14,21,28,21,21,23,18,15,16,23,13,13,23,15,26,18,22,26,26,19,23,13,50,21,22,14,20
14.04.2022 19:00,27,36,19,31,20,13,12,27,26,22,23,23,19,18,17,18,13,14,28,18,26,21,35,30,25,21,6,30,38,22,17,12,39
14.04.2022 20:00,19,28,26,43,26,16,16,36,15,20,26,26,21,21,24,19,17,17,33,16,31,36,30,37,31,26,6,12,25,22,16,11,9
14.04.2022 21:00,15,28,32,46,30,22,17,39,47,32,17,28,23,27,34,24,25,17,37,20,30,51,45,40,30,27,13,9,24,19,22,12,8
14.04.2022 22:00,18,29,35,49,32,26,20,37,44,36,19,31,25,27,11,26,27,18,40,24,32,64,33,36,32,26,15,11,29,18,31,11,14
14.04.2022 23:00,23,31,37,50,37,37,18,31,39,33,23,27,22,27,16,26,30,16,37,24,36,38,25,32,29,24,11,15,26,18,24,13,14
14.04.2022 24:00,27,32,44,53,30,62,17,30,24,31,23,29,26,29,11,23,36,21,38,24,38,34,51,27,27,    # ,13,11,25,9,31,17,11
15.04.2022 01:00,23,34,39,44,13,26,16,29,26,35,10,41,35,31,11,23,45,25,39,25,35,33,55,23,27,    # ,16,10,21,9,24,15,14
15.04.2022 02:00,19,38,37,49,20,25,20,26,26,21,19,43,36,35,15,17,47,27,43,28,35,31,23,21,26,    # ,16,9,21,6,22,15,24
15.04.2022 03:00,25,36,37,50,20,25,21,24,21,21,24,39,31,36,13,36,42,33,46,35,39,27,24,24,31,24,18,9,22,17,22,14,20
15.04.2022 04:00,29,34,35,46,20,20,21,19,14,25,15,35,28,39,8,27,43,39,46,39,37,21,27,27,34,26,22,9,19,23,24,14,18
15.04.2022 05:00,30,31,34,45,19,21,21,17,10,31,20,35,28,46,11,25,40,41,46,40,35,18,28,31,37,28,26,5,25,18,25,13,15
15.04.2022 06:00,39,22,34,46,21,23,19,15,10,34,20,36,29,41,11,19,40,42,52,45,42,15,23,39,40,26,14,9,21,15,27,14,12
15.04.2022 07:00,42,21,34,45,21,26,19,16,9,36,18,34,27,29,10,19,40,38,51,44,40,12,15,45,41,23,15,10,15,14,28,14,20
