Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
03.04.2022 21:00,7,15,10,16,9,6,7,8,11,8,10,18,12,9,16,12,7,7,15,9,13,8,9,20,11,13,9,18,16,5,8,49,26
03.04.2022 22:00,7,15,12,16,13,8,6,9,15,10,11,29,11,11,13,15,7,7,14,9,12,13,14,21,10,15,8,14,13,6,9,81,22
03.04.2022 23:00,7,15,15,18,13,9,8,10,16,10,8,16,10,9,18,10,6,7,17,9,8,14,17,9,11,8,9,11,7,6,9,20,22
03.04.2022 24:00,7,16,14,16,11,9,4,9,20,10,10,26,8,9,22,13,7,7,14,10,10,12,16,8,10,10,10,13,7,7,8,8,13
04.04.2022 01:00,6,14,15,15,9,9,2,9,32,10,7,25,8,11,11,7,8,9,16,11,12,12,13,8,10,12,7,12,6,8,9,8,21
04.04.2022 02:00,6,14,14,14,11,12,8,7,18,14,7,11,9,10,13,6,10,11,15,12,13,14,10,9,9,7,8,15,7,8,10,7,17
04.04.2022 03:00,6,13,13,13,8,10,11,8,10,14,7,9,10,11,9,10,10,11,13,11,10,15,15,9,9,7,5,13,10,8,10,7,11
04.04.2022 04:00,5,13,11,12,9,9,5,8,10,15,11,9,9,11,10,17,9,11,18,11,12,16,14,11,11,8,6,7,13,9,11,8,9
04.04.2022 05:00,4,17,11,14,9,11,12,10,14,16,12,12,9,14,18,10,10,11,22,13,12,16,20,10,12,10,9,8,12,9,12,9,15
04.04.2022 06:00,4,18,10,15,8,8,9,11,15,17,17,14,11,14,14,12,12,12,24,14,13,16,24,10,15,16,7,10,17,10,13,12,15
04.04.2022 07:00,4,19,14,19,14,11,10,12,16,22,15,16,11,13,26,15,15,10,33,17,17,18,31,15,19,20,10,15,18,8,16,17,19
04.04.2022 08:00,4,23,14,19,17,11,14,13,8,20,18,14,13,14,18,6,17,8,34,15,23,19,37,23,23,16,12,17,6,17,16,18,17
04.04.2022 09:00,3,20,10,19,26,11,12,15,5,19,2,16,12,12,4,9,21,9,32,13,15,19,21,13,21,13,11,25,4,8,12,15,17
04.04.2022 10:00,5,16,9,20,21,8,16,16,21,15,6,14,11,13,8,18,18,9,23,12,15,12,17,10,16,11,23,18,8,10,10,11,16
04.04.2022 11:00,8,16,9,23,18,8,16,13,6,12,17,12,8,12,18,11,24,10,22,12,15,10,14,47,13,15,20,8,10,8,10,9,28
04.04.2022 12:00,10,16,12,25,14,7,8,13,22,10,8,15,8,10,22,8,20,14,24,12,18,12,12,11,13,17,17,16,12,8,9,9,19
04.04.2022 13:00,13,18,13,21,18,8,3,12,10,9,11,18,11,10,11,7,19,18,30,16,21,13,14,11,13,11,16,6,3,8,8,10,18
04.04.2022 14:00,15,17,13,21,19,10,9,12,7,10,10,21,12,11,10,8,17,20,27,19,21,12,17,9,12,6,15,11,7,8,9,10,22
04.04.2022 15:00,16,15,14,22,17,8,10,12,7,10,12,19,13,13,11,10,15,24,31,23,24,15,13,8,14,13,14,12,11,8,9,12,20
04.04.2022 16:00,16,16,15,21,20,8,8,13,17,12,17,15,13,14,18,10,17,21,27,23,24,17,19,14,16,16,17,12,10,8,10,13,17
04.04.2022 17:00,14,15,15,21,19,8,8,14,23,13,18,16,16,14,13,12,17,18,26,22,25,19,19,13,17,14,17,13,15,9,11,11,15
04.04.2022 18:00,13,15,15,22,17,9,7,14,15,14,14,16,16,15,16,11,17,18,25,20,25,18,16,12,17,10,16,11,16,8,11,13,20
04.04.2022 19:00,15,16,14,20,15,8,5,15,18,14,9,14,12,13,14,12,17,17,27,19,26,12,18,24,19,13,14,12,22,14,12,13,17
04.04.2022 20:00,16,16,14,20,16,8,6,15,20,14,14,11,9,11,21,14,17,18,26,19,25,10,18,22,20,16,16,13,10,13,14,14,15
04.04.2022 21:00,17,16,12,15,12,7,11,14,21,10,10,11,10,11,12,15,14,17,26,18,25,9,16,27,18,9,11,9,7,11,12,16,17
04.04.2022 22:00,19,16,10,13,9,6,5,15,16,10,14,13,11,11,11,13,16,18,26,18,24,9,17,32,20,12,10,15,9,11,9,18,15
04.04.2022 23:00,15,16,9,12,5,7,9,16,23,11,15,13,10,12,11,10,16,19,27,19,26,9,19,18,20,11,13,16,13,11,10,20,19
04.04.2022 24:00,16,16,9,11,2,3,12,16,16,12,12,8,7,10,14,7,10,15,20,14,16,10,15,14,20,8,14,21,11,11,8,19,18
05.04.2022 01:00,19,16,8,10,8,2,7,15,39,9,17,6,6,9,9,10,10,14,20,15,17,10,9,13,15,10,14,14,11,10,7,16,9
05.04.2022 02:00,10,16,7,8,10,5,12,13,16,9,16,8,6,7,11,3,12,11,17,12,16,12,11,11,13,12,14,16,8,10,7,15,11
05.04.2022 03:00,9,15,6,8,3,7,12,13,24,8,14,7,6,8,15,4,13,11,16,12,14,13,14,9,14,8,9,16,9,11,9,15,17
05.04.2022 04:00,7,14,8,10,6,5,9,13,29,7,11,7,6,8,18,6,9,10,14,11,12,14,15,9,11,9,11,12,12,10,9,14,14
05.04.2022 05:00,7,14,8,11,8,5,14,13,14,6,14,9,6,8,11,6,9,8,12,9,10,14,18,12,8,10,11,12,16,9,9,14,14
05.04.2022 06:00,7,14,7,10,7,6,11,13,16,7,12,11,7,9,11,5,10,7,13,9,9,16,19,14,8,9,8,8,9,6,8,13,12
05.04.2022 07:00,6,13,7,10,7,6,12,12,13,7,12,12,8,10,12,2,10,8,14,9,12,18,15,16,9,11,9,8,9,6,6,11,10
05.04.2022 08:00,6,13,5,8,4,7,12,12,17,6,7,12,10,11,12,5,10,8,17,10,13,17,7,13,9,11,9,10,7,8,5,10,11
05.04.2022 09:00,6,13,6,9,5,5,20,11,12,8,10,12,10,11,10,7,12,7,    # ,8,12,14,12,15,8,10,11,5,8,4,5,9,14
05.04.2022 10:00,4,11,8,13,5,5,12,10,9,8,8,13,9,12,7,7,10,7,21,6,10,14,15,19,8,9,10,6,7,4,4,7,11
05.04.2022 11:00,3,10,8,13,7,5,8,10,8,6,2,13,9,11,5,8,9,6,15,7,9,13,3,22,9,7,7,6,4,4,4,6,8
05.04.2022 12:00,3,9,8,16,11,5,5,9,8,6,3,13,9,11,5,6,9,5,13,5,9,12,5,20,8,9,6,2,2,4,5,6,2
05.04.2022 13:00,4,9,7,15,19,5,4,10,7,4,2,12,9,10,3,6,13,5,16,6,11,13,6,11,9,7,5,2,2,3,4,7,5
05.04.2022 14:00,5,8,7,16,18,5,5,10,9,5,2,12,9,10,2,5,11,4,12,5,11,13,10,9,11,2,6,2,2,3,4,9,7
05.04.2022 15:00,4,8,8,16,15,6,5,10,11,5,4,15,11,13,3,9,11,5,12,4,11,15,7,9,13,7,7,2,5,8,4,10,10
05.04.2022 16:00,3,7,8,15,17,6,2,11,12,5,5,16,11,12,5,13,10,5,10,5,8,14,4,7,14,12,10,4,6,4,4,11,14
05.04.2022 17:00,3,8,9,13,14,6,2,11,16,5,7,17,10,13,6,9,14,5,10,6,8,12,13,8,14,12,12,5,5,7,5,10,10
05.04.2022 18:00,3,8,10,13,13,6,2,11,15,4,8,23,14,13,6,11,12,5,11,6,8,11,14,13,17,9,9,7,6,6,5,10,13
05.04.2022 19:00,3,8,10,12,14,6,2,11,16,4,9,22,16,14,9,9,10,6,16,6,9,12,13,13,18,13,11,9,8,6,6,10,10
05.04.2022 20:00,4,8,11,14,14,6,2,11,18,5,7,16,12,15,11,12,7,6,16,5,9,12,23,15,18,12,12,6,10,5,5,11,11
05.04.2022 21:00,4,9,12,14,11,7,2,12,21,5,7,10,10,15,8,9,7,7,15,5,9,12,24,19,20,12,11,6,7,6,5,11,8
05.04.2022 22:00,6,10,10,12,11,7,2,13,9,3,4,8,10,11,5,8,10,7,15,6,9,15,2,9,20,18,9,9,2,4,5,12,8
05.04.2022 23:00,5,9,9,10,9,6,2,12,8,3,4,8,11,10,6,7,10,7,12,4,9,14,2,16,17,12,7,5,3,2,5,13,9
05.04.2022 24:00,6,8,7,8,8,6,2,12,13,4,6,10,13,10,7,8,8,7,10,4,6,12,6,9,14,8,9,5,5,2,4,12,8
06.04.2022 01:00,9,6,6,8,7,5,4,13,17,6,11,8,10,14,6,7,7,7,8,3,6,9,7,9,14,4,9,6,4,4,4,10,7
06.04.2022 02:00,7,5,6,8,5,2,6,13,15,4,11,9,8,15,5,4,4,9,7,3,6,8,6,5,14,6,7,5,2,6,4,9,9
06.04.2022 03:00,5,6,6,9,7,4,2,12,13,3,9,9,9,12,8,5,4,10,8,4,8,9,6,6,15,6,8,4,2,4,3,10,8
06.04.2022 04:00,5,7,6,9,9,5,2,11,12,4,7,6,7,13,8,7,6,13,9,6,8,9,17,5,14,6,8,5,3,3,3,12,7
06.04.2022 05:00,6,8,5,8,8,7,2,11,8,4,5,9,7,9,5,7,5,11,9,6,6,11,9,8,13,10,7,6,4,1,3,14,9
06.04.2022 06:00,5,10,6,9,10,6,2,12,11,6,6,10,7,9,7,7,5,10,11,7,8,9,4,9,14,11,8,9,2,2,3,15,12
06.04.2022 07:00,4,10,8,13,14,6,2,13,15,6,6,10,8,10,9,9,10,9,13,7,8,10,6,7,13,12,6,10,2,3,5,13,11
06.04.2022 08:00,6,9,10,15,21,7,2,11,12,6,7,9,9,11,7,9,20,10,17,6,12,11,6,9,9,11,7,9,3,4,7,12,8
06.04.2022 09:00,7,7,8,14,20,6,8,10,9,4,8,8,7,12,4,11,10,11,28,6,13,10,6,9,8,10,7,8,2,5,5,11,11
06.04.2022 10:00,7,7,6,13,19,6,9,9,3,3,8,7,4,13,5,11,12,12,31,8,18,8,2,11,9,8,6,5,2,7,4,10,18
06.04.2022 11:00,7,8,6,11,16,6,3,9,2,4,9,5,4,8,2,8,12,12,28,9,20,7,3,11,11,10,8,9,2,6,4,10,14
06.04.2022 12:00,8,7,6,12,20,7,2,9,5,4,7,6,4,6,3,7,15,13,25,9,20,7,8,10,9,15,8,11,2,4,6,8,12
06.04.2022 13:00,7,5,6,12,15,7,3,8,6,5,8,9,4,6,6,5,19,11,19,8,17,7,2,4,8,8,6,9,2,3,6,6,12
06.04.2022 14:00,6,3,4,9,17,5,5,8,5,5,3,10,5,6,6,5,21,10,19,8,16,5,2,3,7,7,5,10,2,3,6,6,15
06.04.2022 15:00,6,2,4,11,10,4,3,8,5,5,2,10,4,8,7,5,21,9,20,8,18,4,2,3,7,3,8,8,2,4,6,6,10
06.04.2022 16:00,6,3,4,9,14,2,5,8,7,5,5,8,4,7,10,5,16,9,20,7,14,5,2,2,8,6,7,4,2,3,5,6,9
06.04.2022 17:00,7,2,5,11,12,2,7,7,3,8,4,9,4,6,6,6,11,8,19,8,16,4,2,34,8,9,5,6,4,3,7,6,11
06.04.2022 18:00,7,2,5,13,10,2,2,7,2,11,7,9,4,6,3,6,8,9,20,8,18,5,2,26,9,8,5,9,6,3,11,6,12
06.04.2022 19:00,6,5,5,13,12,2,2,8,7,15,8,13,5,6,6,7,5,7,19,7,23,5,8,3,11,7,7,9,5,3,13,5,17
06.04.2022 20:00,6,10,6,18,15,2,2,8,15,16,10,9,6,8,9,7,5,10,30,11,30,6,12,8,12,12,12,10,16,3,16,6,18
06.04.2022 21:00,6,11,8,12,23,3,3,7,19,24,13,9,9,10,14,7,4,14,27,14,20,6,16,7,13,19,16,10,11,3,11,6,11
06.04.2022 22:00,6,7,10,15,13,6,5,7,11,18,12,12,8,12,9,6,7,12,20,9,15,7,17,5,16,30,11,7,16,3,7,6,7
06.04.2022 23:00,5,6,6,12,11,6,7,7,9,14,9,5,5,12,6,10,5,11,15,7,13,7,13,3,18,13,7,7,3,4,6,7,8
06.04.2022 24:00,6,4,4,8,13,5,4,7,9,10,12,7,7,10,5,14,5,8,11,6,10,5,10,3,17,13,8,7,2,6,6,7,8
07.04.2022 01:00,6,4,3,5,8,4,2,6,4,8,14,6,7,9,3,5,7,7,12,6,10,6,10,4,18,12,8,4,3,6,5,7,7
07.04.2022 02:00,5,4,4,5,5,2,2,6,4,9,12,4,5,8,6,2,4,7,9,4,9,5,9,4,18,7,7,2,4,7,6,6,8
07.04.2022 03:00,5,4,4,5,2,2,7,6,7,8,3,4,4,6,7,2,4,5,6,4,7,4,11,7,19,6,3,2,5,7,6,5,6
07.04.2022 04:00,4,4,5,6,2,2,9,6,9,6,2,3,3,5,3,2,3,5,7,4,8,4,3,8,19,6,2,2,3,5,5,6,5
07.04.2022 05:00,2,5,4,5,2,2,7,6,2,6,4,3,3,5,2,2,3,5,7,3,7,2,2,8,17,6,2,5,2,5,4,5,6
07.04.2022 06:00,3,4,3,5,2,2,5,5,4,5,6,3,3,5,2,2,4,5,13,3,9,3,5,8,15,5,2,7,2,4,4,4,6
07.04.2022 07:00,3,4,3,7,5,2,2,4,5,4,5,3,3,5,2,3,2,5,14,2,9,4,8,15,9,2,2,5,2,4,4,3,6
07.04.2022 08:00,2,4,4,6,9,2,10,4,6,4,2,3,3,4,2,5,7,4,16,2,10,3,2,9,7,2,2,2,2,3,3,3,6
07.04.2022 09:00,2,3,4,6,13,2,20,4,3,3,2,3,2,4,3,8,4,4,12,2,10,3,2,16,6,2,2,2,2,3,3,3,5
07.04.2022 10:00,3,3,4,7,17,3,12,4,2,3,2,5,2,4,2,8,4,6,11,3,10,3,2,11,6,2,2,2,2,3,3,3,6
07.04.2022 11:00,3,4,5,    # ,14,6,12,4,4,3,4,9,2,4,2,5,4,6,10,4,10,3,3,4,6,4,6,2,2,2,4,2,6
07.04.2022 12:00,3,4,6,9,17,7,8,3,7,4,5,10,3,4,2,5,4,6,10,4,11,4,5,4,6,8,6,2,3,2,4,2,3
07.04.2022 13:00,4,3,9,11,20,6,2,3,8,4,2,10,4,5,3,8,3,6,12,4,13,5,5,8,6,7,5,2,3,4,5,2,3
07.04.2022 14:00,3,3,4,11,27,5,2,3,6,6,2,10,5,8,2,7,3,7,12,6,14,5,2,15,6,8,3,2,5,2,5,2,8
07.04.2022 15:00,4,3,6,10,14,6,2,3,5,7,2,11,6,8,2,6,3,8,13,7,15,5,2,6,6,7,2,2,3,2,5,2,8
07.04.2022 16:00,3,4,5,8,9,4,11,4,5,7,5,12,6,9,2,7,3,7,11,6,12,5,2,23,6,10,5,2,2,3,6,4,9
07.04.2022 17:00,3,5,4,7,8,2,12,5,5,7,6,11,6,10,2,6,3,5,10,5,12,5,3,13,7,11,7,4,8,3,6,4,12
07.04.2022 18:00,3,6,4,8,7,2,6,5,12,10,10,10,6,9,7,4,5,4,10,5,13,5,22,4,6,13,8,5,10,3,7,7,3
07.04.2022 19:00,5,6,7,10,8,2,5,4,2,13,7,11,6,9,7,3,4,6,11,6,14,6,12,4,6,12,11,6,5,3,7,9,3
07.04.2022 20:00,4,7,6,8,9,2,4,4,4,6,5,10,7,6,3,4,2,8,12,7,15,6,2,3,7,11,3,5,2,3,5,11,12
07.04.2022 21:00,3,7,4,6,6,2,2,3,6,4,5,5,5,6,2,5,2,4,7,4,9,6,2,3,6,15,2,7,2,3,4,9,10
07.04.2022 22:00,3,7,4,6,2,2,5,3,2,3,5,10,4,6,3,6,1,3,7,3,10,5,2,2,6,9,2,7,2,6,4,9,9
07.04.2022 23:00,3,8,4,5,2,2,6,3,4,4,7,7,10,11,6,5,2,3,7,3,12,6,2,2,6,5,2,8,2,6,3,8,8
07.04.2022 24:00,2,7,4,5,2,2,5,3,6,4,9,7,8,10,8,2,2,3,7,3,9,7,2,3,7,7,4,6,6,6,4,8,8
