Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
01.01.2020 16:00,19,30,37,41,35,23,7,81,33,54,22,36,71,62,51,57,43,46,49,50,63,41,29,33,61,10,36,71,9,51,36,30
01.01.2020 17:00,18,36,41,43,34,37,2,78,43,49,45,38,66,81,51,56,43,55,57,55,61,38,26,31,68,29,32,59,7,61,39,30
01.01.2020 18:00,21,37,45,46,38,44,2,83,52,78,56,42,65,43,62,54,45,57,59,58,62,46,29,38,69,34,38,49,5,55,43,31
01.01.2020 19:00,28,42,48,50,37,41,2,81,64,49,67,45,64,56,59,54,48,58,61,59,58,54,39,42,73,30,41,64,15,63,40,27
01.01.2020 20:00,30,38,53,55,38,44,2,89,56,45,50,40,74,82,61,56,47,61,62,61,57,46,35,43,74,30,41,51,3,73,44,38
01.01.2020 21:00,29,48,54,53,40,47,2,81,53,51,49,38,76,53,51,52,47,61,59,60,50,36,33,43,72,37,49,70,6,76,42,39
01.01.2020 22:00,27,44,53,52,42,45,2,98,72,48,48,38,58,55,54,49,53,64,59,63,49,45,24,42,78,42,41,81,3,73,34,29
01.01.2020 23:00,27,49,52,54,44,43,2,72,93,47,56,39,56,79,54,45,54,63,59,57,48,50,19,33,73,48,50,80,5,80,35,36
01.01.2020 24:00,25,45,55,55,41,53,2,61,78,48,59,41,57,61,53,42,51,54,55,50,42,48,17,33,63,39,42,63,2,58,36,33
02.01.2020 01:00,24,40,50,55,53,48,2,64,62,39,52,43,56,56,47,43,60,52,54,48,42,71,15,27,63,48,36,53,1,28,35,36
02.01.2020 02:00,25,39,59,59,48,48,2,58,31,53,53,43,53,50,47,39,65,49,55,45,46,49,14,27,62,42,42,59,1,27,35,49
02.01.2020 03:00,26,40,43,47,39,25,2,54,48,40,61,42,48,52,51,40,56,47,47,43,46,46,13,24,60,36,34,62,0,25,33,49
02.01.2020 04:00,21,37,32,36,27,31,2,48,53,42,48,41,41,44,57,38,49,38,39,40,48,53,13,23,50,44,32,64,0,22,32,47
02.01.2020 05:00,15,35,35,37,30,27,2,52,43,37,46,42,36,38,43,38,49,35,32,35,42,49,13,24,50,26,38,60,0,20,35,38
02.01.2020 06:00,13,33,33,34,30,31,2,62,44,40,46,41,35,28,33,37,42,32,31,32,35,43,12,22,51,45,34,52,2,18,32,37
02.01.2020 07:00,14,44,31,33,32,26,2,61,57,38,41,46,35,33,41,36,37,31,31,31,35,42,13,22,46,21,28,64,6,20,31,36
02.01.2020 08:00,12,49,31,33,35,33,2,61,52,42,36,55,35,40,43,36,34,30,30,28,35,46,13,24,49,22,30,58,4,21,34,39
02.01.2020 09:00,9,46,32,33,29,28,2,57,46,44,42,45,35,41,37,33,36,34,31,30,36,43,16,36,49,37,38,56,8,24,32,38
02.01.2020 10:00,7,43,30,33,28,27,2,56,20,44,41,35,41,41,36,29,30,34,31,31,35,52,16,26,50,35,38,48,22,32,29,33
02.01.2020 11:00,4,42,28,29,25,25,2,47,9,42,45,41,44,34,29,26,27,32,31,31,33,53,20,22,51,45,46,59,8,28,29,28
02.01.2020 12:00,5,44,29,30,25,26,2,46,10,38,41,48,47,37,29,31,27,37,29,31,29,50,17,24,47,37,45,45,11,17,28,29
02.01.2020 13:00,8,45,29,32,25,21,5,42,15,31,41,49,42,29,29,27,27,54,28,36,25,49,14,26,39,35,33,32,11,12,30,29
02.01.2020 14:00,10,39,30,33,28,16,9,43,31,25,34,46,40,21,31,30,25,52,27,34,27,33,12,22,47,25,33,38,23,13,28,28
02.01.2020 15:00,15,35,32,34,23,30,7,44,55,23,35,45,38,53,25,32,25,49,26,35,28,39,15,22,48,34,34,51,20,13,25,27
02.01.2020 16:00,19,34,30,35,31,30,5,43,48,23,30,34,40,47,27,30,31,48,30,38,24,54,22,35,45,32,31,41,33,14,22,17
02.01.2020 17:00,16,33,33,38,26,22,2,49,24,24,48,33,46,30,33,28,32,53,36,41,23,49,28,37,48,43,32,35,31,35,24,26
02.01.2020 18:00,20,24,31,38,32,27,2,54,40,30,46,31,37,30,27,27,26,60,43,47,22,51,43,54,56,29,31,13,34,46,24,32
02.01.2020 19:00,20,26,29,36,26,20,2,55,33,38,44,28,32,28,29,30,25,60,38,52,25,40,22,54,37,26,31,19,36,45,24,27
02.01.2020 20:00,17,31,24,33,21,19,2,50,31,45,32,36,30,30,26,28,21,62,35,51,23,27,28,54,25,16,31,29,16,45,24,31
02.01.2020 21:00,17,30,23,30,23,17,2,46,10,45,22,30,30,24,21,29,19,57,33,48,25,22,39,53,18,15,35,9,14,49,23,28
02.01.2020 22:00,18,26,22,28,21,16,2,41,8,39,17,22,28,20,26,31,19,49,31,60,25,22,27,43,17,15,32,13,10,40,32,29
02.01.2020 23:00,19,20,21,24,18,17,2,33,12,39,20,24,26,22,18,27,22,43,30,49,24,12,25,43,22,22,31,17,9,31,18,35
02.01.2020 24:00,17,18,17,20,17,16,2,28,10,37,21,22,23,19,26,24,29,42,30,41,21,23,34,42,24,2,45,20,6,25,17,17
03.01.2020 01:00,15,20,18,20,16,14,3,24,21,30,17,22,23,23,12,22,32,37,26,33,21,22,16,40,28,11,50,16,7,30,18,19
03.01.2020 02:00,10,20,18,20,19,19,2,24,20,27,14,25,20,14,16,21,33,32,20,30,20,20,21,35,27,13,29,19,7,32,18,22
03.01.2020 03:00,9,20,17,17,19,13,2,22,12,25,19,26,19,21,19,20,31,31,20,29,20,22,11,34,26,14,34,13,6,26,19,25
03.01.2020 04:00,9,20,13,14,17,16,2,21,18,21,17,26,18,16,14,22,28,31,21,26,20,18,13,33,27,13,27,13,7,26,19,26
03.01.2020 05:00,8,20,15,16,17,16,2,19,11,19,17,25,17,11,19,23,26,23,18,18,22,20,10,35,24,15,24,15,7,32,19,26
03.01.2020 06:00,7,21,15,15,18,14,2,17,13,18,13,27,18,18,16,21,18,12,14,14,22,15,10,34,23,13,21,15,8,37,18,21
03.01.2020 07:00,6,22,15,14,23,16,2,16,20,21,14,28,18,18,15,18,8,11,12,12,22,17,12,32,30,14,24,21,9,28,16,20
03.01.2020 08:00,7,23,15,16,25,17,2,15,15,19,13,26,16,18,13,18,5,10,10,11,20,14,14,30,24,13,20,21,10,25,13,16
03.01.2020 09:00,6,23,16,16,26,23,2,15,18,23,16,21,16,20,17,18,6,8,9,10,19,17,15,29,29,16,19,28,11,23,11,17
03.01.2020 10:00,4,23,18,17,22,19,2,14,16,19,15,16,17,17,21,18,5,9,9,10,22,23,19,24,24,16,20,22,17,30,11,15
03.01.2020 11:00,3,23,16,15,12,15,4,14,19,21,16,16,17,15,17,19,5,26,10,10,24,20,20,22,28,16,18,23,13,12,10,10
03.01.2020 12:00,3,24,13,16,15,14,6,14,13,28,21,17,17,15,23,21,5,84,11,12,23,22,22,25,29,11,8,26,22,10,11,12
03.01.2020 13:00,5,21,16,19,21,12,10,14,19,25,20,19,20,14,35,21,5,81,12,19,17,25,34,27,27,10,9,32,12,14,11,13
03.01.2020 14:00,7,18,15,19,26,17,8,13,11,26,15,20,22,6,41,22,7,69,14,26,17,15,18,28,31,16,19,22,14,18,12,17
03.01.2020 15:00,7,18,17,20,23,12,6,14,8,31,17,20,26,15,38,20,8,57,13,25,16,15,18,32,30,15,20,22,18,14,11,20
03.01.2020 16:00,8,14,16,19,26,15,11,15,26,32,14,22,26,21,50,20,8,52,14,26,18,14,21,37,30,19,20,28,21,17,11,22
03.01.2020 17:00,8,9,14,17,28,13,10,9,23,34,15,24,108,24,40,23,8,51,15,30,19,29,24,36,33,19,19,30,15,14,9,15
03.01.2020 18:00,6,9,12,14,18,13,8,7,27,34,16,22,28,20,35,26,8,40,15,28,20,24,89,37,30,14,17,25,16,14,7,11
03.01.2020 19:00,6,7,10,13,14,11,4,7,9,42,16,21,27,11,25,30,8,33,15,29,21,22,25,37,34,13,10,27,19,19,7,10
03.01.2020 20:00,6,5,12,15,17,    # ,2,5,15,35,9,20,32,12,12,31,8,26,14,26,21,23,26,42,36,19,7,28,12,12,7,8
03.01.2020 21:00,7,6,12,14,14,2,4,5,18,18,3,17,25,3,9,25,9,26,13,27,23,16,36,41,42,16,14,17,7,10,6,13
03.01.2020 22:00,7,6,11,13,12,2,3,5,7,10,2,16,19,2,10,20,10,26,13,21,24,14,25,44,39,6,8,6,5,16,6,9
03.01.2020 23:00,7,5,10,13,15,8,2,3,21,10,3,14,15,7,12,19,9,24,13,18,21,14,22,40,37,2,9,5,3,10,5,6
03.01.2020 24:00,5,4,10,12,6,8,2,3,18,6,3,13,13,9,9,18,6,14,9,15,18,3,21,39,33,2,10,8,3,5,5,13
04.01.2020 01:00,5,3,7,9,8,6,2,2,15,3,2,12,13,4,2,16,4,10,7,12,16,8,22,37,32,2,6,5,1,3,4,9
04.01.2020 02:00,5,2,8,9,8,3,2,2,3,3,2,12,14,2,2,15,3,11,8,13,14,6,19,35,18,2,4,4,1,3,3,5
04.01.2020 03:00,4,2,8,9,8,6,2,1,2,2,2,13,14,2,2,14,3,8,7,11,12,7,17,34,12,2,2,5,1,2,3,7
04.01.2020 04:00,4,1,8,10,9,7,2,1,3,1,3,13,13,2,4,13,4,9,7,12,11,9,19,32,13,2,5,2,0,2,3,7
04.01.2020 05:00,4,2,8,9,10,7,2,4,5,1,5,13,13,5,9,13,4,10,7,9,11,8,19,28,13,2,7,2,0,2,4,5
04.01.2020 06:00,4,4,7,9,8,6,2,3,2,2,6,14,11,9,6,13,4,10,6,8,10,5,29,27,8,2,9,2,1,2,6,13
04.01.2020 07:00,4,6,6,9,9,6,2,4,7,2,4,6,7,13,10,12,4,10,6,8,4,7,27,27,5,3,11,3,1,2,7,18
04.01.2020 08:00,4,9,2,4,7,6,3,5,14,3,7,6,9,18,7,11,6,18,7,8,4,11,28,32,2,6,7,6,1,3,9,15
04.01.2020 09:00,4,10,5,7,3,3,4,8,12,4,12,6,9,16,2,15,4,13,6,8,6,12,24,19,7,13,15,10,1,4,10,16
04.01.2020 10:00,4,12,5,8,2,3,3,11,8,4,10,7,9,11,3,12,6,19,8,9,8,14,31,5,13,9,21,9,4,3,12,21
04.01.2020 11:00,4,13,5,8,3,6,5,11,11,3,14,7,10,13,6,12,7,21,7,9,9,14,31,6,9,8,17,7,3,3,11,19
04.01.2020 12:00,3,14,7,9,5,7,4,10,14,5,15,8,12,16,3,11,8,18,6,8,9,14,50,6,11,11,21,13,4,4,10,19
04.01.2020 13:00,4,13,7,9,6,7,3,9,20,6,16,9,12,16,6,10,7,15,7,9,9,15,9,7,17,15,16,14,6,7,10,14
04.01.2020 14:00,5,12,7,11,10,11,3,8,18,7,15,10,11,14,12,9,8,17,8,11,8,17,28,8,17,11,15,14,6,8,10,14
04.01.2020 15:00,3,12,7,13,13,11,2,8,15,8,21,9,12,15,15,10,9,19,10,17,8,16,5,8,15,15,16,14,6,8,10,16
04.01.2020 16:00,2,13,6,14,16,10,2,8,14,7,13,8,11,13,14,9,8,16,9,17,10,16,9,10,14,12,14,10,8,8,10,17
04.01.2020 17:00,2,14,6,13,13,6,2,8,14,8,16,8,11,17,13,9,6,14,8,15,9,13,21,11,18,12,13,13,5,9,10,16
04.01.2020 18:00,3,16,7,14,12,9,3,9,22,8,12,8,12,15,9,8,6,17,8,16,10,13,44,11,17,14,12,12,2,7,10,13
04.01.2020 19:00,3,18,7,15,14,9,4,9,9,6,14,9,15,8,13,7,6,19,8,17,9,15,21,11,17,14,17,16,3,6,11,16
04.01.2020 20:00,3,16,7,14,12,7,6,9,7,6,16,11,13,7,8,7,6,19,9,17,10,19,32,10,15,16,10,12,5,5,11,14
04.01.2020 21:00,3,15,8,14,14,7,6,9,11,6,14,10,14,13,8,9,6,20,9,20,10,15,21,10,15,16,15,10,5,6,11,14
04.01.2020 22:00,3,13,7,13,13,8,5,9,15,6,14,10,14,8,10,9,6,18,9,17,10,14,17,11,14,9,12,9,4,6,10,10
04.01.2020 23:00,3,11,7,11,9,8,6,9,12,6,12,9,15,3,7,8,6,14,8,18,10,14,20,11,16,11,10,10,3,6,10,12
04.01.2020 24:00,3,11,7,11,7,9,8,5,2,6,9,9,12,2,8,8,6,13,9,16,9,8,4,11,15,8,13,10,2,6,11,10
05.01.2020 01:00,4,12,6,11,6,7,7,6,2,6,10,9,10,6,8,9,5,11,10,17,7,4,7,10,11,9,13,13,1,7,9,9
05.01.2020 02:00,5,12,5,9,7,8,8,10,2,6,8,9,8,4,11,11,4,10,11,17,6,2,4,12,12,5,13,9,2,8,7,10
05.01.2020 03:00,7,12,4,9,8,7,6,14,3,7,11,11,7,3,8,11,4,10,11,14,6,31,2,13,9,6,3,5,3,8,5,14
05.01.2020 04:00,7,12,5,9,7,7,8,10,6,7,14,11,6,6,12,10,5,11,11,13,6,17,2,11,6,8,6,4,3,7,6,13
05.01.2020 05:00,8,11,5,9,8,7,5,8,9,5,8,12,4,7,11,10,7,12,11,12,6,10,2,6,4,10,7,5,5,6,6,8
05.01.2020 06:00,7,6,6,9,7,7,3,8,9,5,7,11,4,6,5,10,8,11,11,12,7,3,3,7,6,6,7,6,6,7,6,7
05.01.2020 07:00,8,5,7,9,8,8,6,11,5,2,6,9,4,9,2,10,7,11,11,12,7,3,4,8,6,5,7,6,6,7,8,10
05.01.2020 08:00,9,6,8,9,9,7,5,8,6,3,6,7,4,9,2,11,7,11,10,11,7,6,7,10,6,7,5,5,7,9,8,12
05.01.2020 09:00,8,8,8,10,8,9,5,8,7,4,7,8,6,6,2,16,7,12,10,10,8,8,10,12,8,7,5,8,7,9,11,10
05.01.2020 10:00,8,10,9,10,8,9,5,10,7,5,7,9,5,7,2,13,8,12,10,10,12,8,10,14,4,9,3,11,8,10,11,14
05.01.2020 11:00,8,10,10,12,10,7,6,11,3,13,7,6,6,11,2,12,8,15,10,11,10,5,11,13,4,6,3,9,12,9,11,20
05.01.2020 12:00,7,10,10,12,7,7,6,9,3,11,7,5,6,8,2,12,8,15,10,11,11,10,13,10,4,4,8,13,9,9,7,16
05.01.2020 13:00,8,7,8,11,8,8,7,8,10,10,9,5,6,7,6,12,7,18,10,13,9,11,8,9,6,5,7,8,10,9,5,7
05.01.2020 14:00,11,6,8,13,11,9,9,9,17,7,8,5,6,11,7,13,8,25,9,14,9,8,8,8,11,2,4,14,9,7,6,4
05.01.2020 15:00,9,5,8,15,11,5,4,9,28,7,8,5,7,16,7,13,8,26,8,12,12,6,14,9,16,2,15,16,8,9,7,7
05.01.2020 16:00,10,7,8,17,10,4,3,9,35,7,15,6,7,14,8,13,7,25,10,12,10,19,18,10,15,6,17,10,7,9,7,10
05.01.2020 17:00,8,16,11,20,13,4,2,10,25,9,12,5,7,13,9,17,7,25,9,13,9,15,13,11,18,11,17,21,8,33,8,12
05.01.2020 18:00,8,18,12,20,16,6,3,9,24,19,12,5,8,22,7,21,13,24,10,13,10,18,22,14,18,11,16,27,9,16,11,12
05.01.2020 19:00,9,20,16,24,16,10,3,15,25,27,15,6,10,23,6,25,12,35,14,15,13,14,23,20,22,20,21,19,9,27,16,22
05.01.2020 20:00,9,20,23,30,23,23,2,17,19,32,16,9,13,18,11,23,25,45,18,21,20,18,24,22,28,19,14,26,9,30,25,22
05.01.2020 21:00,10,23,31,39,33,32,5,17,19,20,17,13,16,16,15,19,32,42,21,22,14,20,23,26,36,14,15,25,9,19,15,19
05.01.2020 22:00,10,24,38,39,27,38,5,18,21,31,21,11,14,20,8,16,31,41,23,23,19,26,22,28,19,15,20,25,8,21,16,18
05.01.2020 23:00,10,24,42,43,34,40,5,18,17,18,20,12,11,17,14,16,31,33,22,20,20,25,14,26,26,17,14,25,8,16,20,20
05.01.2020 24:00,12,24,43,44,33,26,5,16,14,13,19,17,13,19,12,18,32,27,19,21,17,23,26,19,26,21,15,29,9,19,20,23
06.01.2020 01:00,13,19,37,36,51,25,2,18,13,12,19,14,16,11,14,15,22,24,16,19,18,19,9,19,22,19,18,27,8,16,20,21
06.01.2020 02:00,15,17,39,28,23,26,2,19,11,13,12,13,15,9,9,13,15,20,16,20,19,16,8,23,24,13,20,28,6,15,21,26
06.01.2020 03:00,12,14,34,26,20,23,2,19,14,14,16,12,13,15,11,12,12,17,14,19,20,16,6,20,21,14,23,19,9,15,20,26
06.01.2020 04:00,10,15,27,25,19,23,2,20,14,13,18,10,12,17,11,11,10,12,11,16,18,19,7,21,20,11,23,18,9,16,13,16
06.01.2020 05:00,9,17,26,21,18,26,2,26,13,14,16,10,11,16,12,11,11,12,9,15,15,14,5,20,21,15,26,14,9,15,10,13
06.01.2020 06:00,7,18,27,19,17,20,2,26,13,17,17,11,10,11,9,11,10,11,8,15,12,17,5,20,25,14,21,16,10,15,9,11
06.01.2020 07:00,7,15,26,19,18,22,2,25,13,15,13,11,11,15,6,13,10,10,8,13,12,18,4,19,20,15,20,15,9,16,8,8
06.01.2020 08:00,6,14,22,20,14,18,2,23,17,15,17,13,12,15,11,13,11,10,8,11,12,15,5,19,22,15,13,18,6,20,10,7
06.01.2020 09:00,6,15,20,20,16,17,2,20,11,16,14,14,15,15,13,14,12,11,8,11,14,14,6,18,26,14,13,18,4,26,10,10
06.01.2020 10:00,5,17,27,21,16,24,2,19,15,18,10,15,17,11,9,15,11,10,7,12,12,15,6,19,18,4,16,18,7,35,10,15
06.01.2020 11:00,4,11,21,20,18,21,2,14,12,17,6,12,24,11,15,17,7,8,6,10,14,9,7,17,6,2,11,14,5,9,13,16
06.01.2020 12:00,4,11,20,19,16,13,2,10,11,18,2,12,18,2,20,18,8,12,8,9,18,8,7,13,12,2,10,19,5,4,15,16
06.01.2020 13:00,5,11,16,18,13,11,5,7,10,19,2,13,15,7,22,17,7,21,9,12,14,4,8,12,18,2,9,14,6,5,18,22
06.01.2020 14:00,5,9,15,19,22,16,8,7,5,18,3,12,14,6,16,17,7,18,9,11,17,2,10,12,22,2,4,12,8,5,18,26
06.01.2020 15:00,4,10,15,21,16,12,10,6,11,21,7,9,21,2,11,16,8,22,8,10,18,27,13,15,16,3,22,13,8,7,20,28
06.01.2020 16:00,4,11,16,22,18,11,6,7,13,18,12,11,21,7,8,17,8,25,8,12,19,33,20,19,29,9,18,20,8,12,22,33
06.01.2020 17:00,5,16,17,20,24,10,2,9,20,15,8,14,24,19,11,19,18,35,14,14,22,25,59,27,27,16,19,28,8,20,23,34
06.01.2020 18:00,7,18,22,28,29,22,2,11,20,14,13,16,32,20,20,22,18,48,20,23,30,27,36,31,28,15,20,26,9,29,23,31
06.01.2020 19:00,6,28,34,39,35,25,2,11,24,16,15,20,30,20,14,26,16,69,31,28,36,28,18,42,20,17,17,22,8,40,21,31
06.01.2020 20:00,5,22,37,44,36,26,2,14,19,14,22,24,42,20,10,25,24,61,28,24,29,31,24,46,20,26,15,24,10,58,22,32
06.01.2020 21:00,4,22,40,43,33,27,2,19,24,13,23,28,29,20,11,25,29,67,24,25,23,26,14,48,17,30,19,24,13,50,17,29
06.01.2020 22:00,4,20,41,51,35,45,2,22,19,14,28,25,28,21,14,23,32,54,26,30,24,36,15,43,16,21,18,23,15,69,14,23
06.01.2020 23:00,4,20,42,44,31,45,2,20,18,13,24,30,24,24,14,25,26,53,22,25,23,27,15,37,17,23,15,19,17,55,11,15
06.01.2020 24:00,3,22,39,43,36,37,2,18,20,12,25,25,23,21,14,24,22,46,21,21,21,24,11,34,15,20,19,20,15,20,9,13
07.01.2020 01:00,4,22,42,46,17,24,2,17,19,11,19,29,19,31,12,25,23,46,24,23,21,28,23,34,14,18,24,19,15,13,9,15
07.01.2020 02:00,5,23,32,39,30,29,2,18,24,12,23,27,21,20,13,27,20,33,18,16,20,28,8,27,20,19,18,19,16,14,8,13
07.01.2020 03:00,5,23,15,24,24,24,2,19,23,12,20,23,23,27,19,25,18,21,17,13,20,23,7,32,17,19,23,19,17,10,9,15
07.01.2020 04:00,6,22,10,11,15,19,2,19,19,11,22,22,23,20,20,21,17,21,14,12,21,20,8,29,24,22,18,19,18,9,10,13
07.01.2020 05:00,6,19,11,12,8,5,2,18,16,11,17,18,24,22,16,20,9,19,13,14,22,20,18,27,20,18,18,19,18,10,11,14
07.01.2020 06:00,5,12,11,12,10,4,2,18,13,12,17,14,25,16,20,19,6,25,14,17,22,20,14,28,26,15,20,19,17,11,11,17
07.01.2020 07:00,5,14,12,14,12,8,2,19,20,17,15,14,25,24,15,16,6,26,17,17,22,19,8,29,29,14,19,14,16,9,12,17
07.01.2020 08:00,5,16,12,16,31,10,2,19,16,14,18,16,26,20,15,16,7,34,15,19,23,19,9,31,30,12,18,20,16,8,15,18
07.01.2020 09:00,5,18,15,19,17,11,6,20,31,23,19,20,25,27,17,17,7,28,15,18,23,19,13,31,30,13,18,23,16,17,16,23
07.01.2020 10:00,6,13,17,20,15,13,10,22,33,16,17,25,23,23,12,17,9,38,19,20,24,27,17,36,34,15,20,25,13,14,16,31
07.01.2020 11:00,7,8,19,22,12,15,9,24,36,15,22,25,22,29,18,19,11,42,22,21,22,22,17,37,34,13,24,18,9,7,14,21
07.01.2020 12:00,5,    # ,18,21,13,11,5,25,33,14,17,24,25,24,25,19,13,38,21,24,22,25,20,37,34,9,25,24,6,8,12,14
07.01.2020 13:00,4,    # ,16,21,18,12,5,26,20,18,13,24,28,22,24,20,12,33,17,24,19,28,15,38,39,3,26,9,5,15,10,11
07.01.2020 14:00,5,14,12,17,23,9,7,27,31,13,13,25,27,19,23,22,10,32,15,24,13,14,18,40,41,3,27,5,3,16,11,11
07.01.2020 15:00,6,16,9,14,16,9,7,26,27,14,12,23,22,25,22,15,10,30,13,21,14,11,21,42,41,5,27,6,3,18,10,11
07.01.2020 16:00,5,15,8,12,17,4,9,23,27,18,14,23,23,22,15,14,10,28,15,20,16,15,25,43,46,8,17,8,3,12,11,14
07.01.2020 17:00,5,16,9,14,14,2,11,24,29,26,17,22,25,27,13,14,12,27,14,18,18,20,24,43,44,16,26,7,3,19,11,15
07.01.2020 18:00,5,17,11,17,13,6,7,24,18,43,17,22,27,23,15,20,11,23,12,16,21,13,34,44,39,20,24,11,4,14,15,17
07.01.2020 19:00,6,20,13,22,16,12,5,23,20,42,15,23,28,27,21,22,9,26,13,15,22,2,49,44,44,20,19,14,3,14,12,19
07.01.2020 20:00,6,23,22,23,22,21,6,24,23,39,12,28,33,27,16,20,11,31,18,19,25,14,35,50,46,16,21,22,3,20,12,17
07.01.2020 21:00,7,23,23,22,16,17,3,24,18,37,18,27,35,20,23,19,18,28,14,20,26,31,34,56,53,19,16,15,3,16,13,21
07.01.2020 22:00,7,22,24,26,17,20,5,23,21,37,21,29,35,25,27,20,28,33,19,23,26,62,29,61,37,22,19,17,2,14,17,20
07.01.2020 23:00,7,22,22,23,18,19,6,22,19,29,19,30,47,18,13,18,25,29,18,19,27,24,27,65,43,24,14,18,2,18,15,26
07.01.2020 24:00,7,23,19,22,20,12,3,23,19,26,24,33,45,20,22,15,22,30,17,18,28,28,21,66,39,24,14,16,2,15,15,21
08.01.2020 01:00,8,18,18,22,25,16,2,21,17,19,13,28,40,15,17,13,22,21,14,19,23,22,18,58,30,16,10,10,1,16,15,25
08.01.2020 02:00,8,19,19,21,19,16,2,19,21,15,24,34,35,19,22,11,18,18,11,19,20,27,16,57,34,11,16,11,1,11,15,27
08.01.2020 03:00,7,19,18,19,14,18,2,18,20,11,27,24,33,25,18,10,13,15,10,15,17,18,14,51,35,17,23,13,3,9,16,44
08.01.2020 04:00,6,20,16,17,15,14,2,18,17,11,18,18,25,17,16,13,10,11,8,15,16,20,13,55,32,15,25,9,4,9,16,27
08.01.2020 05:00,4,21,13,14,11,18,2,19,18,11,18,17,19,17,13,11,7,8,7,12,17,20,12,51,25,14,22,11,3,11,14,20
