Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
04.01.2022 18:00,5,22,20,5,17,16,5,18,8,11,21,6,37,7,32,12,16,6,9,12,16,17,14,26,12,7,5,43,12,32,12,11,6,22,18,33,45,5,32,20,7,15,12,27,4,27,12,36
04.01.2022 19:00,5,28,15,9,25,14,6,14,9,7,35,5,13,8,30,9,18,7,7,6,14,16,12,29,7,6,5,45,14,29,9,10,4,32,28,22,47,4,14,24,6,13,9,26,3,33,10,26
04.01.2022 20:00,5,20,16,10,27,15,8,13,11,12,26,4,8,10,28,6,17,5,9,6,10,11,14,25,8,7,6,37,10,17,10,7,4,35,24,21,38,4,8,15,8,10,9,24,3,15,14,18
04.01.2022 21:00,7,14,24,12,25,16,9,9,11,14,17,3,7,7,25,6,27,5,9,5,10,7,16,17,5,7,7,42,11,21,12,6,4,41,21,16,44,4,13,18,7,11,9,18,3,15,12,16
04.01.2022 22:00,7,10,23,12,17,16,8,13,11,15,13,4,5,8,23,6,19,7,9,8,11,5,12,10,5,6,6,44,9,18,10,5,5,12,12,10,40,4,8,30,7,11,10,15,3,6,13,11
04.01.2022 23:00,6,12,14,8,14,10,6,19,12,6,10,5,10,7,15,5,10,5,4,9,6,4,14,6,5,7,7,40,10,19,17,5,3,10,13,7,21,4,6,22,8,9,5,15,3,4,10,8
04.01.2022 24:00,6,8,18,7,10,7,6,10,9,9,6,5,7,7,9,4,12,6,4,8,5,4,9,9,4,6,4,34,7,13,17,4,3,10,10,8,10,5,6,15,2,8,6,11,3,4,10,8
05.01.2022 01:00,9,7,11,7,10,9,6,9,5,10,6,4,9,7,9,4,9,5,3,4,5,4,9,6,5,5,5,23,6,9,16,4,3,10,11,8,8,6,6,8,2,7,7,8,3,5,9,8
05.01.2022 02:00,6,6,16,5,6,6,5,4,4,5,6,5,7,7,7,3,6,4,3,4,5,3,8,5,3,4,5,17,6,8,9,3,5,12,9,8,8,7,6,7,2,6,6,8,3,4,8,8
05.01.2022 03:00,3,6,12,6,5,8,6,16,4,6,5,4,5,9,3,3,6,3,5,6,5,3,8,5,3,3,4,11,8,8,6,3,5,16,9,8,7,8,5,6,5,6,4,12,3,4,8,7
05.01.2022 04:00,3,5,9,6,4,8,5,14,5,7,4,5,6,9,6,4,7,5,5,5,5,4,6,3,3,4,5,10,8,6,5,3,4,18,8,9,5,5,6,8,7,7,4,10,3,3,11,6
05.01.2022 05:00,3,5,6,5,4,5,4,10,5,10,12,4,7,6,5,5,6,3,5,6,6,7,7,4,6,3,6,12,9,8,5,4,4,12,10,7,5,4,6,14,7,5,3,11,3,3,18,8
05.01.2022 06:00,3,9,9,6,7,7,7,18,5,10,13,4,5,9,6,6,7,4,5,7,8,6,10,7,6,4,5,22,9,9,9,4,4,11,14,10,17,4,9,14,6,7,7,14,3,3,11,13
05.01.2022 07:00,2,10,16,5,16,8,5,16,5,11,12,4,7,9,7,6,9,5,5,9,10,8,14,12,4,6,7,44,17,17,15,4,4,13,17,13,16,4,18,18,5,7,7,12,3,4,15,14
05.01.2022 08:00,2,9,19,7,17,9,6,16,8,8,14,5,11,6,8,6,11,11,6,12,9,8,15,12,3,5,8,48,16,24,18,4,5,18,17,11,25,4,35,25,4,7,8,11,3,7,18,17
05.01.2022 09:00,2,12,13,8,20,16,8,18,7,9,11,6,11,4,16,7,12,8,8,8,11,12,17,16,3,6,8,53,17,28,11,7,5,18,9,10,28,4,29,23,4,11,8,17,2,5,9,17
05.01.2022 10:00,3,14,15,9,23,18,7,20,8,5,16,6,8,5,23,8,17,6,8,16,11,13,18,9,3,10,7,56,15,31,19,8,5,20,14,12,42,5,32,21,6,12,7,15,3,5,8,16
05.01.2022 11:00,5,19,10,11,33,20,9,18,7,6,14,5,7,7,26,8,20,9,9,8,10,14,14,17,4,8,7,54,12,28,10,8,5,19,14,12,47,6,25,21,9,13,9,14,2,5,10,13
05.01.2022 12:00,7,17,9,10,32,18,8,9,7,6,16,5,8,6,6,5,21,8,12,8,9,12,17,16,6,8,10,50,15,20,11,6,6,14,12,10,25,5,19,22,10,13,11,15,3,6,14,13
05.01.2022 13:00,7,15,11,8,28,15,7,10,6,6,15,5,11,5,5,6,15,7,11,7,9,12,17,18,4,6,9,45,11,20,12,6,6,18,14,11,14,4,15,20,9,10,10,13,4,6,10,14
05.01.2022 14:00,7,14,13,8,30,19,8,8,8,5,18,7,9,5,11,7,14,7,10,8,9,11,17,19,5,7,7,49,11,20,14,7,6,22,13,13,11,5,16,25,8,9,10,15,4,6,13,15
05.01.2022 15:00,4,17,14,8,29,21,11,12,12,6,18,8,10,6,11,7,17,7,11,7,11,11,17,13,7,8,8,56,13,26,14,7,5,29,19,15,10,6,16,21,7,10,11,15,4,8,12,19
05.01.2022 16:00,4,19,13,11,30,27,11,25,11,8,16,8,12,7,10,7,21,10,12,9,10,10,19,11,7,11,7,59,14,33,16,8,6,36,22,16,10,6,23,28,6,12,8,14,4,10,13,19
05.01.2022 17:00,5,19,13,15,36,23,12,22,8,8,18,7,12,9,15,8,21,10,14,14,11,15,22,11,9,13,8,60,20,42,22,8,7,30,21,20,10,6,27,30,7,13,9,15,5,10,13,21
05.01.2022 18:00,6,18,13,13,29,26,11,24,9,7,17,7,11,8,14,6,20,11,11,14,10,15,23,10,10,12,8,65,21,47,22,7,7,21,17,17,17,6,21,27,7,13,9,17,5,9,14,18
05.01.2022 19:00,8,15,17,12,27,18,10,24,9,7,15,7,12,8,13,6,19,9,9,14,9,11,23,14,12,12,9,55,21,40,14,7,6,27,14,16,34,6,22,25,6,11,9,17,5,9,12,19
05.01.2022 20:00,7,13,16,10,23,14,8,17,11,8,14,7,10,7,15,7,15,8,9,15,9,10,18,14,9,7,7,39,17,31,20,7,7,25,12,13,32,6,18,19,6,10,8,12,4,7,12,16
