Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
24.01.2022 19:00,19,19,19,27,21,21,2,16,15,23,13,36,23,15,12,13,28,20,25,18,22,19,23,39,    # ,19,15,7,14,11,22,11,15
24.01.2022 20:00,26,20,19,29,16,26,2,16,22,23,14,36,27,23,12,20,29,20,26,20,25,21,24,35,    # ,26,15,6,13,15,15,13,15
24.01.2022 21:00,16,26,23,32,20,36,2,14,11,23,15,47,22,25,11,20,29,19,29,18,25,26,21,24,14,23,19,10,21,13,16,13,16
24.01.2022 22:00,13,32,24,32,22,35,2,15,16,14,21,40,22,24,12,25,29,21,28,21,25,29,26,17,14,23,23,14,28,9,13,13,16
24.01.2022 23:00,13,33,28,34,19,20,2,12,13,13,24,38,22,19,11,23,29,20,26,18,22,31,28,15,19,36,14,12,17,7,14,16,19
24.01.2022 24:00,12,28,27,34,24,24,2,11,15,12,26,44,23,19,6,18,30,20,25,17,20,27,27,13,17,19,24,10,11,7,14,17,20
25.01.2022 01:00,11,29,24,33,14,24,2,14,19,11,27,37,24,19,7,12,30,19,25,19,20,30,27,13,17,25,28,19,9,8,14,18,28
25.01.2022 02:00,9,28,22,30,19,16,3,15,10,14,20,35,28,13,8,9,30,17,25,21,22,30,24,13,15,23,20,14,14,8,14,15,23
25.01.2022 03:00,8,26,20,29,14,18,2,16,10,15,28,33,29,13,9,12,30,16,22,21,22,28,30,12,18,19,13,11,18,7,12,15,20
25.01.2022 04:00,8,25,17,26,17,16,2,18,10,16,27,32,26,13,11,15,29,14,20,17,20,28,23,12,19,22,16,14,15,7,13,16,20
25.01.2022 05:00,9,27,17,24,12,17,2,17,17,13,25,32,24,19,12,12,30,13,18,16,20,24,20,12,15,20,12,11,17,8,14,16,16
25.01.2022 06:00,9,37,18,23,17,18,2,13,15,14,23,24,20,19,10,10,32,13,17,15,16,21,17,12,15,15,15,17,9,8,15,18,17
25.01.2022 07:00,4,36,16,22,15,12,2,16,19,13,23,22,20,19,13,7,31,15,14,13,13,22,30,12,16,19,16,21,6,7,17,18,24
25.01.2022 08:00,4,31,14,18,15,15,2,20,19,14,20,29,24,22,15,14,32,11,17,12,12,25,22,13,19,19,16,15,10,7,20,20,24
25.01.2022 09:00,4,29,16,19,14,14,2,22,24,14,17,24,22,    # ,16,10,43,13,21,15,18,28,21,14,23,20,17,20,12,7,19,23,24
25.01.2022 10:00,6,28,17,20,18,16,2,23,23,17,16,22,20,    # ,17,13,43,17,23,17,20,26,28,17,31,17,19,29,14,7,18,28,37
25.01.2022 11:00,7,25,17,22,18,14,3,31,9,22,19,21,21,20,16,14,36,19,36,18,22,27,23,17,35,17,14,24,17,12,17,26,26
25.01.2022 12:00,6,26,17,21,22,21,8,36,2,24,16,21,18,18,16,14,47,21,49,16,20,25,31,14,32,24,19,21,12,10,16,22,21
25.01.2022 13:00,1,25,18,22,24,15,6,33,12,19,20,18,18,20,17,15,41,19,65,14,18,24,33,14,30,22,19,26,17,9,18,20,18
25.01.2022 14:00,3,26,21,26,26,18,2,37,29,23,24,17,19,21,15,12,39,19,58,14,21,27,36,15,25,20,19,23,18,11,17,22,24
25.01.2022 15:00,7,23,22,29,21,19,2,30,31,18,24,23,25,20,17,18,38,18,58,18,23,28,31,13,26,17,16,27,18,12,17,25,33
25.01.2022 16:00,10,25,21,28,26,22,2,28,    # ,14,23,36,28,27,20,16,37,19,65,20,29,27,27,15,20,20,20,27,18,12,15,28,36
25.01.2022 17:00,17,24,22,29,22,23,2,30,    # ,13,22,38,21,28,17,13,37,22,58,28,36,31,28,39,21,17,16,27,12,13,16,28,26
25.01.2022 18:00,19,27,25,32,27,24,2,30,9,14,21,32,21,28,20,14,38,25,71,35,47,31,26,46,23,19,21,30,17,13,17,32,31
25.01.2022 19:00,24,29,27,36,27,26,2,33,18,14,21,42,25,21,22,3,43,26,67,37,47,29,29,48,25,18,21,25,14,12,18,33,32
25.01.2022 20:00,22,32,27,35,25,28,2,34,24,17,21,41,23,18,16,6,47,27,69,37,48,28,27,27,26,16,23,31,10,11,16,29,24
25.01.2022 21:00,26,29,27,35,26,31,2,32,25,20,22,29,21,18,16,18,53,27,72,38,47,30,27,28,24,19,22,35,9,8,16,27,25
25.01.2022 22:00,21,29,27,36,30,27,2,29,18,21,22,32,18,17,11,13,42,30,66,39,46,29,18,32,19,15,18,34,9,6,17,25,22
25.01.2022 23:00,20,27,29,36,32,31,2,26,25,22,16,40,19,14,12,10,37,30,60,34,42,24,18,34,17,15,17,42,10,8,20,25,23
25.01.2022 24:00,21,26,30,36,28,26,2,23,20,24,11,33,26,14,14,15,33,31,60,35,40,24,19,19,15,14,21,39,8,8,19,23,22
26.01.2022 01:00,19,20,27,31,34,21,2,21,18,21,12,31,26,14,18,17,36,29,55,34,38,28,16,25,15,17,21,32,4,8,18,19,25
26.01.2022 02:00,13,19,26,30,26,21,2,22,23,19,17,32,28,14,17,11,31,29,46,31,32,31,13,24,14,16,22,28,3,7,18,12,16
26.01.2022 03:00,10,22,20,27,21,22,2,22,16,21,17,36,31,17,14,18,26,32,41,28,30,32,20,20,11,15,23,28,5,5,22,10,12
26.01.2022 04:00,8,23,17,22,16,23,2,18,20,22,20,42,38,25,20,18,26,30,38,27,29,32,23,18,9,13,22,24,8,5,25,12,17
26.01.2022 05:00,7,23,15,21,19,19,2,12,15,24,18,43,33,24,19,21,30,29,34,26,26,31,25,19,11,15,25,26,10,4,24,14,13
26.01.2022 06:00,14,21,19,25,17,19,2,9,18,26,19,41,29,22,22,26,31,28,34,26,26,29,19,18,18,16,17,19,11,4,21,14,17
26.01.2022 07:00,14,14,25,31,28,17,2,11,22,28,17,39,35,24,17,25,34,25,31,23,22,26,21,19,20,20,20,15,13,4,18,18,22
26.01.2022 08:00,14,12,25,32,29,25,2,12,21,31,13,38,32,21,20,27,34,15,24,16,12,29,19,17,27,23,17,19,10,5,16,18,28
26.01.2022 09:00,10,12,26,34,34,25,2,13,22,30,14,34,32,25,21,31,37,11,21,16,17,31,15,17,27,23,19,26,10,5,15,15,31
26.01.2022 10:00,8,12,29,34,31,26,2,15,20,29,17,31,31,34,21,27,33,18,21,15,17,27,17,16,22,22,18,22,10,6,18,16,35
26.01.2022 11:00,6,13,28,36,34,28,3,13,19,28,12,29,30,35,22,28,27,19,40,17,21,32,20,19,21,26,13,22,10,7,19,12,26
26.01.2022 12:00,7,14,28,33,29,29,9,17,20,28,13,30,32,35,14,36,29,21,61,19,26,38,2,17,19,21,11,20,8,10,17,9,22
26.01.2022 13:00,7,14,27,34,38,16,7,17,19,28,7,31,30,35,14,20,27,22,67,22,32,34,10,15,20,20,11,14,9,10,16,6,9
26.01.2022 14:00,8,11,25,30,33,29,3,15,22,28,12,26,27,30,27,16,30,21,71,26,37,25,12,15,20,23,9,12,13,8,18,6,12
26.01.2022 15:00,11,11,24,28,31,23,7,10,21,28,9,23,23,18,37,23,30,23,70,28,36,30,10,15,22,25,9,8,13,8,23,6,18
26.01.2022 16:00,12,9,24,28,29,22,7,9,27,29,10,25,21,22,30,19,30,26,77,31,42,31,13,20,27,20,14,13,7,9,34,8,7
26.01.2022 17:00,10,8,26,29,28,24,3,9,26,27,9,22,17,17,27,26,30,26,74,38,49,30,12,32,24,19,12,16,13,8,42,10,12
26.01.2022 18:00,20,8,27,31,27,29,2,12,16,27,9,21,16,13,16,21,33,25,69,38,47,28,10,36,22,14,10,26,11,9,45,14,15
26.01.2022 19:00,46,11,28,32,27,27,2,14,17,26,7,17,13,10,23,20,35,24,76,37,49,28,8,86,26,12,12,23,7,8,39,15,24
26.01.2022 20:00,52,9,30,35,28,30,5,18,18,25,6,11,11,10,16,19,32,26,73,36,52,23,7,61,26,12,11,23,5,8,36,14,25
26.01.2022 21:00,45,10,32,36,29,28,8,17,21,23,9,10,10,10,21,18,31,27,73,38,49,22,9,32,23,11,11,17,5,4,36,15,15
26.01.2022 22:00,41,9,31,35,28,27,5,13,23,25,9,12,9,8,15,15,30,27,64,35,48,22,11,31,21,12,9,19,5,3,36,15,17
26.01.2022 23:00,38,8,28,32,25,29,3,15,28,27,8,11,9,9,17,17,28,26,61,35,41,23,12,23,18,12,10,17,5,3,36,13,16
26.01.2022 24:00,35,10,23,26,21,19,2,14,17,26,9,13,9,9,21,16,22,25,55,33,38,19,12,31,16,11,7,16,5,3,34,12,16
27.01.2022 01:00,29,13,22,26,20,31,2,14,16,28,13,12,10,10,22,18,21,24,53,31,39,21,11,28,14,14,8,14,6,4,34,13,18
27.01.2022 02:00,25,17,26,29,25,29,2,14,17,31,16,12,9,12,22,15,23,26,52,31,40,25,7,22,14,7,12,10,10,7,35,15,18
27.01.2022 03:00,22,17,26,30,28,26,2,14,21,32,15,15,9,12,14,8,22,28,50,32,38,27,12,21,13,8,13,13,11,7,36,17,16
27.01.2022 04:00,20,14,28,31,24,32,2,15,19,28,17,15,8,12,17,15,25,29,49,34,37,34,14,19,12,10,9,11,14,6,37,19,18
27.01.2022 05:00,18,14,28,31,26,30,2,19,16,28,17,14,11,12,14,13,25,31,47,34,37,36,17,16,13,12,14,17,13,7,37,17,23
27.01.2022 06:00,15,16,29,34,30,31,2,19,22,29,14,17,12,13,15,13,22,32,45,32,36,33,16,16,14,12,11,22,14,7,36,16,21
27.01.2022 07:00,8,16,30,34,28,33,2,18,17,32,15,20,13,13,16,15,19,30,40,28,31,26,15,17,15,17,17,19,12,9,32,15,17
27.01.2022 08:00,2,16,28,31,33,31,2,16,21,33,17,25,16,15,18,21,20,25,36,25,29,27,20,18,18,19,16,24,15,11,24,17,21
27.01.2022 09:00,2,21,24,27,42,31,4,16,20,33,18,28,19,15,15,23,25,20,32,20,27,27,17,18,19,15,15,22,15,14,21,17,21
27.01.2022 10:00,1,20,18,20,28,21,5,17,13,30,19,32,19,17,14,35,26,12,47,15,23,23,21,24,19,20,16,18,16,12,23,14,22
27.01.2022 11:00,2,17,16,18,26,10,4,17,15,20,17,31,19,20,26,31,29,9,75,14,26,22,18,25,21,18,18,20,13,12,19,12,25
27.01.2022 12:00,2,13,15,24,32,9,6,16,12,14,11,24,17,23,15,24,31,6,45,9,14,19,18,23,23,22,19,20,15,12,13,13,22
27.01.2022 13:00,2,11,13,29,20,8,3,15,10,9,12,24,17,22,14,19,29,6,28,6,12,16,12,21,25,26,18,13,12,13,7,10,23
27.01.2022 14:00,1,11,16,29,28,9,3,12,22,13,9,25,16,24,7,21,28,8,29,9,11,10,12,20,27,22,11,16,10,13,8,9,21
27.01.2022 15:00,2,11,11,22,23,12,6,9,13,10,11,13,9,18,19,21,28,14,40,16,27,10,15,19,27,20,14,16,6,10,9,11,21
27.01.2022 16:00,3,12,7,17,23,11,7,11,10,12,11,12,7,13,2,18,26,16,47,19,31,13,15,20,24,18,14,8,6,8,11,13,18
27.01.2022 17:00,4,10,8,20,30,4,2,13,13,16,12,15,10,11,2,16,30,17,53,23,36,9,13,44,24,17,19,14,7,5,15,16,17
27.01.2022 18:00,5,10,12,23,34,4,2,14,15,20,11,13,9,12,4,10,35,15,60,24,34,10,15,52,23,14,13,14,3,3,19,14,18
27.01.2022 19:00,5,8,14,27,29,8,2,15,14,18,10,11,8,12,14,10,49,17,59,24,31,11,13,74,24,15,10,12,2,2,29,10,19
27.01.2022 20:00,5,6,14,26,15,16,2,11,17,16,9,21,8,11,9,11,46,14,35,15,22,12,12,34,26,11,12,12,2,3,28,8,13
27.01.2022 21:00,6,7,12,22,14,10,7,9,15,15,3,13,9,10,9,6,49,10,27,12,18,13,9,36,24,12,6,8,2,1,16,6,6
27.01.2022 22:00,5,7,11,17,12,7,12,6,13,12,2,12,9,6,8,10,40,10,26,12,15,15,5,31,18,10,3,6,2,1,12,5,5
27.01.2022 23:00,2,9,11,18,10,6,10,4,10,6,2,11,8,4,3,10,38,7,16,8,8,14,6,43,19,5,5,2,2,0,7,5,3
27.01.2022 24:00,2,7,12,19,10,5,6,4,10,5,2,9,6,2,2,8,21,4,10,6,5,13,7,29,18,2,6,2,2,1,5,4,5
28.01.2022 01:00,1,6,10,16,13,5,3,4,6,3,2,5,4,3,2,7,15,4,9,5,4,12,12,21,18,2,7,2,3,1,5,5,3
28.01.2022 02:00,2,6,10,14,6,2,2,3,2,4,3,5,4,4,2,6,16,4,9,6,5,5,12,23,9,2,8,2,2,1,4,6,3
28.01.2022 03:00,3,8,8,12,6,3,2,2,3,7,5,5,5,4,3,4,9,5,10,6,5,5,4,12,4,4,5,2,2,1,6,6,6
28.01.2022 04:00,4,8,8,11,9,5,2,3,3,6,5,6,5,4,4,2,11,6,12,8,7,5,3,7,3,3,5,3,3,1,7,6,9
28.01.2022 05:00,4,9,7,9,8,6,2,3,2,6,6,7,6,5,2,2,14,5,11,8,7,4,6,5,3,5,6,5,5,1,7,7,11
28.01.2022 06:00,4,8,6,8,7,4,2,3,5,6,7,7,6,5,3,2,13,5,11,7,6,4,9,6,4,7,8,7,5,1,7,7,11
28.01.2022 07:00,4,9,5,8,2,5,2,4,5,6,9,7,5,5,6,5,12,5,12,7,6,5,8,7,3,8,7,8,5,1,7,7,11
28.01.2022 08:00,4,7,5,8,3,5,3,4,6,6,8,8,6,5,7,6,12,6,14,7,6,5,7,13,4,7,6,8,4,2,7,7,11
28.01.2022 09:00,4,8,5,8,7,3,6,3,6,5,8,8,6,6,7,5,19,6,15,6,7,7,11,6,5,6,7,10,5,2,6,7,17
28.01.2022 10:00,3,9,5,7,8,4,7,4,5,5,8,9,7,5,8,3,16,6,16,5,8,6,8,9,4,7,7,4,7,2,7,7,17
28.01.2022 11:00,4,7,5,7,8,5,8,4,6,5,5,9,7,4,10,5,14,5,13,5,8,6,2,10,5,8,5,3,7,2,6,6,13
28.01.2022 12:00,4,8,5,8,8,5,8,5,5,6,6,7,5,6,6,7,11,5,11,6,7,6,5,8,4,5,8,5,3,2,7,7,7
28.01.2022 13:00,4,9,4,20,9,5,8,6,6,5,8,8,5,8,6,5,10,5,12,5,8,7,7,10,3,5,10,10,3,3,6,8,6
28.01.2022 14:00,4,9,5,40,11,6,6,7,9,5,10,9,6,7,10,5,9,4,12,6,8,6,7,15,4,7,8,18,6,3,4,11,26
28.01.2022 15:00,6,8,5,37,17,6,4,8,11,5,12,10,6,8,14,7,7,4,17,6,16,6,10,11,5,12,14,18,7,3,5,15,34
28.01.2022 16:00,5,9,6,26,16,7,8,9,12,5,18,11,6,9,14,7,8,4,13,5,8,6,12,9,6,15,17,22,10,5,5,15,27
28.01.2022 17:00,4,9,7,26,11,7,6,10,14,5,23,11,7,9,15,9,11,3,18,7,9,7,19,11,7,18,15,21,15,7,6,17,30
28.01.2022 18:00,5,10,7,40,13,6,7,14,16,5,23,10,8,13,19,6,10,4,16,7,14,7,21,62,8,16,18,21,16,8,6,28,44
28.01.2022 19:00,5,11,9,53,13,10,6,16,21,6,22,15,9,13,19,9,27,4,22,8,13,10,17,11,9,19,19,29,16,8,6,23,37
28.01.2022 20:00,5,12,9,40,22,9,9,13,18,6,25,15,10,12,28,15,31,8,22,9,13,10,21,8,10,15,17,23,18,9,9,22,39
28.01.2022 21:00,5,12,9,35,22,8,9,15,23,6,24,17,11,12,39,13,30,8,17,9,15,11,22,13,9,14,17,31,16,9,9,22,30
28.01.2022 22:00,5,15,11,27,17,9,6,16,16,7,17,17,14,12,28,11,21,8,15,7,21,11,23,18,9,18,18,26,16,10,9,22,31
28.01.2022 23:00,5,16,13,26,17,9,10,20,19,7,19,39,14,14,26,10,19,8,15,6,10,11,17,24,11,17,21,25,17,10,10,19,21
28.01.2022 24:00,4,16,12,27,16,8,9,19,24,7,20,14,13,18,29,11,17,9,15,6,8,11,21,31,11,15,16,26,19,11,10,22,18
29.01.2022 01:00,6,15,12,20,18,7,7,23,15,8,30,16,13,21,24,9,16,10,15,6,8,11,17,20,11,15,10,24,11,12,8,24,13
29.01.2022 02:00,8,15,12,19,18,7,7,25,18,9,16,17,11,20,29,10,13,11,15,6,8,10,21,13,11,15,11,18,9,13,8,26,21
29.01.2022 03:00,7,14,12,18,12,9,5,22,21,8,15,12,10,18,14,10,11,11,14,7,8,10,16,10,11,17,14,17,15,15,8,22,23
29.01.2022 04:00,7,13,11,17,11,8,2,21,23,9,17,11,9,16,15,11,11,11,14,8,9,10,15,9,13,16,15,17,13,14,8,15,17
29.01.2022 05:00,7,13,9,17,9,7,2,19,18,9,12,11,9,16,16,9,12,11,13,8,10,10,13,9,14,19,13,14,15,15,8,13,9
29.01.2022 06:00,6,13,8,16,9,9,2,15,19,9,10,10,9,15,10,8,12,11,13,8,10,9,14,8,14,16,12,8,12,14,8,12,9
29.01.2022 07:00,3,13,7,14,9,7,3,14,16,10,11,9,9,15,8,9,12,11,14,9,10,8,15,9,15,13,11,12,9,12,8,13,9
29.01.2022 08:00,2,14,8,18,12,6,5,16,14,9,12,12,8,14,9,8,8,10,17,8,10,8,14,15,16,12,12,13,10,12,8,12,12
29.01.2022 09:00,1,12,10,20,15,6,6,16,15,10,13,9,7,11,11,8,9,7,34,6,11,9,19,14,15,13,16,12,11,10,11,13,10
29.01.2022 10:00,1,12,13,26,20,6,6,17,18,8,17,8,6,10,13,10,10,7,44,8,13,13,15,12,13,10,15,12,12,9,12,13,11
29.01.2022 11:00,1,12,14,26,16,8,8,15,14,6,9,7,6,11,9,10,12,7,41,9,16,24,12,14,10,9,9,10,10,10,10,9,11
29.01.2022 12:00,1,10,11,21,21,7,7,11,19,5,8,11,6,11,7,12,17,5,28,7,14,22,10,14,10,9,9,9,9,9,8,5,7
29.01.2022 13:00,1,7,8,18,20,6,2,7,11,5,5,15,7,8,9,11,20,3,19,5,11,15,10,13,10,11,11,6,7,6,7,5,8
29.01.2022 14:00,2,6,6,15,15,3,6,5,8,5,3,15,10,8,2,8,20,2,17,4,10,10,9,28,10,9,8,3,3,2,6,4,11
29.01.2022 15:00,2,5,5,13,16,2,9,4,9,5,3,11,8,10,2,7,18,3,16,5,13,9,5,17,11,7,5,2,2,1,5,5,12
29.01.2022 16:00,3,4,5,13,15,2,4,3,6,4,2,11,7,11,2,6,14,4,16,6,16,7,5,16,12,6,5,3,2,1,4,5,11
29.01.2022 17:00,5,3,4,10,12,2,2,1,7,4,2,9,6,9,2,5,15,5,18,9,17,5,4,46,9,7,5,2,2,5,5,5,5
29.01.2022 18:00,5,3,4,9,7,2,2,2,10,4,2,7,4,4,2,2,28,6,20,9,19,6,5,40,7,8,5,2,2,1,5,4,4
29.01.2022 19:00,4,3,3,10,6,2,2,3,5,5,2,9,4,2,2,2,31,8,21,10,21,5,2,25,5,4,2,2,2,1,6,3,2
29.01.2022 20:00,3,3,2,8,8,2,3,2,6,6,2,14,3,2,2,3,17,10,25,12,24,4,2,27,4,2,2,2,2,1,5,4,2
29.01.2022 21:00,3,3,3,9,7,2,5,2,8,6,2,5,2,2,2,2,15,10,27,11,34,3,2,31,3,2,3,2,2,1,4,3,2
29.01.2022 22:00,4,2,2,5,5,2,7,1,7,6,2,5,2,2,2,2,10,11,23,12,27,3,2,28,3,2,2,4,2,1,4,3,2
29.01.2022 23:00,5,3,2,4,3,2,7,2,2,6,2,5,2,2,2,2,14,6,15,7,11,3,2,43,2,2,2,2,2,0,4,3,2
29.01.2022 24:00,3,3,2,4,4,2,3,1,2,5,2,4,3,2,2,2,12,4,9,4,6,2,2,34,2,2,2,2,2,1,4,3,2
30.01.2022 01:00,4,3,3,3,2,2,2,1,2,5,2,2,2,2,2,3,10,3,6,2,3,2,2,18,3,2,2,2,2,0,4,3,2
30.01.2022 02:00,2,3,1,2,2,2,2,6,2,5,2,2,2,2,2,3,12,3,5,2,2,2,9,4,2,2,2,9,2,1,5,5,3
30.01.2022 03:00,1,3,1,2,2,2,2,8,2,5,2,2,3,2,4,2,11,2,4,1,2,2,4,3,2,2,2,13,2,2,4,7,10
30.01.2022 04:00,1,3,1,2,2,2,2,9,7,5,2,3,3,2,9,2,7,2,3,1,2,1,2,3,2,2,2,12,3,3,4,9,16
30.01.2022 05:00,1,4,1,2,2,2,2,7,11,5,3,2,2,6,11,2,5,2,3,2,1,1,3,3,2,3,2,10,6,4,4,9,16
30.01.2022 06:00,2,5,1,2,2,2,2,9,11,4,8,2,3,9,11,2,3,2,4,2,2,1,7,6,4,6,2,11,7,4,3,9,16
30.01.2022 07:00,2,6,1,1,2,2,2,10,10,4,13,5,5,8,14,2,1,3,6,2,3,1,10,4,5,10,2,14,10,5,3,10,17
30.01.2022 08:00,2,6,1,1,2,2,2,10,12,4,13,8,8,9,14,2,2,4,8,3,4,2,10,4,7,12,3,18,12,6,3,11,19
30.01.2022 09:00,2,7,3,4,2,2,5,11,10,4,15,9,9,10,12,3,5,3,7,2,3,4,15,13,8,12,5,18,13,6,3,11,18
30.01.2022 10:00,2,6,4,7,2,2,7,10,10,5,11,9,10,10,9,7,6,4,8,2,4,10,14,8,7,12,5,15,9,7,3,10,17
30.01.2022 11:00,3,7,8,12,3,2,8,9,14,6,15,9,8,10,13,10,3,4,9,3,6,10,11,7,7,7,7,11,8,9,4,10,13
30.01.2022 12:00,3,9,8,14,10,5,6,9,8,6,13,10,9,10,11,10,4,6,18,5,8,10,14,13,7,16,9,11,13,8,4,11,15
30.01.2022 13:00,3,10,7,13,12,8,2,10,10,6,14,11,10,9,11,10,2,5,20,6,12,9,11,5,8,11,9,15,12,7,4,12,17
30.01.2022 14:00,4,10,7,14,11,10,5,12,13,7,14,15,10,10,11,9,3,7,18,5,9,9,11,5,8,11,10,19,7,7,5,13,21
30.01.2022 15:00,4,10,8,14,12,9,6,15,11,8,15,12,9,10,17,6,8,9,18,6,9,8,12,6,7,13,9,25,7,8,6,14,19
30.01.2022 16:00,5,10,10,15,13,9,8,16,18,7,18,11,8,10,14,8,7,9,16,8,10,10,15,14,7,12,11,22,14,8,6,16,25
30.01.2022 17:00,8,11,11,19,11,9,8,17,19,8,21,10,9,12,23,9,13,11,18,11,16,11,17,22,9,14,13,28,19,11,8,17,28
30.01.2022 18:00,11,13,15,22,17,12,2,19,24,8,23,11,9,13,24,9,9,14,24,13,34,12,19,26,10,17,15,30,20,13,8,19,27
30.01.2022 19:00,12,13,15,29,13,11,5,19,25,6,24,12,9,12,25,9,20,14,27,15,17,17,20,30,9,16,15,31,20,15,8,22,35
30.01.2022 20:00,13,15,15,27,19,12,7,20,26,8,21,14,10,13,32,8,37,14,33,18,24,22,22,12,10,21,15,25,23,14,14,22,29
30.01.2022 21:00,14,13,14,28,15,13,8,20,24,9,29,11,10,14,27,10,24,11,34,17,23,22,19,12,9,19,21,30,19,15,9,23,32
30.01.2022 22:00,13,14,20,26,22,15,6,21,27,9,24,13,10,14,26,12,29,11,31,16,16,24,26,9,11,18,21,34,20,15,10,24,38
30.01.2022 23:00,12,15,22,22,15,20,2,21,23,10,23,16,11,13,29,13,23,9,28,14,14,22,19,15,11,21,17,35,24,16,10,25,36
30.01.2022 24:00,11,16,17,21,19,18,2,23,30,9,25,12,12,12,24,11,31,9,22,13,13,24,26,18,12,19,17,30,25,17,9,22,33
31.01.2022 01:00,12,16,13,18,11,16,2,23,39,11,32,11,12,12,22,13,19,11,21,12,12,20,15,12,15,21,16,35,29,18,10,21,18
31.01.2022 02:00,13,14,12,16,15,10,2,22,29,12,21,10,12,13,29,11,20,12,20,12,11,20,16,9,13,13,14,27,24,19,9,22,23
31.01.2022 03:00,13,14,12,16,14,16,2,22,30,12,20,10,13,15,27,10,18,12,17,12,12,17,18,7,14,17,10,25,22,19,9,19,23
31.01.2022 04:00,13,14,11,15,15,11,2,20,29,12,18,12,14,15,32,15,18,12,17,12,13,17,18,7,13,13,11,26,20,18,9,17,19
31.01.2022 05:00,14,13,12,14,13,13,3,17,27,13,15,12,13,16,22,12,11,13,19,13,14,16,18,7,13,13,14,20,21,16,10,17,18
31.01.2022 06:00,13,13,11,15,14,14,3,16,25,12,16,6,12,17,23,14,10,12,20,12,13,14,20,7,15,16,10,21,12,13,10,17,17
31.01.2022 07:00,11,13,11,15,17,11,6,15,26,12,16,7,11,17,14,12,9,12,24,12,15,12,19,7,18,18,12,17,15,11,11,17,20
31.01.2022 08:00,10,12,10,14,14,9,13,15,28,14,12,8,11,15,15,13,7,11,25,11,19,12,14,10,22,21,12,22,13,11,12,16,23
31.01.2022 09:00,7,10,8,11,17,8,5,11,30,14,22,8,9,14,19,14,7,9,25,10,15,11,21,9,24,15,14,13,16,12,13,11,12
31.01.2022 10:00,5,7,8,10,14,7,8,3,14,11,7,8,    # ,12,19,12,6,7,17,8,11,9,12,10,20,16,7,11,13,5,12,7,4
31.01.2022 11:00,4,7,6,8,6,6,8,3,8,9,3,7,7,8,4,8,4,5,15,7,9,7,8,12,20,11,2,5,2,3,9,7,2
31.01.2022 12:00,3,7,4,5,5,3,9,3,2,7,2,5,5,5,2,8,2,3,14,4,7,3,2,15,16,4,2,5,2,1,7,7,5
31.01.2022 13:00,2,6,2,4,3,2,3,3,2,6,2,4,4,3,2,4,1,2,14,3,6,3,2,17,6,2,2,2,2,3,7,6,7
31.01.2022 14:00,2,6,3,5,2,2,2,2,4,5,2,5,4,4,2,2,0,3,10,3,6,4,2,20,5,2,2,2,2,1,6,6,7
31.01.2022 15:00,2,6,3,4,2,2,2,0,7,4,3,5,4,4,3,2,2,5,12,4,7,4,2,16,5,2,5,3,2,1,5,5,10
31.01.2022 16:00,2,5,2,3,2,2,4,1,2,4,6,6,4,4,2,2,3,5,10,4,9,4,6,6,5,2,5,3,2,1,6,5,4
31.01.2022 17:00,2,5,3,4,2,2,2,1,2,5,5,9,4,6,2,3,3,6,10,3,9,4,7,5,12,2,3,2,2,0,6,5,3
31.01.2022 18:00,2,5,3,5,2,2,3,1,2,5,3,8,3,4,2,3,3,5,10,4,9,5,6,6,5,2,2,2,2,0,6,5,5
31.01.2022 19:00,3,5,3,6,2,2,2,2,2,5,2,6,3,3,2,2,3,4,12,3,8,5,3,7,15,2,2,2,2,2,5,5,6
31.01.2022 20:00,3,5,4,7,2,2,2,1,2,4,2,6,4,3,2,2,5,5,17,4,14,5,2,7,4,2,2,2,2,1,4,5,8
31.01.2022 21:00,3,4,4,7,2,2,2,2,2,4,3,5,4,3,5,2,5,5,11,3,12,4,2,21,3,2,2,2,2,1,4,5,6
31.01.2022 22:00,2,4,5,7,5,2,2,1,2,4,2,3,4,2,5,2,5,3,10,3,6,2,4,17,3,2,2,2,2,2,4,5,4
31.01.2022 23:00,2,4,3,4,3,2,2,2,2,3,2,2,3,2,2,2,3,2,8,3,4,2,3,6,3,2,2,3,2,1,3,4,6
31.01.2022 24:00,2,4,2,3,2,2,2,2,2,3,2,4,4,2,2,2,3,2,5,2,2,1,2,4,4,2,2,2,2,1,3,4,6
