Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
08.04.2022 06:00,2,13,14,8,22,14,6,7,6,6,14,4,5,5,7,5,19,8,7,2,14,20,19,9,8,9,7,66,14,31,15,7,3,49,21,27,5,4,16,30,5,10,7,11,3,6,8,19
08.04.2022 07:00,3,22,21,12,30,20,9,15,9,6,25,4,13,7,10,6,37,17,11,9,17,17,28,24,8,12,7,80,20,51,27,8,4,51,25,27,9,4,21,34,6,13,9,14,3,5,11,61
08.04.2022 08:00,3,17,21,15,44,23,9,37,8,4,20,5,10,6,12,7,32,16,10,11,13,12,28,26,9,16,8,92,28,56,24,7,4,35,17,16,20,4,30,27,6,11,6,16,4,5,9,53
08.04.2022 09:00,3,16,11,13,36,20,8,28,7,5,23,5,10,4,7,8,25,10,8,8,9,14,25,32,7,14,10,94,29,63,19,5,4,27,13,17,15,4,25,20,5,9,6,22,3,8,11,20
08.04.2022 10:00,3,17,8,10,40,22,7,22,7,9,20,5,10,4,8,6,18,8,8,6,11,11,17,20,7,9,9,72,18,54,23,5,4,22,15,18,7,5,20,22,5,9,6,23,3,8,9,18
08.04.2022 11:00,3,18,7,10,39,20,7,6,12,9,24,5,8,4,6,6,24,7,11,5,13,13,18,17,7,14,9,79,16,47,23,6,4,24,17,19,10,5,20,19,4,9,7,30,3,7,10,26
08.04.2022 12:00,3,30,10,16,32,18,7,19,12,11,29,4,7,5,5,7,41,15,15,5,13,13,23,27,6,17,9,68,22,35,27,7,4,26,20,22,11,7,20,24,7,10,7,25,3,7,10,35
08.04.2022 13:00,2,33,10,17,34,25,9,17,11,7,32,4,10,7,5,7,37,19,15,4,14,16,23,24,7,19,9,41,20,32,30,8,5,14,23,30,12,12,22,26,6,14,6,23,3,9,10,43
08.04.2022 14:00,2,40,12,16,28,20,7,17,11,14,38,5,8,7,5,9,43,17,12,3,14,13,13,12,6,12,9,51,20,25,25,7,5,17,25,35,12,6,24,30,18,13,5,22,3,10,14,34
08.04.2022 15:00,2,42,10,6,15,9,5,14,11,11,27,5,8,8,5,14,31,22,19,4,11,11,16,7,5,7,9,46,16,30,13,6,6,17,25,41,5,16,28,41,17,12,8,23,3,9,16,12
08.04.2022 16:00,2,36,13,4,13,8,4,16,11,15,17,7,10,11,5,14,30,23,17,3,13,10,20,7,6,5,8,34,11,27,13,6,8,19,24,68,6,15,20,28,16,14,14,29,3,9,11,14
08.04.2022 17:00,3,35,19,5,14,8,4,11,11,19,16,10,20,14,3,22,40,18,20,4,6,11,18,10,9,5,7,33,9,29,13,6,6,22,17,70,15,15,22,30,23,15,21,19,4,14,9,12
08.04.2022 18:00,3,15,17,4,12,6,4,5,14,22,29,10,14,9,3,31,30,16,28,4,12,13,16,7,10,5,7,36,12,27,10,8,7,22,16,58,28,10,30,49,18,18,16,17,4,13,21,35
08.04.2022 19:00,3,35,18,4,11,7,4,9,15,33,40,10,5,8,4,36,10,5,25,4,17,24,13,16,7,5,7,31,10,25,11,8,11,24,18,51,20,6,18,42,25,28,16,14,4,12,26,48
08.04.2022 20:00,3,26,15,4,12,7,4,7,12,28,45,10,4,10,4,31,13,6,20,9,14,29,12,13,6,5,6,27,8,22,15,9,5,26,25,43,9,13,13,35,14,29,11,23,4,4,29,40
08.04.2022 21:00,3,18,12,7,19,9,4,13,14,21,43,9,4,9,7,24,22,11,7,5,14,21,12,16,6,5,6,31,8,26,14,8,4,21,22,28,23,17,12,39,6,29,15,17,4,5,28,47
08.04.2022 22:00,3,11,21,6,16,9,4,3,14,22,30,9,5,11,7,18,25,11,10,6,12,29,20,24,5,5,7,40,12,24,11,10,7,20,21,29,24,16,11,44,9,27,19,8,6,9,36,63
08.04.2022 23:00,3,8,14,3,6,7,4,3,14,24,40,11,23,9,10,7,18,13,19,3,14,22,15,7,10,6,6,23,11,23,7,12,8,23,22,22,32,9,24,41,10,23,16,10,6,10,28,49
08.04.2022 24:00,3,9,15,3,6,3,4,6,10,14,25,10,19,10,10,10,11,11,14,1,11,16,8,5,12,6,6,25,10,20,6,10,8,19,37,22,30,10,24,21,8,15,10,9,4,14,22,29
09.04.2022 01:00,2,7,24,2,4,2,3,2,4,9,13,8,20,7,5,8,4,2,17,1,13,20,8,3,9,4,6,12,9,17,6,6,6,18,36,18,16,8,22,19,9,12,10,10,4,9,19,19
09.04.2022 02:00,2,6,18,3,4,3,4,12,4,9,10,6,12,4,7,10,9,6,8,0,10,8,7,2,9,3,6,5,3,10,7,6,6,13,35,10,13,6,21,18,13,7,9,19,4,9,8,20
09.04.2022 03:00,3,6,15,6,7,6,6,9,9,8,13,5,8,5,11,8,8,6,6,1,9,11,7,2,7,4,6,7,4,9,7,8,7,10,18,8,16,5,25,8,6,7,7,16,3,7,5,15
09.04.2022 04:00,4,7,20,5,5,5,6,9,6,9,18,5,4,4,4,8,7,3,6,3,9,10,9,5,5,7,7,12,7,9,6,9,6,12,8,8,14,4,6,7,5,7,5,15,3,4,11,15
09.04.2022 05:00,5,7,21,6,9,7,6,13,5,8,24,7,5,5,4,11,9,4,5,3,10,8,9,6,6,8,7,21,7,12,8,9,5,19,10,8,5,5,9,8,10,7,6,18,3,5,10,20
09.04.2022 06:00,4,8,27,6,12,11,6,8,8,12,35,7,6,7,7,11,9,5,6,3,11,9,9,12,6,7,7,43,8,15,13,10,5,17,11,9,11,6,10,13,10,9,8,15,4,6,10,23
09.04.2022 07:00,4,11,29,7,16,13,7,7,8,9,22,7,7,8,7,10,13,8,6,9,12,15,9,13,8,8,7,45,10,21,13,10,6,26,12,12,11,7,10,12,9,9,8,14,5,6,11,21
09.04.2022 08:00,4,18,13,9,23,13,7,19,5,8,14,6,8,8,5,8,12,6,7,11,10,11,11,16,7,9,7,46,9,21,13,12,6,24,13,13,14,7,10,13,9,11,9,15,4,6,11,15
09.04.2022 09:00,5,12,10,6,20,10,7,16,14,10,14,6,11,6,7,7,14,6,7,11,12,11,10,19,9,10,7,57,12,20,12,10,5,24,11,13,33,6,12,13,8,11,11,14,4,7,12,21
09.04.2022 10:00,4,13,9,7,23,10,7,10,8,10,17,6,9,5,7,6,15,6,9,7,12,11,11,17,7,8,7,50,11,20,12,8,5,20,10,11,23,5,14,14,9,10,11,15,5,7,10,24
09.04.2022 11:00,4,13,8,8,26,11,7,9,9,7,16,5,6,5,6,6,16,6,10,4,10,12,15,19,6,8,7,44,9,17,11,8,5,20,9,11,25,5,13,17,9,9,12,12,4,6,12,22
09.04.2022 12:00,4,12,7,6,31,11,7,12,7,6,17,5,6,4,6,6,21,6,8,4,8,11,14,11,6,7,7,53,11,21,11,6,5,16,9,11,16,5,11,20,7,7,11,12,4,5,8,15
09.04.2022 13:00,4,14,7,6,26,11,6,6,6,5,14,4,5,4,4,5,16,6,7,3,7,9,12,8,5,6,7,56,8,19,9,6,4,14,9,11,4,4,8,16,6,7,10,10,4,4,8,13
09.04.2022 14:00,4,13,5,6,24,12,6,9,6,5,14,4,5,4,3,4,16,5,7,3,10,8,13,8,5,5,7,43,8,19,10,5,4,16,9,10,16,4,9,15,6,6,8,11,3,3,9,15
09.04.2022 15:00,3,12,7,6,31,9,6,6,7,5,18,4,4,3,4,4,15,4,6,3,7,8,14,9,4,5,7,48,7,22,8,6,4,27,8,10,12,4,8,11,7,6,7,10,3,3,9,19
09.04.2022 16:00,3,11,7,7,32,10,5,13,7,5,15,5,4,4,3,5,15,4,6,2,7,10,14,10,4,4,6,56,8,26,7,7,4,14,8,10,6,4,8,14,6,6,8,10,3,3,9,9
09.04.2022 17:00,4,13,9,6,34,13,6,8,6,5,19,4,4,3,6,4,19,5,7,2,7,8,15,11,5,5,7,62,8,30,10,6,3,14,8,11,14,4,11,12,6,7,8,10,4,4,7,16
09.04.2022 18:00,4,16,9,8,27,15,6,18,6,5,17,5,5,4,6,7,19,6,6,4,9,7,17,12,5,6,7,57,9,27,12,6,4,14,18,13,15,4,14,17,9,8,8,13,3,5,8,12
09.04.2022 19:00,4,19,11,10,37,23,8,1,9,7,22,6,7,4,5,6,25,10,9,5,10,14,21,11,8,7,7,60,13,35,12,7,4,18,11,13,18,6,18,26,10,10,11,17,3,9,16,15
09.04.2022 20:00,5,15,11,13,43,25,10,6,23,8,18,7,7,6,8,6,25,12,10,6,7,15,19,12,7,10,7,70,19,49,20,10,4,24,12,11,17,7,15,22,10,9,8,23,4,15,12,15
09.04.2022 21:00,5,18,12,19,42,21,16,8,14,10,14,6,8,7,15,6,29,15,9,8,7,9,15,9,10,16,8,71,20,47,31,11,6,46,16,13,26,17,12,29,12,12,11,41,4,8,14,24
09.04.2022 22:00,5,12,18,14,32,20,13,2,13,13,12,5,14,8,12,5,14,13,6,7,8,10,21,9,9,15,8,60,21,52,30,9,4,44,16,13,15,15,20,45,9,13,14,38,4,6,12,14
09.04.2022 23:00,5,15,48,11,27,15,10,2,15,18,13,6,17,6,13,8,23,10,5,6,7,12,14,9,8,12,8,57,26,38,29,9,4,34,12,14,15,10,26,31,7,14,14,39,5,7,16,15
09.04.2022 24:00,5,12,22,12,26,15,8,1,9,13,12,5,11,4,18,5,14,9,6,4,7,25,13,7,7,10,8,41,19,31,16,6,5,32,12,12,15,9,26,22,8,10,11,27,4,5,26,21
10.04.2022 01:00,5,16,16,12,21,16,11,15,11,16,14,6,9,5,10,5,19,8,6,4,9,25,14,6,10,10,8,41,14,33,12,7,4,11,15,11,15,13,27,16,9,7,13,40,4,7,33,22
10.04.2022 02:00,5,14,16,10,16,11,9,12,10,16,14,5,7,5,9,6,18,9,5,4,9,22,13,6,9,8,8,22,18,31,17,7,5,12,10,10,17,12,26,16,5,10,17,37,4,8,25,14
10.04.2022 03:00,5,12,24,9,13,9,8,10,9,16,13,6,10,15,9,6,17,12,5,4,7,23,14,6,11,7,7,16,15,32,17,10,6,12,13,12,17,11,22,15,5,12,7,31,4,7,26,15
10.04.2022 04:00,4,13,24,8,12,7,7,4,8,20,12,6,10,14,15,5,19,10,6,3,7,27,13,6,10,7,7,14,16,22,21,10,5,17,14,12,15,9,20,17,8,10,10,28,3,6,30,14
10.04.2022 05:00,4,17,33,9,11,8,7,12,9,12,10,6,10,11,11,5,20,12,10,6,9,26,14,8,11,6,7,14,15,19,30,10,9,45,18,13,15,9,19,19,11,10,9,36,3,6,33,15
10.04.2022 06:00,4,23,44,10,11,10,8,13,7,30,14,7,9,9,7,5,17,14,10,8,12,18,15,6,11,7,7,22,14,21,27,10,11,53,16,16,19,11,23,14,14,14,13,30,3,5,14,18
10.04.2022 07:00,4,10,40,8,11,14,7,9,10,24,13,7,8,7,9,5,17,13,9,4,14,7,15,8,9,8,7,18,13,23,22,10,11,34,10,14,23,8,23,18,9,15,11,23,4,6,11,18
10.04.2022 08:00,4,8,16,7,11,9,6,10,17,7,10,6,7,7,8,6,14,9,7,2,12,7,13,9,8,7,7,29,11,20,16,9,9,24,8,9,12,7,16,11,8,7,8,11,5,5,8,21
10.04.2022 09:00,4,7,15,5,12,9,5,7,13,9,10,5,6,6,6,5,13,5,6,3,12,6,10,8,7,6,7,36,8,17,10,7,6,13,7,8,12,6,12,10,7,8,8,9,4,5,8,11
10.04.2022 10:00,4,9,10,5,12,7,5,10,8,7,10,5,6,4,5,4,12,5,5,2,8,6,9,8,6,6,7,39,7,12,7,5,5,13,6,9,9,5,7,9,6,7,6,6,4,4,6,10
10.04.2022 11:00,4,7,7,5,17,7,5,15,4,7,9,5,5,4,5,5,13,4,5,2,7,5,9,7,5,5,6,33,6,10,7,6,4,13,5,9,10,4,7,9,6,6,6,7,4,4,7,8
10.04.2022 12:00,3,7,8,6,18,9,5,9,4,5,11,4,4,3,3,5,11,3,5,1,6,5,10,6,4,5,6,34,6,13,7,5,4,21,6,7,17,4,7,10,7,6,6,7,3,3,5,9
10.04.2022 13:00,3,8,7,5,21,10,5,15,5,4,11,4,4,3,2,4,12,4,5,3,6,4,10,7,4,4,6,42,8,17,5,5,3,17,7,7,12,5,5,10,5,4,5,7,2,3,5,9
10.04.2022 14:00,4,8,7,6,19,7,5,6,4,4,9,4,4,3,3,4,13,4,5,2,6,4,10,6,5,5,6,41,9,20,6,5,3,18,7,10,19,4,5,10,5,5,5,9,2,3,7,10
10.04.2022 15:00,3,7,8,5,19,9,5,8,6,5,10,4,4,3,2,4,13,3,5,2,6,4,10,7,4,4,6,36,8,20,5,6,3,23,8,10,10,4,5,11,4,5,4,8,3,3,4,9
10.04.2022 16:00,3,6,8,7,26,11,5,22,4,6,10,4,4,3,2,4,17,4,5,3,8,7,10,6,4,5,7,40,9,25,5,6,3,16,6,9,11,4,7,12,5,5,4,11,2,4,5,9
10.04.2022 17:00,3,9,8,6,20,10,5,17,4,6,14,5,5,3,3,4,16,4,5,1,6,9,12,8,5,6,7,40,8,22,6,6,3,18,7,10,9,4,6,10,6,7,5,10,2,5,6,11
10.04.2022 18:00,5,11,9,12,23,10,7,9,5,8,14,6,6,4,3,8,15,7,5,4,7,7,13,8,5,7,7,57,14,26,7,8,4,13,9,13,14,5,12,17,8,6,8,13,3,6,7,17
10.04.2022 19:00,4,19,11,13,35,16,11,1,6,10,22,9,7,5,4,8,16,8,7,6,10,12,15,5,7,9,8,67,23,27,18,11,4,17,12,15,14,6,10,23,11,12,12,16,3,6,13,17
10.04.2022 20:00,3,20,13,20,31,25,13,1,6,17,22,8,10,11,5,14,26,10,8,20,7,17,18,12,7,14,8,56,12,31,11,18,6,32,23,23,26,8,28,37,8,14,17,26,4,9,22,22
10.04.2022 21:00,3,21,48,16,29,20,14,2,11,12,34,8,13,12,10,10,31,11,10,30,14,32,17,21,7,23,9,53,15,31,19,15,8,75,35,34,48,12,26,43,10,23,21,46,5,7,33,18
10.04.2022 22:00,3,24,45,22,26,17,17,0,15,38,43,7,12,9,11,8,27,9,13,17,15,37,17,18,8,30,12,42,30,29,25,12,8,73,48,29,38,17,28,42,12,30,23,32,4,12,47,31
10.04.2022 23:00,4,21,44,30,24,23,16,1,6,42,42,9,11,21,9,9,23,10,11,16,13,31,15,11,7,33,15,39,27,24,28,10,7,55,40,43,37,22,30,58,13,30,15,30,5,9,28,33
10.04.2022 24:00,4,21,37,30,24,24,18,2,7,30,34,10,17,32,8,34,42,15,11,25,11,26,17,11,10,32,16,31,19,22,32,7,6,39,38,69,22,25,25,51,13,50,13,18,5,8,29,32
11.04.2022 01:00,5,16,31,35,27,37,21,2,7,23,31,9,18,38,8,17,36,24,12,19,12,23,16,17,9,29,16,32,16,18,51,9,6,41,49,61,21,22,23,34,10,27,15,16,4,8,28,27
11.04.2022 02:00,4,17,41,42,23,26,30,1,7,28,38,9,17,44,8,18,40,32,11,12,9,25,14,10,9,25,13,27,11,12,39,14,7,37,43,41,16,22,21,36,12,28,13,20,4,7,22,29
11.04.2022 03:00,4,39,32,35,26,25,23,1,4,24,29,18,16,36,9,34,46,37,11,11,10,23,13,10,9,24,11,30,12,15,35,13,9,36,37,38,17,21,25,29,17,27,14,18,3,11,23,26
11.04.2022 04:00,3,35,32,20,26,22,18,1,4,19,32,24,19,22,9,37,41,37,10,38,9,25,16,12,11,28,11,35,12,18,36,12,9,40,35,49,23,20,28,32,14,26,17,14,4,10,19,32
11.04.2022 05:00,3,39,36,30,34,25,24,1,4,37,29,24,30,21,9,36,39,36,19,52,14,29,22,16,11,33,13,59,20,32,38,13,8,44,45,57,28,24,29,44,15,30,23,31,5,20,21,37
11.04.2022 06:00,5,46,45,44,46,39,24,2,6,45,33,28,30,28,14,35,40,38,24,43,22,32,32,16,15,42,11,79,29,40,27,25,8,44,51,66,34,24,36,50,19,33,32,36,4,33,23,39
11.04.2022 07:00,7,45,46,40,46,39,22,2,7,42,36,30,27,22,20,36,35,38,29,41,22,37,30,23,24,47,14,64,41,46,29,25,10,45,55,72,34,20,28,54,26,31,28,35,4,32,27,60
11.04.2022 08:00,6,47,20,30,36,28,18,4,6,35,31,25,16,28,12,39,30,31,23,31,22,30,28,22,25,35,17,47,30,38,25,21,12,47,46,73,30,26,24,42,25,23,29,33,4,19,32,69
11.04.2022 09:00,5,38,13,22,30,23,16,2,5,33,23,17,22,28,11,35,25,24,21,13,21,35,18,27,21,21,13,39,21,32,21,16,12,46,38,73,22,20,25,31,21,24,21,20,3,27,35,44
11.04.2022 10:00,4,24,17,21,30,21,18,2,5,27,18,10,18,13,5,18,21,    # ,16,12,10,20,14,19,13,17,11,29,13,27,17,10,9,22,26,56,20,8,21,30,18,11,17,20,2,17,31,29
11.04.2022 11:00,4,19,7,18,35,20,16,1,4,15,11,6,17,10,2,7,14,13,13,10,8,11,11,14,12,13,9,23,12,26,12,10,7,12,10,42,16,8,12,20,12,7,8,15,3,25,11,10
11.04.2022 12:00,5,18,5,11,24,13,10,0,5,10,14,5,11,6,5,6,13,13,10,5,8,7,9,14,9,10,9,22,10,24,12,6,5,12,7,45,13,8,12,17,11,7,6,12,3,15,8,10
11.04.2022 13:00,3,15,6,11,22,12,7,4,6,9,12,5,10,6,4,7,14,12,9,3,6,7,12,14,8,10,9,23,9,20,10,5,5,11,7,40,11,7,15,21,11,6,7,9,2,13,6,11
11.04.2022 14:00,3,18,7,12,30,13,7,3,5,10,12,5,9,6,4,6,11,14,11,3,8,7,9,12,8,10,    # ,21,8,22,11,5,5,11,8,39,5,7,20,19,10,6,7,10,2,14,7,12
11.04.2022 15:00,3,16,6,11,24,12,7,3,5,11,23,5,15,6,4,6,13,14,11,4,7,7,12,13,9,10,6,32,9,25,11,5,5,11,9,47,10,7,27,23,10,6,7,10,2,24,6,7
11.04.2022 16:00,3,21,6,14,30,15,8,14,7,11,19,5,13,7,3,8,12,12,11,5,7,9,13,19,9,11,6,34,8,27,12,5,5,16,10,56,9,7,29,20,14,8,7,16,3,17,7,9
11.04.2022 17:00,3,22,7,15,43,17,8,8,10,12,17,6,14,7,5,7,12,14,10,6,8,8,11,17,8,13,7,34,11,34,11,4,6,11,10,46,9,8,30,29,16,8,8,16,3,18,9,7
11.04.2022 18:00,4,22,8,18,43,16,9,2,11,18,16,7,11,7,7,9,15,17,11,8,7,8,12,21,8,12,8,41,16,24,12,5,7,12,10,52,9,11,25,30,15,9,5,13,3,10,8,9
11.04.2022 19:00,5,30,9,21,46,19,11,1,8,18,20,7,14,9,11,11,22,21,13,9,8,13,14,31,10,14,12,37,17,29,13,9,7,18,14,43,16,10,35,46,13,13,13,12,3,9,9,10
11.04.2022 20:00,6,51,25,34,52,22,14,1,10,34,38,6,16,11,9,16,27,57,39,16,12,28,21,42,12,22,16,36,18,31,19,9,9,25,18,47,22,22,38,77,21,27,11,15,3,15,23,14
11.04.2022 21:00,6,63,22,32,41,22,14,2,12,31,39,8,21,19,7,36,24,51,27,23,15,49,21,30,15,28,17,34,19,28,23,10,9,26,22,52,47,19,41,73,14,22,18,47,2,17,31,19
11.04.2022 22:00,6,48,19,30,31,21,13,1,10,30,43,19,30,21,10,40,32,28,20,33,11,38,25,22,25,23,18,28,18,26,19,12,10,29,23,50,46,22,43,69,16,25,40,51,3,17,39,45
11.04.2022 23:00,6,41,16,37,28,20,17,0,15,31,40,11,17,18,9,27,40,42,18,30,16,34,31,23,21,20,17,36,20,25,29,12,10,49,27,66,33,29,46,63,13,29,20,37,3,40,28,55
11.04.2022 24:00,5,44,11,23,24,19,17,0,15,31,35,10,19,21,8,33,34,33,30,17,18,37,31,24,13,23,17,46,25,26,44,14,9,53,40,61,23,25,40,40,16,29,41,24,3,40,27,32
12.04.2022 01:00,6,48,11,23,26,20,20,0,9,38,30,10,35,22,10,28,31,28,23,12,14,33,31,17,16,33,19,55,28,34,43,15,9,48,46,52,14,22,32,35,15,39,17,14,3,28,25,29
12.04.2022 02:00,5,52,10,25,25,21,19,1,18,37,27,10,24,20,11,33,25,17,19,10,13,23,30,16,24,38,27,36,26,34,24,20,9,36,44,39,15,21,32,33,11,33,24,16,3,20,27,22
12.04.2022 03:00,5,46,10,24,26,23,20,0,23,25,28,11,27,21,11,40,28,17,14,11,12,31,30,15,22,46,31,35,33,29,26,26,10,30,29,46,12,21,34,29,14,31,16,14,4,16,26,23
12.04.2022 04:00,4,41,9,28,30,26,19,0,21,29,30,13,23,28,12,36,36,21,16,16,11,32,29,20,21,44,36,42,22,31,33,22,12,47,31,59,19,21,34,32,17,37,21,25,3,18,22,27
12.04.2022 05:00,4,44,11,39,40,31,29,1,8,33,33,18,38,36,11,42,42,26,29,27,13,31,34,20,18,40,35,53,27,35,54,24,14,48,53,76,23,24,36,43,23,45,20,42,3,24,31,37
12.04.2022 06:00,5,48,16,51,51,42,38,1,8,43,38,22,48,39,18,42,47,49,39,44,19,41,45,22,20,42,32,71,38,49,48,23,15,57,54,82,31,23,46,48,31,45,34,59,3,28,39,53
12.04.2022 07:00,6,50,17,51,50,41,34,1,21,37,43,19,35,34,14,47,33,34,41,44,28,43,38,33,23,52,35,70,45,55,39,17,15,81,76,90,38,25,42,47,30,40,38,50,3,39,37,67
12.04.2022 08:00,6,54,14,39,44,36,24,3,6,37,38,17,21,34,12,33,30,30,32,27,28,41,34,34,20,51,35,78,44,51,30,16,13,70,69,82,30,30,37,50,30,19,32,32,3,39,33,57
12.04.2022 09:00,7,30,12,35,35,26,20,2,6,36,18,15,21,22,9,17,24,21,23,12,20,26,22,22,20,41,20,67,38,    # ,25,15,12,    # ,43,67,24,16,35,38,27,15,19,16,3,20,31,46
12.04.2022 10:00,5,23,11,28,41,25,18,1,11,36,21,11,    # ,18,6,10,24,20,17,24,15,17,14,22,18,35,14,    # ,22,41,23,13,10,    # ,19,49,22,13,21,31,20,10,13,14,3,13,9,27
12.04.2022 11:00,5,22,11,22,38,21,15,0,12,17,15,11,    # ,10,3,10,21,20,14,11,14,10,9,21,15,19,14,28,    # ,35,24,11,9,    # ,15,54,21,11,20,26,16,9,10,10,3,15,7,21
12.04.2022 12:00,5,21,11,20,37,23,15,0,10,13,15,10,    # ,8,2,9,18,18,12,5,15,9,9,19,15,22,14,36,    # ,37,20,7,8,    # ,11,49,17,9,17,23,13,8,9,11,3,13,8,13
12.04.2022 13:00,5,16,9,19,39,19,14,1,10,14,13,9,    # ,7,4,10,15,14,13,4,14,8,10,17,16,18,14,37,18,31,19,6,9,    # ,11,52,15,9,17,21,16,8,7,11,4,19,9,11
12.04.2022 14:00,4,16,10,16,39,18,11,6,8,11,15,7,    # ,6,5,8,16,17,13,4,12,7,10,22,10,16,14,43,21,35,21,6,9,    # ,12,57,13,10,21,24,18,7,9,11,4,8,8,11
12.04.2022 15:00,3,18,9,14,41,16,11,7,7,14,17,7,15,6,5,9,18,16,12,4,10,8,10,21,12,13,12,38,19,34,19,6,9,    # ,10,54,13,9,21,29,15,8,7,8,3,11,10,9
12.04.2022 16:00,4,22,9,14,39,17,10,2,7,14,14,7,15,6,4,11,18,14,12,7,10,10,14,21,12,14,10,41,18,32,16,6,9,22,14,62,10,9,25,34,16,11,8,8,3,16,12,8
12.04.2022 17:00,6,24,11,16,44,18,9,2,8,18,13,8,15,6,5,12,18,15,16,6,14,9,14,18,13,13,11,45,20,35,17,7,8,24,14,61,10,12,34,37,20,12,8,11,3,9,16,9
12.04.2022 18:00,8,28,12,20,53,20,10,2,8,18,14,11,19,6,9,15,25,19,15,10,11,9,13,16,12,11,13,50,19,36,16,8,8,18,14,56,9,17,35,45,19,14,12,12,3,10,16,10
12.04.2022 19:00,10,23,17,26,53,20,14,2,8,32,15,14,24,9,12,17,35,41,49,14,14,13,24,20,20,17,17,63,23,35,20,9,10,26,20,54,18,15,39,75,27,32,13,15,4,12,21,14
12.04.2022 20:00,10,68,15,29,46,25,14,2,9,33,23,14,23,21,12,22,66,74,47,24,18,26,33,24,29,30,26,54,20,40,20,9,14,56,38,76,36,27,61,100,24,55,11,24,3,25,17,21
12.04.2022 21:00,10,78,16,36,50,26,15,2,16,38,32,8,21,21,5,21,70,52,26,47,14,48,32,33,34,36,29,64,22,49,22,12,12,42,46,98,47,34,52,74,24,61,13,67,4,27,10,23
12.04.2022 22:00,10,64,13,41,45,25,16,2,12,55,27,11,28,26,6,14,55,51,26,39,17,36,40,27,26,26,32,44,20,41,23,20,12,63,40,79,50,37,54,90,23,62,20,33,4,41,11,42
12.04.2022 23:00,8,31,13,37,51,31,26,1,20,65,23,11,22,26,6,11,49,37,24,40,14,40,41,18,17,30,32,67,34,42,45,17,15,70,56,86,38,29,48,79,17,59,14,25,4,46,22,34
12.04.2022 24:00,7,39,13,47,46,31,29,1,22,54,45,13,15,20,7,9,32,27,21,24,17,28,27,20,14,32,33,78,36,53,34,16,14,65,85,85,29,33,42,56,17,54,13,21,4,42,27,32
13.04.2022 01:00,8,50,11,41,41,35,23,0,19,44,33,11,12,24,6,10,30,21,15,14,17,31,20,21,14,40,36,75,31,42,51,20,14,47,76,79,18,30,38,41,13,59,17,14,3,38,21,24
13.04.2022 02:00,6,52,11,38,37,29,20,0,19,40,31,14,13,24,7,13,25,22,15,11,13,27,17,17,14,50,37,53,34,50,52,21,12,39,75,75,23,22,35,36,12,52,16,16,3,31,23,25
13.04.2022 03:00,6,49,12,43,35,25,19,0,19,28,31,16,21,29,8,16,19,20,14,9,11,25,18,13,17,51,37,57,33,43,39,24,13,27,71,72,17,25,34,30,19,50,16,16,3,23,29,32
13.04.2022 04:00,5,49,13,40,32,24,23,0,21,33,38,17,21,26,9,16,52,17,15,18,13,30,20,25,17,46,40,74,36,54,47,21,12,41,67,68,18,26,40,38,15,45,23,24,4,22,39,39
13.04.2022 05:00,5,50,18,49,51,38,32,1,23,26,40,17,52,34,9,45,38,35,18,29,17,38,29,19,14,48,39,76,39,56,52,27,12,53,62,71,23,30,40,41,23,47,40,50,4,25,37,40
13.04.2022 06:00,5,54,32,51,61,53,40,1,21,34,48,22,64,40,13,62,52,45,22,39,26,45,51,31,14,54,41,84,55,54,56,33,13,62,60,78,32,34,38,47,27,44,35,59,4,29,50,45
13.04.2022 07:00,6,62,34,51,66,52,40,1,27,42,54,24,52,33,14,50,70,63,24,42,30,43,48,28,24,56,31,92,62,53,55,36,16,77,72,84,35,26,37,51,30,50,42,57,5,30,48,48
13.04.2022 08:00,10,62,18,60,69,51,33,3,28,46,58,19,31,38,17,35,48,36,26,38,31,46,39,31,27,57,33,88,67,60,46,38,12,62,54,90,34,30,36,45,28,51,44,36,5,46,42,73
