Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
25.05.2022 13:00,2,9,5,7,9,8,8,8,2,2,7,10,6,8,9,    # ,2,2,10,5,5,5,3,2,7,3,2,5,7,2,3,5,6,14
25.05.2022 14:00,2,8,4,6,12,5,3,8,2,3,3,9,5,7,7,    # ,2,5,10,6,5,7,5,16,6,3,4,2,8,5,3,5,7,15
25.05.2022 15:00,2,7,5,7,9,4,2,8,3,3,6,10,6,7,7,4,2,3,12,7,10,7,4,11,7,3,7,2,11,6,4,4,9,9
25.05.2022 16:00,2,7,5,5,13,3,2,7,3,4,6,13,7,7,10,7,2,2,11,8,8,6,4,10,8,4,10,2,8,7,5,4,8,16
25.05.2022 17:00,2,7,5,6,13,5,2,8,2,4,9,14,8,7,9,8,2,1,11,8,7,6,8,4,9,4,11,5,10,9,5,4,8,8
25.05.2022 18:00,3,7,6,7,8,3,3,8,3,5,11,13,7,7,11,9,3,1,12,9,6,7,10,1,10,5,14,8,10,5,6,5,8,8
25.05.2022 19:00,4,7,6,8,2,2,3,8,12,5,7,12,8,8,9,8,2,1,14,10,7,7,12,3,10,6,9,10,9,7,5,5,8,19
25.05.2022 20:00,5,8,6,7,4,2,2,7,4,6,10,12,9,11,13,6,3,2,16,13,12,8,12,7,13,6,10,11,8,13,6,6,8,15
25.05.2022 21:00,6,9,8,11,11,2,2,8,6,7,14,14,9,14,15,6,8,3,17,12,18,8,13,11,15,9,19,12,11,24,6,6,10,21
25.05.2022 22:00,5,10,9,11,9,6,2,8,14,7,11,13,9,15,14,7,11,4,18,12,15,9,18,12,16,12,22,17,13,16,7,7,10,30
25.05.2022 23:00,4,10,11,14,13,6,2,8,14,6,17,11,10,17,15,7,10,3,15,10,11,11,15,12,14,12,15,17,9,20,8,6,9,15
25.05.2022 24:00,4,12,10,12,11,8,2,9,11,7,13,11,11,17,19,9,7,6,12,9,10,11,13,11,13,12,14,18,11,16,6,6,9,7
26.05.2022 01:00,5,11,11,16,9,10,2,9,13,7,11,10,11,18,10,9,7,6,10,6,9,12,10,8,12,11,13,14,7,9,8,6,7,5
26.05.2022 02:00,7,12,13,16,16,7,2,8,23,7,17,9,10,15,9,8,10,5,10,5,7,13,6,5,11,9,13,16,3,7,9,6,6,8
26.05.2022 03:00,8,9,12,13,11,6,3,8,16,7,15,10,10,14,11,7,9,8,11,4,8,13,8,4,11,9,17,9,3,10,8,6,7,8
26.05.2022 04:00,7,9,10,12,13,8,5,9,12,7,10,11,10,13,10,8,8,9,12,4,9,13,7,3,10,10,15,9,5,11,8,6,6,7
26.05.2022 05:00,7,10,9,12,13,10,6,9,9,8,12,10,10,12,9,10,8,7,13,4,8,12,6,3,10,10,14,6,6,6,8,6,7,8
26.05.2022 06:00,6,8,11,15,10,9,6,8,6,8,11,8,9,12,8,8,8,5,12,4,8,12,10,3,12,11,9,8,7,2,9,6,7,10
26.05.2022 07:00,6,7,9,11,10,11,6,8,4,7,7,8,8,15,3,7,8,3,12,4,7,10,8,4,8,9,5,6,6,2,9,6,7,12
26.05.2022 08:00,5,7,7,8,10,6,9,8,3,6,4,6,7,11,2,5,7,3,11,6,6,9,6,3,6,9,5,2,3,2,14,6,6,6
26.05.2022 09:00,5,7,7,8,16,6,9,8,3,6,2,6,5,7,4,6,6,3,10,4,6,7,2,3,5,8,3,2,4,2,12,6,4,5
26.05.2022 10:00,6,6,7,8,8,7,14,8,2,6,4,8,5,6,6,8,5,10,9,6,6,6,4,3,10,7,2,2,3,2,10,7,3,5
26.05.2022 11:00,5,6,6,7,4,7,10,8,2,6,9,11,6,6,8,8,5,12,10,7,7,5,6,3,11,6,5,2,2,7,9,8,3,5
26.05.2022 12:00,5,6,6,7,7,10,6,8,9,8,10,14,7,6,5,7,5,7,12,9,8,5,6,6,12,6,8,2,2,2,17,7,4,4
26.05.2022 13:00,6,6,6,8,10,7,8,7,4,9,7,15,6,5,2,6,5,8,10,9,10,5,4,8,14,7,8,2,2,5,7,7,4,5
26.05.2022 14:00,5,7,6,8,8,3,10,6,2,9,8,11,5,4,2,8,6,9,11,9,11,5,5,9,13,7,2,5,4,8,5,7,4,4
26.05.2022 15:00,6,6,6,8,7,3,8,6,2,10,9,11,6,5,2,6,6,12,11,8,17,5,7,8,13,7,2,6,5,2,4,8,6,8
26.05.2022 16:00,8,6,7,8,8,5,5,6,4,9,8,10,6,4,3,7,7,13,12,7,24,5,8,9,12,7,4,6,4,2,4,7,6,7
26.05.2022 17:00,8,5,7,10,7,5,3,6,3,9,12,11,7,5,2,6,8,14,13,9,35,6,9,10,11,7,4,8,4,3,4,7,7,4
26.05.2022 18:00,9,4,7,16,9,2,2,7,2,8,7,11,8,5,5,5,8,14,13,9,23,6,6,11,10,7,6,6,4,8,4,8,8,13
26.05.2022 19:00,9,4,7,13,5,2,2,6,10,7,9,10,8,5,7,8,7,11,14,9,16,7,6,14,10,7,6,9,6,9,4,7,8,8
26.05.2022 20:00,10,6,7,15,6,4,3,7,5,7,10,10,8,6,8,7,7,12,16,10,21,7,9,12,10,9,7,13,9,10,4,7,8,15
26.05.2022 21:00,10,8,9,12,7,4,4,6,6,7,13,10,9,9,10,7,13,17,17,9,10,8,12,18,13,9,12,10,7,17,5,11,9,17
26.05.2022 22:00,9,9,10,10,6,5,5,7,10,6,19,11,9,12,9,9,13,19,18,11,15,11,12,20,14,9,13,10,6,16,4,8,9,6
26.05.2022 23:00,8,11,11,11,7,6,4,7,7,6,14,9,8,14,8,10,13,12,18,10,16,14,15,19,13,9,15,10,8,13,4,8,10,4
26.05.2022 24:00,8,11,12,11,12,8,4,7,9,5,8,9,9,11,9,7,14,8,19,7,16,12,13,15,14,8,13,16,9,12,5,8,10,7
27.05.2022 01:00,11,11,11,10,11,6,6,6,11,6,11,11,11,15,9,7,12,10,18,7,13,10,8,14,13,8,9,9,7,8,6,9,11,11
27.05.2022 02:00,14,12,11,12,12,5,6,6,8,7,13,10,10,8,5,5,9,10,15,7,8,10,4,9,11,8,9,9,6,9,6,9,12,10
27.05.2022 03:00,13,11,10,12,10,7,6,6,11,8,11,10,10,9,9,5,8,7,13,7,8,10,6,7,9,8,7,9,7,13,6,10,12,14
27.05.2022 04:00,12,11,9,11,9,8,6,7,15,8,13,10,10,7,11,8,10,3,15,6,9,10,9,7,9,8,10,9,10,12,7,10,11,12
27.05.2022 05:00,12,11,8,11,7,6,6,8,14,8,14,10,9,8,10,10,9,3,13,8,7,9,13,9,11,9,8,7,11,8,6,10,10,11
27.05.2022 06:00,12,13,9,13,11,8,8,8,14,9,8,9,8,10,12,11,9,3,17,8,8,9,15,7,13,9,12,7,7,8,6,10,10,14
27.05.2022 07:00,11,14,8,14,13,7,15,9,9,10,9,9,8,11,6,7,9,5,18,7,9,9,8,7,13,10,9,5,6,2,6,10,11,11
27.05.2022 08:00,9,15,8,11,26,6,10,9,10,10,5,8,7,9,6,7,6,7,17,6,10,9,6,6,11,9,2,7,7,2,8,9,11,9
27.05.2022 09:00,9,15,8,11,23,7,8,9,16,9,8,10,7,8,8,8,5,8,14,7,9,6,9,6,10,9,4,10,8,5,9,7,9,13
27.05.2022 10:00,9,14,8,12,27,10,10,9,12,9,12,14,7,8,10,9,6,9,14,11,10,6,3,4,12,10,11,9,9,7,9,8,9,16
27.05.2022 11:00,9,12,8,11,12,7,11,10,12,9,9,15,8,7,11,10,7,12,16,12,10,6,4,5,15,12,8,9,7,3,10,8,9,15
27.05.2022 12:00,7,10,8,13,10,12,8,11,14,10,8,16,8,8,8,9,8,14,16,11,10,6,10,7,14,11,5,9,6,10,11,9,10,9
27.05.2022 13:00,7,9,7,12,10,8,9,10,14,11,15,17,10,9,9,8,8,17,17,10,17,6,11,7,15,11,6,11,8,14,9,8,9,12
27.05.2022 14:00,8,8,7,12,12,9,6,9,2,10,7,18,10,8,7,8,9,16,15,8,15,7,7,10,14,11,7,9,3,14,12,8,8,9
27.05.2022 15:00,8,8,8,12,13,8,5,9,7,10,9,18,9,8,13,10,7,19,16,7,20,8,11,11,14,12,7,2,9,3,14,8,7,12
27.05.2022 16:00,9,6,8,12,14,7,5,10,22,11,8,15,9,8,8,10,6,19,17,9,27,7,6,11,13,12,11,13,5,2,8,9,7,19
27.05.2022 17:00,11,5,8,12,6,7,2,8,2,11,8,15,9,6,2,9,7,15,19,10,20,7,3,7,14,13,7,2,2,2,6,10,7,2
27.05.2022 18:00,11,6,10,14,6,5,2,7,2,10,14,14,9,7,2,9,8,12,18,11,32,8,24,7,12,11,8,6,3,15,2,11,7,2
27.05.2022 19:00,11,7,8,12,8,2,2,8,2,10,2,12,9,5,4,8,9,14,19,11,20,6,2,18,10,9,8,20,13,7,3,9,5,6
27.05.2022 20:00,11,8,7,14,8,2,2,10,7,8,3,11,8,5,13,7,10,12,16,10,21,4,2,17,9,9,11,9,22,2,3,7,10,13
27.05.2022 21:00,7,8,6,11,5,2,2,11,14,6,7,10,7,5,19,6,10,13,12,8,14,5,11,15,8,7,11,2,17,4,5,6,9,14
27.05.2022 22:00,6,8,7,9,5,2,2,9,17,7,10,8,6,6,21,6,8,11,12,7,21,5,6,13,7,6,6,5,4,10,7,4,11,18
27.05.2022 23:00,5,8,5,9,6,2,2,8,17,6,13,7,7,7,20,7,7,10,13,9,9,6,10,11,6,5,7,4,12,9,9,4,11,19
27.05.2022 24:00,5,9,7,9,6,2,4,7,12,5,14,6,7,9,16,6,5,6,10,8,6,6,9,6,6,6,6,7,7,9,9,5,11,20
28.05.2022 01:00,9,10,7,9,3,2,5,6,35,4,12,7,7,12,13,4,6,7,11,7,5,7,2,4,7,5,9,8,3,6,7,5,11,19
28.05.2022 02:00,5,12,6,11,2,2,2,6,17,4,19,8,6,10,16,2,7,4,10,6,4,7,2,3,7,5,11,10,5,8,10,5,13,25
28.05.2022 03:00,5,14,6,11,3,2,2,7,18,4,21,9,5,11,20,2,7,6,9,4,4,9,16,2,8,6,10,9,10,15,11,4,12,22
28.05.2022 04:00,6,14,8,15,6,3,2,7,15,4,20,9,5,12,16,5,7,7,12,3,5,12,14,2,10,6,12,11,16,15,13,4,11,24
28.05.2022 05:00,7,15,11,19,9,7,3,8,17,5,15,10,5,13,15,9,7,11,13,6,6,12,19,3,11,6,14,11,15,14,14,5,10,16
28.05.2022 06:00,11,14,11,21,12,10,6,8,10,6,16,10,7,14,14,11,8,9,17,7,8,12,19,3,12,7,14,18,9,8,13,5,9,14
28.05.2022 07:00,11,14,10,17,14,9,6,7,2,8,8,10,7,13,3,10,9,7,18,7,8,12,6,3,12,8,8,12,7,2,16,6,9,10
28.05.2022 08:00,12,13,9,14,13,12,4,8,2,8,5,9,7,9,2,10,10,5,16,6,8,10,3,5,13,8,7,7,6,2,12,7,8,10
28.05.2022 09:00,11,12,6,9,14,10,2,9,4,9,2,7,4,7,5,11,10,5,15,8,9,6,3,7,10,7,8,15,10,2,9,6,8,5
28.05.2022 10:00,11,11,4,8,11,11,4,9,6,9,6,7,4,6,9,13,10,3,13,9,8,5,2,7,8,6,6,19,5,5,8,6,7,9
28.05.2022 11:00,8,10,4,7,7,9,7,8,3,8,13,9,4,6,3,10,11,2,9,5,5,5,2,6,8,6,3,12,4,10,7,6,7,9
28.05.2022 12:00,6,8,5,8,3,11,11,8,6,9,3,10,4,5,3,7,11,4,10,6,5,5,2,6,8,6,6,11,7,2,7,6,7,11
28.05.2022 13:00,7,7,4,7,6,6,12,8,2,9,8,11,5,5,3,4,11,8,12,6,7,6,2,6,7,7,7,10,9,3,6,7,5,13
28.05.2022 14:00,7,6,4,8,9,6,10,8,2,8,8,11,6,5,4,7,10,10,10,7,8,6,2,6,8,7,7,10,4,10,9,6,5,9
28.05.2022 15:00,6,6,5,9,7,5,11,9,2,8,11,11,6,6,5,9,9,11,10,8,7,6,2,4,8,8,6,11,4,4,7,5,6,10
28.05.2022 16:00,8,8,5,8,10,4,12,8,2,9,10,12,6,7,6,7,8,10,11,8,8,6,6,5,8,7,8,12,7,5,7,5,7,7
28.05.2022 17:00,7,9,6,10,10,6,8,8,2,8,13,10,7,7,6,7,6,10,11,8,10,6,8,6,8,9,7,17,6,14,8,5,8,14
28.05.2022 18:00,10,16,6,11,11,5,5,8,2,7,9,11,6,6,6,7,6,10,12,8,13,6,9,7,10,10,9,17,6,11,6,5,8,9
28.05.2022 19:00,12,13,6,13,10,5,5,9,2,6,12,11,7,7,8,9,6,13,13,8,14,6,10,6,11,8,8,16,12,7,4,5,7,12
28.05.2022 20:00,13,11,7,10,8,5,3,8,3,6,10,12,8,8,15,8,7,14,14,8,10,7,10,6,11,9,11,18,12,12,4,5,8,18
28.05.2022 21:00,8,10,10,10,8,4,2,8,7,5,11,12,8,11,10,9,7,21,14,7,9,9,12,8,12,10,15,11,10,21,4,8,8,20
28.05.2022 22:00,7,13,9,14,8,6,2,9,41,5,15,12,9,13,13,10,7,13,17,7,11,11,21,9,12,11,16,6,13,21,3,7,8,23
28.05.2022 23:00,7,13,13,16,11,9,2,9,23,6,43,8,11,15,11,7,8,3,21,10,11,11,23,9,10,13,17,2,13,15,3,6,9,25
28.05.2022 24:00,6,13,15,23,12,11,4,10,15,5,15,9,9,14,13,8,8,3,24,11,21,13,28,11,9,11,16,2,8,11,3,5,9,13
29.05.2022 01:00,6,14,13,19,15,13,3,11,14,5,14,11,9,15,10,10,10,3,26,19,19,13,24,11,7,14,10,2,4,11,4,6,9,20
29.05.2022 02:00,7,15,12,18,13,9,2,13,19,5,10,11,7,9,10,8,10,6,20,20,16,12,21,9,6,9,10,4,2,9,4,7,10,18
29.05.2022 03:00,6,15,13,19,18,12,2,13,4,7,18,9,5,9,7,8,10,7,19,17,14,12,9,7,5,9,12,6,6,5,4,7,10,13
29.05.2022 04:00,6,14,12,20,8,15,2,12,2,6,20,7,5,9,7,7,11,8,17,18,8,10,21,4,4,9,12,7,9,7,4,8,9,13
29.05.2022 05:00,5,15,10,18,6,8,5,12,10,7,13,7,5,9,9,13,11,7,17,18,9,9,20,3,4,8,9,13,11,10,4,8,10,11
29.05.2022 06:00,6,14,10,15,15,13,7,12,13,11,12,6,5,8,8,9,11,5,17,18,11,7,20,4,3,8,9,16,8,7,6,8,8,14
29.05.2022 07:00,7,13,9,14,15,11,6,11,5,12,5,5,4,7,7,7,10,7,16,14,10,7,6,6,3,8,6,13,5,2,6,10,9,5
29.05.2022 08:00,12,12,7,11,11,9,6,11,2,8,3,6,4,7,3,8,9,7,12,10,7,6,2,5,2,8,3,11,7,2,7,10,10,7
29.05.2022 09:00,13,12,7,11,10,9,9,11,2,8,8,7,5,6,2,11,8,7,12,10,7,7,3,5,3,9,5,13,7,2,7,10,10,11
29.05.2022 10:00,9,12,7,11,7,10,9,11,2,9,3,7,6,5,2,7,10,12,12,11,9,8,4,5,4,9,4,14,9,4,7,11,8,8
29.05.2022 11:00,7,15,7,9,6,10,9,10,2,9,4,8,7,6,7,5,11,14,11,10,9,7,3,5,7,9,2,14,7,6,7,14,6,10
29.05.2022 12:00,10,14,5,7,8,9,7,10,2,12,12,6,5,12,11,5,10,13,12,9,10,6,4,4,10,10,9,20,7,4,5,15,7,12
29.05.2022 13:00,13,12,5,7,8,7,7,9,2,11,7,4,4,8,7,5,8,10,16,8,12,6,6,3,9,9,8,12,6,14,5,15,8,16
29.05.2022 14:00,11,10,6,9,7,7,2,10,2,11,19,6,4,5,9,7,5,9,15,9,8,7,14,5,9,8,2,20,8,16,6,13,8,22
29.05.2022 15:00,6,8,7,9,8,3,2,9,2,10,22,8,6,4,3,9,4,5,7,6,3,6,38,5,9,8,2,2,8,8,8,13,7,20
29.05.2022 16:00,8,8,7,9,5,2,2,9,2,7,3,8,7,6,4,6,4,5,7,5,5,5,9,5,9,8,5,2,6,7,9,8,8,3
29.05.2022 17:00,7,10,7,9,4,2,2,9,2,8,2,8,7,7,7,6,5,4,9,4,10,4,2,4,9,8,8,3,6,3,8,7,7,12
29.05.2022 18:00,8,10,4,7,4,4,2,9,2,9,2,6,7,5,4,5,5,5,10,4,17,4,2,11,8,8,7,6,7,2,8,7,7,10
29.05.2022 19:00,5,8,3,7,4,2,2,9,10,9,5,6,6,5,8,4,5,5,7,3,2,4,2,9,9,8,6,3,11,4,7,7,8,4
29.05.2022 20:00,4,9,4,7,3,2,2,9,25,8,8,6,5,5,10,5,5,6,7,4,3,6,3,10,11,9,7,7,11,11,5,5,8,19
29.05.2022 21:00,5,9,5,8,3,2,2,8,27,7,14,6,6,7,10,6,6,8,7,3,3,8,13,5,12,8,10,12,11,17,4,4,8,19
29.05.2022 22:00,5,10,5,6,4,3,2,8,24,7,15,6,6,7,8,7,7,8,8,4,5,8,17,12,11,8,7,9,6,11,3,4,8,15
29.05.2022 23:00,5,11,4,5,3,3,2,9,15,7,12,7,7,8,14,7,6,4,10,4,6,7,26,7,9,8,8,11,5,13,2,5,7,10
29.05.2022 24:00,3,9,6,7,2,2,2,9,16,6,13,6,7,8,8,6,7,3,11,4,6,7,31,7,7,7,9,7,6,14,3,5,7,12
30.05.2022 01:00,3,8,7,8,7,4,2,9,38,5,8,9,7,10,5,6,6,3,10,5,5,9,17,7,6,6,6,10,5,6,3,4,7,10
30.05.2022 02:00,2,9,8,8,13,3,2,9,28,5,8,10,7,8,5,7,6,3,10,5,5,7,14,6,6,5,9,9,3,6,4,4,8,2
30.05.2022 03:00,2,9,10,11,8,3,2,9,26,4,9,11,10,7,5,10,6,5,11,3,4,8,16,3,6,5,8,6,2,11,5,6,7,3
30.05.2022 04:00,3,11,10,13,6,2,2,9,19,4,9,9,10,8,7,11,8,3,11,2,4,8,15,2,9,6,8,6,2,14,4,6,6,8
30.05.2022 05:00,5,12,10,12,5,5,5,9,12,4,11,12,9,16,8,9,7,5,10,3,4,10,12,2,10,7,9,5,2,8,5,5,6,8
30.05.2022 06:00,3,13,11,12,8,6,5,10,14,4,10,12,9,19,6,10,12,7,11,3,6,7,12,3,10,8,9,5,4,4,6,6,5,8
30.05.2022 07:00,3,14,10,13,10,6,5,10,5,5,8,10,10,18,3,9,6,7,9,3,7,7,16,4,10,10,9,6,4,2,8,7,5,9
30.05.2022 08:00,4,13,12,13,10,5,8,9,2,7,5,14,14,14,2,6,5,11,8,2,7,7,18,3,9,11,8,3,2,2,8,6,4,16
30.05.2022 09:00,3,9,6,9,11,6,7,9,2,6,2,10,14,6,2,8,6,13,8,4,9,6,6,2,8,11,11,2,2,2,9,6,3,7
30.05.2022 10:00,3,9,4,9,8,6,8,9,2,5,5,7,7,5,2,5,8,16,8,7,9,4,4,5,7,9,7,11,2,2,8,6,3,13
30.05.2022 11:00,5,10,3,7,5,5,10,9,2,5,13,8,7,5,3,2,9,19,9,9,9,4,2,12,5,7,6,15,2,13,7,6,2,10
30.05.2022 12:00,8,10,3,7,7,6,5,9,2,6,16,9,6,4,7,2,7,18,11,11,11,4,2,13,6,6,7,14,2,6,7,6,2,8
30.05.2022 13:00,12,11,    # ,8,10,8,2,9,2,6,2,10,5,4,8,2,5,16,12,12,13,4,2,11,9,6,6,12,2,5,8,7,3,12
30.05.2022 14:00,11,11,3,8,    # ,7,2,9,2,7,3,9,5,5,4,2,6,17,12,12,14,5,3,9,9,6,6,10,4,8,9,7,4,15
30.05.2022 15:00,13,10,3,9,    # ,5,2,8,2,9,6,10,5,4,3,5,5,17,15,12,20,5,10,21,10,7,5,10,7,11,10,8,4,10
30.05.2022 16:00,15,8,3,8,2,5,7,8,2,10,10,10,6,4,5,5,6,18,16,13,16,6,8,11,13,8,9,13,3,10,11,7,4,11
30.05.2022 17:00,14,6,3,8,7,3,8,8,2,11,12,10,7,7,5,6,7,18,15,11,17,5,8,10,11,7,9,13,3,2,10,6,5,10
30.05.2022 18:00,13,5,3,11,8,2,6,8,6,10,10,10,8,7,7,7,7,14,15,9,15,5,9,8,10,7,8,14,5,3,9,5,6,10
30.05.2022 19:00,10,5,3,9,8,3,3,7,10,9,10,9,8,7,8,8,7,15,15,9,16,6,12,4,11,7,10,15,8,9,6,6,7,12
30.05.2022 20:00,8,7,3,10,8,5,2,7,16,8,7,9,9,9,9,6,7,15,15,11,17,6,13,5,10,7,12,4,10,18,5,6,8,21
30.05.2022 21:00,8,8,4,12,8,3,2,7,26,7,9,12,11,9,12,6,12,15,15,10,18,10,12,16,12,9,13,2,8,25,5,6,8,25
30.05.2022 22:00,8,9,8,14,9,2,2,7,37,5,14,14,18,12,10,8,11,17,16,9,17,11,13,11,14,10,16,2,6,27,5,5,9,10
30.05.2022 23:00,8,10,4,12,9,6,3,7,49,4,20,12,16,11,11,10,10,9,16,9,19,12,13,10,13,9,18,2,7,18,4,5,9,12
30.05.2022 24:00,8,10,4,10,8,8,5,8,10,3,21,10,14,11,9,7,10,10,15,9,17,10,17,8,11,10,15,3,8,15,4,5,10,15
31.05.2022 01:00,9,10,4,13,6,7,5,8,2,2,8,10,13,15,4,9,11,9,13,8,13,10,29,8,10,8,11,3,9,14,5,4,10,20
31.05.2022 02:00,9,13,10,14,8,7,2,7,10,3,14,9,12,12,2,8,13,8,10,8,8,11,15,8,10,7,12,4,9,10,6,4,12,16
31.05.2022 03:00,8,13,10,16,8,8,2,7,11,5,18,8,11,12,3,6,11,5,8,7,7,10,14,7,10,6,14,8,3,10,6,4,10,13
31.05.2022 04:00,7,15,10,16,9,7,5,7,8,6,14,9,9,12,7,6,10,2,7,5,7,10,15,9,9,6,16,8,3,10,5,5,10,14
31.05.2022 05:00,5,16,10,17,13,8,6,8,8,6,18,11,10,11,7,8,10,2,9,4,6,11,16,10,8,7,13,8,5,10,6,5,10,13
31.05.2022 06:00,8,17,11,25,10,9,5,9,4,7,12,12,10,13,9,8,10,2,11,5,7,11,23,8,9,7,13,12,7,5,5,7,10,14
31.05.2022 07:00,5,19,11,18,16,11,5,8,6,16,10,10,12,14,7,9,9,2,12,8,13,12,21,4,9,9,8,17,7,2,6,6,9,19
31.05.2022 08:00,4,18,8,14,17,11,6,9,3,9,4,12,10,10,3,7,9,3,11,6,13,13,13,3,9,9,2,12,3,2,6,6,8,12
31.05.2022 09:00,4,13,7,12,15,7,12,11,2,9,2,10,9,7,2,5,11,3,10,    # ,11,14,9,3,7,9,11,20,2,2,8,7,8,10
31.05.2022 10:00,7,14,7,11,18,7,12,12,2,6,6,9,7,8,2,7,15,4,12,    # ,11,14,8,4,9,10,11,18,2,2,8,7,8,14
31.05.2022 11:00,5,9,7,10,9,11,8,12,2,5,13,11,8,8,6,9,16,3,    # ,6,13,10,7,6,12,11,7,16,6,2,7,9,7,9
31.05.2022 12:00,6,9,6,10,8,12,8,12,2,7,7,12,8,8,8,8,16,6,    # ,6,12,10,9,8,13,10,9,13,11,3,7,9,7,6
31.05.2022 13:00,18,10,7,13,13,8,10,12,2,8,12,14,9,8,9,5,16,14,    # ,10,16,11,10,17,14,9,9,16,7,3,7,9,7,10
31.05.2022 14:00,35,10,9,13,15,10,7,11,2,10,8,18,10,8,11,8,16,17,29,13,23,11,12,18,15,10,9,16,14,4,7,9,8,20
31.05.2022 15:00,59,12,12,11,17,6,3,11,3,13,9,17,12,10,11,8,13,21,30,14,24,15,15,17,16,11,11,15,12,8,7,9,9,13
31.05.2022 16:00,19,13,10,14,17,4,5,11,9,14,12,26,16,12,14,9,11,21,29,14,24,17,13,13,20,11,13,13,13,14,8,9,9,18
31.05.2022 17:00,23,12,9,11,20,5,10,11,10,13,9,25,18,13,15,13,11,19,33,16,25,18,13,31,19,12,19,12,3,15,9,10,10,9
31.05.2022 18:00,17,12,11,12,15,5,8,10,17,18,11,22,21,20,4,8,11,16,27,10,24,15,14,32,20,14,21,10,9,25,9,13,10,10
31.05.2022 19:00,16,12,11,14,13,7,7,10,22,18,14,20,16,19,5,9,9,14,26,13,19,13,11,19,26,17,19,13,14,11,10,15,10,12
31.05.2022 20:00,17,13,13,11,11,8,5,11,18,17,13,20,16,20,17,9,8,21,26,15,19,12,22,42,21,17,16,2,10,15,9,13,11,24
31.05.2022 21:00,12,15,12,10,8,7,2,12,2,14,17,20,18,23,12,9,7,19,20,12,16,11,16,14,23,16,16,2,9,11,8,11,13,21
31.05.2022 22:00,7,15,11,12,4,3,2,12,11,11,13,20,17,16,13,8,11,12,19,9,15,12,25,10,22,17,15,2,5,13,8,10,14,18
31.05.2022 23:00,5,16,9,11,5,4,2,12,24,9,14,22,16,17,12,10,17,6,16,6,11,14,6,7,20,15,13,3,8,14,7,6,14,17
31.05.2022 24:00,5,18,8,9,6,4,2,12,17,6,19,19,16,17,11,10,13,4,9,4,9,12,12,6,16,13,10,10,6,11,6,5,15,12
