Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
08.05.2022 03:00,12,24,14,22,15,18,2,19,25,18,25,17,10,16,13,14,7,17,22,22,22,20,30,16,19,18,17,19,8,14,23,25,25,23
08.05.2022 04:00,18,24,16,21,16,11,2,19,27,20,31,14,10,15,14,11,10,20,22,23,22,20,26,16,17,17,18,13,12,17,23,25,22,21
08.05.2022 05:00,19,24,15,20,13,14,2,19,27,19,30,15,10,14,16,13,12,22,21,18,24,20,28,15,17,17,21,17,12,16,20,25,20,16
08.05.2022 06:00,18,24,16,21,13,14,2,18,37,15,20,18,10,14,10,10,11,21,19,18,23,20,27,15,17,16,16,15,11,14,19,25,19,16
08.05.2022 07:00,21,27,17,24,13,13,2,18,2,13,21,18,10,15,8,13,10,20,21,20,21,20,22,15,15,16,18,16,12,2,20,24,18,16
08.05.2022 08:00,22,28,19,24,17,14,2,17,2,13,9,17,12,17,2,20,10,16,18,17,18,17,6,18,15,16,13,3,6,2,16,21,18,14
08.05.2022 09:00,21,24,20,26,17,14,2,18,3,12,4,18,14,17,2,12,8,13,15,15,15,15,2,20,17,15,14,14,3,2,11,16,18,9
08.05.2022 10:00,19,20,18,25,20,13,2,18,20,11,10,18,14,17,10,10,9,8,12,12,13,14,6,16,16,14,17,19,6,4,9,15,15,16
08.05.2022 11:00,15,18,18,22,17,9,2,18,2,11,19,14,10,14,15,8,4,9,9,9,10,15,9,23,12,11,10,18,8,13,9,15,13,8
08.05.2022 12:00,11,17,11,12,11,9,3,16,5,10,14,13,9,14,13,8,5,9,9,9,9,14,2,53,11,10,7,15,4,18,8,12,12,4
08.05.2022 13:00,10,14,11,13,8,7,5,15,5,10,14,11,9,9,11,6,7,10,8,9,9,14,6,11,12,11,6,16,8,11,8,10,10,17
08.05.2022 14:00,10,12,14,17,13,11,5,14,8,10,14,9,7,8,11,9,7,10,8,9,10,12,22,5,14,12,9,14,12,2,11,10,9,13
08.05.2022 15:00,10,12,13,17,13,13,5,14,9,9,15,9,7,9,20,11,7,10,7,8,10,13,19,5,14,13,10,11,16,3,10,9,9,16
08.05.2022 16:00,11,12,13,13,13,11,5,16,24,9,16,9,7,9,23,6,7,10,7,9,10,10,20,5,14,13,11,19,11,13,10,7,13,18
08.05.2022 17:00,12,12,10,13,10,8,6,17,28,9,24,10,8,10,16,10,7,9,8,10,12,10,30,7,13,12,17,12,7,29,11,8,15,15
08.05.2022 18:00,12,12,9,13,12,9,6,19,24,10,16,12,9,10,17,10,9,9,8,8,11,9,40,9,14,11,17,32,11,17,12,9,15,12
08.05.2022 19:00,12,15,16,14,11,8,3,19,11,11,24,14,11,11,20,12,10,11,8,8,11,7,37,9,18,12,18,20,16,21,12,10,15,21
08.05.2022 20:00,12,17,13,16,15,10,3,18,20,12,25,15,15,16,26,15,11,13,10,9,12,8,24,8,19,16,19,13,14,20,12,11,15,29
08.05.2022 21:00,13,18,14,20,19,13,6,18,26,14,16,18,14,17,17,14,13,17,13,11,14,9,28,12,19,17,19,11,15,16,11,13,17,22
08.05.2022 22:00,13,17,15,22,20,14,7,18,26,16,12,19,15,17,16,15,14,17,15,13,15,11,15,17,20,18,20,9,15,13,15,16,19,23
08.05.2022 23:00,14,16,18,22,23,13,8,19,17,17,18,14,14,15,16,14,14,15,16,13,16,13,26,8,21,20,20,10,15,10,16,15,19,13
08.05.2022 24:00,14,19,18,23,21,14,7,20,18,16,21,14,12,16,9,15,14,18,15,12,16,14,21,8,19,19,15,19,16,11,16,12,21,17
09.05.2022 01:00,15,21,20,22,34,17,6,20,18,14,18,13,12,16,11,16,14,15,16,13,17,14,45,6,19,18,16,16,10,12,15,13,22,36
09.05.2022 02:00,18,20,19,22,53,15,7,18,17,15,9,12,13,15,13,8,15,17,17,14,18,15,18,7,18,18,16,15,9,10,19,12,21,23
09.05.2022 03:00,17,20,17,23,29,15,8,16,23,16,18,13,13,16,16,12,16,14,18,14,18,14,11,7,17,16,24,11,13,15,19,12,19,20
09.05.2022 04:00,15,21,17,22,19,15,6,15,18,16,20,14,13,15,12,15,16,11,19,18,20,14,28,6,17,16,14,14,10,17,18,10,15,23
09.05.2022 05:00,19,24,17,23,17,16,7,14,19,16,28,16,14,17,11,17,17,11,22,20,22,15,33,7,24,17,16,11,15,14,17,9,13,23
09.05.2022 06:00,16,28,18,28,22,14,7,13,26,17,21,17,15,19,16,17,19,8,26,22,23,15,35,9,22,19,20,15,13,24,16,10,12,13
09.05.2022 07:00,22,28,19,27,25,20,5,13,14,15,11,16,16,17,17,15,17,9,35,25,29,15,30,9,24,19,14,    # ,10,3,14,11,10,13
09.05.2022 08:00,17,25,20,24,21,9,8,14,8,15,12,14,16,14,15,15,16,16,32,23,31,16,19,7,24,19,5,    # ,6,2,14,12,9,17
09.05.2022 09:00,14,20,22,26,23,16,9,15,2,21,5,13,15,12,13,14,16,19,25,21,26,17,23,7,18,18,8,    # ,5,5,14,13,9,14
09.05.2022 10:00,11,17,22,25,21,17,9,17,11,18,9,16,14,12,10,17,16,21,22,23,23,17,12,6,19,18,9,15,8,5,14,13,10,20
09.05.2022 11:00,12,15,18,22,19,18,7,16,7,17,15,21,15,15,11,17,17,21,19,22,19,16,11,13,20,19,12,13,9,5,15,16,10,12
09.05.2022 12:00,12,15,15,17,16,17,5,16,4,17,14,23,16,15,12,16,11,17,14,14,17,16,13,20,23,19,14,15,5,7,14,15,10,6
09.05.2022 13:00,12,14,15,15,18,16,5,16,9,14,17,23,16,17,13,15,9,15,13,14,16,15,21,14,23,19,18,13,7,14,13,11,10,17
09.05.2022 14:00,12,14,13,15,16,16,5,15,5,14,20,23,17,16,11,16,7,12,11,11,13,14,25,11,21,18,25,11,12,6,12,12,11,18
09.05.2022 15:00,14,13,13,14,20,10,5,16,2,14,21,23,17,16,13,19,6,10,12,12,14,15,24,10,19,17,23,14,12,10,11,12,11,25
09.05.2022 16:00,16,12,13,14,18,10,5,16,14,13,12,22,17,13,17,21,7,10,11,11,14,14,33,10,12,14,12,19,13,14,11,12,11,7
09.05.2022 17:00,18,13,12,14,18,13,6,15,3,14,19,21,19,11,19,16,11,12,11,14,15,13,21,11,18,14,15,13,11,23,12,12,12,13
09.05.2022 18:00,19,13,15,16,9,10,4,15,8,18,13,20,18,12,5,16,7,14,12,16,17,13,27,9,19,17,12,20,9,16,13,13,14,23
09.05.2022 19:00,18,15,17,19,12,11,6,15,14,18,17,18,16,14,17,17,7,16,15,19,20,13,32,8,28,21,12,14,17,20,13,12,14,22
09.05.2022 20:00,18,20,21,24,20,13,4,16,14,17,19,20,17,16,21,11,6,14,17,19,23,14,30,11,33,27,20,21,13,37,13,10,18,38
09.05.2022 21:00,17,26,23,28,19,15,2,19,25,18,30,23,19,21,23,14,7,14,21,22,25,16,25,12,26,23,28,23,17,25,12,11,18,27
09.05.2022 22:00,18,27,25,30,24,19,2,23,22,20,30,24,20,24,21,15,7,16,25,23,25,20,36,10,24,20,27,26,13,27,11,12,20,22
09.05.2022 23:00,19,27,25,33,24,22,4,21,26,23,29,25,20,21,14,16,7,19,26,23,26,24,39,10,22,18,27,22,14,24,11,12,22,20
09.05.2022 24:00,18,29,27,32,27,19,3,20,19,21,31,28,24,20,22,17,8,20,30,22,26,23,30,8,20,19,24,18,11,24,11,12,20,21
10.05.2022 01:00,18,29,30,36,26,21,2,23,27,21,13,26,22,20,28,13,7,18,30,21,32,24,25,6,19,19,41,22,12,28,12,11,22,24
10.05.2022 02:00,17,29,29,31,27,22,2,22,22,21,21,22,21,19,19,9,7,18,29,24,25,26,31,5,19,16,17,20,10,20,12,12,19,19
10.05.2022 03:00,15,26,28,35,32,20,5,22,28,20,32,21,21,17,20,14,7,17,22,21,21,27,40,4,19,15,18,24,11,22,12,10,17,27
10.05.2022 04:00,11,28,29,36,25,19,5,21,30,19,29,20,16,17,16,16,7,18,19,16,17,29,27,4,18,14,19,16,12,33,12,10,18,19
10.05.2022 05:00,11,28,24,38,25,21,6,21,28,18,29,22,16,18,21,14,7,22,21,16,15,30,29,3,18,14,19,20,12,17,11,9,17,20
10.05.2022 06:00,9,30,27,39,29,19,6,21,35,18,28,25,16,19,19,21,7,21,21,14,14,31,36,3,19,18,20,20,13,22,10,9,18,25
10.05.2022 07:00,8,33,27,33,25,16,7,22,18,17,25,27,19,20,17,15,7,14,21,15,12,34,27,3,16,17,16,19,12,6,11,10,20,27
10.05.2022 08:00,7,38,29,34,32,12,9,22,6,13,17,24,18,23,8,19,7,11,20,12,12,38,27,4,18,14,7,2,14,2,14,10,25,33
10.05.2022 09:00,7,26,26,32,36,18,11,21,3,10,10,24,20,20,15,28,7,14,24,16,14,30,22,4,15,14,19,12,17,9,15,9,29,34
10.05.2022 10:00,10,20,20,24,30,17,13,23,9,10,23,26,21,21,18,20,8,14,22,17,14,20,8,4,15,14,18,20,21,12,18,9,27,26
10.05.2022 11:00,12,19,16,19,15,18,9,20,8,10,21,25,19,21,20,23,14,18,22,17,17,16,10,5,17,15,18,17,18,10,17,10,23,15
10.05.2022 12:00,13,18,14,14,17,17,11,19,7,12,21,21,13,14,16,12,18,22,21,15,17,14,15,    # ,18,15,19,18,20,13,15,10,17,7
10.05.2022 13:00,10,17,10,11,16,16,4,18,13,12,18,21,12,14,21,10,21,29,22,16,18,10,17,11,18,15,15,20,16,19,14,9,15,18
10.05.2022 14:00,10,17,11,11,14,12,3,18,4,13,13,21,11,12,15,10,13,30,20,14,17,9,18,14,14,12,14,14,19,15,13,10,13,26
10.05.2022 15:00,11,17,11,11,17,10,6,19,4,12,17,23,12,13,22,13,10,24,18,14,19,10,20,14,17,12,18,16,17,5,13,10,12,13
10.05.2022 16:00,12,17,10,10,20,12,2,18,10,11,24,21,12,12,19,9,12,19,18,15,17,12,18,12,18,12,20,17,16,11,11,10,13,16
10.05.2022 17:00,12,16,10,11,16,9,4,17,15,11,19,21,14,12,22,11,13,15,17,14,17,13,22,12,16,12,16,19,16,24,12,10,14,24
10.05.2022 18:00,12,16,12,14,14,3,5,19,15,10,12,22,14,13,20,14,15,9,20,13,16,13,23,14,15,13,18,14,17,20,13,11,14,23
10.05.2022 19:00,12,18,16,16,15,5,2,16,17,12,20,22,15,16,28,15,16,10,26,16,24,14,21,17,15,15,22,20,17,24,14,11,16,23
10.05.2022 20:00,13,23,15,18,20,9,2,16,23,13,24,26,17,18,24,14,15,15,35,21,22,15,25,24,20,17,22,20,19,25,18,12,18,24
10.05.2022 21:00,12,24,19,20,16,11,2,19,34,17,24,26,20,20,32,17,20,27,45,29,27,17,28,27,23,19,27,25,18,32,18,12,20,25
10.05.2022 22:00,10,27,21,22,25,15,3,20,28,17,33,31,21,24,25,20,24,32,42,27,24,18,29,23,22,20,28,26,21,35,17,13,20,20
10.05.2022 23:00,8,26,19,22,20,12,5,20,30,18,33,32,23,25,23,17,20,26,29,22,21,20,35,19,21,21,31,24,24,23,15,14,21,21
10.05.2022 24:00,6,27,18,22,22,17,6,23,27,16,33,29,29,24,20,17,14,22,22,18,22,22,32,17,20,19,24,23,17,19,15,14,23,24
11.05.2022 01:00,6,31,15,19,29,19,5,23,26,13,26,26,29,25,18,18,10,21,20,13,20,23,33,15,21,18,30,20,12,18,16,14,24,15
11.05.2022 02:00,5,32,15,17,17,13,2,23,36,12,33,24,27,23,25,11,12,16,18,13,19,24,35,10,20,18,23,18,15,23,16,13,25,24
11.05.2022 03:00,5,30,14,16,15,9,2,24,43,12,38,23,23,23,18,18,10,13,18,13,17,23,32,9,18,17,23,21,15,35,17,13,25,38
11.05.2022 04:00,4,32,14,16,13,10,5,27,29,12,28,24,21,23,25,17,10,11,17,10,15,22,32,8,18,17,27,21,16,36,16,12,24,43
11.05.2022 05:00,4,39,15,18,13,10,5,29,28,11,33,27,23,23,22,16,10,10,19,9,13,25,43,11,22,17,25,27,18,24,16,12,24,26
11.05.2022 06:00,4,44,16,19,19,11,6,31,30,10,28,27,20,24,22,19,11,10,23,8,12,28,37,8,20,17,28,23,18,21,16,12,21,24
11.05.2022 07:00,4,64,15,21,21,11,11,30,29,9,32,23,17,23,29,14,10,21,29,9,14,27,41,7,22,17,27,28,16,16,16,12,27,25
11.05.2022 08:00,5,32,15,19,31,14,15,29,2,10,21,20,16,22,24,13,11,23,24,11,15,26,45,6,20,17,25,10,21,13,16,9,18,13
11.05.2022 09:00,8,19,13,15,35,15,6,25,5,10,10,16,14,20,21,16,12,22,27,12,17,20,31,5,20,17,18,12,15,2,20,9,13,13
11.05.2022 10:00,8,13,13,15,24,14,11,20,11,10,20,16,12,17,16,15,10,22,25,13,21,15,12,5,17,16,12,11,14,4,22,9,11,17
11.05.2022 11:00,9,12,11,14,14,15,13,19,12,10,14,16,10,14,19,15,10,20,24,16,16,13,17,6,17,17,14,12,7,10,18,9,11,15
11.05.2022 12:00,10,12,11,15,12,13,21,17,10,11,18,17,10,11,17,15,11,18,24,14,17,13,14,7,21,18,15,13,11,8,15,9,11,13
11.05.2022 13:00,10,12,11,15,20,15,9,17,10,10,14,17,10,10,19,14,12,17,23,14,16,14,13,9,21,18,15,10,16,11,15,10,12,18
11.05.2022 14:00,11,13,12,14,22,13,3,17,7,11,17,21,12,11,17,15,13,18,23,13,17,14,15,6,20,16,13,13,18,26,12,10,12,25
11.05.2022 15:00,11,15,16,13,24,11,7,16,11,10,13,24,12,11,19,16,12,20,24,13,21,16,12,9,19,21,17,17,16,10,11,11,13,17
11.05.2022 16:00,15,14,13,11,21,9,7,16,13,11,12,25,13,11,17,14,13,21,24,14,19,16,19,10,19,19,18,17,18,12,11,10,13,20
11.05.2022 17:00,14,14,13,13,19,8,7,16,11,11,20,24,16,12,18,13,15,21,23,14,21,15,20,11,18,17,15,18,18,13,11,10,15,22
11.05.2022 18:00,15,14,12,16,8,7,7,17,17,14,22,19,13,13,15,10,16,22,24,13,21,14,21,12,17,18,16,15,19,13,11,10,16,25
11.05.2022 19:00,15,18,15,18,12,8,6,17,21,15,17,18,16,13,21,13,16,21,29,14,22,17,24,17,16,20,18,19,18,19,13,12,14,28
11.05.2022 20:00,16,24,14,16,16,7,5,18,24,16,27,20,18,15,25,15,16,23,36,16,22,19,25,27,19,21,22,21,15,29,15,12,13,33
11.05.2022 21:00,15,27,17,16,17,9,7,22,45,32,32,23,19,18,25,13,20,20,28,15,22,21,28,31,24,21,23,24,18,27,15,14,13,29
11.05.2022 22:00,14,31,15,18,18,12,9,18,40,30,27,23,17,21,21,20,21,18,25,16,21,23,32,27,23,22,28,21,17,32,15,15,14,14
11.05.2022 23:00,13,30,15,21,18,13,10,17,31,22,29,18,17,25,23,14,20,42,23,16,20,25,16,22,22,22,33,23,14,27,15,16,15,17
11.05.2022 24:00,13,31,15,20,18,16,11,16,21,17,20,17,16,25,19,18,21,49,24,16,20,27,21,21,21,20,22,21,19,18,15,15,14,14
12.05.2022 01:00,13,27,17,27,17,12,10,17,14,19,19,17,17,25,23,15,19,62,23,15,19,26,19,21,19,19,26,12,18,24,14,13,16,9
12.05.2022 02:00,12,23,19,24,14,6,10,17,18,19,26,17,17,23,20,14,18,70,22,16,18,29,19,19,18,20,25,12,12,20,13,12,17,14
12.05.2022 03:00,11,18,16,17,17,10,10,17,17,19,18,18,16,23,13,11,18,58,21,14,17,27,16,19,17,19,26,9,13,24,13,12,16,16
12.05.2022 04:00,11,21,14,15,17,12,12,16,19,18,20,18,17,24,15,17,16,65,20,11,16,25,16,17,16,18,18,14,10,32,13,12,16,13
12.05.2022 05:00,11,22,14,16,16,13,9,16,16,17,17,19,18,23,18,15,17,102,23,8,16,21,15,14,16,18,27,16,15,2,13,13,15,15
12.05.2022 06:00,11,19,14,18,23,13,11,14,18,17,16,20,20,22,15,18,21,69,28,11,18,21,17,13,19,19,28,14,19,6,14,13,15,15
12.05.2022 07:00,10,16,15,18,24,10,11,14,13,17,15,19,18,22,9,18,21,71,30,13,20,24,17,14,22,20,17,12,12,10,14,13,14,21
12.05.2022 08:00,10,16,15,18,28,12,16,13,12,14,10,16,16,17,11,20,18,58,32,17,22,23,15,12,27,20,13,7,14,3,12,12,12,16
12.05.2022 09:00,10,13,15,18,33,15,22,14,11,14,13,14,12,13,19,20,16,63,46,18,21,15,13,12,21,17,21,13,12,11,10,14,10,20
12.05.2022 10:00,11,11,15,20,22,18,18,15,10,15,15,14,9,11,20,14,12,78,31,18,22,15,15,16,15,14,14,8,10,6,8,15,9,21
12.05.2022 11:00,11,12,17,20,16,19,17,14,13,17,17,17,10,12,16,19,13,75,37,20,24,17,8,18,16,14,11,15,10,3,9,15,8,10
12.05.2022 12:00,12,12,19,23,26,15,14,14,9,18,10,23,12,13,16,    # ,14,65,32,18,26,19,14,16,21,15,13,19,10,10,10,15,8,11
12.05.2022 13:00,14,13,19,23,25,19,14,13,10,18,15,30,16,19,18,21,15,63,33,20,25,22,15,16,21,17,13,14,11,10,10,17,8,12
12.05.2022 14:00,16,12,18,24,25,15,13,12,10,20,17,31,17,16,9,20,15,61,33,20,29,33,17,16,23,18,15,13,8,9,10,17,10,17
12.05.2022 15:00,18,11,19,23,27,19,12,11,7,19,13,31,17,15,17,21,16,61,34,21,27,24,18,16,25,18,15,14,13,9,10,17,9,18
12.05.2022 16:00,19,12,19,23,28,18,9,11,8,19,15,29,18,16,16,18,16,53,31,22,27,25,19,18,22,18,20,16,14,12,10,15,8,9
12.05.2022 17:00,18,15,21,26,16,16,6,11,12,20,21,28,19,15,13,20,18,47,31,20,26,22,18,15,23,18,17,19,12,15,9,15,12,13
12.05.2022 18:00,18,15,22,30,17,16,7,11,9,22,16,27,19,15,15,21,18,47,32,17,32,24,20,16,21,19,18,27,11,19,8,17,19,15
12.05.2022 19:00,19,14,23,31,21,16,9,12,8,21,12,26,19,16,10,22,18,49,38,15,37,20,16,20,21,20,14,22,14,20,9,17,10,22
12.05.2022 20:00,18,14,24,29,20,16,9,11,14,21,15,23,19,18,17,20,20,56,40,22,31,15,18,24,22,22,17,14,14,16,10,17,11,24
12.05.2022 21:00,22,19,20,16,25,25,10,11,15,28,13,19,16,16,12,23,21,58,40,27,44,14,23,26,29,25,31,16,8,15,10,18,12,20
12.05.2022 22:00,25,22,18,14,7,21,13,12,20,25,17,17,14,19,17,24,26,39,31,19,24,14,22,24,29,25,49,16,11,11,9,21,13,16
12.05.2022 23:00,21,23,21,17,10,9,14,11,19,28,16,13,14,20,17,16,28,36,36,20,23,18,37,29,26,23,3,16,14,16,10,16,13,13
12.05.2022 24:00,17,23,22,17,13,3,12,12,14,22,18,14,15,21,15,7,31,33,35,19,24,23,30,23,25,23,3,12,13,21,12,16,12,11
13.05.2022 01:00,16,23,23,19,9,11,6,11,6,21,8,16,16,23,11,8,23,36,35,20,23,25,16,20,23,22,5,9,13,13,13,19,12,11
13.05.2022 02:00,14,22,25,22,16,21,9,10,5,23,15,13,17,21,13,15,20,34,31,20,22,26,15,20,22,21,10,10,13,12,13,22,13,15
13.05.2022 03:00,13,22,28,23,18,14,12,9,6,22,14,13,19,23,14,13,18,29,28,16,20,23,20,24,19,18,13,13,11,16,13,20,13,15
13.05.2022 04:00,12,23,21,18,14,13,8,10,13,19,17,16,21,27,15,14,17,27,28,14,20,20,18,23,20,19,18,14,10,10,13,19,13,17
13.05.2022 05:00,10,24,17,18,10,9,9,10,10,19,15,14,21,35,17,17,20,24,28,12,17,19,22,22,24,21,23,15,11,13,15,18,14,15
13.05.2022 06:00,10,25,18,18,11,11,8,10,10,19,21,18,21,34,17,16,18,18,22,11,14,21,22,22,29,22,18,16,9,11,17,19,14,20
13.05.2022 07:00,8,22,16,14,14,14,6,11,12,20,20,18,17,38,14,17,21,21,27,14,15,22,17,20,27,23,19,13,10,10,17,19,17,26
13.05.2022 08:00,9,17,15,14,11,9,7,12,7,21,14,13,14,29,9,13,26,21,36,15,17,21,5,19,26,23,17,5,11,9,15,19,17,23
13.05.2022 09:00,9,14,14,17,10,8,10,12,6,18,6,11,15,18,14,9,26,21,26,15,16,22,2,19,24,20,7,2,14,3,14,19,15,20
13.05.2022 10:00,10,13,17,18,15,7,11,12,13,15,16,15,13,14,21,7,22,16,27,16,16,15,2,18,15,13,2,2,11,6,12,19,11,21
13.05.2022 11:00,11,13,15,16,15,12,11,13,14,16,17,16,14,12,23,11,16,23,37,21,19,13,4,16,12,10,2,17,13,10,10,15,12,16
13.05.2022 12:00,10,13,15,18,10,10,11,13,3,20,18,14,14,13,20,19,15,15,32,16,16,14,11,17,12,10,3,21,12,11,11,17,12,14
13.05.2022 13:00,5,11,15,21,8,7,6,13,6,17,20,14,12,11,21,2,16,10,24,12,14,15,9,15,15,13,8,23,13,15,9,15,12,19
13.05.2022 14:00,5,10,17,25,16,4,8,13,5,14,17,16,12,10,18,3,16,10,19,14,12,13,13,12,17,14,15,17,15,10,8,9,11,16
13.05.2022 15:00,6,11,15,23,17,14,10,13,2,10,13,19,12,9,18,8,17,12,25,14,13,13,16,11,17,13,15,19,8,10,8,9,9,17
13.05.2022 16:00,7,10,15,#,20,12,13,12,4,9,21,19,12,9,18,13,17,10,24,15,14,12,14,9,19,14,18,19,12,18,10,10,8,10
13.05.2022 17:00,8,10,14,24,20,10,10,12,14,12,13,17,12,9,16,13,19,11,25,16,17,13,13,7,22,16,13,21,15,17,7,11,9,11
13.05.2022 18:00,10,11,14,27,16,14,10,13,13,13,15,17,12,10,15,13,22,12,26,16,19,12,23,7,19,16,16,21,16,15,7,10,10,10
13.05.2022 19:00,15,11,13,26,17,10,13,13,2,13,15,17,12,10,15,12,18,13,26,15,21,11,20,8,19,15,13,29,14,21,7,9,10,19
13.05.2022 20:00,15,11,12,26,17,12,9,12,11,13,13,16,13,12,14,14,18,15,30,18,22,13,14,13,19,15,19,21,17,23,7,11,13,28
13.05.2022 21:00,13,16,16,27,21,20,11,14,17,12,16,18,13,14,15,17,17,18,31,20,23,16,16,16,21,17,20,12,17,27,7,11,28,29
13.05.2022 22:00,12,15,20,29,23,20,9,14,25,13,22,19,14,16,18,18,21,21,36,26,26,15,26,17,23,19,19,17,12,21,8,12,20,20
13.05.2022 23:00,10,17,23,31,24,12,12,16,26,17,23,19,14,15,18,19,20,26,35,27,26,16,29,17,22,18,22,18,12,22,8,12,16,18
13.05.2022 24:00,10,16,22,27,22,17,12,16,30,19,33,22,13,15,19,15,19,23,36,24,29,16,27,16,21,17,19,27,8,26,7,11,14,21
14.05.2022 01:00,13,15,19,26,20,20,9,16,98,14,58,19,14,15,16,17,20,23,33,22,26,17,18,13,20,16,25,28,6,10,8,10,12,17
14.05.2022 02:00,18,16,17,25,25,15,9,15,36,13,14,17,13,12,11,13,22,25,26,18,22,18,27,12,17,14,20,21,6,10,8,9,13,15
14.05.2022 03:00,10,15,17,25,22,15,10,15,51,11,20,16,12,12,12,15,22,20,26,17,17,17,28,12,16,12,19,13,6,15,8,10,12,15
14.05.2022 04:00,10,16,21,24,18,14,10,14,2,13,26,17,11,12,14,13,19,10,28,17,18,17,26,12,14,12,16,15,7,14,8,10,12,16
14.05.2022 05:00,9,15,16,20,14,11,11,15,2,13,20,12,10,11,13,15,17,3,28,21,18,15,25,12,14,11,18,12,6,15,10,12,12,19
14.05.2022 06:00,9,15,16,22,20,14,10,16,7,15,21,11,9,11,11,16,16,3,28,21,19,13,25,12,15,13,15,13,10,13,9,13,12,27
14.05.2022 07:00,13,18,17,21,18,14,10,14,8,13,14,15,10,10,10,10,15,3,28,19,19,13,15,11,12,14,8,9,8,2,9,13,13,21
14.05.2022 08:00,14,16,15,15,18,8,9,15,2,11,9,15,14,11,2,10,17,4,28,18,17,13,7,8,11,12,2,5,14,2,10,11,12,18
14.05.2022 09:00,12,12,9,10,23,11,14,15,2,7,2,13,12,13,2,11,17,6,18,12,13,10,3,6,9,11,6,10,11,2,10,8,11,13
14.05.2022 10:00,10,10,8,9,15,14,15,16,2,6,7,15,10,10,4,14,18,5,13,10,10,7,6,7,8,10,9,17,11,2,12,8,10,11
14.05.2022 11:00,12,9,9,10,5,16,18,15,8,7,16,14,7,8,10,12,20,6,14,11,11,10,11,10,6,9,12,15,12,7,12,8,9,12
14.05.2022 12:00,12,10,11,13,9,13,14,15,8,8,15,16,8,7,11,9,21,9,14,9,13,11,10,16,7,7,12,13,6,10,10,9,9,7
14.05.2022 13:00,12,11,10,13,16,12,9,15,7,9,13,16,7,8,12,10,15,11,13,8,12,13,6,17,9,8,11,12,11,6,11,10,9,18
14.05.2022 14:00,13,10,8,11,13,12,10,15,3,10,13,15,7,7,8,11,11,11,15,7,13,13,10,17,9,8,12,15,10,9,12,11,9,18
14.05.2022 15:00,13,9,9,12,15,9,10,14,6,10,12,16,7,7,12,10,10,11,13,9,15,13,10,15,10,8,11,18,12,10,12,10,10,10
14.05.2022 16:00,14,9,9,11,19,9,11,13,10,8,12,15,7,6,13,12,11,12,13,9,13,12,11,12,10,9,14,22,14,9,10,9,10,10
14.05.2022 17:00,16,9,8,10,7,7,13,13,14,7,17,14,9,6,11,8,10,11,13,8,16,11,16,12,11,10,11,27,12,14,10,10,11,18
14.05.2022 18:00,18,11,9,13,8,5,10,15,3,9,17,15,10,7,12,10,8,11,14,9,16,10,17,13,12,11,10,33,11,13,11,10,15,20
14.05.2022 19:00,17,12,14,16,7,5,8,15,5,11,12,15,10,11,13,7,9,11,15,9,17,9,18,14,12,17,12,25,14,18,11,12,16,21
14.05.2022 20:00,14,15,13,18,12,5,8,14,22,10,17,16,11,10,20,7,9,11,18,9,15,9,22,17,13,15,16,16,19,32,11,13,13,27
14.05.2022 21:00,14,18,13,21,13,7,6,17,20,22,23,21,13,12,21,11,14,15,24,11,18,11,25,21,16,17,17,17,18,29,13,11,15,26
14.05.2022 22:00,12,19,25,30,22,14,7,19,28,23,29,20,16,14,20,13,16,20,30,15,22,13,37,27,22,16,15,21,11,21,12,24,19,23
14.05.2022 23:00,11,23,37,37,33,22,9,17,34,18,28,17,13,13,17,19,13,16,38,11,35,13,35,24,18,16,24,22,15,22,11,12,19,18
14.05.2022 24:00,10,23,39,49,35,16,9,18,32,19,31,12,13,21,25,15,12,20,38,15,30,12,29,20,18,16,24,19,10,21,13,13,17,14
15.05.2022 01:00,8,21,36,48,30,12,7,18,40,15,29,12,14,25,20,14,13,20,40,15,31,14,41,17,15,15,18,15,6,28,15,14,20,18
15.05.2022 02:00,8,18,33,47,36,15,7,18,25,20,37,10,12,19,16,11,13,21,38,19,24,14,23,17,14,13,17,19,8,19,16,15,19,23
15.05.2022 03:00,8,18,28,42,25,21,10,18,22,17,31,11,11,21,19,10,14,21,37,22,24,15,35,15,13,13,20,26,13,20,15,15,18,23
15.05.2022 04:00,8,18,23,40,26,16,9,18,22,14,29,11,12,16,18,11,14,19,32,20,25,15,28,13,13,12,18,22,17,16,15,14,18,24
